Gene_ID	CDS_length	chr	testis_TR.R1	testis_TR.R2	testis_TR.R3	testis_RP.R1	testis_RP.R2	testis_RP.R3	spermatocytes_TR.R1	spermatocytes_TR.R2	spermatocytes_RP.R1	spermatocytes_RP.R2	roundSpermatids_TR.R1	roundSpermatids_TR.R2	roundSpermatids_RP.R1	roundSpermatids_RP.R2	elongatingSpermatids_TR.R1	elongatingSpermatids_TR.R2	elongatingSpermatids_RP.R1	elongatingSpermatids_RP.R2	spermatozoa_TR.R1	spermatozoa_TR.R2	spermatozoa_RP.R1	spermatozoa_RP.R2
ENSMUSG00000045996	300	15	49.2005	39.1804	48.1478	111.2658	120.3654	150.7136	38.1327	44.3973	150.9197	180.4493	19.442	21.6417	44.8707	33.0079	5.3419	3.4866	23.5892	7.0439	81.0015	48.0596	27.1377	71.5699
ENSMUSG00000046000	NA	5	15.7588	21.0884	17.2317	9.7617	9.8649	8.3763	38.94	47.6187	32.0941	28.7682	10.2324	11.6377	8.6883	8.49	4.8125	3.5684	2.4738	3.136	0	0.1925	0	0
ENSMUSG00000046006	NA	13	0.4513	0.4792	0.3603	1.0286	1.243	3.216	0.1097	0.0772	1.421	1.0272	0.5436	0.4867	5.9315	4.3633	0.0914	0.1522	0.6429	0.6687	0	0	0	0
ENSMUSG00000046008	749	19	0.2961	1.3754	0.7598	0	0.1456	1.2516	0.4498	0.1266	0	0	0.4863	0.6842	0.1474	0	0.4496	1.248	0.1172	0	0.8325	0	0.4005	0
ENSMUSG00000046010	1092	11	52.2251	47.1113	46.5418	29.7776	32.9133	34.1886	62.6418	63.5655	41.9442	35.1842	60.7696	61.7489	56.4472	48.9563	18.9593	19.3883	17.7673	19.1579	21.5187	15.23	15.9355	11.9979
ENSMUSG00000046020	1182	2	8.2526	7.206	6.234	18.245	11.1802	11.1259	2.1116	1.1454	2.8493	1.6103	3.8446	3.5411	5.478	2.7042	7.2921	5.34	2.5782	0.8939	27.0046	25.6797	30.6847	28.582
ENSMUSG00000046027	642	7	16.3935	5.6606	4.8266	90.2581	39.857	24.5086	0.5265	0.399	2.4177	1.7237	0.4378	0.154	3.0522	2.3429	1.2144	0.4494	5.0632	0.9052	22.236	19.7983	37.743	18.8378
ENSMUSG00000046031	NA	10	0.8629	0.6631	0.0518	2.15	1.6977	0.3017	0.138	0.1165	0.1554	0.188	0	0.07	0.2261	0	0	0	0.0719	0	0.7662	0.2685	0	0
ENSMUSG00000046032	513	X	9.6497	5.5536	4.9188	56.7446	33.0974	37.7493	0.4671	0.7304	3.0981	3.0039	1.0754	1.0525	2.8909	6.6301	0.951	1.0079	5.3392	1.6872	52.826	38.8758	67.1953	65.4213
ENSMUSG00000046034	1059	15	23.3105	16.2467	16.9113	19.8683	16.2144	16.0046	19.1989	19.8678	13.1081	11.578	10.3517	11.2035	5.6718	6.8651	7.0348	3.7465	2.1103	2.9932	55.5111	42.5755	21.6058	22.3436
ENSMUSG00000046056	495	7	1.044	1.1085	1.3575	1.7389	0.9654	1.0214	0.5329	0.4643	0.8576	0.4321	1.1661	1.6406	3.4511	3.7928	1.5643	2.57	0.7932	2.501	0.4697	0.4629	0.2071	0.0855
ENSMUSG00000046058	711	7	12.9974	10.1427	11.4618	22.2078	15.7452	22.5662	15.6509	13.5351	25.8259	19.0503	3.2286	4.7743	3.2353	4.4074	2.0712	1.1668	3.0955	1.5604	13.1974	13.6078	6.4307	7.2106
ENSMUSG00000046062	2094	1	25.1509	20.4463	20.4026	22.3348	18.8522	24.6521	13.7199	10.4147	8.1396	4.4179	18.558	17.7218	9.0121	8.1709	15.4512	13.2629	6.7106	3.7843	70.2799	98.8709	39.736	41.4328
ENSMUSG00000046070	NA	17	1.097	1.4236	1.7656	0.2778	0.2398	0.4858	0.5037	0.2502	0.0501	0	1.3481	1.5586	0.6554	0.6071	5.5529	3.1855	2.3345	1.0235	0.4113	0.1441	0.066	0.2247
ENSMUSG00000046079	2580	5	4.2936	1.6282	2.7985	9.6788	10.1066	11.0199	0.2796	0	0.6298	0.3173	0.084	0	0.1527	0.6739	0.3105	0.3878	0.8495	0.3787	3.4494	10.1994	12.4466	11.9362
ENSMUSG00000046080	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046085	56	2	13.6355	17.4334	23.4004	2.4126	1.3536	3.5506	29.5726	27.3899	4.7953	5.1771	33.2868	37.1969	5.4805	7.6967	23.5562	22.9908	3.3662	6.6423	0	0.7396	0	0
ENSMUSG00000046088	171	17	68.553	56.4511	54.0778	5.0446	11.5674	21.3039	111.2963	151.0725	29.6284	39.3457	64.6559	63.4082	12.954	8.4297	16.464	12.6555	3.1682	3.7073	0	1.1094	0	0
ENSMUSG00000046093	576	4	5.9421	6.605	7.0317	6.0555	8.9871	5.3378	5.1457	5.3362	3.3048	4.7645	11.3054	10.814	19.6723	22.8496	1.3535	1.0645	1.2933	0.9172	0	0.1098	0	0.3804
ENSMUSG00000046096	504	7	18.9298	16.6744	17.7669	2.9766	3.9247	3.5372	16.2497	15.3915	3.8932	2.5469	16.1273	17.2631	2.7892	3.1088	27.5003	19.7516	7.5245	10.3772	62.0592	45.6707	9.9523	9.0419
ENSMUSG00000046101	1416	1	6.5032	5.6062	5.9865	8.8722	9.3798	12.0722	7.8278	7.9048	13.598	12.2234	1.2479	1.1114	2.3944	2.6344	0.9738	0.7404	0.6289	0.6197	1.4111	0.5254	0.1226	0.0214
ENSMUSG00000046110	NA	2	1.7307	1.0107	1.8556	2.3668	2.9283	4.766	0.7993	0.3553	1.2795	0.573	1.6298	1.7065	11.3045	11.9667	0.7009	0.2918	0.5479	0	3.1145	2.9674	1.7794	2.8361
ENSMUSG00000046111	7383	9	24.7322	21.4119	20.5591	13.3958	20.1109	20.9689	20.5693	18.5608	12.3561	9.5327	18.5698	16.1369	26.5874	20.212	25.1383	34.9641	19.3218	21.1733	2.3898	6.8692	1.2908	1.9586
ENSMUSG00000046130	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046138	6084	19	13.7068	8.1941	9.5857	6.8635	9.4512	11.0061	15.2843	13.3244	9.4172	8.1228	4.1402	4.366	3.3471	2.4569	4.2888	4.894	0.7953	0.8391	4.716	9.7558	0.9193	1.6882
ENSMUSG00000046139	2313	19	2.0531	0.982	0.8755	8.2372	6.2956	6.4229	0.3934	0.2215	1.1902	0.6698	0.2532	0.2565	1.3629	1.3277	0.2247	0.2807	0.732	0.7766	0.6588	3.0894	4.3789	3.9973
ENSMUSG00000046152	1062	8	3.4451	1.6482	2.6729	1.791	1.3398	1.6208	1.2416	1.1649	0.3839	0.2901	0.7018	0.7097	0.5983	0.7042	0.73	0.4728	0.1585	0	0.3004	0.8289	0.2168	0.4513
ENSMUSG00000046157	504	12	0.4181	0.3699	0.5563	1.0995	1.2338	0.3366	0	0	0	0	0.0763	0.1074	0.1388	0	0.1411	0.235	0.5515	0	0	0	0	0.2855
ENSMUSG00000046159	1770	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046160	783	16	0	0.2901	0.4051	0.8622	2.58	3.5307	0	0.0935	0.0748	0	0	0	0.2176	0.2401	0.4978	0.1843	1.0379	0.0675	0	0	0	0
ENSMUSG00000046167	1650	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046168	795	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046169	2511	13	1.7113	0.649	1.1154	0	0.1202	0.2215	0.4457	0.6273	0	0	0.5354	0.6591	0.2434	1.4325	0.2475	0.4122	0	0	0	0	0	0
ENSMUSG00000046173	1932	17	322.3567	318.0385	317.43	113.7778	154.0097	141.7002	726.3185	839.704	320.8558	376.0602	247.6137	283.9715	186.8876	232.5592	70.8207	43.8904	39.5736	36.4774	0.2491	2.2584	0.02	0.0907
ENSMUSG00000046178	816	6	1.5729	1.3917	1.6147	1.1031	1.8567	2.3114	0.3505	0.2691	0.1794	0.1085	1.4353	1.7367	0.4698	0.6144	0.7962	0.7514	0.3735	0	0	0.0775	0	0
ENSMUSG00000046179	418	7	2.4679	1.9785	1.9553	6.0984	7.3483	7.2819	4.1068	3.1732	11.4059	9.5108	1.7049	2.067	4.2055	3.3969	0.5534	0.391	1.0356	0.5113	0.1242	0.1469	0.2241	0.1018
ENSMUSG00000046180	NA	X	34.4308	22.2887	20.9028	88.3692	79.4954	91.6489	4.9137	2.8498	9.6099	3.5393	18.5349	16.2218	35.0345	35.5344	12.8185	3.633	34.8446	6.9123	0	0	0	0.2275
ENSMUSG00000046182	969	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046185	1680	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046186	2406	9	25.1816	25.6698	28.4235	27.8193	43.0969	52.7416	7.1891	3.6346	7.2589	3.0675	31.0427	23.0751	45.541	33.6603	10.4555	4.4658	15.1272	4.7472	0.1297	1.4754	0.0847	2.7431
ENSMUSG00000046191	2400	18	0.2852	0.1183	0.122	0.9064	0.4384	0.366	0	0	0.0732	0	0.0293	0	0.0887	0.0261	0	0	0.0141	0	0	0.0527	0.008	0
ENSMUSG00000046192	2367	6	137.8204	144.5367	150.7557	64.6796	95.9066	97.2994	139.5759	147.5088	173.2406	208.8652	243.543	233.803	318.3297	331.8742	40.3668	28.4035	23.2028	17.1634	0.3388	1.8434	0.0082	0.1851
ENSMUSG00000046196	1815	17	129.905	114.6925	112.7876	22.7718	107.3826	117.3253	82.9693	48.3246	24.897	6.6823	170.9247	142.5952	72.8755	81.3889	303.9303	504.1598	1408.0963	917.6599	1.9884	9.4419	0.5102	7.629
ENSMUSG00000046201	3807	17	10.2491	6.3838	6.627	16.7478	12.4367	13.8447	8.6733	7.7181	12.4082	10.3829	2.5781	2.7962	3.4911	4.0498	2.4916	2.1412	2.4281	1.4848	12.1342	18.3546	12.3243	13.386
ENSMUSG00000046204	1098	14	2.9613	3.9821	5.822	0.0342	0.3833	0.2353	1.255	0.5999	0.2134	0.0403	4.5867	4.8625	0.8147	0.2283	13.6881	13.3695	0.1542	0.5774	0	0.4607	0	0
ENSMUSG00000046207	2271	11	3.8594	5.5596	4.0531	2.0217	1.6205	1.4212	10.3255	10.7882	3.6406	4.5287	3.2469	3.3718	2.5306	1.8616	1.1436	0.7142	0.4097	0.3487	0.2647	0.0696	0.0212	0.0964
ENSMUSG00000046213	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046215	354	11	2.1754	1.7644	1.7231	5.933	2.6155	4.671	4.4067	3.6178	4.3846	4.0013	1.5219	2.3275	3.4897	4.072	0.3671	0.4076	0.5739	0	0.4531	3.0368	1.8529	1.4854
ENSMUSG00000046223	378	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046229	429	2	169.038	284.9746	337.3237	87.3376	57.6841	51.2517	180.8453	156.856	49.5607	48.3911	286.8219	255.2045	54.3159	49.525	221.9157	151.5032	26.5987	11.9451	387.5376	275.3506	195.2153	134.6212
ENSMUSG00000046230	9501	19	98.116	80.3247	82.3477	41.8436	59.8707	60.8076	101.8363	94.8614	95.6714	120.1197	106.6003	94.6942	63.4296	52.4421	58.9678	52.282	11.08	10.1867	8.1964	26.6629	5.781	11.1563
ENSMUSG00000046240	1257	9	17.5625	14.7717	15.3733	4.7441	6.3949	5.6935	7.1152	4.5412	4.5432	2.7467	31.3066	30.938	32.0253	25.3784	25.464	20.6309	4.714	5.3796	0.7656	1.1068	0.0767	0.2092
ENSMUSG00000046242	957	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046245	NA	5	0.706	0.1874	0.3758	3.5896	0.3241	0.4832	0.1144	0.0403	0.1933	0	0.6185	0.5438	0.9841	1.2411	0	0	0	0	0.1765	0.487	0.5306	0.5785
ENSMUSG00000046248	1071	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046258	NA	8	41.5511	39.9365	47.1378	17.7545	28.6081	38.8451	12.5914	7.8068	12.8796	6.2572	61.3195	51.3765	80.867	61.0599	14.1353	6.1373	12.1731	5.6471	0	0.4139	0	0.0191
ENSMUSG00000046269	1317	X	5.8798	3.6648	3.3718	8.344	7.254	8.7888	0.2369	0.1111	0.3113	0.0672	0.1601	0.1251	0.1941	0.0952	1.6773	0.6299	1.7997	0.5215	2.6185	1.6805	0.3662	0.2329
ENSMUSG00000046272	NA	19	1.4261	0.5323	0.7116	0.4297	0.4384	0.6728	0.9208	0.9148	2.1964	1.1527	0.3416	0.206	0.9318	0.457	0.0451	0.0376	0.0705	0	0	0	0	0
ENSMUSG00000046275	522	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046280	1479	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046282	NA	8	28.9718	29.0258	29.9567	13.5367	20.8862	28.7903	9.179	5.6578	7.222	3.742	47.946	42.5278	42.3189	44.7744	9.4101	5.4663	6.7631	2.5686	0	0.2216	0	0.1344
ENSMUSG00000046287	1401	X	0.0305	0.0811	0.0697	0.0535	0.1202	0.0738	0.0186	0	0	0.0316	0.0334	0.047	0.0304	0	0	0	0	0	0	0.0903	0	0
ENSMUSG00000046311	2724	11	36.2965	30.7263	32.6846	20.2534	22.5261	29.4029	56.2464	62.6376	37.8544	44.3614	23.1059	23.9796	21.706	25.6307	5.9309	4.4225	2.8963	1.8618	10.393	27.3931	6.1616	7.5765
ENSMUSG00000046312	2151	4	5.6885	5.7021	6.2614	4.5334	2.8957	2.4383	7.5424	8.8118	3.853	3.3748	6.327	6.619	2.4557	2.3601	2.0136	1.4756	0.7713	0.6631	1.6405	3.1162	2.2871	4.6039
ENSMUSG00000046314	633	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046317	NA	3	4.2783	3.5963	3.1719	2.2503	3.3669	3.1004	9.6198	7.4402	6.0524	6.0494	2.5766	2.6365	1.8459	1.4624	1.5881	1.8034	0	0	0	0	0.1286	0
ENSMUSG00000046318	NA	18	8.9411	4.5688	6.2719	29.0794	16.4913	17.0354	1.2497	1.6824	2.4787	1.4338	6.5352	7.4041	8.2794	11.3296	3.3944	3.1282	2.2644	1.3801	0.7542	0.4625	0.6048	0.2747
ENSMUSG00000046321	1104	7	0.0388	0	0	0	0.0762	0	0	0	0.0531	0	0	0.0299	0.1543	0	0	0	0	0	0	0	0	0
ENSMUSG00000046324	2697	19	25.5715	21.7279	21.0067	33.848	33.7529	33.4717	38.927	38.0972	35.0627	27.7039	11.4124	12.2809	15.3368	18.1257	5.1552	3.8917	5.6747	3.0362	86.5334	70.3407	77.7124	73.2579
ENSMUSG00000046329	1404	17	2.6206	1.6986	1.5119	3.633	3.0875	2.6131	0.5926	0.1303	0.6049	0.1261	0.2336	0.2113	0.5461	0.491	0.617	0.4367	0.4341	0.5268	12.0528	20.5383	7.4888	8.8323
ENSMUSG00000046330	279	1	295.9546	357.1842	333.0189	214.9499	147.3758	190.9502	325.4136	313.5828	255.4901	224.1754	262.5342	270.6243	220.0171	197.2297	204.9214	169.611	43.4478	58.51	875.0084	397.0967	82.3548	192.7062
ENSMUSG00000046337	NA	1	74.8152	73.7888	61.845	99.5193	113.6052	136.2093	135.7555	126.0644	166.0371	158.8474	87.9713	81.3617	88.7901	101.6867	25.0484	21.2312	22.6317	11.457	0.5061	3.0475	0.1107	1.257
ENSMUSG00000046338	1332	2	38.2665	30.3032	34.1346	45.05	37.6079	43.8127	67.9922	69.6693	153.5255	155.9173	10.6606	11.2733	22.9637	25.5017	4.8245	3.8227	7.1351	4.3476	0.4667	0.7096	0.2726	0.4553
ENSMUSG00000046345	NA	16	0.5042	0.478	0.3286	0	0.3543	0.174	0.4815	0.4312	0.7888	0.2236	0.0789	0.1664	0.2869	0	0	0.1214	0	0.4447	0	0	0	0
ENSMUSG00000046351	1233	13	15.1632	9.9474	9.6766	5.5665	6.2122	8.1093	16.2365	16.4705	5.4866	5.9234	1.5768	2.7531	1.0365	0.61	1.7213	1.2871	0.357	0.4713	6.5044	18.8222	2.6286	2.8786
ENSMUSG00000046352	681	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046354	NA	8	32.7165	31.4534	31.5755	11.5825	19.1862	32.5491	16.8232	13.9908	38.6171	27.5565	53.7376	44.5887	129.2579	119.8165	7.8558	3.0057	10.1248	2.8486	1.5725	0.62	0	0
ENSMUSG00000046364	447	7	138.2075	129.8263	126.4175	106.0553	113.3587	114.7909	111.6177	101.424	33.0203	23.6669	96.3688	83.7562	33.6406	34.4913	112.2067	88.4357	32.5724	50.702	401.177	243.3253	51.1869	65.9725
ENSMUSG00000046367	NA	1	12.1201	13.2927	15.5211	32.0656	55.3648	70.0153	4.7412	2.2966	15.2763	3.5291	17.4439	13.4176	105.4671	96.8538	24.2832	25.6057	165.1651	135.9495	0	0.4827	0	0.669
ENSMUSG00000046378	1083	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046380	1674	15	20.3692	20.3863	21.6882	7.8192	8.0954	8.1183	37.8034	38.6241	9.4121	7.06	16.4696	19.0969	5.7002	5.0169	4.2433	2.564	1.8002	0.8521	7.1384	6.233	2.3971	2.1726
ENSMUSG00000046387	2400	18	0.3922	0.1656	0.1017	1.0158	0.491	0.4091	0.0867	0.0152	0.0976	0.0553	0.0195	0.0137	0.1775	0.0522	0	0.015	0.0282	0	0	0.0527	0	0.0183
ENSMUSG00000046402	408	9	101.1904	31.4534	40.6654	373.8582	139.0482	163.8852	4.4607	4.843	12.992	12.1509	2.928	3.3118	10.7541	17.9725	5.308	1.8565	21.3286	6.7332	1.7691	7.4396	5.7215	16.4319
ENSMUSG00000046404	1032	1	72.7976	83.9642	92.301	29.8371	49.1001	62.088	39.9819	25.2806	13.3092	8.0636	98.8486	91.3659	33.4763	35.4662	218.2854	223.3642	104.8942	97.2123	8.0044	18.2601	3.2154	4.246
ENSMUSG00000046408	NA	8	29.8915	40.049	50.926	12.1706	16.119	21.3309	18.3087	15.1858	5.9477	4.5925	73.2196	70.2425	16.6445	21.5828	80.5066	71.0217	59.5729	40.5842	0	2.4429	0	0.2418
ENSMUSG00000046410	942	7	2.18	0.6631	1.062	5.6139	1.7871	2.0845	0.1104	0.1165	0.2176	0	0.5222	0.2799	0.7235	0.2661	0.3678	0.1149	0.5032	0.2243	0.7662	0.7384	0.8397	0.3256
ENSMUSG00000046417	1020	11	4.9075	3.3959	2.9662	3.9712	3.3008	3.9768	0.5353	0.3229	0.1148	0.0434	1.1942	1.0663	1.1276	0.4301	1.6561	0.7072	0.5643	0.259	6.4474	7.6256	2.4588	2.148
ENSMUSG00000046431	NA	7	0	0	0	0	0	0	0	0	0	0	0.0701	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046432	375	X	15.8583	16.8078	12.6876	91.413	80.2436	79.7146	1.7333	1.3661	3.1238	0.8263	1.3117	2.5487	4.9983	5.0139	5.4286	2.6931	9.7517	4.7899	31.2243	23.1023	53.5036	31.666
ENSMUSG00000046434	1122	15	12.3673	10.618	10.3372	44.2475	43.4925	49.7828	6.8581	8.0983	19.8149	25.2708	7.9985	8.2169	24.4356	34.9317	2.4258	1.3359	11.0726	5.679	16.8803	17.3657	33.5478	34.6746
ENSMUSG00000046441	155	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046442	2250	11	6.0657	6.1326	6.1486	7.9845	5.574	4.9606	3.0159	3.6754	1.7572	1.6722	7.6414	6.6646	8.9363	6.908	1.6748	1.2183	0.6321	0.4461	0.0356	0.1967	0.2572	0.0584
ENSMUSG00000046447	237	4	107.409	111.6495	148.5574	21.3638	16.6923	17.8785	105.9728	101.1276	17.2997	11.0193	162.4859	174.5184	32.8927	12.6933	240.6883	184.1456	19.2874	32.0989	28.4251	15.7424	15.5477	10.1688
ENSMUSG00000046449	4548	X	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046450	939	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046456	NA	7	0	0	0.1291	0	0	0.2734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046460	NA	9	6.0547	5.7779	4.8798	0.8773	0.9845	0.8461	7.4502	9.8005	2.0209	2.0191	3.7807	3.8546	0.6975	1.466	1.3678	1.2656	0.396	0.3707	0	0.074	0	0
ENSMUSG00000046470	1134	2	0.9432	0.9013	0.5809	4.1011	2.0041	3.0302	1.9259	1.8392	3.6414	4.1375	0.0826	0.0581	0.3757	0.0553	0.2292	0.1272	0.1194	0.2329	0.3536	0.1115	0	0
ENSMUSG00000046480	687	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046491	885	11	5.9461	6.9295	7.5265	6.2721	6.2772	6.2475	1.7627	1.7779	1.9855	0.6502	4.2878	6.2935	7.172	5.9486	2.6918	0.8559	1.8747	0.4179	0.1812	0	0	0
ENSMUSG00000046500	408	6	4.4656	2.6766	2.4646	1.2628	1.5587	0.8699	1.0505	0.1232	0.5916	0.2981	7.5714	5.3264	10.4704	7.5968	0.1458	0.3643	0.114	0	0	0	0	0
ENSMUSG00000046516	192	16	112.5284	122.4386	103.3155	363.9188	337.3441	284.0683	147.0599	130.1656	513.4175	515.721	62.3422	57.8462	380.5043	281.7031	18.9494	6.3871	39.3271	14.8583	558.8904	300.7017	228.3913	175.5014
ENSMUSG00000046518	507	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046519	1032	3	18.8212	12.8202	15.3914	43.8289	34.3375	36.1012	15.6451	13.6153	14.5294	11.9238	14.7989	12.4866	23.5284	21.7413	4.4068	3.8095	9.0556	4.4025	39.9443	51.7778	70.9062	88.783
ENSMUSG00000046532	2700	X	4.1832	1.9559	2.1869	19.8223	9.3992	10.6409	0.3081	0.1355	1.1064	0.8525	0.6333	0.5737	2.2088	1.6249	0.4813	0.4676	2.0692	0.6261	10.6933	32.0397	44.1291	46.4636
ENSMUSG00000046541	2028	7	9.5988	11.1718	8.6264	3.1994	3.0714	3.9366	12.128	11.9264	3.9134	3.4486	10.4646	10.2543	6.0495	3.9866	6.45	10.7244	2.5044	1.6933	7.5533	7.2341	6.6685	5.9634
ENSMUSG00000046546	1275	16	1.208	0.1781	0.3827	1.6179	0.6602	1.1753	0.0204	0.0574	0.0459	0	0.0184	0.0775	0.2339	0.0492	0	0	0.0266	0	0	0	0.0151	0.1718
ENSMUSG00000046550	774	X	2.5979	1.6874	1.387	6.8324	7.1231	7.0433	0.1008	0	0.227	0.0572	0.0303	0.0852	0.3853	0.2429	1.0632	0.1398	2.3186	0.546	1.4506	1.5523	1.4207	1.1889
ENSMUSG00000046556	1746	8	2.4503	2.2115	1.9005	10.59	7.2553	8.5974	3.961	4.2753	4.5791	3.3464	0.6976	1.1892	1.0247	1.1845	0.3969	0.1239	1.3187	0.6051	3.3072	4.4548	10.1875	8.6833
ENSMUSG00000046561	1797	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046562	756	5	18.6752	16.7495	15.6852	38.1999	34.6262	34.8248	9.7326	7.4538	10.7304	7.553	15.678	13.2961	17.6368	26.6113	5.2709	1.7652	11.1971	1.5374	138.5457	92.0105	81.7366	73.8999
ENSMUSG00000046567	984	10	42.2178	44.2608	51.6004	18.8289	23.7802	26.2042	48.7756	57.9733	56.1014	61.4477	53.6325	51.2104	43.4213	33.948	21.3924	19.427	8.6371	10.4156	12.144	19.6649	18.0178	17.4561
ENSMUSG00000046572	3249	5	2.3834	1.4331	1.9676	3.5093	3.0829	3.2683	1.0723	0.7884	0.7211	0.2997	0.1875	0.3347	0.3409	0.3279	0.3599	0.222	0.3648	0.2439	1.9007	3.4061	1.4726	1.524
ENSMUSG00000046573	276	13	20.6165	14.6073	16.9734	44.1639	36.9013	41.0952	17.5214	18.6933	12.4147	8.1792	11.712	9.3139	8.6432	7.2665	3.1386	2.875	3.4351	1.7227	35.1599	19.0167	32.0837	44.7709
ENSMUSG00000046574	6108	7	0.6514	0.2882	0.3955	6.1526	3.7897	3.862	0.0681	0.024	0.4363	0.3696	0.0383	0.027	0.802	0.8927	0.0709	0.0709	0.6597	0.3892	0.5646	2.4951	6.4465	5.3159
ENSMUSG00000046585	NA	19	118.3632	149.7975	156.2779	25.4327	46.9172	44.8446	70.1948	59.6177	26.1696	21.8112	261.1846	285.136	173.3356	175.3273	32.8233	18.9007	15.6129	18.1337	0.3059	1.1335	0.0441	0.234
ENSMUSG00000046591	267	7	0.8009	0.6001	0.6557	2.5366	2.5541	2.8707	0.8086	0.6408	2.0514	1.4568	0.1768	0.2289	1.3891	1.0408	0.2223	0.1634	0.1738	0.1755	0.0242	0.0764	0.2796	0.1323
ENSMUSG00000046593	708	4	0	0	0.1034	0	0	0	0	0.0517	0	0	0.0662	0.1862	0	0.0885	0	0.0509	0	0	0	0.0893	0	0
ENSMUSG00000046598	1032	16	22.5109	19.9181	13.0271	58.4385	32.5431	23.7086	13.1257	14.0054	15.6645	18.1002	13.5279	13.0295	13.9932	17.2473	7.0509	4.1241	6.398	4.2489	35.1261	30.7603	49.3895	41.1433
ENSMUSG00000046603	1530	9	8.0253	8.0536	7.0965	13.752	12.6533	15.1136	10.2639	10.7143	26.6635	29.9143	1.1329	1.7017	3.7587	2.5397	1.7552	0.8251	2.2573	1.4847	11.0602	10.2501	9.1165	5.241
ENSMUSG00000046605	1074	11	1.6172	0.9757	1.3415	4.1243	3.7602	3.5958	1.0721	1.2574	3.472	1.445	0.805	1.0759	6.5142	4.4151	1.414	1.1155	0.989	1.6339	2.8938	6.4106	13.5907	8.2818
ENSMUSG00000046607	279	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046613	3411	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
