Human	ChrHuman	Macaque	ChrMacaque
ENSG00000198959	20	ENSMMUG00000018925	10
ENSG00000198960	X	ENSMMUG00000032394	X
ENSG00000198961	5	ENSMMUG00000012353	6
ENSG00000198963	9	ENSMMUG00000012571	15
ENSG00000198964	10	ENSMMUG00000007081	9
ENSG00000198965	1	ENSMMUG00000004509	1
ENSG00000203485	14	ENSMMUG00000016552	7
ENSG00000203618	22	ENSMMUG00000040434	10
ENSG00000203663	1	ENSMMUG00000039198	1
ENSG00000203666	1	ENSMMUG00000011424	1
ENSG00000203667	1	ENSMMUG00000031175	1
ENSG00000203668	1	ENSMMUG00000031161	1
ENSG00000203685	1	ENSMMUG00000008640	1
ENSG00000203697	1	ENSMMUG00000042038	1
ENSG00000203705	1	ENSMMUG00000031430	1
ENSG00000203710	1	ENSMMUG00000013596	1
ENSG00000203724	1	ENSMMUG00000044692	1
ENSG00000203727	6	ENSMMUG00000017086	4
ENSG00000203730	1	ENSMMUG00000022886	1
ENSG00000203733	6	ENSMMUG00000040868	4
ENSG00000203734	6	ENSMMUG00000040900	4
ENSG00000203756	6	ENSMMUG00000042297	4
ENSG00000203760	6	ENSMMUG00000029416	4
ENSG00000203772	10	ENSMMUG00000048898	9
ENSG00000203780	10	ENSMMUG00000009655	9
ENSG00000203783	1	ENSMMUG00000021750	1
ENSG00000203784	1	ENSMMUG00000009451	1
ENSG00000203791	10	ENSMMUG00000015217	9
ENSG00000203805	10	ENSMMUG00000008724	9
ENSG00000203814	1	ENSMMUG00000040506	1
ENSG00000203859	1	ENSMMUG00000016568	1
ENSG00000203867	10	ENSMMUG00000019883	9
ENSG00000203872	6	ENSMMUG00000022466	4
ENSG00000203877	6	ENSMMUG00000029548	4
ENSG00000203879	X	ENSMMUG00000005502	X
ENSG00000203880	20	ENSMMUG00000002316	10
ENSG00000203907	6	ENSMMUG00000000416	4
ENSG00000203908	6	ENSMMUG00000010084	4
ENSG00000203910	1	ENSMMUG00000010094	1
ENSG00000203933	X	ENSMMUG00000011355	X
ENSG00000203943	1	ENSMMUG00000000402	1
ENSG00000203952	X	ENSMMUG00000032341	X
ENSG00000203963	1	ENSMMUG00000000647	1
ENSG00000203965	1	ENSMMUG00000020048	1
ENSG00000203972	6	ENSMMUG00000046051	4
ENSG00000203985	1	ENSMMUG00000032096	1
ENSG00000203995	1	ENSMMUG00000032121	1
ENSG00000204001	9	ENSMMUG00000001834	15
ENSG00000204006	1	ENSMMUG00000006651	1
ENSG00000204007	9	ENSMMUG00000021493	15
ENSG00000204020	10	ENSMMUG00000000468	9
ENSG00000204021	10	ENSMMUG00000016858	9
ENSG00000204022	10	ENSMMUG00000014343	9
ENSG00000204033	10	ENSMMUG00000000659	9
ENSG00000204060	1	ENSMMUG00000044175	1
ENSG00000204065	X	ENSMMUG00000004154	X
ENSG00000204070	20	ENSMMUG00000041130	10
ENSG00000204084	1	ENSMMUG00000023277	1
ENSG00000204099	2	ENSMMUG00000014405	12
ENSG00000204103	20	ENSMMUG00000004148	10
ENSG00000204104	2	ENSMMUG00000010080	12
ENSG00000204116	X	ENSMMUG00000023236	X
ENSG00000204120	2	ENSMMUG00000012211	12
ENSG00000204130	10	ENSMMUG00000019703	9
ENSG00000204131	X	ENSMMUG00000021924	X
ENSG00000204138	1	ENSMMUG00000019216	1
ENSG00000204140	6	ENSMMUG00000015383	4
ENSG00000204160	1	ENSMMUG00000041160	1
ENSG00000204161	10	ENSMMUG00000030590	9
ENSG00000204165	X	ENSMMUG00000032428	X
ENSG00000204175	10	ENSMMUG00000013444	9
ENSG00000204178	1	ENSMMUG00000018014	1
ENSG00000204179	10	ENSMMUG00000010209	9
ENSG00000204183	20	ENSMMUG00000031274	10
ENSG00000204186	2	ENSMMUG00000031276	12
ENSG00000204193	9	ENSMMUG00000010325	15
ENSG00000204209	6	ENSMMUG00000004287	4
ENSG00000204217	2	ENSMMUG00000009009	12
ENSG00000204219	1	ENSMMUG00000010977	1
ENSG00000204220	6	ENSMMUG00000003871	4
ENSG00000204227	6	ENSMMUG00000003863	4
ENSG00000204228	6	ENSMMUG00000003861	4
ENSG00000204231	6	ENSMMUG00000003858	4
ENSG00000204237	17	ENSMMUG00000008830	16
ENSG00000204246	9	ENSMMUG00000010145	15
ENSG00000204248	6	ENSMMUG00000003850	4
ENSG00000204252	6	ENSMMUG00000015734	4
ENSG00000204257	6	ENSMMUG00000005534	4
ENSG00000204262	2	ENSMMUG00000021290	12
ENSG00000204264	6	ENSMMUG00000011301	4
ENSG00000204271	X	ENSMMUG00000048633	X
ENSG00000204272	X	ENSMMUG00000041518	X
ENSG00000204278	17	ENSMMUG00000049183	16
ENSG00000204279	X	ENSMMUG00000010324	X
ENSG00000204287	6	ENSMMUG00000039082	4
ENSG00000204291	9	ENSMMUG00000011582	15
ENSG00000204296	6	ENSMMUG00000018425	4
ENSG00000204300	11	ENSMMUG00000046193	14
ENSG00000204301	6	ENSMMUG00000018461	4
ENSG00000204304	6	ENSMMUG00000018456	4
ENSG00000204305	6	ENSMMUG00000018442	4
ENSG00000204308	6	ENSMMUG00000018438	4
ENSG00000204310	6	ENSMMUG00000018434	4
ENSG00000204311	2	ENSMMUG00000038575	12
ENSG00000204314	6	ENSMMUG00000016647	4
ENSG00000204315	6	ENSMMUG00000015230	4
ENSG00000204316	17	ENSMMUG00000040816	16
ENSG00000204334	2	ENSMMUG00000031393	12
ENSG00000204335	2	ENSMMUG00000002690	12
ENSG00000204344	6	ENSMMUG00000000747	4
ENSG00000204345	17	ENSMMUG00000041765	16
ENSG00000204348	6	ENSMMUG00000000741	4
ENSG00000204351	6	ENSMMUG00000000736	4
ENSG00000204352	9	ENSMMUG00000031598	15
ENSG00000204356	6	ENSMMUG00000000735	4
ENSG00000204361	11	ENSMMUG00000030902	14
ENSG00000204366	6	ENSMMUG00000011683	4
ENSG00000204371	6	ENSMMUG00000011679	4
ENSG00000204381	11	ENSMMUG00000030915	14
ENSG00000204385	6	ENSMMUG00000021708	4
ENSG00000204386	6	ENSMMUG00000021707	4
ENSG00000204387	6	ENSMMUG00000043226	4
ENSG00000204390	6	ENSMMUG00000029822	4
ENSG00000204394	6	ENSMMUG00000006828	4
ENSG00000204396	6	ENSMMUG00000006827	4
ENSG00000204403	11	ENSMMUG00000016548	14
ENSG00000204406	2	ENSMMUG00000014921	12
ENSG00000204420	6	ENSMMUG00000015694	4
ENSG00000204421	6	ENSMMUG00000015693	4
ENSG00000204427	6	ENSMMUG00000015686	4
ENSG00000204438	6	ENSMMUG00000005293	4
ENSG00000204439	6	ENSMMUG00000005305	4
ENSG00000204442	13	ENSMMUG00000030627	17
ENSG00000204444	6	ENSMMUG00000005303	4
ENSG00000204463	6	ENSMMUG00000005302	4
ENSG00000204469	6	ENSMMUG00000005297	4
ENSG00000204472	6	ENSMMUG00000039582	4
ENSG00000204475	6	ENSMMUG00000008854	4
ENSG00000204482	6	ENSMMUG00000008853	4
ENSG00000204498	6	ENSMMUG00000044441	4
ENSG00000204511	6	ENSMMUG00000008838	4
ENSG00000204514	19	ENSMMUG00000002291	19
ENSG00000204518	1	ENSMMUG00000011137	1
ENSG00000204519	19	ENSMMUG00000005336	19
ENSG00000204524	19	ENSMMUG00000006010	19
ENSG00000204532	19	ENSMMUG00000002545	19
ENSG00000204536	6	ENSMMUG00000015679	4
ENSG00000204538	6	ENSMMUG00000044514	4
ENSG00000204539	6	ENSMMUG00000015676	4
ENSG00000204540	6	ENSMMUG00000043267	4
ENSG00000204544	6	ENSMMUG00000044604	4
ENSG00000204548	20	ENSMMUG00000017530	10
ENSG00000204560	6	ENSMMUG00000019960	4
ENSG00000204564	6	ENSMMUG00000019959	4
ENSG00000204568	6	ENSMMUG00000006525	4
ENSG00000204569	6	ENSMMUG00000006524	4
ENSG00000204574	6	ENSMMUG00000001886	4
ENSG00000204576	6	ENSMMUG00000013893	4
ENSG00000204580	6	ENSMMUG00000018601	4
ENSG00000204583	12	ENSMMUG00000031455	11
ENSG00000204590	6	ENSMMUG00000020077	4
ENSG00000204599	6	ENSMMUG00000011682	4
ENSG00000204604	19	ENSMMUG00000044256	19
ENSG00000204610	6	ENSMMUG00000002890	4
ENSG00000204611	19	ENSMMUG00000001768	19
ENSG00000204612	9	ENSMMUG00000021769	15
ENSG00000204613	6	ENSMMUG00000012129	4
ENSG00000204614	6	ENSMMUG00000047434	4
ENSG00000204616	6	ENSMMUG00000012125	4
ENSG00000204618	6	ENSMMUG00000012124	4
ENSG00000204619	6	ENSMMUG00000012122	4
ENSG00000204628	5	ENSMMUG00000003604	6
ENSG00000204634	2	ENSMMUG00000009874	13
ENSG00000204640	2	ENSMMUG00000030707	13
ENSG00000204642	6	ENSMMUG00000008799	4
ENSG00000204644	6	ENSMMUG00000045668	4
ENSG00000204653	19	ENSMMUG00000021060	19
ENSG00000204655	6	ENSMMUG00000002967	4
ENSG00000204657	6	ENSMMUG00000021482	4
ENSG00000204659	5	ENSMMUG00000043680	6
ENSG00000204669	9	ENSMMUG00000048683	15
ENSG00000204671	12	ENSMMUG00000045622	11
ENSG00000204681	6	ENSMMUG00000021483	4
ENSG00000204682	10	ENSMMUG00000045044	9
ENSG00000204683	10	ENSMMUG00000038216	9
ENSG00000204694	6	ENSMMUG00000029882	4
ENSG00000204695	6	ENSMMUG00000015365	4
ENSG00000204701	6	ENSMMUG00000029883	4
ENSG00000204702	6	ENSMMUG00000012092	4
ENSG00000204703	6	ENSMMUG00000005415	4
ENSG00000204704	6	ENSMMUG00000004377	4
ENSG00000204710	11	ENSMMUG00000020105	14
ENSG00000204711	9	ENSMMUG00000015844	15
ENSG00000204713	6	ENSMMUG00000015961	4
ENSG00000204740	10	ENSMMUG00000048865	9
ENSG00000204764	5	ENSMMUG00000015840	6
ENSG00000204767	5	ENSMMUG00000045048	6
ENSG00000204815	17	ENSMMUG00000021753	16
ENSG00000204839	8	ENSMMUG00000001639	8
ENSG00000204842	12	ENSMMUG00000002226	11
ENSG00000204843	2	ENSMMUG00000015610	13
ENSG00000204852	12	ENSMMUG00000039526	11
ENSG00000204856	12	ENSMMUG00000008154	11
ENSG00000204859	1	ENSMMUG00000032281	1
ENSG00000204869	19	ENSMMUG00000041352	19
ENSG00000204882	8	ENSMMUG00000047431	8
ENSG00000204889	17	ENSMMUG00000001142	16
ENSG00000204897	17	ENSMMUG00000001492	16
ENSG00000204909	5	ENSMMUG00000029782	6
ENSG00000204913	17	ENSMMUG00000030047	16
ENSG00000204920	19	ENSMMUG00000028751	19
ENSG00000204922	11	ENSMMUG00000013950	14
ENSG00000204923	2	ENSMMUG00000044898	13
ENSG00000204928	5	ENSMMUG00000029789	6
ENSG00000204930	9	ENSMMUG00000031861	15
ENSG00000204936	19	ENSMMUG00000021062	19
ENSG00000204946	7	ENSMMUG00000039701	3
ENSG00000204947	7	ENSMMUG00000011237	3
ENSG00000204950	11	ENSMMUG00000031111	14
ENSG00000204952	17	ENSMMUG00000018180	16
ENSG00000204954	12	ENSMMUG00000031591	11
ENSG00000204960	7	ENSMMUG00000040461	3
ENSG00000204961	5	ENSMMUG00000045181	6
ENSG00000204962	5	ENSMMUG00000039601	6
ENSG00000204977	13	ENSMMUG00000010898	17
ENSG00000204978	19	ENSMMUG00000044915	19
ENSG00000204979	11	ENSMMUG00000031102	14
ENSG00000204991	16	ENSMMUG00000029062	20
ENSG00000205002	8	ENSMMUG00000028933	8
ENSG00000205022	16	ENSMMUG00000012438	20
ENSG00000205038	8	ENSMMUG00000000975	8
ENSG00000205045	17	ENSMMUG00000005550	16
ENSG00000205057	12	ENSMMUG00000049117	11
ENSG00000205060	7	ENSMMUG00000000916	3
ENSG00000205078	16	ENSMMUG00000029079	20
ENSG00000205086	2	ENSMMUG00000039535	13
ENSG00000205089	5	ENSMMUG00000010308	6
ENSG00000205090	1	ENSMMUG00000040140	1
ENSG00000205111	2	ENSMMUG00000011006	13
ENSG00000205116	1	ENSMMUG00000044131	1
ENSG00000205126	11	ENSMMUG00000019693	14
ENSG00000205129	4	ENSMMUG00000048393	5
ENSG00000205133	8	ENSMMUG00000043062	8
ENSG00000205138	19	ENSMMUG00000048091	19
ENSG00000205143	9	ENSMMUG00000020786	15
ENSG00000205186	8	ENSMMUG00000020095	8
ENSG00000205189	8	ENSMMUG00000008438	8
ENSG00000205208	4	ENSMMUG00000004645	5
ENSG00000205213	11	ENSMMUG00000023491	14
ENSG00000205221	2	ENSMMUG00000001278	13
ENSG00000205250	16	ENSMMUG00000020258	20
ENSG00000205268	8	ENSMMUG00000011262	8
ENSG00000205279	5	ENSMMUG00000044773	6
ENSG00000205301	4	ENSMMUG00000030139	5
ENSG00000205302	5	ENSMMUG00000023598	6
ENSG00000205307	7	ENSMMUG00000046847	3
ENSG00000205309	17	ENSMMUG00000038569	16
ENSG00000205328	12	ENSMMUG00000042200	11
ENSG00000205329	12	ENSMMUG00000041952	11
ENSG00000205330	12	ENSMMUG00000031867	11
ENSG00000205336	16	ENSMMUG00000015689	20
ENSG00000205352	12	ENSMMUG00000017738	11
ENSG00000205356	7	ENSMMUG00000015479	3
ENSG00000205359	5	ENSMMUG00000029885	6
ENSG00000205363	15	ENSMMUG00000038117	7
ENSG00000205403	4	ENSMMUG00000021226	5
ENSG00000205413	7	ENSMMUG00000000170	3
ENSG00000205423	16	ENSMMUG00000008365	20
ENSG00000205436	14	ENSMMUG00000029186	7
ENSG00000205442	9	ENSMMUG00000015397	15
ENSG00000205464	5	ENSMMUG00000029954	6
ENSG00000205476	14	ENSMMUG00000046816	7
ENSG00000205495	11	ENSMMUG00000001070	14
ENSG00000205502	15	ENSMMUG00000039549	7
ENSG00000205517	19	ENSMMUG00000010826	19
ENSG00000205531	11	ENSMMUG00000007753	14
ENSG00000205549	9	ENSMMUG00000044363	15
ENSG00000205560	22	ENSMMUG00000003121	10
ENSG00000205593	22	ENSMMUG00000008327	10
ENSG00000205629	16	ENSMMUG00000005942	20
ENSG00000205639	2	ENSMMUG00000012337	13
ENSG00000205643	22	ENSMMUG00000016259	10
ENSG00000205667	X	ENSMMUG00000043795	X
ENSG00000205669	14	ENSMMUG00000029276	7
ENSG00000205678	4	ENSMMUG00000005537	5
ENSG00000205683	14	ENSMMUG00000016351	7
ENSG00000205693	12	ENSMMUG00000032062	11
ENSG00000205707	12	ENSMMUG00000042111	11
ENSG00000205710	17	ENSMMUG00000045311	16
ENSG00000205726	21	ENSMMUG00000007626	3
ENSG00000205744	19	ENSMMUG00000005600	19
ENSG00000205755	X	ENSMMUG00000047385	KQ734533.1
ENSG00000205758	21	ENSMMUG00000003703	3
ENSG00000205765	5	ENSMMUG00000003968	6
ENSG00000205795	2	ENSMMUG00000030941	13
ENSG00000205808	9	ENSMMUG00000031742	15
ENSG00000205832	16	ENSMMUG00000018631	20
ENSG00000205835	3	ENSMMUG00000003100	2
ENSG00000205838	5	ENSMMUG00000000438	6
ENSG00000205846	12	ENSMMUG00000013698	11
ENSG00000205857	12	ENSMMUG00000032159	11
ENSG00000205858	7	ENSMMUG00000043482	3
ENSG00000205882	8	ENSMMUG00000029035	8
ENSG00000205883	8	ENSMMUG00000017581	8
ENSG00000205884	8	ENSMMUG00000029034	8
ENSG00000205923	16	ENSMMUG00000041036	20
ENSG00000205927	21	ENSMMUG00000017652	3
ENSG00000205929	21	ENSMMUG00000012298	3
ENSG00000205937	16	ENSMMUG00000041726	11
ENSG00000205978	14	ENSMMUG00000009513	7
ENSG00000205981	3	ENSMMUG00000012104	2
ENSG00000206013	11	ENSMMUG00000004626	14
ENSG00000206026	18	ENSMMUG00000039419	18
ENSG00000206043	18	ENSMMUG00000020905	18
ENSG00000206052	18	ENSMMUG00000018275	18
ENSG00000206053	16	ENSMMUG00000000979	20
ENSG00000206069	22	ENSMMUG00000031048	10
ENSG00000206072	18	ENSMMUG00000008737	18
ENSG00000206075	18	ENSMMUG00000014182	18
ENSG00000206105	21	ENSMMUG00000048490	3
ENSG00000206113	4	ENSMMUG00000040759	5
ENSG00000206190	15	ENSMMUG00000048116	7
ENSG00000206199	3	ENSMMUG00000031534	2
ENSG00000206203	22	ENSMMUG00000017385	10
ENSG00000206262	3	ENSMMUG00000049225	2
ENSG00000206384	3	ENSMMUG00000040631	2
ENSG00000206418	18	ENSMMUG00000045294	18
ENSG00000206422	18	ENSMMUG00000049108	18
ENSG00000206432	18	ENSMMUG00000039953	18
ENSG00000206527	3	ENSMMUG00000002232	2
ENSG00000206531	3	ENSMMUG00000007843	2
ENSG00000206535	3	ENSMMUG00000032088	2
ENSG00000206538	3	ENSMMUG00000000519	2
ENSG00000206549	3	ENSMMUG00000021250	2
ENSG00000206557	3	ENSMMUG00000004538	2
ENSG00000206560	3	ENSMMUG00000021288	2
ENSG00000206561	3	ENSMMUG00000031486	2
ENSG00000206562	3	ENSMMUG00000004933	2
ENSG00000206579	8	ENSMMUG00000003733	8
ENSG00000211445	5	ENSMMUG00000042643	6
ENSG00000211448	14	ENSMMUG00000045646	7
ENSG00000211450	11	ENSMMUG00000002566	14
ENSG00000211452	1	ENSMMUG00000001415	1
ENSG00000211455	12	ENSMMUG00000023248	11
ENSG00000211456	3	ENSMMUG00000002130	2
ENSG00000211460	2	ENSMMUG00000021119	12
ENSG00000211584	12	ENSMMUG00000000475	11
ENSG00000211592	2	ENSMMUG00000046927	13
ENSG00000211598	2	ENSMMUG00000008319	13
ENSG00000211599	2	ENSMMUG00000044063	13
ENSG00000211638	22	ENSMMUG00000045508	10
ENSG00000211642	22	ENSMMUG00000023535	10
ENSG00000211643	22	ENSMMUG00000039205	10
ENSG00000211649	22	ENSMMUG00000007435	10
ENSG00000211655	22	ENSMMUG00000048714	10
ENSG00000211670	22	ENSMMUG00000047678	10
ENSG00000211706	7	ENSMMUG00000045349	3
ENSG00000211716	7	ENSMMUG00000039193	3
ENSG00000211746	7	ENSMMUG00000047885	3
ENSG00000211750	7	ENSMMUG00000044438	3
ENSG00000211752	7	ENSMMUG00000038161	3
ENSG00000211753	7	ENSMMUG00000049026	3
ENSG00000211776	14	ENSMMUG00000044665	7
ENSG00000211778	14	ENSMMUG00000021106	7
ENSG00000211780	14	ENSMMUG00000042051	7
ENSG00000211783	14	ENSMMUG00000047178	7
ENSG00000211788	14	ENSMMUG00000044247	7
ENSG00000211789	14	ENSMMUG00000047342	7
ENSG00000211793	14	ENSMMUG00000040154	7
ENSG00000211794	14	ENSMMUG00000038070	7
ENSG00000211795	14	ENSMMUG00000010790	7
ENSG00000211796	14	ENSMMUG00000046335	7
ENSG00000211797	14	ENSMMUG00000042943	7
ENSG00000211800	14	ENSMMUG00000042599	7
ENSG00000211802	14	ENSMMUG00000046778	7
ENSG00000211803	14	ENSMMUG00000045206	7
ENSG00000211805	14	ENSMMUG00000040436	JSUE03159078.1
ENSG00000211810	14	ENSMMUG00000043036	7
ENSG00000211812	14	ENSMMUG00000047374	7
ENSG00000211813	14	ENSMMUG00000029431	7
ENSG00000211815	14	ENSMMUG00000048706	7
ENSG00000211818	14	ENSMMUG00000038506	7
ENSG00000211820	14	ENSMMUG00000016055	7
ENSG00000211891	14	ENSMMUG00000030305	7
ENSG00000211899	14	ENSMMUG00000045298	7
ENSG00000211947	14	ENSMMUG00000038118	7
ENSG00000211952	14	ENSMMUG00000019625	7
ENSG00000211965	14	ENSMMUG00000041149	7
ENSG00000212124	12	ENSMMUG00000021005	11
ENSG00000212643	5	ENSMMUG00000042951	6
ENSG00000212710	18	ENSMMUG00000009669	18
ENSG00000212719	17	ENSMMUG00000040830	16
ENSG00000212864	9	ENSMMUG00000023185	15
ENSG00000212901	17	ENSMMUG00000038769	16
ENSG00000212907	MT	ENSMMUG00000028678	MT
ENSG00000212916	1	ENSMMUG00000016297	1
ENSG00000213020	19	ENSMMUG00000006472	19
ENSG00000213024	19	ENSMMUG00000044817	19
ENSG00000213047	1	ENSMMUG00000013962	1
ENSG00000213064	1	ENSMMUG00000005283	1
ENSG00000213066	6	ENSMMUG00000005674	4
ENSG00000213077	17	ENSMMUG00000045040	16
ENSG00000213079	6	ENSMMUG00000015163	4
ENSG00000213085	1	ENSMMUG00000011342	1
ENSG00000213088	1	ENSMMUG00000001300	1
ENSG00000213139	3	ENSMMUG00000048681	2
ENSG00000213160	2	ENSMMUG00000020585	12
ENSG00000213171	1	ENSMMUG00000012137	1
ENSG00000213185	10	ENSMMUG00000044823	9
ENSG00000213186	3	ENSMMUG00000017298	2
ENSG00000213199	7	ENSMMUG00000045082	3
ENSG00000213203	7	ENSMMUG00000040065	3
ENSG00000213213	9	ENSMMUG00000005040	15
ENSG00000213215	7	ENSMMUG00000019855	3
ENSG00000213221	9	ENSMMUG00000003083	15
ENSG00000213231	14	ENSMMUG00000015838	7
ENSG00000213265	7	ENSMMUG00000004803	3
ENSG00000213281	1	ENSMMUG00000049105	1
ENSG00000213339	19	ENSMMUG00000028882	19
ENSG00000213341	10	ENSMMUG00000018476	9
ENSG00000213347	5	ENSMMUG00000009047	6
ENSG00000213366	1	ENSMMUG00000016705	4
ENSG00000213397	X	ENSMMUG00000012739	X
ENSG00000213402	11	ENSMMUG00000005486	14
ENSG00000213413	7	ENSMMUG00000047872	3
ENSG00000213416	17	ENSMMUG00000038207	16
ENSG00000213445	11	ENSMMUG00000007416	14
ENSG00000213465	11	ENSMMUG00000041388	14
ENSG00000213512	1	ENSMMUG00000000665	1
ENSG00000213516	1	ENSMMUG00000037887	1
ENSG00000213523	5	ENSMMUG00000001706	6
ENSG00000213551	10	ENSMMUG00000011282	9
ENSG00000213563	8	ENSMMUG00000015595	8
ENSG00000213578	15	ENSMMUG00000043994	7
ENSG00000213588	6	ENSMMUG00000029765	4
ENSG00000213593	11	ENSMMUG00000040741	14
ENSG00000213619	11	ENSMMUG00000045281	14
ENSG00000213625	1	ENSMMUG00000003264	1
ENSG00000213639	2	ENSMMUG00000044809	13
ENSG00000213654	6	ENSMMUG00000018459	4
ENSG00000213658	16	ENSMMUG00000043332	20
ENSG00000213672	3	ENSMMUG00000014720	2
ENSG00000213676	6	ENSMMUG00000015229	4
ENSG00000213689	3	ENSMMUG00000043955	2
ENSG00000213694	9	ENSMMUG00000043913	15
ENSG00000213699	2	ENSMMUG00000040310	13
ENSG00000213722	6	ENSMMUG00000044472	4
ENSG00000213741	14	ENSMMUG00000029367	7
ENSG00000213760	6	ENSMMUG00000008842	4
ENSG00000213762	19	ENSMMUG00000042586	19
ENSG00000213780	6	ENSMMUG00000018605	4
ENSG00000213782	12	ENSMMUG00000017993	11
ENSG00000213809	12	ENSMMUG00000018305	11
ENSG00000213822	19	ENSMMUG00000022487	19
ENSG00000213853	16	ENSMMUG00000040362	20
ENSG00000213859	17	ENSMMUG00000039331	16
ENSG00000213865	8	ENSMMUG00000040545	8
ENSG00000213886	6	ENSMMUG00000040385	4
ENSG00000213889	19	ENSMMUG00000011715	19
ENSG00000213901	2	ENSMMUG00000000788	12
ENSG00000213903	14	ENSMMUG00000020697	7
ENSG00000213906	14	ENSMMUG00000010046	7
ENSG00000213918	16	ENSMMUG00000021866	20
ENSG00000213920	14	ENSMMUG00000029409	7
ENSG00000213921	19	ENSMMUG00000042532	19
ENSG00000213923	22	ENSMMUG00000010122	10
ENSG00000213927	9	ENSMMUG00000040429	15
ENSG00000213928	14	ENSMMUG00000040817	7
ENSG00000213937	16	ENSMMUG00000041201	20
ENSG00000213949	5	ENSMMUG00000001753	6
ENSG00000213967	19	ENSMMUG00000003645	19
ENSG00000213977	17	ENSMMUG00000023390	16
ENSG00000213983	14	ENSMMUG00000004144	7
ENSG00000213995	13	ENSMMUG00000012663	17
ENSG00000213996	19	ENSMMUG00000008576	19
ENSG00000213999	19	ENSMMUG00000018368	19
ENSG00000214013	15	ENSMMUG00000001532	7
ENSG00000214022	7	ENSMMUG00000022633	3
ENSG00000214029	12	ENSMMUG00000031445	11
ENSG00000214063	11	ENSMMUG00000031282	14
ENSG00000214087	17	ENSMMUG00000045575	16
ENSG00000214097	3	ENSMMUG00000046408	2
ENSG00000214102	7	ENSMMUG00000044167	3
ENSG00000214107	X	ENSMMUG00000012774	X
ENSG00000214113	6	ENSMMUG00000005467	4
ENSG00000214128	7	ENSMMUG00000047017	3
ENSG00000214160	3	ENSMMUG00000018951	2
ENSG00000214189	19	ENSMMUG00000013569	19
ENSG00000214193	1	ENSMMUG00000011688	1
ENSG00000214212	19	ENSMMUG00000018981	19
ENSG00000214215	12	ENSMMUG00000031636	11
ENSG00000214216	3	ENSMMUG00000042400	2
ENSG00000214253	7	ENSMMUG00000007839	3
ENSG00000214290	11	ENSMMUG00000045402	14
ENSG00000214309	7	ENSMMUG00000013453	3
ENSG00000214336	2	ENSMMUG00000014248	13
ENSG00000214357	5	ENSMMUG00000008848	6
ENSG00000214360	5	ENSMMUG00000038122	6
ENSG00000214367	4	ENSMMUG00000001158	5
ENSG00000214414	11	ENSMMUG00000048340	14
ENSG00000214435	10	ENSMMUG00000007662	9
ENSG00000214456	19	ENSMMUG00000023699	19
ENSG00000214491	22	ENSMMUG00000005806	10
ENSG00000214511	12	ENSMMUG00000037566	11
ENSG00000214513	2	ENSMMUG00000041984	13
ENSG00000214517	11	ENSMMUG00000017398	14
ENSG00000214530	11	ENSMMUG00000039301	14
ENSG00000214575	15	ENSMMUG00000011328	7
ENSG00000214595	2	ENSMMUG00000021296	13
ENSG00000214642	6	ENSMMUG00000029617	4
ENSG00000214655	10	ENSMMUG00000004604	9
ENSG00000214681	3	ENSMMUG00000004353	2
ENSG00000214686	3	ENSMMUG00000047816	2
ENSG00000214694	2	ENSMMUG00000020573	13
ENSG00000214700	12	ENSMMUG00000004106	11
ENSG00000214706	3	ENSMMUG00000020119	2
ENSG00000214711	2	ENSMMUG00000030881	13
ENSG00000214717	X	ENSMMUG00000007514	X
ENSG00000214732	6	ENSMMUG00000047592	4
ENSG00000214756	11	ENSMMUG00000046328	14
ENSG00000214782	11	ENSMMUG00000049023	14
ENSG00000214787	11	ENSMMUG00000020177	14
ENSG00000214814	8	ENSMMUG00000016375	8
ENSG00000214827	X	ENSMMUG00000010251	X
ENSG00000214866	2	ENSMMUG00000023273	13
ENSG00000214872	11	ENSMMUG00000038222	14
ENSG00000214897	X	ENSMMUG00000045255	X
ENSG00000214941	17	ENSMMUG00000030294	16
ENSG00000214943	14	ENSMMUG00000015703	7
ENSG00000214944	5	ENSMMUG00000017897	6
ENSG00000214954	8	ENSMMUG00000013396	8
ENSG00000214960	7	ENSMMUG00000037624	3
ENSG00000214978	17	ENSMMUG00000018089	16
ENSG00000215009	12	ENSMMUG00000022106	11
ENSG00000215012	22	ENSMMUG00000017144	10
ENSG00000215018	7	ENSMMUG00000040123	3
ENSG00000215045	7	ENSMMUG00000021839	3
ENSG00000215114	8	ENSMMUG00000001100	8
ENSG00000215131	16	ENSMMUG00000045936	20
ENSG00000215174	X	ENSMMUG00000014141	2
ENSG00000215182	11	ENSMMUG00000003326	14
ENSG00000215187	9	ENSMMUG00000016314	15
ENSG00000215193	22	ENSMMUG00000014140	10
ENSG00000215203	4	ENSMMUG00000030349	5
ENSG00000215217	5	ENSMMUG00000018745	6
ENSG00000215218	5	ENSMMUG00000046991	6
ENSG00000215251	20	ENSMMUG00000002982	10
ENSG00000215262	8	ENSMMUG00000000200	8
ENSG00000215271	14	ENSMMUG00000014744	7
ENSG00000215301	X	ENSMMUG00000017569	X
ENSG00000215305	20	ENSMMUG00000005204	10
ENSG00000215375	4	ENSMMUG00000003285	5
ENSG00000215421	18	ENSMMUG00000008945	18
ENSG00000215440	20	ENSMMUG00000010006	10
ENSG00000215472	18	ENSMMUG00000018837	18
ENSG00000215474	18	ENSMMUG00000048459	18
ENSG00000215475	13	ENSMMUG00000041756	17
ENSG00000215529	20	ENSMMUG00000037750	10
