Macaque	ChrMacaque	Chicken	ChrChicken
ENSMMUG00000020604	9	ENSGALG00000017419	6
ENSMMUG00000020605	9	ENSGALG00000007508	6
ENSMMUG00000020608	15	ENSGALG00000015433	Z
ENSMMUG00000020609	3	ENSGALG00000043916	1
ENSMMUG00000020612	8	ENSGALG00000042883	2
ENSMMUG00000020614	20	ENSGALG00000007241	14
ENSMMUG00000020617	19	ENSGALG00000039761	AADN04001212.1
ENSMMUG00000020618	19	ENSGALG00000043823	AADN04001212.1
ENSMMUG00000020624	14	ENSGALG00000006868	5
ENSMMUG00000020631	15	ENSGALG00000001025	17
ENSMMUG00000020633	15	ENSGALG00000001037	17
ENSMMUG00000020637	4	ENSGALG00000015051	3
ENSMMUG00000020641	2	ENSGALG00000015094	1
ENSMMUG00000020642	12	ENSGALG00000009001	7
ENSMMUG00000020643	14	ENSGALG00000017307	1
ENSMMUG00000020644	14	ENSGALG00000017308	1
ENSMMUG00000020646	4	ENSGALG00000012671	2
ENSMMUG00000020648	11	ENSGALG00000007072	15
ENSMMUG00000020650	11	ENSGALG00000006979	15
ENSMMUG00000020651	15	ENSGALG00000015080	Z
ENSMMUG00000020656	6	ENSGALG00000015616	Z
ENSMMUG00000020657	9	ENSGALG00000023347	2
ENSMMUG00000020658	16	ENSGALG00000017553	27
ENSMMUG00000020660	9	ENSGALG00000007426	2
ENSMMUG00000020661	9	ENSGALG00000007417	2
ENSMMUG00000020663	9	ENSGALG00000007408	2
ENSMMUG00000020664	7	ENSGALG00000010589	5
ENSMMUG00000020665	11	ENSGALG00000008317	15
ENSMMUG00000020668	19	ENSGALG00000004494	11
ENSMMUG00000020669	10	ENSGALG00000006674	20
ENSMMUG00000020671	10	ENSGALG00000020982	20
ENSMMUG00000020674	20	ENSGALG00000042522	11
ENSMMUG00000020676	10	ENSGALG00000006679	20
ENSMMUG00000020677	13	ENSGALG00000008942	3
ENSMMUG00000020678	6	ENSGALG00000027330	13
ENSMMUG00000020680	2	ENSGALG00000038512	9
ENSMMUG00000020683	6	ENSGALG00000004555	13
ENSMMUG00000020687	7	ENSGALG00000040156	5
ENSMMUG00000020690	10	ENSGALG00000034171	20
ENSMMUG00000020691	10	ENSGALG00000001034	20
ENSMMUG00000020692	5	ENSGALG00000009790	4
ENSMMUG00000020694	7	ENSGALG00000004435	10
ENSMMUG00000020695	X	ENSGALG00000032530	4
ENSMMUG00000020699	X	ENSGALG00000031551	4
ENSMMUG00000020700	X	ENSGALG00000024039	4
ENSMMUG00000020705	19	ENSGALG00000012860	28
ENSMMUG00000020706	14	ENSGALG00000001143	24
ENSMMUG00000020707	19	ENSGALG00000040492	28
ENSMMUG00000020710	11	ENSGALG00000032035	AADN04003783.1
ENSMMUG00000020711	10	ENSGALG00000041659	20
ENSMMUG00000020712	10	ENSGALG00000006062	20
ENSMMUG00000020719	12	ENSGALG00000012584	7
ENSMMUG00000020721	12	ENSGALG00000011153	7
ENSMMUG00000020725	8	ENSGALG00000043535	2
ENSMMUG00000020726	1	ENSGALG00000005509	8
ENSMMUG00000020731	6	ENSGALG00000014810	Z
ENSMMUG00000020736	9	ENSGALG00000008659	2
ENSMMUG00000020739	13	ENSGALG00000046326	1
ENSMMUG00000020744	13	ENSGALG00000009925	3
ENSMMUG00000020745	10	ENSGALG00000023526	20
ENSMMUG00000020746	10	ENSGALG00000028473	15
ENSMMUG00000020749	7	ENSGALG00000015213	Z
ENSMMUG00000020754	1	ENSGALG00000021567	21
ENSMMUG00000020756	1	ENSGALG00000029669	21
ENSMMUG00000020758	11	ENSGALG00000033510	33
ENSMMUG00000020761	2	ENSGALG00000033379	2
ENSMMUG00000020762	2	ENSGALG00000011216	2
ENSMMUG00000020763	6	ENSGALG00000007404	13
ENSMMUG00000020765	8	ENSGALG00000040921	2
ENSMMUG00000020766	8	ENSGALG00000031282	2
ENSMMUG00000020771	15	ENSGALG00000046225	Z
ENSMMUG00000020772	1	ENSGALG00000000318	26
ENSMMUG00000020773	15	ENSGALG00000005821	Z
ENSMMUG00000020774	15	ENSGALG00000028996	Z
ENSMMUG00000020775	16	ENSGALG00000036500	27
ENSMMUG00000020776	9	ENSGALG00000034970	1
ENSMMUG00000020777	15	ENSGALG00000005831	Z
ENSMMUG00000020780	15	ENSGALG00000028140	Z
ENSMMUG00000020782	15	ENSGALG00000021365	Z
ENSMMUG00000020784	14	ENSGALG00000017190	1
ENSMMUG00000020786	15	ENSGALG00000005839	Z
ENSMMUG00000020792	12	ENSGALG00000043694	7
ENSMMUG00000020795	15	ENSGALG00000005237	12
ENSMMUG00000020797	19	ENSGALG00000041384	KQ759635.1
ENSMMUG00000020799	10	ENSGALG00000013039	1
ENSMMUG00000020804	11	ENSGALG00000002742	15
ENSMMUG00000020805	11	ENSGALG00000026373	1
ENSMMUG00000020806	11	ENSGALG00000013244	1
ENSMMUG00000020808	11	ENSGALG00000013229	1
ENSMMUG00000020809	16	ENSGALG00000001079	27
ENSMMUG00000020810	16	ENSGALG00000001097	27
ENSMMUG00000020817	14	ENSGALG00000003660	5
ENSMMUG00000020818	14	ENSGALG00000003655	5
ENSMMUG00000020819	8	ENSGALG00000010273	4
ENSMMUG00000020820	14	ENSGALG00000003648	5
ENSMMUG00000020824	12	ENSGALG00000029675	7
ENSMMUG00000020825	9	ENSGALG00000005070	6
ENSMMUG00000020834	1	ENSGALG00000001502	23
ENSMMUG00000020837	17	ENSGALG00000027868	1
ENSMMUG00000020838	13	ENSGALG00000016617	3
ENSMMUG00000020840	16	ENSGALG00000007054	18
ENSMMUG00000020847	20	ENSGALG00000000424	11
ENSMMUG00000020848	20	ENSGALG00000005251	11
ENSMMUG00000020849	X	ENSGALG00000005957	4
ENSMMUG00000020858	10	ENSGALG00000023188	3
ENSMMUG00000020860	5	ENSGALG00000015029	4
ENSMMUG00000020861	5	ENSGALG00000015037	4
ENSMMUG00000020862	X	ENSGALG00000030791	4
ENSMMUG00000020868	16	ENSGALG00000040320	27
ENSMMUG00000020873	11	ENSGALG00000027209	1
ENSMMUG00000020875	11	ENSGALG00000012783	1
ENSMMUG00000020877	11	ENSGALG00000012769	1
ENSMMUG00000020880	20	ENSGALG00000041514	17
ENSMMUG00000020882	7	ENSGALG00000002952	10
ENSMMUG00000020885	7	ENSGALG00000012118	5
ENSMMUG00000020893	16	ENSGALG00000004749	14
ENSMMUG00000020895	3	ENSGALG00000038041	2
ENSMMUG00000020898	18	ENSGALG00000035912	Z
ENSMMUG00000020905	18	ENSGALG00000044510	2
ENSMMUG00000020909	8	ENSGALG00000015261	2
ENSMMUG00000020910	5	ENSGALG00000011506	4
ENSMMUG00000020912	10	ENSGALG00000015977	4
ENSMMUG00000020913	5	ENSGALG00000011499	4
ENSMMUG00000020918	2	ENSGALG00000042228	12
ENSMMUG00000020919	5	ENSGALG00000042427	4
ENSMMUG00000020923	6	ENSGALG00000015014	Z
ENSMMUG00000020924	1	ENSGALG00000000905	25
ENSMMUG00000020925	1	ENSGALG00000036365	25
ENSMMUG00000020926	11	ENSGALG00000002536	15
ENSMMUG00000020930	13	ENSGALG00000015786	4
ENSMMUG00000020931	5	ENSGALG00000010201	4
ENSMMUG00000020933	10	ENSGALG00000045938	20
ENSMMUG00000020940	5	ENSGALG00000014248	4
ENSMMUG00000020942	11	ENSGALG00000010163	1
ENSMMUG00000020943	11	ENSGALG00000010177	1
ENSMMUG00000020947	16	ENSGALG00000004418	18
ENSMMUG00000020948	11	ENSGALG00000041783	1
ENSMMUG00000020950	10	ENSGALG00000019397	1
ENSMMUG00000020951	11	ENSGALG00000012662	1
ENSMMUG00000020952	13	ENSGALG00000037872	3
ENSMMUG00000020953	14	ENSGALG00000005540	5
ENSMMUG00000020954	2	ENSGALG00000038469	2
ENSMMUG00000020955	14	ENSGALG00000029440	5
ENSMMUG00000020956	14	ENSGALG00000005438	5
ENSMMUG00000020957	10	ENSGALG00000038584	20
ENSMMUG00000020960	10	ENSGALG00000030253	20
ENSMMUG00000020965	X	ENSGALG00000036539	4
ENSMMUG00000020972	1	ENSGALG00000010761	8
ENSMMUG00000020973	1	ENSGALG00000010133	8
ENSMMUG00000020974	16	ENSGALG00000004495	18
ENSMMUG00000020975	16	ENSGALG00000004502	18
ENSMMUG00000020976	1	ENSGALG00000010774	8
ENSMMUG00000020979	2	ENSGALG00000035777	12
ENSMMUG00000020980	2	ENSGALG00000036263	12
ENSMMUG00000020988	10	ENSGALG00000044245	15
ENSMMUG00000020990	15	ENSGALG00000023517	17
ENSMMUG00000020992	10	ENSGALG00000006363	15
ENSMMUG00000020993	10	ENSGALG00000043355	1
ENSMMUG00000020994	10	ENSGALG00000005824	15
ENSMMUG00000020995	8	ENSGALG00000037687	2
ENSMMUG00000020996	8	ENSGALG00000032518	2
ENSMMUG00000021002	7	ENSGALG00000011870	5
ENSMMUG00000021008	2	ENSGALG00000005537	12
ENSMMUG00000021009	6	ENSGALG00000005316	Z
ENSMMUG00000021010	7	ENSGALG00000010598	5
ENSMMUG00000021011	7	ENSGALG00000010607	5
ENSMMUG00000021012	12	ENSGALG00000014209	7
ENSMMUG00000021019	13	ENSGALG00000016808	1
ENSMMUG00000021022	10	ENSGALG00000003575	20
ENSMMUG00000021025	10	ENSGALG00000006835	20
ENSMMUG00000021026	7	ENSGALG00000010167	5
ENSMMUG00000021027	7	ENSGALG00000010157	5
ENSMMUG00000021029	17	ENSGALG00000017008	1
ENSMMUG00000021030	1	ENSGALG00000025896	8
ENSMMUG00000021034	6	ENSGALG00000014840	Z
ENSMMUG00000021036	13	ENSGALG00000016409	3
ENSMMUG00000021037	13	ENSGALG00000016412	3
ENSMMUG00000021041	20	ENSGALG00000000713	11
ENSMMUG00000021044	4	ENSGALG00000011329	3
ENSMMUG00000021045	16	ENSGALG00000001892	18
ENSMMUG00000021051	6	ENSGALG00000004496	13
ENSMMUG00000021053	6	ENSGALG00000004357	13
ENSMMUG00000021054	10	ENSGALG00000012546	1
ENSMMUG00000021055	6	ENSGALG00000035804	13
ENSMMUG00000021056	6	ENSGALG00000035476	13
ENSMMUG00000021057	6	ENSGALG00000005856	13
ENSMMUG00000021066	13	ENSGALG00000041558	3
ENSMMUG00000021067	13	ENSGALG00000040307	3
ENSMMUG00000021070	7	ENSGALG00000012017	5
ENSMMUG00000021072	4	ENSGALG00000015836	3
ENSMMUG00000021073	1	ENSGALG00000004323	8
ENSMMUG00000021074	5	ENSGALG00000010903	4
ENSMMUG00000021078	1	ENSGALG00000015233	1
ENSMMUG00000021079	1	ENSGALG00000015230	1
ENSMMUG00000021080	1	ENSGALG00000015225	1
ENSMMUG00000021081	11	ENSGALG00000040260	33
ENSMMUG00000021082	1	ENSGALG00000041680	8
ENSMMUG00000021083	10	ENSGALG00000041766	1
ENSMMUG00000021084	11	ENSGALG00000037941	33
ENSMMUG00000021087	16	ENSGALG00000001309	27
ENSMMUG00000021089	3	ENSGALG00000031997	2
ENSMMUG00000021091	16	ENSGALG00000004834	14
ENSMMUG00000021095	18	ENSGALG00000015142	2
ENSMMUG00000021096	16	ENSGALG00000006895	18
ENSMMUG00000021097	15	ENSGALG00000015677	Z
ENSMMUG00000021098	1	ENSGALG00000010671	3
ENSMMUG00000021099	6	ENSGALG00000015021	Z
ENSMMUG00000021104	6	ENSGALG00000014807	Z
ENSMMUG00000021112	8	ENSGALG00000031076	2
ENSMMUG00000021113	8	ENSGALG00000039222	2
ENSMMUG00000021114	11	ENSGALG00000042177	33
ENSMMUG00000021115	11	ENSGALG00000035502	33
ENSMMUG00000021116	1	ENSGALG00000003601	26
ENSMMUG00000021117	2	ENSGALG00000042051	2
ENSMMUG00000021119	12	ENSGALG00000011652	7
ENSMMUG00000021124	7	ENSGALG00000030812	10
ENSMMUG00000021130	6	ENSGALG00000014743	Z
ENSMMUG00000021131	6	ENSGALG00000027389	Z
ENSMMUG00000021134	15	ENSGALG00000001253	17
ENSMMUG00000021135	5	ENSGALG00000014372	4
ENSMMUG00000021137	10	ENSGALG00000028587	3
ENSMMUG00000021142	14	ENSGALG00000005840	5
ENSMMUG00000021143	7	ENSGALG00000021183	10
ENSMMUG00000021144	4	ENSGALG00000011182	3
ENSMMUG00000021145	4	ENSGALG00000011180	3
ENSMMUG00000021147	5	ENSGALG00000009278	4
ENSMMUG00000021149	4	ENSGALG00000016676	3
ENSMMUG00000021152	12	ENSGALG00000008466	7
ENSMMUG00000021153	8	ENSGALG00000043570	2
ENSMMUG00000021156	16	ENSGALG00000004727	19
ENSMMUG00000021157	8	ENSGALG00000030460	2
ENSMMUG00000021158	15	ENSGALG00000003509	17
ENSMMUG00000021160	7	ENSGALG00000038688	10
ENSMMUG00000021161	5	ENSGALG00000032545	4
ENSMMUG00000021162	5	ENSGALG00000011227	4
ENSMMUG00000021163	11	ENSGALG00000009523	1
ENSMMUG00000021165	6	ENSGALG00000014675	Z
ENSMMUG00000021166	1	ENSGALG00000015246	1
ENSMMUG00000021169	4	ENSGALG00000003212	26
ENSMMUG00000021171	4	ENSGALG00000003226	26
ENSMMUG00000021172	4	ENSGALG00000003228	26
ENSMMUG00000021173	4	ENSGALG00000003247	26
ENSMMUG00000021183	19	ENSGALG00000030344	28
ENSMMUG00000021184	18	ENSGALG00000012879	2
ENSMMUG00000021185	13	ENSGALG00000040709	1
ENSMMUG00000021186	3	ENSGALG00000043642	2
ENSMMUG00000021187	13	ENSGALG00000039826	1
ENSMMUG00000021191	8	ENSGALG00000016653	3
ENSMMUG00000021192	11	ENSGALG00000007098	1
ENSMMUG00000021197	17	ENSGALG00000016925	1
ENSMMUG00000021198	X	ENSGALG00000004918	4
ENSMMUG00000021204	X	ENSGALG00000007793	4
ENSMMUG00000021207	X	ENSGALG00000007800	4
ENSMMUG00000021216	12	ENSGALG00000036951	7
ENSMMUG00000021218	6	ENSGALG00000003792	Z
ENSMMUG00000021223	5	ENSGALG00000012181	4
ENSMMUG00000021226	5	ENSGALG00000012126	4
ENSMMUG00000021227	1	ENSGALG00000000712	26
ENSMMUG00000021228	6	ENSGALG00000003937	13
ENSMMUG00000021229	6	ENSGALG00000003919	13
ENSMMUG00000021230	11	ENSGALG00000007388	15
ENSMMUG00000021231	17	ENSGALG00000016837	1
ENSMMUG00000021232	11	ENSGALG00000007383	15
ENSMMUG00000021235	3	ENSGALG00000002501	19
ENSMMUG00000021237	2	ENSGALG00000005268	2
ENSMMUG00000021238	1	ENSGALG00000031763	3
ENSMMUG00000021241	2	ENSGALG00000007862	12
ENSMMUG00000021242	2	ENSGALG00000030268	2
ENSMMUG00000021243	2	ENSGALG00000005287	2
ENSMMUG00000021244	2	ENSGALG00000005292	2
ENSMMUG00000021245	2	ENSGALG00000005297	2
ENSMMUG00000021246	2	ENSGALG00000005303	2
ENSMMUG00000021247	2	ENSGALG00000005430	2
ENSMMUG00000021248	3	ENSGALG00000042612	9
ENSMMUG00000021249	2	ENSGALG00000005443	2
ENSMMUG00000021255	3	ENSGALG00000034032	AADN04009429.1
ENSMMUG00000021259	1	ENSGALG00000000920	25
ENSMMUG00000021260	1	ENSGALG00000032955	25
ENSMMUG00000021261	20	ENSGALG00000003891	11
ENSMMUG00000021272	8	ENSGALG00000026210	4
ENSMMUG00000021275	8	ENSGALG00000045634	3
ENSMMUG00000021278	15	ENSGALG00000003789	17
ENSMMUG00000021279	9	ENSGALG00000006599	2
ENSMMUG00000021282	14	ENSGALG00000035720	1
ENSMMUG00000021284	2	ENSGALG00000043797	9
ENSMMUG00000021285	2	ENSGALG00000040889	9
ENSMMUG00000021286	12	ENSGALG00000035584	7
ENSMMUG00000021287	12	ENSGALG00000002070	9
ENSMMUG00000021288	2	ENSGALG00000011226	2
ENSMMUG00000021289	3	ENSGALG00000007917	1
ENSMMUG00000021290	12	ENSGALG00000031112	7
ENSMMUG00000021291	11	ENSGALG00000031457	1
ENSMMUG00000021292	11	ENSGALG00000034078	1
ENSMMUG00000021293	3	ENSGALG00000009514	1
ENSMMUG00000021295	7	ENSGALG00000010950	5
ENSMMUG00000021297	10	ENSGALG00000006130	20
ENSMMUG00000021299	13	ENSGALG00000029261	3
ENSMMUG00000021301	5	ENSGALG00000009257	4
ENSMMUG00000021302	5	ENSGALG00000009262	4
ENSMMUG00000021303	5	ENSGALG00000009266	4
ENSMMUG00000021304	5	ENSGALG00000009268	4
ENSMMUG00000021308	9	ENSGALG00000027353	6
ENSMMUG00000021311	7	ENSGALG00000012098	5
ENSMMUG00000021312	1	ENSGALG00000014646	25
ENSMMUG00000021315	4	ENSGALG00000010051	3
ENSMMUG00000021320	7	ENSGALG00000046000	10
ENSMMUG00000021326	7	ENSGALG00000009507	5
ENSMMUG00000021327	7	ENSGALG00000009510	5
ENSMMUG00000021328	10	ENSGALG00000033888	AADN04000623.1
ENSMMUG00000021329	11	ENSGALG00000010311	1
ENSMMUG00000021331	10	ENSGALG00000037463	AADN04004644.1
ENSMMUG00000021332	10	ENSGALG00000040759	AADN04000623.1
ENSMMUG00000021334	2	ENSGALG00000033674	AADN04008230.1
ENSMMUG00000021338	7	ENSGALG00000003456	10
ENSMMUG00000021347	5	ENSGALG00000010207	4
ENSMMUG00000021350	16	ENSGALG00000001731	27
ENSMMUG00000021351	16	ENSGALG00000023757	19
ENSMMUG00000021354	6	ENSGALG00000014994	Z
ENSMMUG00000021356	6	ENSGALG00000004311	Z
ENSMMUG00000021358	6	ENSGALG00000004339	Z
ENSMMUG00000021361	6	ENSGALG00000004350	Z
ENSMMUG00000021364	7	ENSGALG00000028191	10
ENSMMUG00000021366	X	ENSGALG00000016357	1
ENSMMUG00000021370	10	ENSGALG00000005808	15
ENSMMUG00000021371	2	ENSGALG00000005909	12
ENSMMUG00000021374	10	ENSGALG00000008149	15
ENSMMUG00000021376	10	ENSGALG00000036731	15
ENSMMUG00000021377	4	ENSGALG00000016705	3
ENSMMUG00000021380	10	ENSGALG00000042213	15
ENSMMUG00000021382	19	ENSGALG00000034725	AADN04000659.1
ENSMMUG00000021384	19	ENSGALG00000031156	AADN04000659.1
ENSMMUG00000021386	1	ENSGALG00000045163	25
ENSMMUG00000021389	3	ENSGALG00000009700	2
ENSMMUG00000021392	2	ENSGALG00000005286	9
ENSMMUG00000021393	9	ENSGALG00000005088	6
ENSMMUG00000021397	20	ENSGALG00000035368	11
ENSMMUG00000021398	1	ENSGALG00000033340	21
ENSMMUG00000021399	1	ENSGALG00000002232	21
ENSMMUG00000021400	9	ENSGALG00000003073	6
ENSMMUG00000021403	12	ENSGALG00000012156	7
ENSMMUG00000021407	16	ENSGALG00000003987	19
ENSMMUG00000021408	16	ENSGALG00000041939	19
ENSMMUG00000021409	16	ENSGALG00000004953	14
ENSMMUG00000021412	X	ENSGALG00000041977	4
ENSMMUG00000021413	X	ENSGALG00000009040	4
ENSMMUG00000021417	7	ENSGALG00000009581	5
ENSMMUG00000021418	7	ENSGALG00000009570	5
ENSMMUG00000021419	7	ENSGALG00000009565	5
ENSMMUG00000021423	1	ENSGALG00000005065	8
ENSMMUG00000021426	1	ENSGALG00000000721	26
ENSMMUG00000021429	15	ENSGALG00000030886	17
ENSMMUG00000021431	15	ENSGALG00000038789	17
ENSMMUG00000021434	15	ENSGALG00000036894	17
ENSMMUG00000021436	13	ENSGALG00000010448	3
ENSMMUG00000021438	14	ENSGALG00000007618	24
ENSMMUG00000021439	14	ENSGALG00000046141	24
ENSMMUG00000021441	1	ENSGALG00000005407	8
ENSMMUG00000021442	1	ENSGALG00000010778	3
ENSMMUG00000021444	7	ENSGALG00000036364	5
ENSMMUG00000021446	14	ENSGALG00000008380	5
ENSMMUG00000021447	1	ENSGALG00000034213	21
ENSMMUG00000021449	1	ENSGALG00000034777	21
ENSMMUG00000021451	2	ENSGALG00000010384	9
ENSMMUG00000021453	17	ENSGALG00000033816	1
ENSMMUG00000021458	17	ENSGALG00000045204	1
ENSMMUG00000021459	17	ENSGALG00000016915	1
ENSMMUG00000021461	3	ENSGALG00000029635	19
ENSMMUG00000021476	10	ENSGALG00000013037	1
ENSMMUG00000021478	18	ENSGALG00000015004	2
ENSMMUG00000021480	18	ENSGALG00000033054	2
ENSMMUG00000021484	18	ENSGALG00000015030	2
ENSMMUG00000021491	X	ENSGALG00000016268	1
ENSMMUG00000021492	10	ENSGALG00000002968	20
ENSMMUG00000021496	15	ENSGALG00000001645	17
ENSMMUG00000021497	15	ENSGALG00000001692	17
ENSMMUG00000021498	4	ENSGALG00000034030	3
ENSMMUG00000021499	4	ENSGALG00000032409	3
ENSMMUG00000021507	2	ENSGALG00000015402	1
ENSMMUG00000021514	8	ENSGALG00000016565	3
ENSMMUG00000021515	8	ENSGALG00000016567	3
ENSMMUG00000021516	8	ENSGALG00000043051	3
ENSMMUG00000021517	8	ENSGALG00000026651	3
ENSMMUG00000021518	20	ENSGALG00000030826	14
ENSMMUG00000021519	16	ENSGALG00000006064	19
ENSMMUG00000021526	15	ENSGALG00000015682	Z
ENSMMUG00000021533	4	ENSGALG00000015033	3
ENSMMUG00000021535	1	ENSGALG00000001939	26
ENSMMUG00000021536	1	ENSGALG00000001956	26
ENSMMUG00000021538	17	ENSGALG00000017091	1
ENSMMUG00000021539	9	ENSGALG00000005914	6
ENSMMUG00000021542	3	ENSGALG00000008941	1
ENSMMUG00000021543	3	ENSGALG00000008926	1
ENSMMUG00000021544	1	ENSGALG00000000394	26
ENSMMUG00000021545	13	ENSGALG00000001486	28
ENSMMUG00000021547	6	ENSGALG00000028673	Z
ENSMMUG00000021548	6	ENSGALG00000039687	13
ENSMMUG00000021549	6	ENSGALG00000003744	13
ENSMMUG00000021550	6	ENSGALG00000045860	13
ENSMMUG00000021553	16	ENSGALG00000004009	19
ENSMMUG00000021554	16	ENSGALG00000031368	19
ENSMMUG00000021555	19	ENSGALG00000035762	28
ENSMMUG00000021557	16	ENSGALG00000026431	19
ENSMMUG00000021559	9	ENSGALG00000007346	2
ENSMMUG00000021560	10	ENSGALG00000012293	1
ENSMMUG00000021563	11	ENSGALG00000004190	15
ENSMMUG00000021564	11	ENSGALG00000004225	15
ENSMMUG00000021567	2	ENSGALG00000015344	1
ENSMMUG00000021568	2	ENSGALG00000015346	1
ENSMMUG00000021571	7	ENSGALG00000017384	5
ENSMMUG00000021572	7	ENSGALG00000009438	5
ENSMMUG00000021576	14	ENSGALG00000045816	24
ENSMMUG00000021577	1	ENSGALG00000010798	8
ENSMMUG00000021578	14	ENSGALG00000043088	24
ENSMMUG00000021579	X	ENSGALG00000005031	4
ENSMMUG00000021582	9	ENSGALG00000010491	6
ENSMMUG00000021586	8	ENSGALG00000041327	2
ENSMMUG00000021587	8	ENSGALG00000037148	2
ENSMMUG00000021591	1	ENSGALG00000000786	26
ENSMMUG00000021592	2	ENSGALG00000007184	12
ENSMMUG00000021594	9	ENSGALG00000009502	6
ENSMMUG00000021597	15	ENSGALG00000026303	17
ENSMMUG00000021600	4	ENSGALG00000012787	2
ENSMMUG00000021601	4	ENSGALG00000012784	2
ENSMMUG00000021605	12	ENSGALG00000033385	7
ENSMMUG00000021606	4	ENSGALG00000012781	2
ENSMMUG00000021610	9	ENSGALG00000009422	6
ENSMMUG00000021613	16	ENSGALG00000011822	18
ENSMMUG00000021618	9	ENSGALG00000004465	6
ENSMMUG00000021620	2	ENSGALG00000005419	12
ENSMMUG00000021625	12	ENSGALG00000012623	Z
ENSMMUG00000021628	14	ENSGALG00000014582	24
ENSMMUG00000021629	19	ENSGALG00000035760	AADN04001595.1
ENSMMUG00000021634	7	ENSGALG00000011446	5
ENSMMUG00000021635	16	ENSGALG00000002424	18
ENSMMUG00000021636	16	ENSGALG00000002415	18
ENSMMUG00000021640	1	ENSGALG00000003554	26
ENSMMUG00000021641	1	ENSGALG00000034456	26
ENSMMUG00000021642	1	ENSGALG00000034067	26
ENSMMUG00000021643	14	ENSGALG00000013532	5
ENSMMUG00000021645	13	ENSGALG00000016769	1
ENSMMUG00000021646	14	ENSGALG00000014573	5
ENSMMUG00000021649	1	ENSGALG00000002216	8
ENSMMUG00000021650	3	ENSGALG00000004398	14
ENSMMUG00000021653	20	ENSGALG00000001965	11
ENSMMUG00000021655	11	ENSGALG00000039710	33
ENSMMUG00000021657	6	ENSGALG00000002790	13
ENSMMUG00000021660	6	ENSGALG00000039628	13
ENSMMUG00000021661	14	ENSGALG00000041955	5
ENSMMUG00000021662	6	ENSGALG00000002673	13
ENSMMUG00000021663	6	ENSGALG00000040340	13
ENSMMUG00000021665	14	ENSGALG00000044251	5
ENSMMUG00000021666	6	ENSGALG00000021471	13
ENSMMUG00000021669	16	ENSGALG00000005420	19
ENSMMUG00000021670	10	ENSGALG00000006194	20
ENSMMUG00000021672	13	ENSGALG00000016456	3
ENSMMUG00000021676	3	ENSGALG00000012812	1
ENSMMUG00000021684	3	ENSGALG00000039454	2
ENSMMUG00000021691	13	ENSGALG00000010620	3
ENSMMUG00000021696	6	ENSGALG00000003699	13
ENSMMUG00000021699	6	ENSGALG00000003691	13
ENSMMUG00000021700	6	ENSGALG00000003672	13
ENSMMUG00000021701	6	ENSGALG00000001409	13
ENSMMUG00000021702	1	ENSGALG00000030590	3
ENSMMUG00000021703	1	ENSGALG00000011000	3
ENSMMUG00000021712	4	ENSGALG00000002762	26
ENSMMUG00000021716	19	ENSGALG00000004200	28
ENSMMUG00000021717	5	ENSGALG00000007549	20
ENSMMUG00000021718	4	ENSGALG00000002723	26
ENSMMUG00000021722	3	ENSGALG00000037206	1
ENSMMUG00000021723	14	ENSGALG00000004250	5
ENSMMUG00000021724	15	ENSGALG00000041111	17
ENSMMUG00000021726	3	ENSGALG00000034574	1
ENSMMUG00000021727	10	ENSGALG00000006766	15
ENSMMUG00000021730	3	ENSGALG00000006563	1
ENSMMUG00000021733	11	ENSGALG00000009556	1
ENSMMUG00000021734	4	ENSGALG00000002870	26
ENSMMUG00000021735	11	ENSGALG00000009547	1
ENSMMUG00000021738	4	ENSGALG00000002860	26
ENSMMUG00000021742	11	ENSGALG00000017296	1
ENSMMUG00000021744	17	ENSGALG00000017014	1
ENSMMUG00000021746	17	ENSGALG00000017015	1
ENSMMUG00000021753	16	ENSGALG00000003464	27
ENSMMUG00000021755	2	ENSGALG00000006805	9
ENSMMUG00000021757	7	ENSGALG00000012124	5
ENSMMUG00000021759	8	ENSGALG00000036456	2
ENSMMUG00000021762	5	ENSGALG00000013468	4
ENSMMUG00000021763	16	ENSGALG00000002389	18
ENSMMUG00000021765	16	ENSGALG00000002311	18
ENSMMUG00000021769	15	ENSGALG00000028819	Z
ENSMMUG00000021771	2	ENSGALG00000032382	2
ENSMMUG00000021772	2	ENSGALG00000034586	2
ENSMMUG00000021775	12	ENSGALG00000010931	7
ENSMMUG00000021777	5	ENSGALG00000026279	4
ENSMMUG00000021778	5	ENSGALG00000014192	4
ENSMMUG00000021779	5	ENSGALG00000014144	4
ENSMMUG00000021780	5	ENSGALG00000014138	4
ENSMMUG00000021782	11	ENSGALG00000030904	KQ759536.1
ENSMMUG00000021783	7	ENSGALG00000007371	10
ENSMMUG00000021787	11	ENSGALG00000030124	AADN04005098.1
ENSMMUG00000021788	7	ENSGALG00000007410	10
ENSMMUG00000021790	17	ENSGALG00000026287	1
ENSMMUG00000021793	11	ENSGALG00000008150	15
ENSMMUG00000021794	11	ENSGALG00000028830	15
ENSMMUG00000021795	11	ENSGALG00000007490	15
ENSMMUG00000021796	12	ENSGALG00000009301	7
ENSMMUG00000021797	12	ENSGALG00000009293	7
ENSMMUG00000021801	16	ENSGALG00000043621	AADN04020128.1
ENSMMUG00000021802	12	ENSGALG00000006221	9
ENSMMUG00000021803	16	ENSGALG00000001563	18
ENSMMUG00000021804	2	ENSGALG00000004932	12
ENSMMUG00000021805	9	ENSGALG00000009304	6
ENSMMUG00000021806	2	ENSGALG00000004937	12
