Macaque	ChrMacaque	Platypus	ChrPlatypus
ENSMMUG00000022156	19	ENSOANG00000012773	Contig19273
ENSMMUG00000022159	19	ENSOANG00000022377	Contig42680
ENSMMUG00000022160	19	ENSOANG00000002210	Contig42680
ENSMMUG00000022163	19	ENSOANG00000003305	Contig123042
ENSMMUG00000022166	6	ENSOANG00000009235	Ultra313
ENSMMUG00000022167	10	ENSOANG00000032092	Contig14700
ENSMMUG00000022168	1	ENSOANG00000003519	7
ENSMMUG00000022171	1	ENSOANG00000005245	7
ENSMMUG00000022173	1	ENSOANG00000005246	7
ENSMMUG00000022177	20	ENSOANG00000002357	11
ENSMMUG00000022181	1	ENSOANG00000009012	Contig5757
ENSMMUG00000022184	4	ENSOANG00000009500	Contig5074
ENSMMUG00000022186	8	ENSOANG00000030988	Contig28271
ENSMMUG00000022191	6	ENSOANG00000014324	Ultra306
ENSMMUG00000022193	4	ENSOANG00000020200	Contig19138
ENSMMUG00000022194	16	ENSOANG00000010878	Ultra43
ENSMMUG00000022195	16	ENSOANG00000010879	Ultra43
ENSMMUG00000022196	2	ENSOANG00000004101	Contig8988
ENSMMUG00000022198	19	ENSOANG00000015716	Contig5349
ENSMMUG00000022200	7	ENSOANG00000012311	Contig1085
ENSMMUG00000022202	12	ENSOANG00000022417	Ultra741
ENSMMUG00000022203	2	ENSOANG00000029689	Contig23182
ENSMMUG00000022205	2	ENSOANG00000014110	Contig15916
ENSMMUG00000022207	19	ENSOANG00000001945	Contig10993
ENSMMUG00000022208	1	ENSOANG00000010244	Ultra67
ENSMMUG00000022215	10	ENSOANG00000002714	Contig13912
ENSMMUG00000022217	20	ENSOANG00000000583	Ultra380
ENSMMUG00000022222	10	ENSOANG00000020364	Contig29972
ENSMMUG00000022224	X	ENSOANG00000031507	Contig24348
ENSMMUG00000022225	16	ENSOANG00000029746	Contig25140
ENSMMUG00000022229	16	ENSOANG00000014274	Contig4041
ENSMMUG00000022230	16	ENSOANG00000014378	Contig13178
ENSMMUG00000022236	10	ENSOANG00000003560	Contig3068
ENSMMUG00000022237	9	ENSOANG00000031806	Ultra739
ENSMMUG00000022240	2	ENSOANG00000003539	Ultra239
ENSMMUG00000022242	5	ENSOANG00000013764	Ultra445
ENSMMUG00000022244	5	ENSOANG00000013762	Ultra445
ENSMMUG00000022246	5	ENSOANG00000013172	Ultra319
ENSMMUG00000022247	4	ENSOANG00000000776	Ultra339
ENSMMUG00000022248	8	ENSOANG00000014074	4
ENSMMUG00000022259	12	ENSOANG00000012372	Contig2127
ENSMMUG00000022261	13	ENSOANG00000006156	Contig18793
ENSMMUG00000022262	2	ENSOANG00000012684	Ultra10
ENSMMUG00000022263	X	ENSOANG00000011632	6
ENSMMUG00000022268	13	ENSOANG00000014467	Ultra202
ENSMMUG00000022272	17	ENSOANG00000008051	Ultra317
ENSMMUG00000022273	16	ENSOANG00000015021	Contig21402
ENSMMUG00000022275	3	ENSOANG00000020707	Ultra447
ENSMMUG00000022278	11	ENSOANG00000005531	Ultra443
ENSMMUG00000022280	17	ENSOANG00000015603	Ultra336
ENSMMUG00000022282	17	ENSOANG00000015616	Ultra336
ENSMMUG00000022283	10	ENSOANG00000000438	Contig4799
ENSMMUG00000022285	4	ENSOANG00000008943	Ultra542
ENSMMUG00000022287	4	ENSOANG00000008944	Ultra542
ENSMMUG00000022288	1	ENSOANG00000001429	Ultra67
ENSMMUG00000022296	19	ENSOANG00000009387	Contig19217
ENSMMUG00000022297	19	ENSOANG00000009386	Contig19217
ENSMMUG00000022301	14	ENSOANG00000012461	Ultra679
ENSMMUG00000022303	8	ENSOANG00000005840	Ultra469
ENSMMUG00000022305	19	ENSOANG00000013661	4
ENSMMUG00000022309	19	ENSOANG00000013662	4
ENSMMUG00000022310	1	ENSOANG00000010253	Ultra67
ENSMMUG00000022311	5	ENSOANG00000003347	Contig23569
ENSMMUG00000022312	5	ENSOANG00000031276	Contig34609
ENSMMUG00000022313	11	ENSOANG00000028401	Contig36785
ENSMMUG00000022315	16	ENSOANG00000010815	Contig7891
ENSMMUG00000022317	3	ENSOANG00000013567	Contig273
ENSMMUG00000022319	14	ENSOANG00000008018	Contig3591
ENSMMUG00000022321	14	ENSOANG00000008017	Contig3591
ENSMMUG00000022322	19	ENSOANG00000014974	1
ENSMMUG00000022324	3	ENSOANG00000013566	Contig273
ENSMMUG00000022329	3	ENSOANG00000030526	Contig25489
ENSMMUG00000022347	14	ENSOANG00000006269	Ultra285
ENSMMUG00000022348	15	ENSOANG00000031281	Contig50927
ENSMMUG00000022354	4	ENSOANG00000030027	Ultra147
ENSMMUG00000022355	5	ENSOANG00000015291	Ultra33
ENSMMUG00000022358	9	ENSOANG00000007463	Contig8572
ENSMMUG00000022361	3	ENSOANG00000006121	Ultra274
ENSMMUG00000022364	9	ENSOANG00000028820	Contig25530
ENSMMUG00000022366	9	ENSOANG00000032272	Contig15686
ENSMMUG00000022369	8	ENSOANG00000010033	Contig20053
ENSMMUG00000022371	X	ENSOANG00000011634	6
ENSMMUG00000022372	14	ENSOANG00000010937	Contig8502
ENSMMUG00000022373	14	ENSOANG00000012212	Contig14939
ENSMMUG00000022379	16	ENSOANG00000009545	Contig4580
ENSMMUG00000022381	1	ENSOANG00000009375	Contig18621
ENSMMUG00000022383	9	ENSOANG00000006024	Ultra274
ENSMMUG00000022389	12	ENSOANG00000006142	Ultra514
ENSMMUG00000022390	7	ENSOANG00000003809	Contig252
ENSMMUG00000022394	3	ENSOANG00000010685	Contig48
ENSMMUG00000022395	10	ENSOANG00000000230	2
ENSMMUG00000022397	10	ENSOANG00000014649	Ultra57
ENSMMUG00000022404	11	ENSOANG00000005592	Ultra443
ENSMMUG00000022407	7	ENSOANG00000009503	Contig12786
ENSMMUG00000022408	16	ENSOANG00000011568	Ultra430
ENSMMUG00000022411	16	ENSOANG00000011569	Ultra430
ENSMMUG00000022412	16	ENSOANG00000011570	Ultra430
ENSMMUG00000022414	16	ENSOANG00000029475	Contig69781
ENSMMUG00000022416	5	ENSOANG00000029516	Contig4121
ENSMMUG00000022419	8	ENSOANG00000021862	7
ENSMMUG00000022425	2	ENSOANG00000022017	Contig13459
ENSMMUG00000022426	1	ENSOANG00000006912	Contig25704
ENSMMUG00000022429	1	ENSOANG00000012916	Contig6395
ENSMMUG00000022441	20	ENSOANG00000012229	2
ENSMMUG00000022442	3	ENSOANG00000014444	Ultra693
ENSMMUG00000022443	9	ENSOANG00000020812	Contig11638
ENSMMUG00000022445	9	ENSOANG00000019804	Contig17229
ENSMMUG00000022449	3	ENSOANG00000010698	Contig48
ENSMMUG00000022451	3	ENSOANG00000010697	Contig48
ENSMMUG00000022454	3	ENSOANG00000009176	Ultra231
ENSMMUG00000022458	4	ENSOANG00000000548	Ultra483
ENSMMUG00000022459	19	ENSOANG00000030515	Contig5962
ENSMMUG00000022469	11	ENSOANG00000001663	Contig7294
ENSMMUG00000022472	18	ENSOANG00000008122	3
ENSMMUG00000022478	8	ENSOANG00000003252	Ultra236
ENSMMUG00000022484	3	ENSOANG00000013950	Contig33461
ENSMMUG00000022485	3	ENSOANG00000011607	Contig379
ENSMMUG00000022495	11	ENSOANG00000022148	Contig40956
ENSMMUG00000022496	9	ENSOANG00000005141	Ultra97
ENSMMUG00000022498	11	ENSOANG00000011885	Contig6840
ENSMMUG00000022499	1	ENSOANG00000002072	Ultra472
ENSMMUG00000022500	1	ENSOANG00000028884	Contig39752
ENSMMUG00000022507	2	ENSOANG00000011902	Contig18460
ENSMMUG00000022508	9	ENSOANG00000006077	Ultra274
ENSMMUG00000022510	1	ENSOANG00000014568	Contig22378
ENSMMUG00000022511	8	ENSOANG00000004063	5
ENSMMUG00000022513	3	ENSOANG00000015386	Contig13
ENSMMUG00000022514	9	ENSOANG00000001566	Ultra272
ENSMMUG00000022517	9	ENSOANG00000001562	Ultra272
ENSMMUG00000022518	14	ENSOANG00000030972	Contig22305
ENSMMUG00000022521	9	ENSOANG00000001561	Ultra272
ENSMMUG00000022522	17	ENSOANG00000009070	Contig59
ENSMMUG00000022523	9	ENSOANG00000001560	Ultra272
ENSMMUG00000022524	9	ENSOANG00000001559	Ultra272
ENSMMUG00000022525	1	ENSOANG00000020368	Contig18614
ENSMMUG00000022526	10	ENSOANG00000004908	Ultra337
ENSMMUG00000022528	16	ENSOANG00000010297	Contig4033
ENSMMUG00000022529	12	ENSOANG00000006115	Ultra514
ENSMMUG00000022530	5	ENSOANG00000000235	Contig20131
ENSMMUG00000022533	2	ENSOANG00000015305	Ultra389
ENSMMUG00000022535	15	ENSOANG00000007560	Contig14389
ENSMMUG00000022536	15	ENSOANG00000008905	Contig18503
ENSMMUG00000022539	2	ENSOANG00000015304	Ultra389
ENSMMUG00000022548	14	ENSOANG00000007685	Ultra270
ENSMMUG00000022550	7	ENSOANG00000014018	4
ENSMMUG00000022553	12	ENSOANG00000008586	Ultra514
ENSMMUG00000022555	3	ENSOANG00000030053	Contig60570
ENSMMUG00000022556	3	ENSOANG00000015571	7
ENSMMUG00000022562	2	ENSOANG00000004451	7
ENSMMUG00000022568	18	ENSOANG00000001716	3
ENSMMUG00000022572	2	ENSOANG00000020173	Contig38814
ENSMMUG00000022573	2	ENSOANG00000003914	Contig17157
ENSMMUG00000022574	X	ENSOANG00000002389	6
ENSMMUG00000022575	20	ENSOANG00000011334	Ultra521
ENSMMUG00000022577	7	ENSOANG00000015278	Contig22754
ENSMMUG00000022580	16	ENSOANG00000011525	Ultra9
ENSMMUG00000022581	6	ENSOANG00000007801	X1
ENSMMUG00000022583	X	ENSOANG00000011272	Ultra222
ENSMMUG00000022584	X	ENSOANG00000011271	Ultra222
ENSMMUG00000022586	10	ENSOANG00000009261	Ultra516
ENSMMUG00000022589	10	ENSOANG00000009262	Ultra516
ENSMMUG00000022594	14	ENSOANG00000012662	Contig14463
ENSMMUG00000022595	14	ENSOANG00000031202	Contig24798
ENSMMUG00000022596	18	ENSOANG00000010133	Ultra314
ENSMMUG00000022598	14	ENSOANG00000007479	Contig25493
ENSMMUG00000022601	12	ENSOANG00000005816	Contig13811
ENSMMUG00000022603	14	ENSOANG00000010495	Ultra192
ENSMMUG00000022604	14	ENSOANG00000013714	Contig20882
ENSMMUG00000022606	14	ENSOANG00000002909	Contig33602
ENSMMUG00000022610	17	ENSOANG00000009044	Contig59
ENSMMUG00000022613	15	ENSOANG00000014877	Contig447
ENSMMUG00000022614	1	ENSOANG00000005383	7
ENSMMUG00000022615	X	ENSOANG00000002610	Ultra462
ENSMMUG00000022617	9	ENSOANG00000007308	Contig15258
ENSMMUG00000022618	X	ENSOANG00000002609	Ultra462
ENSMMUG00000022620	9	ENSOANG00000007319	17
ENSMMUG00000022625	19	ENSOANG00000001134	Contig13856
ENSMMUG00000022627	16	ENSOANG00000010288	Contig524
ENSMMUG00000022628	16	ENSOANG00000010289	Contig524
ENSMMUG00000022633	3	ENSOANG00000005551	Contig5990
ENSMMUG00000022639	1	ENSOANG00000009430	Contig21306
ENSMMUG00000022640	1	ENSOANG00000008536	Ultra67
ENSMMUG00000022641	1	ENSOANG00000002960	Ultra341
ENSMMUG00000022643	1	ENSOANG00000002961	Ultra341
ENSMMUG00000022644	16	ENSOANG00000031204	Contig34751
ENSMMUG00000022648	1	ENSOANG00000002965	Ultra341
ENSMMUG00000022654	8	ENSOANG00000009379	Contig154711
ENSMMUG00000022655	8	ENSOANG00000005952	5
ENSMMUG00000022661	2	ENSOANG00000012155	Contig1521
ENSMMUG00000022665	X	ENSOANG00000001808	Ultra15
ENSMMUG00000022666	20	ENSOANG00000006539	Contig11016
ENSMMUG00000022667	X	ENSOANG00000001807	Ultra15
ENSMMUG00000022668	20	ENSOANG00000006540	Contig11016
ENSMMUG00000022669	20	ENSOANG00000012118	Ultra55
ENSMMUG00000022672	5	ENSOANG00000029763	Contig22087
ENSMMUG00000022673	2	ENSOANG00000028450	Contig41389
ENSMMUG00000022674	2	ENSOANG00000014554	Contig41575
ENSMMUG00000022677	1	ENSOANG00000010968	Ultra467
ENSMMUG00000022678	7	ENSOANG00000005833	Contig1258
ENSMMUG00000022679	1	ENSOANG00000003226	Ultra467
ENSMMUG00000022683	3	ENSOANG00000009618	Ultra65
ENSMMUG00000022685	4	ENSOANG00000007211	Contig41143
ENSMMUG00000022689	4	ENSOANG00000013005	Contig26760
ENSMMUG00000022690	2	ENSOANG00000006746	Ultra117
ENSMMUG00000022691	4	ENSOANG00000014619	2
ENSMMUG00000022693	2	ENSOANG00000006744	Ultra117
ENSMMUG00000022694	2	ENSOANG00000006743	Ultra117
ENSMMUG00000022695	3	ENSOANG00000005171	15
ENSMMUG00000022697	3	ENSOANG00000001400	15
ENSMMUG00000022698	11	ENSOANG00000008805	Ultra252
ENSMMUG00000022699	3	ENSOANG00000011606	Contig379
ENSMMUG00000022701	3	ENSOANG00000002430	Ultra41
ENSMMUG00000022702	3	ENSOANG00000002432	Ultra41
ENSMMUG00000022703	18	ENSOANG00000005622	7
ENSMMUG00000022704	18	ENSOANG00000005621	7
ENSMMUG00000022709	16	ENSOANG00000029633	Contig35213
ENSMMUG00000022714	20	ENSOANG00000008260	2
ENSMMUG00000022715	1	ENSOANG00000005884	Ultra305
ENSMMUG00000022726	19	ENSOANG00000004146	Contig21466
ENSMMUG00000022727	3	ENSOANG00000015039	Ultra5
ENSMMUG00000022732	3	ENSOANG00000031303	Contig11629
ENSMMUG00000022740	16	ENSOANG00000011577	Contig8660
ENSMMUG00000022742	19	ENSOANG00000007438	Contig5428
ENSMMUG00000022744	17	ENSOANG00000014911	Ultra284
ENSMMUG00000022750	15	ENSOANG00000007477	Contig26212
ENSMMUG00000022752	9	ENSOANG00000007823	17
ENSMMUG00000022764	3	ENSOANG00000011810	Ultra65
ENSMMUG00000022765	19	ENSOANG00000003319	Contig15730
ENSMMUG00000022766	3	ENSOANG00000011809	Ultra65
ENSMMUG00000022769	3	ENSOANG00000006463	Ultra222
ENSMMUG00000022770	7	ENSOANG00000001951	Contig27367
ENSMMUG00000022773	7	ENSOANG00000032124	Contig82447
ENSMMUG00000022774	7	ENSOANG00000000294	Contig19160
ENSMMUG00000022776	3	ENSOANG00000031489	Contig24166
ENSMMUG00000022777	7	ENSOANG00000000295	Contig19160
ENSMMUG00000022779	1	ENSOANG00000012366	Ultra467
ENSMMUG00000022782	5	ENSOANG00000000330	Contig2991
ENSMMUG00000022784	5	ENSOANG00000015686	Contig1042
ENSMMUG00000022785	13	ENSOANG00000002664	1
ENSMMUG00000022788	6	ENSOANG00000011198	Ultra364
ENSMMUG00000022789	8	ENSOANG00000007212	Ultra156
ENSMMUG00000022791	3	ENSOANG00000006469	Ultra222
ENSMMUG00000022799	9	ENSOANG00000001579	Ultra272
ENSMMUG00000022801	1	ENSOANG00000000922	Ultra341
ENSMMUG00000022806	3	ENSOANG00000006131	Ultra274
ENSMMUG00000022808	12	ENSOANG00000022081	Contig19576
ENSMMUG00000022818	17	ENSOANG00000015615	Ultra336
ENSMMUG00000022822	X	ENSOANG00000000756	6
ENSMMUG00000022824	4	ENSOANG00000008044	Contig20707
ENSMMUG00000022831	12	ENSOANG00000028761	Contig22030
ENSMMUG00000022838	6	ENSOANG00000006325	Contig17020
ENSMMUG00000022839	7	ENSOANG00000009109	Contig283
ENSMMUG00000022842	13	ENSOANG00000010468	Contig42726
ENSMMUG00000022843	13	ENSOANG00000009864	Contig6045
ENSMMUG00000022846	11	ENSOANG00000007449	Ultra127
ENSMMUG00000022853	13	ENSOANG00000012259	Contig19515
ENSMMUG00000022857	16	ENSOANG00000001961	Contig5668
ENSMMUG00000022858	16	ENSOANG00000009182	Contig25130
ENSMMUG00000022859	16	ENSOANG00000005329	Contig24810
ENSMMUG00000022860	14	ENSOANG00000004734	Ultra152
ENSMMUG00000022862	14	ENSOANG00000004733	Ultra152
ENSMMUG00000022864	11	ENSOANG00000000749	Contig4137
ENSMMUG00000022867	20	ENSOANG00000003737	Ultra78
ENSMMUG00000022868	6	ENSOANG00000031322	X1
ENSMMUG00000022869	6	ENSOANG00000005117	X1
ENSMMUG00000022871	19	ENSOANG00000012735	Ultra517
ENSMMUG00000022872	19	ENSOANG00000012736	Ultra517
ENSMMUG00000022877	19	ENSOANG00000009195	Ultra266
ENSMMUG00000022878	19	ENSOANG00000009194	Ultra266
ENSMMUG00000022879	13	ENSOANG00000014791	Contig1941
ENSMMUG00000022882	1	ENSOANG00000014690	Contig7166
ENSMMUG00000022888	1	ENSOANG00000009896	Ultra247
ENSMMUG00000022891	6	ENSOANG00000020841	Contig36465
ENSMMUG00000022895	15	ENSOANG00000003788	Contig22214
ENSMMUG00000022897	20	ENSOANG00000028467	Ultra102
ENSMMUG00000022899	12	ENSOANG00000007946	Ultra510
ENSMMUG00000022900	5	ENSOANG00000015659	12
ENSMMUG00000022901	5	ENSOANG00000015656	12
ENSMMUG00000022904	7	ENSOANG00000010590	Contig409
ENSMMUG00000022906	1	ENSOANG00000001832	Contig737
ENSMMUG00000022907	13	ENSOANG00000007634	Contig7451
ENSMMUG00000022908	1	ENSOANG00000007764	18
ENSMMUG00000022909	13	ENSOANG00000007631	Contig7451
ENSMMUG00000022911	11	ENSOANG00000007743	Contig25291
ENSMMUG00000022913	11	ENSOANG00000020978	Contig20084
ENSMMUG00000022914	10	ENSOANG00000014746	Contig26589
ENSMMUG00000022919	15	ENSOANG00000011875	Ultra70
ENSMMUG00000022920	4	ENSOANG00000013097	Ultra520
ENSMMUG00000022921	4	ENSOANG00000013096	Ultra520
ENSMMUG00000022927	1	ENSOANG00000002204	Ultra280
ENSMMUG00000022930	19	ENSOANG00000021099	Contig16318
ENSMMUG00000022931	19	ENSOANG00000002035	Contig46518
ENSMMUG00000022932	19	ENSOANG00000013001	Contig11829
ENSMMUG00000022933	8	ENSOANG00000009984	Contig2065
ENSMMUG00000022934	19	ENSOANG00000013002	Contig11829
ENSMMUG00000022935	1	ENSOANG00000000949	Ultra341
ENSMMUG00000022938	19	ENSOANG00000029901	Contig69585
ENSMMUG00000022939	7	ENSOANG00000030921	Contig22305
ENSMMUG00000022941	4	ENSOANG00000007235	Contig11270
ENSMMUG00000022942	4	ENSOANG00000007234	Contig11270
ENSMMUG00000022944	14	ENSOANG00000012479	11
ENSMMUG00000022948	9	ENSOANG00000006030	Ultra274
ENSMMUG00000022956	5	ENSOANG00000003667	Ultra445
ENSMMUG00000022960	2	ENSOANG00000003978	Contig20158
ENSMMUG00000022961	11	ENSOANG00000002889	Contig25513
ENSMMUG00000022963	2	ENSOANG00000015119	Ultra117
ENSMMUG00000022964	14	ENSOANG00000006247	Contig4565
ENSMMUG00000022968	16	ENSOANG00000012592	Contig10364
ENSMMUG00000022976	9	ENSOANG00000013314	Contig3062
ENSMMUG00000022980	1	ENSOANG00000031478	Contig30017
ENSMMUG00000022982	6	ENSOANG00000015766	1
ENSMMUG00000022983	4	ENSOANG00000008277	Ultra2
ENSMMUG00000022988	6	ENSOANG00000015767	1
ENSMMUG00000022989	16	ENSOANG00000010097	Ultra42
ENSMMUG00000022992	1	ENSOANG00000009676	Contig15029
ENSMMUG00000022993	1	ENSOANG00000020647	Contig13092
ENSMMUG00000022995	1	ENSOANG00000004861	Contig13458
ENSMMUG00000022996	13	ENSOANG00000004402	2
ENSMMUG00000023000	4	ENSOANG00000008275	Ultra2
ENSMMUG00000023002	4	ENSOANG00000008276	Ultra2
ENSMMUG00000023003	10	ENSOANG00000015798	Contig1295
ENSMMUG00000023006	12	ENSOANG00000008602	Ultra514
ENSMMUG00000023007	10	ENSOANG00000005535	Contig7688
ENSMMUG00000023009	12	ENSOANG00000008604	Ultra514
ENSMMUG00000023012	4	ENSOANG00000005284	2
ENSMMUG00000023013	2	ENSOANG00000015002	Contig164004
ENSMMUG00000023015	8	ENSOANG00000013506	7
ENSMMUG00000023018	X	ENSOANG00000009198	Contig11743
ENSMMUG00000023019	18	ENSOANG00000005614	7
ENSMMUG00000023020	18	ENSOANG00000005613	7
ENSMMUG00000023021	X	ENSOANG00000002012	Contig6538
ENSMMUG00000023022	X	ENSOANG00000013578	Ultra295
ENSMMUG00000023024	X	ENSOANG00000013579	Ultra295
ENSMMUG00000023027	16	ENSOANG00000005313	Contig29605
ENSMMUG00000023029	1	ENSOANG00000002801	Ultra490
ENSMMUG00000023030	1	ENSOANG00000002800	Ultra490
ENSMMUG00000023032	11	ENSOANG00000004780	2
ENSMMUG00000023033	9	ENSOANG00000003871	Contig2881
ENSMMUG00000023036	11	ENSOANG00000005594	Ultra443
ENSMMUG00000023038	9	ENSOANG00000030766	Contig4934
ENSMMUG00000023042	1	ENSOANG00000009736	Contig2610
ENSMMUG00000023045	2	ENSOANG00000001363	Ultra195
ENSMMUG00000023046	4	ENSOANG00000004936	Contig5589
ENSMMUG00000023052	1	ENSOANG00000013487	Contig7029
ENSMMUG00000023056	X	ENSOANG00000001908	Contig9548
ENSMMUG00000023057	1	ENSOANG00000002208	Ultra280
ENSMMUG00000023062	12	ENSOANG00000008550	Ultra514
ENSMMUG00000023063	3	ENSOANG00000000274	Contig14888
ENSMMUG00000023067	4	ENSOANG00000001063	3
ENSMMUG00000023070	1	ENSOANG00000012958	Contig7563
ENSMMUG00000023071	6	ENSOANG00000021540	Contig41007
ENSMMUG00000023073	6	ENSOANG00000012331	X1
ENSMMUG00000023076	17	ENSOANG00000004633	20
ENSMMUG00000023081	2	ENSOANG00000008700	Contig15072
ENSMMUG00000023083	17	ENSOANG00000004640	20
ENSMMUG00000023084	2	ENSOANG00000002081	Contig4965
ENSMMUG00000023085	1	ENSOANG00000014826	Contig12910
ENSMMUG00000023089	1	ENSOANG00000015600	Contig6104
ENSMMUG00000023094	14	ENSOANG00000014800	Contig27910
ENSMMUG00000023096	1	ENSOANG00000009005	Contig19511
ENSMMUG00000023097	1	ENSOANG00000015590	Contig6104
ENSMMUG00000023103	11	ENSOANG00000006644	Ultra443
ENSMMUG00000023104	3	ENSOANG00000001423	Ultra447
ENSMMUG00000023107	11	ENSOANG00000001321	Ultra196
ENSMMUG00000023112	8	ENSOANG00000015807	Contig3722
ENSMMUG00000023115	8	ENSOANG00000001913	Ultra48
ENSMMUG00000023116	5	ENSOANG00000004866	4
ENSMMUG00000023117	15	ENSOANG00000004039	Ultra46
ENSMMUG00000023119	14	ENSOANG00000009721	3
ENSMMUG00000023125	2	ENSOANG00000012272	Ultra348
ENSMMUG00000023128	11	ENSOANG00000032234	Contig10715
ENSMMUG00000023132	14	ENSOANG00000030978	Contig18547
ENSMMUG00000023134	3	ENSOANG00000009175	Ultra231
ENSMMUG00000023140	10	ENSOANG00000001251	Ultra56
ENSMMUG00000023143	1	ENSOANG00000007849	Contig48375
ENSMMUG00000023147	20	ENSOANG00000001154	Ultra55
ENSMMUG00000023151	2	ENSOANG00000006810	Ultra117
ENSMMUG00000023155	11	ENSOANG00000006645	Ultra443
ENSMMUG00000023156	3	ENSOANG00000002440	Ultra41
ENSMMUG00000023161	16	ENSOANG00000030166	Contig2528
ENSMMUG00000023163	11	ENSOANG00000030258	Contig29465
ENSMMUG00000023164	11	ENSOANG00000009848	Contig1661
ENSMMUG00000023167	12	ENSOANG00000002098	Contig16799
ENSMMUG00000023168	12	ENSOANG00000021707	Contig18029
ENSMMUG00000023171	9	ENSOANG00000028878	Contig8626
ENSMMUG00000023174	X	ENSOANG00000014100	Ultra519
ENSMMUG00000023176	12	ENSOANG00000006066	Ultra514
ENSMMUG00000023177	6	ENSOANG00000001613	1
ENSMMUG00000023181	13	ENSOANG00000030114	Contig6304
ENSMMUG00000023182	15	ENSOANG00000012518	Contig530
ENSMMUG00000023184	14	ENSOANG00000010918	Contig28639
ENSMMUG00000023192	14	ENSOANG00000030763	Contig65263
ENSMMUG00000023198	9	ENSOANG00000015049	Contig917
ENSMMUG00000023200	1	ENSOANG00000002475	Ultra472
ENSMMUG00000023203	1	ENSOANG00000000902	Ultra341
ENSMMUG00000023208	8	ENSOANG00000001722	Contig1612
ENSMMUG00000023210	8	ENSOANG00000001721	Contig1612
ENSMMUG00000023214	1	ENSOANG00000000944	Ultra341
ENSMMUG00000023216	1	ENSOANG00000000947	Ultra341
ENSMMUG00000023218	18	ENSOANG00000001715	3
ENSMMUG00000023221	4	ENSOANG00000002177	Contig19962
ENSMMUG00000023225	13	ENSOANG00000002666	1
ENSMMUG00000023226	8	ENSOANG00000010776	Contig909
ENSMMUG00000023230	3	ENSOANG00000009161	Ultra231
ENSMMUG00000023234	1	ENSOANG00000012042	Contig37242
ENSMMUG00000023235	1	ENSOANG00000028880	Contig37242
ENSMMUG00000023241	5	ENSOANG00000013700	Ultra362
ENSMMUG00000023242	5	ENSOANG00000010532	Contig24566
ENSMMUG00000023244	5	ENSOANG00000015665	12
ENSMMUG00000023245	20	ENSOANG00000031065	11
ENSMMUG00000023248	11	ENSOANG00000030510	Contig9730
ENSMMUG00000023251	19	ENSOANG00000002818	Contig2436
ENSMMUG00000023254	5	ENSOANG00000007748	Ultra181
ENSMMUG00000023255	15	ENSOANG00000013317	4
ENSMMUG00000023256	5	ENSOANG00000002638	Contig3266
ENSMMUG00000023257	15	ENSOANG00000015099	1
ENSMMUG00000023260	13	ENSOANG00000012824	Contig2836
ENSMMUG00000023261	13	ENSOANG00000030860	Contig51527
ENSMMUG00000023263	10	ENSOANG00000008338	Contig21247
ENSMMUG00000023265	4	ENSOANG00000003324	3
ENSMMUG00000023266	9	ENSOANG00000021903	Contig31517
ENSMMUG00000023267	9	ENSOANG00000015725	Ultra110
ENSMMUG00000023269	13	ENSOANG00000002709	Contig3013
ENSMMUG00000023273	13	ENSOANG00000010921	Ultra89
ENSMMUG00000023274	8	ENSOANG00000013501	7
ENSMMUG00000023275	1	ENSOANG00000002047	Ultra472
ENSMMUG00000023277	1	ENSOANG00000002045	Ultra472
ENSMMUG00000023286	19	ENSOANG00000004568	Ultra49
ENSMMUG00000023287	6	ENSOANG00000006850	Contig3060
ENSMMUG00000023288	6	ENSOANG00000030671	X1
ENSMMUG00000023289	2	ENSOANG00000029757	Contig24101
ENSMMUG00000023290	19	ENSOANG00000004570	Ultra49
ENSMMUG00000023291	19	ENSOANG00000004571	Ultra49
ENSMMUG00000023293	19	ENSOANG00000029759	Contig30855
ENSMMUG00000023295	17	ENSOANG00000009023	Contig59
ENSMMUG00000023297	14	ENSOANG00000010527	Contig2592
ENSMMUG00000023298	18	ENSOANG00000010741	Ultra367
ENSMMUG00000023300	14	ENSOANG00000010526	Contig2592
ENSMMUG00000023304	15	ENSOANG00000015812	Ultra84
ENSMMUG00000023305	7	ENSOANG00000012034	Ultra378
ENSMMUG00000023307	15	ENSOANG00000031139	Ultra84
ENSMMUG00000023308	3	ENSOANG00000030603	Ultra479
ENSMMUG00000023310	3	ENSOANG00000012371	Ultra479
ENSMMUG00000023312	20	ENSOANG00000006391	Ultra674
ENSMMUG00000023317	11	ENSOANG00000006877	Ultra121
ENSMMUG00000023321	12	ENSOANG00000007756	Ultra460
ENSMMUG00000023322	4	ENSOANG00000003042	Contig3374
ENSMMUG00000023326	13	ENSOANG00000015360	Contig12048
ENSMMUG00000023330	2	ENSOANG00000007540	Contig14
ENSMMUG00000023333	5	ENSOANG00000008879	Contig1391
ENSMMUG00000023339	1	ENSOANG00000001343	Contig62158
ENSMMUG00000023342	8	ENSOANG00000014237	Contig2906
ENSMMUG00000023345	1	ENSOANG00000014561	Ultra261
ENSMMUG00000023358	12	ENSOANG00000011698	Contig1847
ENSMMUG00000023359	12	ENSOANG00000007137	Contig10552
ENSMMUG00000023361	8	ENSOANG00000013182	5
ENSMMUG00000023365	15	ENSOANG00000007857	Ultra304
ENSMMUG00000023370	12	ENSOANG00000008573	Ultra514
ENSMMUG00000023372	1	ENSOANG00000003880	Ultra341
