Opossum	ChrOpossum	Chicken	ChrChicken
ENSMODG00000017101	1	ENSGALG00000008456	17
ENSMODG00000017102	1	ENSGALG00000031534	6
ENSMODG00000017103	2	ENSGALG00000041063	AADN04006406.1
ENSMODG00000017104	1	ENSGALG00000002980	6
ENSMODG00000017107	1	ENSGALG00000002967	6
ENSMODG00000017108	1	ENSGALG00000038593	6
ENSMODG00000017109	7	ENSGALG00000016518	1
ENSMODG00000017110	1	ENSGALG00000040971	6
ENSMODG00000017113	1	ENSGALG00000033678	17
ENSMODG00000017114	4	ENSGALG00000039532	21
ENSMODG00000017116	8	ENSGALG00000008382	1
ENSMODG00000017118	1	ENSGALG00000008475	17
ENSMODG00000017122	1	ENSGALG00000021274	17
ENSMODG00000017128	1	ENSGALG00000008681	17
ENSMODG00000017131	2	ENSGALG00000027700	25
ENSMODG00000017134	7	ENSGALG00000016522	1
ENSMODG00000017136	7	ENSGALG00000016523	1
ENSMODG00000017139	2	ENSGALG00000039775	25
ENSMODG00000017140	7	ENSGALG00000016529	1
ENSMODG00000017144	7	ENSGALG00000016537	1
ENSMODG00000017145	7	ENSGALG00000016538	1
ENSMODG00000017147	7	ENSGALG00000016543	1
ENSMODG00000017148	4	ENSGALG00000004889	21
ENSMODG00000017149	7	ENSGALG00000016545	1
ENSMODG00000017150	2	ENSGALG00000046656	25
ENSMODG00000017151	8	ENSGALG00000008335	1
ENSMODG00000017152	1	ENSGALG00000008736	17
ENSMODG00000017154	8	ENSGALG00000008328	1
ENSMODG00000017155	2	ENSGALG00000030554	25
ENSMODG00000017156	4	ENSGALG00000042459	21
ENSMODG00000017157	7	ENSGALG00000016546	1
ENSMODG00000017159	4	ENSGALG00000004800	21
ENSMODG00000017160	2	ENSGALG00000021475	25
ENSMODG00000017161	8	ENSGALG00000042569	1
ENSMODG00000017162	7	ENSGALG00000016547	1
ENSMODG00000017165	2	ENSGALG00000002707	25
ENSMODG00000017169	8	ENSGALG00000008312	1
ENSMODG00000017170	1	ENSGALG00000008750	17
ENSMODG00000017171	4	ENSGALG00000004833	21
ENSMODG00000017172	1	ENSGALG00000008798	17
ENSMODG00000017174	4	ENSGALG00000023580	21
ENSMODG00000017176	7	ENSGALG00000016549	1
ENSMODG00000017178	8	ENSGALG00000008306	1
ENSMODG00000017179	8	ENSGALG00000008301	1
ENSMODG00000017181	1	ENSGALG00000008898	17
ENSMODG00000017183	1	ENSGALG00000002959	6
ENSMODG00000017184	1	ENSGALG00000045901	17
ENSMODG00000017185	2	ENSGALG00000029450	25
ENSMODG00000017187	1	ENSGALG00000008625	17
ENSMODG00000017189	1	ENSGALG00000039186	2
ENSMODG00000017191	7	ENSGALG00000027960	1
ENSMODG00000017192	1	ENSGALG00000042421	17
ENSMODG00000017193	2	ENSGALG00000025924	25
ENSMODG00000017194	1	ENSGALG00000008925	17
ENSMODG00000017195	2	ENSGALG00000036125	25
ENSMODG00000017196	1	ENSGALG00000002942	6
ENSMODG00000017197	7	ENSGALG00000016551	1
ENSMODG00000017198	2	ENSGALG00000030407	25
ENSMODG00000017199	1	ENSGALG00000002904	6
ENSMODG00000017200	1	ENSGALG00000008920	17
ENSMODG00000017202	7	ENSGALG00000016552	1
ENSMODG00000017204	2	ENSGALG00000034501	25
ENSMODG00000017210	2	ENSGALG00000012256	3
ENSMODG00000017211	8	ENSGALG00000008298	1
ENSMODG00000017212	7	ENSGALG00000029168	1
ENSMODG00000017214	4	ENSGALG00000004848	21
ENSMODG00000017216	8	ENSGALG00000008288	1
ENSMODG00000017217	1	ENSGALG00000045172	17
ENSMODG00000017219	8	ENSGALG00000008285	1
ENSMODG00000017220	1	ENSGALG00000008532	17
ENSMODG00000017221	1	ENSGALG00000008623	17
ENSMODG00000017222	7	ENSGALG00000016554	1
ENSMODG00000017224	8	ENSGALG00000008280	1
ENSMODG00000017225	1	ENSGALG00000008952	17
ENSMODG00000017226	4	ENSGALG00000004874	21
ENSMODG00000017227	2	ENSGALG00000024094	25
ENSMODG00000017228	7	ENSGALG00000016557	1
ENSMODG00000017229	8	ENSGALG00000008249	1
ENSMODG00000017230	4	ENSGALG00000004878	21
ENSMODG00000017234	7	ENSGALG00000016558	1
ENSMODG00000017235	1	ENSGALG00000030561	17
ENSMODG00000017236	7	ENSGALG00000016559	1
ENSMODG00000017238	8	ENSGALG00000008236	1
ENSMODG00000017239	1	ENSGALG00000038145	17
ENSMODG00000017240	7	ENSGALG00000016562	1
ENSMODG00000017244	1	ENSGALG00000037375	17
ENSMODG00000017245	8	ENSGALG00000008222	1
ENSMODG00000017246	1	ENSGALG00000002864	6
ENSMODG00000017247	1	ENSGALG00000002769	6
ENSMODG00000017248	1	ENSGALG00000002761	6
ENSMODG00000017250	2	ENSGALG00000013754	3
ENSMODG00000017253	2	ENSGALG00000013537	25
ENSMODG00000017254	2	ENSGALG00000013765	3
ENSMODG00000017255	2	ENSGALG00000013768	3
ENSMODG00000017256	1	ENSGALG00000039696	17
ENSMODG00000017259	8	ENSGALG00000008193	1
ENSMODG00000017260	2	ENSGALG00000013773	3
ENSMODG00000017262	2	ENSGALG00000013777	3
ENSMODG00000017263	2	ENSGALG00000019976	3
ENSMODG00000017264	7	ENSGALG00000016563	1
ENSMODG00000017265	1	ENSGALG00000003861	6
ENSMODG00000017267	2	ENSGALG00000013780	3
ENSMODG00000017268	2	ENSGALG00000013795	3
ENSMODG00000017269	1	ENSGALG00000031482	17
ENSMODG00000017270	7	ENSGALG00000016568	1
ENSMODG00000017272	1	ENSGALG00000034975	17
ENSMODG00000017273	2	ENSGALG00000013803	3
ENSMODG00000017275	1	ENSGALG00000003925	6
ENSMODG00000017276	7	ENSGALG00000016569	1
ENSMODG00000017277	2	ENSGALG00000041435	25
ENSMODG00000017279	2	ENSGALG00000013810	3
ENSMODG00000017280	1	ENSGALG00000003931	6
ENSMODG00000017282	2	ENSGALG00000013813	3
ENSMODG00000017283	1	ENSGALG00000003947	6
ENSMODG00000017285	2	ENSGALG00000013822	3
ENSMODG00000017287	2	ENSGALG00000013824	3
ENSMODG00000017288	2	ENSGALG00000037441	25
ENSMODG00000017289	1	ENSGALG00000036894	17
ENSMODG00000017290	2	ENSGALG00000013826	3
ENSMODG00000017291	8	ENSGALG00000008175	1
ENSMODG00000017294	7	ENSGALG00000016571	1
ENSMODG00000017295	2	ENSGALG00000015183	2
ENSMODG00000017297	7	ENSGALG00000016574	1
ENSMODG00000017298	1	ENSGALG00000038789	17
ENSMODG00000017302	1	ENSGALG00000004037	6
ENSMODG00000017303	2	ENSGALG00000029687	25
ENSMODG00000017304	7	ENSGALG00000016575	1
ENSMODG00000017305	1	ENSGALG00000004065	6
ENSMODG00000017307	1	ENSGALG00000030886	17
ENSMODG00000017308	7	ENSGALG00000016576	1
ENSMODG00000017309	4	ENSGALG00000004882	21
ENSMODG00000017310	1	ENSGALG00000031604	6
ENSMODG00000017311	4	ENSGALG00000033138	21
ENSMODG00000017312	7	ENSGALG00000016578	1
ENSMODG00000017316	2	ENSGALG00000013829	3
ENSMODG00000017317	1	ENSGALG00000040644	17
ENSMODG00000017319	1	ENSGALG00000030831	17
ENSMODG00000017322	4	ENSGALG00000027269	21
ENSMODG00000017323	7	ENSGALG00000016584	1
ENSMODG00000017325	1	ENSGALG00000042838	17
ENSMODG00000017329	1	ENSGALG00000038003	17
ENSMODG00000017330	4	ENSGALG00000027365	23
ENSMODG00000017333	4	ENSGALG00000026153	23
ENSMODG00000017336	2	ENSGALG00000038200	AADN04000896.1
ENSMODG00000017337	4	ENSGALG00000000672	23
ENSMODG00000017338	1	ENSGALG00000039061	17
ENSMODG00000017341	1	ENSGALG00000030913	17
ENSMODG00000017342	7	ENSGALG00000033541	1
ENSMODG00000017345	2	ENSGALG00000038519	AADN04000896.1
ENSMODG00000017346	4	ENSGALG00000042967	23
ENSMODG00000017347	8	ENSGALG00000008167	1
ENSMODG00000017349	1	ENSGALG00000030263	17
ENSMODG00000017350	7	ENSGALG00000041433	1
ENSMODG00000017353	1	ENSGALG00000045666	19
ENSMODG00000017357	4	ENSGALG00000003614	23
ENSMODG00000017358	1	ENSGALG00000004108	6
ENSMODG00000017361	8	ENSGALG00000008154	1
ENSMODG00000017363	4	ENSGALG00000003597	23
ENSMODG00000017367	8	ENSGALG00000008123	1
ENSMODG00000017368	2	ENSGALG00000034458	25
ENSMODG00000017371	7	ENSGALG00000016602	1
ENSMODG00000017372	8	ENSGALG00000045949	1
ENSMODG00000017373	4	ENSGALG00000039716	23
ENSMODG00000017375	7	ENSGALG00000005571	8
ENSMODG00000017376	2	ENSGALG00000011570	25
ENSMODG00000017379	8	ENSGALG00000008115	1
ENSMODG00000017381	2	ENSGALG00000026796	25
ENSMODG00000017384	2	ENSGALG00000042129	25
ENSMODG00000017386	2	ENSGALG00000013834	3
ENSMODG00000017387	2	ENSGALG00000046614	25
ENSMODG00000017388	4	ENSGALG00000003573	23
ENSMODG00000017389	8	ENSGALG00000008109	1
ENSMODG00000017390	2	ENSGALG00000042721	25
ENSMODG00000017391	2	ENSGALG00000028924	25
ENSMODG00000017392	4	ENSGALG00000003567	23
ENSMODG00000017393	2	ENSGALG00000026981	3
ENSMODG00000017394	8	ENSGALG00000029006	1
ENSMODG00000017399	7	ENSGALG00000038504	1
ENSMODG00000017400	2	ENSGALG00000041826	25
ENSMODG00000017401	8	ENSGALG00000008098	1
ENSMODG00000017403	2	ENSGALG00000024272	25
ENSMODG00000017404	4	ENSGALG00000003563	23
ENSMODG00000017408	4	ENSGALG00000003539	23
ENSMODG00000017409	2	ENSGALG00000013846	3
ENSMODG00000017411	4	ENSGALG00000003529	23
ENSMODG00000017415	4	ENSGALG00000003522	23
ENSMODG00000017417	2	ENSGALG00000013861	3
ENSMODG00000017418	2	ENSGALG00000013862	3
ENSMODG00000017421	2	ENSGALG00000013865	3
ENSMODG00000017424	4	ENSGALG00000003420	23
ENSMODG00000017425	7	ENSGALG00000016607	1
ENSMODG00000017428	4	ENSGALG00000003408	23
ENSMODG00000017429	2	ENSGALG00000013869	3
ENSMODG00000017430	4	ENSGALG00000003405	23
ENSMODG00000017431	2	ENSGALG00000030545	3
ENSMODG00000017434	2	ENSGALG00000013874	3
ENSMODG00000017435	Un	ENSGALG00000011118	8
ENSMODG00000017436	2	ENSGALG00000013892	3
ENSMODG00000017437	7	ENSGALG00000034834	1
ENSMODG00000017448	4	ENSGALG00000032335	23
ENSMODG00000017449	7	ENSGALG00000030802	1
ENSMODG00000017451	Un	ENSGALG00000010500	6
ENSMODG00000017452	7	ENSGALG00000016615	1
ENSMODG00000017453	2	ENSGALG00000019967	3
ENSMODG00000017455	4	ENSGALG00000003297	23
ENSMODG00000017460	8	ENSGALG00000014031	1
ENSMODG00000017463	2	ENSGALG00000013941	3
ENSMODG00000017464	4	ENSGALG00000000466	23
ENSMODG00000017467	7	ENSGALG00000040006	1
ENSMODG00000017470	4	ENSGALG00000003301	23
ENSMODG00000017472	8	ENSGALG00000014011	1
ENSMODG00000017473	X	ENSGALG00000006851	4
ENSMODG00000017474	4	ENSGALG00000003313	23
ENSMODG00000017475	7	ENSGALG00000035266	1
ENSMODG00000017476	2	ENSGALG00000013951	3
ENSMODG00000017481	4	ENSGALG00000003337	23
ENSMODG00000017483	4	ENSGALG00000037052	23
ENSMODG00000017487	4	ENSGALG00000003241	23
ENSMODG00000017488	2	ENSGALG00000013956	3
ENSMODG00000017491	4	ENSGALG00000003246	23
ENSMODG00000017494	Un	ENSGALG00000044788	LGE64
ENSMODG00000017499	2	ENSGALG00000013962	3
ENSMODG00000017500	7	ENSGALG00000016618	1
ENSMODG00000017504	2	ENSGALG00000013969	3
ENSMODG00000017509	2	ENSGALG00000013971	3
ENSMODG00000017512	2	ENSGALG00000013980	3
ENSMODG00000017515	2	ENSGALG00000013981	3
ENSMODG00000017516	2	ENSGALG00000029024	3
ENSMODG00000017518	2	ENSGALG00000031656	3
ENSMODG00000017519	7	ENSGALG00000016628	1
ENSMODG00000017520	2	ENSGALG00000013990	3
ENSMODG00000017522	2	ENSGALG00000019961	3
ENSMODG00000017528	4	ENSGALG00000003383	23
ENSMODG00000017531	1	ENSGALG00000001645	17
ENSMODG00000017535	1	ENSGALG00000001692	17
ENSMODG00000017540	1	ENSGALG00000042564	17
ENSMODG00000017542	1	ENSGALG00000036364	5
ENSMODG00000017545	4	ENSGALG00000003287	23
ENSMODG00000017546	1	ENSGALG00000001728	17
ENSMODG00000017549	1	ENSGALG00000003928	17
ENSMODG00000017550	2	ENSGALG00000034374	3
ENSMODG00000017552	1	ENSGALG00000009900	5
ENSMODG00000017553	2	ENSGALG00000002911	3
ENSMODG00000017554	4	ENSGALG00000003265	23
ENSMODG00000017555	1	ENSGALG00000001758	17
ENSMODG00000017557	1	ENSGALG00000009907	5
ENSMODG00000017558	2	ENSGALG00000037402	3
ENSMODG00000017562	1	ENSGALG00000001889	17
ENSMODG00000017563	1	ENSGALG00000009916	5
ENSMODG00000017564	2	ENSGALG00000034397	3
ENSMODG00000017566	1	ENSGALG00000044726	17
ENSMODG00000017567	1	ENSGALG00000009920	5
ENSMODG00000017569	2	ENSGALG00000037587	3
ENSMODG00000017570	4	ENSGALG00000026836	23
ENSMODG00000017571	1	ENSGALG00000040464	5
ENSMODG00000017572	1	ENSGALG00000001950	17
ENSMODG00000017573	4	ENSGALG00000040519	23
ENSMODG00000017574	1	ENSGALG00000001964	17
ENSMODG00000017578	2	ENSGALG00000040607	3
ENSMODG00000017579	1	ENSGALG00000009936	5
ENSMODG00000017582	4	ENSGALG00000038708	23
ENSMODG00000017585	4	ENSGALG00000003189	23
ENSMODG00000017586	2	ENSGALG00000029794	3
ENSMODG00000017587	4	ENSGALG00000003174	23
ENSMODG00000017589	Un	ENSGALG00000010711	2
ENSMODG00000017590	1	ENSGALG00000009946	5
ENSMODG00000017591	1	ENSGALG00000002375	17
ENSMODG00000017594	Un	ENSGALG00000010700	2
ENSMODG00000017595	Un	ENSGALG00000010699	2
ENSMODG00000017598	1	ENSGALG00000043499	17
ENSMODG00000017599	Un	ENSGALG00000039209	1
ENSMODG00000017600	1	ENSGALG00000031586	5
ENSMODG00000017601	1	ENSGALG00000023517	17
ENSMODG00000017602	2	ENSGALG00000035769	3
ENSMODG00000017603	Un	ENSGALG00000009859	1
ENSMODG00000017604	1	ENSGALG00000002437	17
ENSMODG00000017606	3	ENSGALG00000028023	15
ENSMODG00000017607	1	ENSGALG00000009978	5
ENSMODG00000017608	1	ENSGALG00000026303	17
ENSMODG00000017610	1	ENSGALG00000002489	17
ENSMODG00000017612	3	ENSGALG00000006241	9
ENSMODG00000017613	1	ENSGALG00000009992	5
ENSMODG00000017615	2	ENSGALG00000032409	3
ENSMODG00000017617	4	ENSGALG00000027526	23
ENSMODG00000017618	1	ENSGALG00000009995	5
ENSMODG00000017621	3	ENSGALG00000031175	26
ENSMODG00000017623	2	ENSGALG00000034030	3
ENSMODG00000017624	4	ENSGALG00000000855	23
ENSMODG00000017625	1	ENSGALG00000010001	5
ENSMODG00000017627	1	ENSGALG00000033780	10
ENSMODG00000017628	1	ENSGALG00000040735	10
ENSMODG00000017629	2	ENSGALG00000031843	3
ENSMODG00000017630	1	ENSGALG00000005703	10
ENSMODG00000017631	4	ENSGALG00000000862	23
ENSMODG00000017634	1	ENSGALG00000005682	10
ENSMODG00000017638	4	ENSGALG00000003936	23
ENSMODG00000017639	3	ENSGALG00000006390	15
ENSMODG00000017640	1	ENSGALG00000023435	10
ENSMODG00000017641	3	ENSGALG00000040128	15
ENSMODG00000017643	4	ENSGALG00000036294	23
ENSMODG00000017645	1	ENSGALG00000038637	10
ENSMODG00000017646	4	ENSGALG00000003879	23
ENSMODG00000017647	4	ENSGALG00000024047	23
ENSMODG00000017648	3	ENSGALG00000040756	15
ENSMODG00000017650	4	ENSGALG00000003851	23
ENSMODG00000017651	2	ENSGALG00000042388	3
ENSMODG00000017652	4	ENSGALG00000003838	23
ENSMODG00000017653	4	ENSGALG00000044737	23
ENSMODG00000017654	3	ENSGALG00000039239	15
ENSMODG00000017659	4	ENSGALG00000013383	23
ENSMODG00000017661	2	ENSGALG00000037423	3
ENSMODG00000017662	3	ENSGALG00000033416	15
ENSMODG00000017664	4	ENSGALG00000038984	23
ENSMODG00000017665	3	ENSGALG00000036739	15
ENSMODG00000017667	3	ENSGALG00000029198	15
ENSMODG00000017668	2	ENSGALG00000014821	3
ENSMODG00000017669	2	ENSGALG00000045522	3
ENSMODG00000017673	2	ENSGALG00000031564	3
ENSMODG00000017674	2	ENSGALG00000030211	3
ENSMODG00000017676	2	ENSGALG00000014828	3
ENSMODG00000017677	2	ENSGALG00000042607	3
ENSMODG00000017679	2	ENSGALG00000014831	3
ENSMODG00000017683	1	ENSGALG00000031408	10
ENSMODG00000017684	1	ENSGALG00000025720	10
ENSMODG00000017687	2	ENSGALG00000014834	3
ENSMODG00000017688	1	ENSGALG00000002160	10
ENSMODG00000017689	4	ENSGALG00000003693	23
ENSMODG00000017690	1	ENSGALG00000002167	10
ENSMODG00000017691	8	ENSGALG00000013177	1
ENSMODG00000017693	1	ENSGALG00000008180	10
ENSMODG00000017698	3	ENSGALG00000031982	15
ENSMODG00000017700	4	ENSGALG00000003625	23
ENSMODG00000017701	2	ENSGALG00000034716	3
ENSMODG00000017702	3	ENSGALG00000030051	15
ENSMODG00000017704	8	ENSGALG00000032768	1
ENSMODG00000017709	1	ENSGALG00000008199	10
ENSMODG00000017710	4	ENSGALG00000033079	23
ENSMODG00000017711	8	ENSGALG00000013205	1
ENSMODG00000017712	2	ENSGALG00000014841	3
ENSMODG00000017714	2	ENSGALG00000014843	3
ENSMODG00000017715	3	ENSGALG00000039121	15
ENSMODG00000017716	2	ENSGALG00000013651	3
ENSMODG00000017717	4	ENSGALG00000001502	23
ENSMODG00000017718	8	ENSGALG00000013210	1
ENSMODG00000017719	4	ENSGALG00000035187	23
ENSMODG00000017721	1	ENSGALG00000008208	10
ENSMODG00000017725	2	ENSGALG00000014848	3
ENSMODG00000017726	8	ENSGALG00000013211	1
ENSMODG00000017728	2	ENSGALG00000014853	3
ENSMODG00000017730	2	ENSGALG00000038933	3
ENSMODG00000017733	1	ENSGALG00000030858	10
ENSMODG00000017736	4	ENSGALG00000001606	23
ENSMODG00000017737	2	ENSGALG00000020262	4
ENSMODG00000017738	1	ENSGALG00000035465	10
ENSMODG00000017742	8	ENSGALG00000013229	1
ENSMODG00000017745	4	ENSGALG00000001639	23
ENSMODG00000017747	1	ENSGALG00000042029	10
ENSMODG00000017750	4	ENSGALG00000029001	23
ENSMODG00000017753	2	ENSGALG00000038420	3
ENSMODG00000017756	4	ENSGALG00000001653	23
ENSMODG00000017758	2	ENSGALG00000014873	3
ENSMODG00000017760	1	ENSGALG00000008348	10
ENSMODG00000017765	4	ENSGALG00000045165	23
ENSMODG00000017766	2	ENSGALG00000014876	3
ENSMODG00000017771	8	ENSGALG00000013244	1
ENSMODG00000017773	4	ENSGALG00000001973	23
ENSMODG00000017776	1	ENSGALG00000008352	10
ENSMODG00000017777	4	ENSGALG00000001996	23
ENSMODG00000017778	4	ENSGALG00000002010	23
ENSMODG00000017780	2	ENSGALG00000014878	3
ENSMODG00000017782	8	ENSGALG00000026373	1
ENSMODG00000017783	2	ENSGALG00000014881	3
ENSMODG00000017787	4	ENSGALG00000002013	23
ENSMODG00000017788	1	ENSGALG00000008385	10
ENSMODG00000017789	2	ENSGALG00000014887	3
ENSMODG00000017791	2	ENSGALG00000014883	3
ENSMODG00000017792	2	ENSGALG00000014892	3
ENSMODG00000017794	4	ENSGALG00000002021	23
ENSMODG00000017795	2	ENSGALG00000029011	3
ENSMODG00000017796	8	ENSGALG00000013265	1
ENSMODG00000017799	2	ENSGALG00000014899	3
ENSMODG00000017800	2	ENSGALG00000014900	3
ENSMODG00000017801	8	ENSGALG00000033855	1
ENSMODG00000017802	4	ENSGALG00000002098	23
ENSMODG00000017803	2	ENSGALG00000014902	3
ENSMODG00000017805	8	ENSGALG00000013174	1
ENSMODG00000017806	1	ENSGALG00000042201	10
ENSMODG00000017807	2	ENSGALG00000014907	3
ENSMODG00000017809	2	ENSGALG00000014917	3
ENSMODG00000017810	4	ENSGALG00000002112	23
ENSMODG00000017811	8	ENSGALG00000013173	1
ENSMODG00000017812	8	ENSGALG00000013168	1
ENSMODG00000017813	4	ENSGALG00000044433	23
ENSMODG00000017815	2	ENSGALG00000014918	3
ENSMODG00000017816	1	ENSGALG00000008549	10
ENSMODG00000017817	4	ENSGALG00000002123	23
ENSMODG00000017819	2	ENSGALG00000014925	3
ENSMODG00000017821	8	ENSGALG00000031293	1
ENSMODG00000017822	1	ENSGALG00000004038	10
ENSMODG00000017824	4	ENSGALG00000032925	23
ENSMODG00000017826	2	ENSGALG00000014937	3
ENSMODG00000017827	4	ENSGALG00000022440	23
ENSMODG00000017829	8	ENSGALG00000019277	1
ENSMODG00000017831	2	ENSGALG00000014940	3
ENSMODG00000017837	2	ENSGALG00000014953	3
ENSMODG00000017838	2	ENSGALG00000014955	3
ENSMODG00000017839	1	ENSGALG00000013762	2
ENSMODG00000017840	2	ENSGALG00000038162	3
ENSMODG00000017844	4	ENSGALG00000021634	23
ENSMODG00000017846	2	ENSGALG00000014963	3
ENSMODG00000017847	1	ENSGALG00000021230	20
ENSMODG00000017848	4	ENSGALG00000002284	23
ENSMODG00000017849	2	ENSGALG00000014964	3
ENSMODG00000017850	2	ENSGALG00000014965	3
ENSMODG00000017851	1	ENSGALG00000004837	20
ENSMODG00000017852	2	ENSGALG00000014979	3
ENSMODG00000017853	1	ENSGALG00000009260	5
ENSMODG00000017856	2	ENSGALG00000026594	3
ENSMODG00000017858	1	ENSGALG00000009249	5
ENSMODG00000017859	8	ENSGALG00000013143	1
ENSMODG00000017860	2	ENSGALG00000014991	3
ENSMODG00000017868	1	ENSGALG00000009176	5
ENSMODG00000017869	4	ENSGALG00000043711	23
ENSMODG00000017872	8	ENSGALG00000013134	1
ENSMODG00000017873	1	ENSGALG00000009156	5
ENSMODG00000017875	1	ENSGALG00000009145	5
ENSMODG00000017877	4	ENSGALG00000002298	23
ENSMODG00000017880	4	ENSGALG00000002304	23
ENSMODG00000017881	2	ENSGALG00000015001	3
ENSMODG00000017882	1	ENSGALG00000009111	5
ENSMODG00000017883	4	ENSGALG00000002319	23
ENSMODG00000017884	1	ENSGALG00000009112	5
ENSMODG00000017885	8	ENSGALG00000013125	1
ENSMODG00000017888	4	ENSGALG00000039713	23
ENSMODG00000017889	1	ENSGALG00000009097	5
ENSMODG00000017890	8	ENSGALG00000013123	1
ENSMODG00000017895	4	ENSGALG00000002346	23
ENSMODG00000017897	8	ENSGALG00000036358	1
ENSMODG00000017898	8	ENSGALG00000013098	1
ENSMODG00000017899	4	ENSGALG00000002353	23
ENSMODG00000017900	1	ENSGALG00000009081	5
ENSMODG00000017901	8	ENSGALG00000013097	1
ENSMODG00000017903	8	ENSGALG00000013095	1
ENSMODG00000017904	4	ENSGALG00000039497	23
ENSMODG00000017905	2	ENSGALG00000015022	3
ENSMODG00000017906	4	ENSGALG00000002408	23
ENSMODG00000017907	2	ENSGALG00000015026	3
ENSMODG00000017909	1	ENSGALG00000009050	5
ENSMODG00000017910	2	ENSGALG00000015033	3
ENSMODG00000017914	2	ENSGALG00000015040	3
ENSMODG00000017915	1	ENSGALG00000009036	5
ENSMODG00000017916	4	ENSGALG00000002445	23
ENSMODG00000017919	2	ENSGALG00000037087	3
ENSMODG00000017923	1	ENSGALG00000009018	5
ENSMODG00000017924	2	ENSGALG00000015044	3
ENSMODG00000017925	8	ENSGALG00000013091	1
ENSMODG00000017926	2	ENSGALG00000015051	3
ENSMODG00000017927	4	ENSGALG00000002499	23
ENSMODG00000017928	1	ENSGALG00000008991	5
ENSMODG00000017929	2	ENSGALG00000015055	3
ENSMODG00000017932	2	ENSGALG00000015057	3
ENSMODG00000017933	8	ENSGALG00000013085	1
ENSMODG00000017934	2	ENSGALG00000041120	3
ENSMODG00000017935	1	ENSGALG00000008727	5
ENSMODG00000017937	4	ENSGALG00000002514	23
ENSMODG00000017938	8	ENSGALG00000028186	1
ENSMODG00000017939	2	ENSGALG00000015061	3
ENSMODG00000017940	8	ENSGALG00000025735	1
ENSMODG00000017941	8	ENSGALG00000011738	1
ENSMODG00000017944	8	ENSGALG00000011740	1
ENSMODG00000017945	2	ENSGALG00000015066	3
ENSMODG00000017946	1	ENSGALG00000008950	5
ENSMODG00000017948	4	ENSGALG00000032980	23
ENSMODG00000017951	2	ENSGALG00000015070	3
ENSMODG00000017952	4	ENSGALG00000002532	23
ENSMODG00000017956	2	ENSGALG00000015224	3
ENSMODG00000017960	1	ENSGALG00000008940	5
ENSMODG00000017966	2	ENSGALG00000015231	3
ENSMODG00000017968	2	ENSGALG00000032190	26
ENSMODG00000017969	4	ENSGALG00000045736	23
ENSMODG00000017970	8	ENSGALG00000037656	1
ENSMODG00000017971	2	ENSGALG00000033245	26
ENSMODG00000017973	2	ENSGALG00000015237	3
ENSMODG00000017974	8	ENSGALG00000014329	1
ENSMODG00000017976	8	ENSGALG00000014324	1
ENSMODG00000017979	8	ENSGALG00000027772	1
ENSMODG00000017983	2	ENSGALG00000019932	3
ENSMODG00000017985	2	ENSGALG00000015276	3
ENSMODG00000017989	2	ENSGALG00000015283	3
ENSMODG00000017990	2	ENSGALG00000015286	3
ENSMODG00000017991	8	ENSGALG00000031681	1
ENSMODG00000017994	2	ENSGALG00000015297	3
ENSMODG00000017995	8	ENSGALG00000014263	1
ENSMODG00000017996	2	ENSGALG00000015303	3
ENSMODG00000017997	8	ENSGALG00000040184	1
ENSMODG00000017999	2	ENSGALG00000015304	3
ENSMODG00000018000	8	ENSGALG00000027471	1
ENSMODG00000018002	8	ENSGALG00000014280	1
ENSMODG00000018005	2	ENSGALG00000015305	3
ENSMODG00000018007	8	ENSGALG00000040681	1
ENSMODG00000018010	2	ENSGALG00000015306	3
ENSMODG00000018011	8	ENSGALG00000027299	1
ENSMODG00000018012	2	ENSGALG00000015308	3
ENSMODG00000018013	2	ENSGALG00000015309	3
ENSMODG00000018014	2	ENSGALG00000043047	3
ENSMODG00000018016	2	ENSGALG00000015313	3
ENSMODG00000018017	8	ENSGALG00000017271	1
ENSMODG00000018019	2	ENSGALG00000015314	3
ENSMODG00000018020	2	ENSGALG00000015316	3
ENSMODG00000018023	2	ENSGALG00000015338	3
ENSMODG00000018024	2	ENSGALG00000015343	3
ENSMODG00000018027	2	ENSGALG00000015387	3
ENSMODG00000018031	2	ENSGALG00000015405	3
ENSMODG00000018033	2	ENSGALG00000027420	3
ENSMODG00000018034	2	ENSGALG00000015410	3
ENSMODG00000018035	2	ENSGALG00000026761	3
ENSMODG00000018036	2	ENSGALG00000015415	3
ENSMODG00000018045	4	ENSGALG00000015355	1
ENSMODG00000018047	4	ENSGALG00000015356	1
ENSMODG00000018048	8	ENSGALG00000017272	1
ENSMODG00000018056	8	ENSGALG00000039461	1
ENSMODG00000018058	8	ENSGALG00000040424	1
ENSMODG00000018063	8	ENSGALG00000014435	1
ENSMODG00000018064	8	ENSGALG00000039448	1
ENSMODG00000018065	2	ENSGALG00000015434	3
ENSMODG00000018067	8	ENSGALG00000014443	1
ENSMODG00000018070	4	ENSGALG00000029660	18
ENSMODG00000018072	4	ENSGALG00000015360	1
ENSMODG00000018077	8	ENSGALG00000037807	1
ENSMODG00000018078	4	ENSGALG00000015362	1
ENSMODG00000018079	4	ENSGALG00000015364	1
ENSMODG00000018082	2	ENSGALG00000015465	3
ENSMODG00000018084	4	ENSGALG00000015367	1
ENSMODG00000018086	4	ENSGALG00000015375	1
ENSMODG00000018087	2	ENSGALG00000015466	3
ENSMODG00000018089	2	ENSGALG00000038476	3
