Opossum	ChrOpossum	Platypus	ChrPlatypus
ENSMODG00000018130	4	ENSOANG00000003960	Contig14133
ENSMODG00000018133	4	ENSOANG00000012572	Ultra198
ENSMODG00000018136	8	ENSOANG00000021519	Contig12790
ENSMODG00000018140	4	ENSOANG00000005789	Contig3873
ENSMODG00000018141	8	ENSOANG00000031189	Contig36099
ENSMODG00000018142	2	ENSOANG00000008932	Ultra542
ENSMODG00000018145	8	ENSOANG00000009941	Contig36099
ENSMODG00000018146	8	ENSOANG00000012471	Contig37675
ENSMODG00000018150	2	ENSOANG00000008930	Ultra542
ENSMODG00000018151	8	ENSOANG00000028540	Contig84426
ENSMODG00000018152	4	ENSOANG00000015013	Contig2807
ENSMODG00000018153	8	ENSOANG00000003356	Contig13294
ENSMODG00000018154	8	ENSOANG00000003357	Contig13294
ENSMODG00000018156	8	ENSOANG00000012769	Contig16221
ENSMODG00000018158	4	ENSOANG00000012457	Contig8922
ENSMODG00000018159	8	ENSOANG00000009645	Contig102311
ENSMODG00000018160	4	ENSOANG00000011827	Contig8848
ENSMODG00000018163	8	ENSOANG00000008658	Contig13534
ENSMODG00000018166	4	ENSOANG00000004847	Contig3957
ENSMODG00000018167	8	ENSOANG00000008659	Contig13534
ENSMODG00000018168	4	ENSOANG00000009513	Contig6107
ENSMODG00000018169	4	ENSOANG00000009514	Contig6107
ENSMODG00000018170	2	ENSOANG00000008928	Ultra542
ENSMODG00000018171	8	ENSOANG00000030826	Contig12465
ENSMODG00000018172	4	ENSOANG00000002883	Contig12469
ENSMODG00000018176	2	ENSOANG00000008927	Ultra542
ENSMODG00000018179	4	ENSOANG00000003228	Ultra467
ENSMODG00000018182	8	ENSOANG00000009400	Contig12465
ENSMODG00000018185	4	ENSOANG00000008754	Contig7854
ENSMODG00000018187	8	ENSOANG00000019730	Contig20848
ENSMODG00000018193	8	ENSOANG00000007339	Contig2449
ENSMODG00000018196	8	ENSOANG00000007338	Contig2449
ENSMODG00000018198	8	ENSOANG00000003770	Contig3391
ENSMODG00000018200	4	ENSOANG00000004534	Contig173148
ENSMODG00000018202	4	ENSOANG00000029687	Contig97765
ENSMODG00000018208	4	ENSOANG00000013869	Ultra620
ENSMODG00000018211	8	ENSOANG00000009344	Ultra565
ENSMODG00000018213	2	ENSOANG00000028711	Contig47766
ENSMODG00000018214	8	ENSOANG00000002878	Contig6688
ENSMODG00000018216	4	ENSOANG00000001670	Contig2920
ENSMODG00000018218	8	ENSOANG00000002880	Contig6688
ENSMODG00000018219	8	ENSOANG00000006594	Contig17277
ENSMODG00000018220	8	ENSOANG00000001651	Contig11521
ENSMODG00000018221	4	ENSOANG00000031694	Contig10352
ENSMODG00000018222	4	ENSOANG00000004004	Contig10352
ENSMODG00000018223	8	ENSOANG00000003026	Contig30408
ENSMODG00000018225	8	ENSOANG00000022630	Contig17081
ENSMODG00000018227	4	ENSOANG00000009431	Contig14196
ENSMODG00000018230	4	ENSOANG00000003927	Contig3203
ENSMODG00000018231	8	ENSOANG00000000734	Ultra121
ENSMODG00000018232	4	ENSOANG00000003928	Contig3203
ENSMODG00000018233	4	ENSOANG00000005826	Contig49291
ENSMODG00000018234	8	ENSOANG00000000733	Ultra121
ENSMODG00000018237	8	ENSOANG00000006877	Ultra121
ENSMODG00000018238	8	ENSOANG00000014578	Contig4749
ENSMODG00000018248	8	ENSOANG00000001663	Contig7294
ENSMODG00000018252	4	ENSOANG00000004437	Contig5379
ENSMODG00000018257	4	ENSOANG00000011740	Ultra190
ENSMODG00000018259	8	ENSOANG00000020909	Ultra500
ENSMODG00000018261	8	ENSOANG00000021654	Contig4063
ENSMODG00000018267	4	ENSOANG00000007173	Contig5474
ENSMODG00000018269	4	ENSOANG00000013480	Contig22968
ENSMODG00000018270	2	ENSOANG00000012880	Ultra542
ENSMODG00000018272	4	ENSOANG00000021484	Contig40015
ENSMODG00000018273	2	ENSOANG00000012881	Ultra542
ENSMODG00000018274	4	ENSOANG00000012612	Contig14871
ENSMODG00000018275	2	ENSOANG00000004170	Contig3692
ENSMODG00000018276	8	ENSOANG00000011973	Contig15434
ENSMODG00000018278	2	ENSOANG00000000528	Ultra483
ENSMODG00000018279	2	ENSOANG00000000530	Ultra483
ENSMODG00000018280	4	ENSOANG00000001693	Contig22903
ENSMODG00000018281	2	ENSOANG00000000531	Ultra483
ENSMODG00000018286	4	ENSOANG00000003862	Contig15095
ENSMODG00000018287	8	ENSOANG00000002548	Contig24068
ENSMODG00000018288	4	ENSOANG00000014217	Contig22663
ENSMODG00000018290	2	ENSOANG00000000534	Ultra483
ENSMODG00000018291	4	ENSOANG00000010069	Contig3110
ENSMODG00000018292	2	ENSOANG00000000535	Ultra483
ENSMODG00000018297	2	ENSOANG00000000536	Ultra483
ENSMODG00000018299	8	ENSOANG00000011974	Contig15434
ENSMODG00000018301	8	ENSOANG00000020755	Contig14702
ENSMODG00000018303	8	ENSOANG00000014697	Contig11124
ENSMODG00000018304	2	ENSOANG00000000537	Ultra483
ENSMODG00000018307	2	ENSOANG00000000540	Ultra483
ENSMODG00000018310	2	ENSOANG00000000542	Ultra483
ENSMODG00000018311	4	ENSOANG00000020833	Contig31836
ENSMODG00000018312	8	ENSOANG00000014696	Contig11124
ENSMODG00000018314	2	ENSOANG00000000544	Ultra483
ENSMODG00000018317	2	ENSOANG00000000547	Ultra483
ENSMODG00000018319	2	ENSOANG00000000548	Ultra483
ENSMODG00000018320	4	ENSOANG00000020173	Contig38814
ENSMODG00000018321	2	ENSOANG00000000551	Ultra483
ENSMODG00000018322	4	ENSOANG00000003914	Contig17157
ENSMODG00000018326	8	ENSOANG00000002166	Contig24217
ENSMODG00000018328	4	ENSOANG00000003481	Contig23818
ENSMODG00000018329	8	ENSOANG00000005194	Contig10563
ENSMODG00000018331	4	ENSOANG00000000381	Contig21420
ENSMODG00000018332	8	ENSOANG00000021381	Contig33746
ENSMODG00000018335	8	ENSOANG00000021934	Contig23904
ENSMODG00000018340	8	ENSOANG00000001389	Contig6615
ENSMODG00000018341	4	ENSOANG00000013686	Contig17568
ENSMODG00000018342	8	ENSOANG00000001390	Contig6615
ENSMODG00000018344	8	ENSOANG00000001392	Contig6615
ENSMODG00000018347	4	ENSOANG00000021413	Contig15940
ENSMODG00000018349	8	ENSOANG00000001393	Contig6615
ENSMODG00000018350	4	ENSOANG00000008772	Contig14791
ENSMODG00000018353	4	ENSOANG00000028282	Contig18111
ENSMODG00000018354	8	ENSOANG00000001038	Contig12200
ENSMODG00000018355	2	ENSOANG00000000552	Ultra483
ENSMODG00000018357	2	ENSOANG00000000554	Ultra483
ENSMODG00000018360	4	ENSOANG00000005147	Contig18111
ENSMODG00000018361	2	ENSOANG00000000556	Ultra483
ENSMODG00000018364	2	ENSOANG00000029661	Ultra483
ENSMODG00000018366	2	ENSOANG00000001266	Ultra483
ENSMODG00000018368	4	ENSOANG00000022230	Contig92824
ENSMODG00000018370	8	ENSOANG00000000749	Contig4137
ENSMODG00000018373	8	ENSOANG00000000751	Contig4137
ENSMODG00000018375	8	ENSOANG00000000416	Contig18894
ENSMODG00000018376	2	ENSOANG00000001271	Ultra483
ENSMODG00000018384	8	ENSOANG00000010939	Ultra114
ENSMODG00000018385	4	ENSOANG00000002276	Ultra51
ENSMODG00000018386	2	ENSOANG00000001277	Ultra483
ENSMODG00000018388	4	ENSOANG00000011204	Contig16496
ENSMODG00000018389	4	ENSOANG00000014288	Contig1195
ENSMODG00000018392	4	ENSOANG00000014285	Contig1195
ENSMODG00000018393	4	ENSOANG00000014284	Contig1195
ENSMODG00000018394	8	ENSOANG00000010935	Ultra114
ENSMODG00000018395	2	ENSOANG00000001282	Ultra483
ENSMODG00000018397	8	ENSOANG00000010934	Ultra114
ENSMODG00000018399	8	ENSOANG00000010933	Ultra114
ENSMODG00000018400	2	ENSOANG00000001284	Ultra483
ENSMODG00000018401	8	ENSOANG00000011423	Ultra114
ENSMODG00000018402	4	ENSOANG00000019962	Contig32487
ENSMODG00000018403	2	ENSOANG00000001283	Ultra483
ENSMODG00000018405	2	ENSOANG00000001285	Ultra483
ENSMODG00000018406	8	ENSOANG00000013286	Contig10870
ENSMODG00000018407	8	ENSOANG00000003157	Contig710
ENSMODG00000018414	2	ENSOANG00000001286	Ultra483
ENSMODG00000018415	8	ENSOANG00000010481	Contig18238
ENSMODG00000018416	8	ENSOANG00000008857	Contig2988
ENSMODG00000018417	4	ENSOANG00000009995	Contig21169
ENSMODG00000018418	2	ENSOANG00000001287	Ultra483
ENSMODG00000018419	8	ENSOANG00000008855	Contig2988
ENSMODG00000018420	2	ENSOANG00000001290	Ultra483
ENSMODG00000018421	8	ENSOANG00000008856	Contig2988
ENSMODG00000018424	8	ENSOANG00000012232	Contig11280
ENSMODG00000018425	2	ENSOANG00000005033	Contig16295
ENSMODG00000018429	4	ENSOANG00000028450	Contig41389
ENSMODG00000018430	4	ENSOANG00000014554	Contig41575
ENSMODG00000018432	4	ENSOANG00000031549	Contig8440
ENSMODG00000018434	4	ENSOANG00000013143	Contig13623
ENSMODG00000018436	8	ENSOANG00000020364	Contig29972
ENSMODG00000018437	4	ENSOANG00000031359	Contig5961
ENSMODG00000018443	8	ENSOANG00000002303	Contig5097
ENSMODG00000018444	2	ENSOANG00000000946	Ultra483
ENSMODG00000018447	4	ENSOANG00000010823	Contig10391
ENSMODG00000018449	8	ENSOANG00000003251	Contig6972
ENSMODG00000018453	4	ENSOANG00000008644	Contig12684
ENSMODG00000018455	4	ENSOANG00000019945	Ultra742
ENSMODG00000018456	8	ENSOANG00000002127	Contig9072
ENSMODG00000018457	8	ENSOANG00000011113	Contig19121
ENSMODG00000018466	8	ENSOANG00000031049	Contig9261
ENSMODG00000018477	2	ENSOANG00000028680	Ultra483
ENSMODG00000018479	4	ENSOANG00000011228	Ultra128
ENSMODG00000018487	2	ENSOANG00000000945	Ultra483
ENSMODG00000018489	2	ENSOANG00000000943	Ultra483
ENSMODG00000018493	4	ENSOANG00000014581	Contig5367
ENSMODG00000018494	4	ENSOANG00000031623	Contig2824
ENSMODG00000018497	2	ENSOANG00000001298	Ultra483
ENSMODG00000018498	4	ENSOANG00000022240	Ultra221
ENSMODG00000018501	8	ENSOANG00000015463	Contig13
ENSMODG00000018502	2	ENSOANG00000001296	Ultra483
ENSMODG00000018503	2	ENSOANG00000001295	Ultra483
ENSMODG00000018504	8	ENSOANG00000015462	Contig13
ENSMODG00000018507	2	ENSOANG00000001292	Ultra483
ENSMODG00000018509	8	ENSOANG00000015460	Contig13
ENSMODG00000018514	4	ENSOANG00000022131	Contig2903
ENSMODG00000018516	8	ENSOANG00000015459	Contig13
ENSMODG00000018517	8	ENSOANG00000031460	Contig13
ENSMODG00000018519	8	ENSOANG00000030265	Contig28734
ENSMODG00000018525	8	ENSOANG00000001356	2
ENSMODG00000018526	4	ENSOANG00000019780	Contig14921
ENSMODG00000018531	8	ENSOANG00000022678	Contig5127
ENSMODG00000018534	8	ENSOANG00000001738	2
ENSMODG00000018536	8	ENSOANG00000022398	Contig23304
ENSMODG00000018537	4	ENSOANG00000004382	Contig1421
ENSMODG00000018538	8	ENSOANG00000014508	Contig668
ENSMODG00000018540	4	ENSOANG00000000608	Ultra690
ENSMODG00000018541	4	ENSOANG00000020070	Contig1163
ENSMODG00000018545	2	ENSOANG00000013441	Contig24827
ENSMODG00000018552	8	ENSOANG00000028822	Ultra573
ENSMODG00000018553	4	ENSOANG00000005279	Contig142721
ENSMODG00000018554	4	ENSOANG00000007783	Contig4449
ENSMODG00000018557	2	ENSOANG00000005562	Contig10959
ENSMODG00000018559	4	ENSOANG00000015678	Ultra112
ENSMODG00000018561	2	ENSOANG00000020352	Contig9159
ENSMODG00000018563	2	ENSOANG00000002912	Ultra758
ENSMODG00000018564	4	ENSOANG00000015676	Ultra112
ENSMODG00000018565	4	ENSOANG00000007543	5
ENSMODG00000018566	4	ENSOANG00000031071	Contig30672
ENSMODG00000018567	2	ENSOANG00000014938	Ultra137
ENSMODG00000018569	4	ENSOANG00000028899	Contig27179
ENSMODG00000018571	2	ENSOANG00000014939	Ultra137
ENSMODG00000018578	4	ENSOANG00000015283	Contig20487
ENSMODG00000018579	2	ENSOANG00000014937	Ultra137
ENSMODG00000018580	4	ENSOANG00000015282	Contig20487
ENSMODG00000018581	4	ENSOANG00000014698	Contig907
ENSMODG00000018582	4	ENSOANG00000001409	Contig10237
ENSMODG00000018583	4	ENSOANG00000013529	Contig21840
ENSMODG00000018584	2	ENSOANG00000014935	Ultra137
ENSMODG00000018585	4	ENSOANG00000029015	Contig67879
ENSMODG00000018587	4	ENSOANG00000004577	Contig89159
ENSMODG00000018592	4	ENSOANG00000011914	Contig15750
ENSMODG00000018593	4	ENSOANG00000015717	Contig23765
ENSMODG00000018597	4	ENSOANG00000000312	Contig10930
ENSMODG00000018598	4	ENSOANG00000003416	1
ENSMODG00000018602	4	ENSOANG00000002685	1
ENSMODG00000018603	4	ENSOANG00000002683	1
ENSMODG00000018604	4	ENSOANG00000002680	1
ENSMODG00000018610	4	ENSOANG00000000204	1
ENSMODG00000018611	Un	ENSOANG00000007330	Contig15690
ENSMODG00000018619	Un	ENSOANG00000030128	Contig11924
ENSMODG00000018620	4	ENSOANG00000001137	1
ENSMODG00000018624	4	ENSOANG00000012051	1
ENSMODG00000018626	4	ENSOANG00000015826	Contig7170
ENSMODG00000018631	4	ENSOANG00000007704	1
ENSMODG00000018633	4	ENSOANG00000007703	1
ENSMODG00000018634	4	ENSOANG00000022068	Contig3531
ENSMODG00000018641	Un	ENSOANG00000029180	Contig68332
ENSMODG00000018642	4	ENSOANG00000007756	Ultra460
ENSMODG00000018643	Un	ENSOANG00000010305	Contig45370
ENSMODG00000018645	Un	ENSOANG00000029556	Contig18614
ENSMODG00000018646	Un	ENSOANG00000020368	Contig18614
ENSMODG00000018648	4	ENSOANG00000007757	Ultra460
ENSMODG00000018651	4	ENSOANG00000013915	Ultra460
ENSMODG00000018656	Un	ENSOANG00000030670	Contig578
ENSMODG00000018659	4	ENSOANG00000008958	Ultra460
ENSMODG00000018662	4	ENSOANG00000008959	Ultra460
ENSMODG00000018682	Un	ENSOANG00000007855	Ultra95
ENSMODG00000018683	4	ENSOANG00000021801	Contig15000
ENSMODG00000018687	2	ENSOANG00000013796	1
ENSMODG00000018688	2	ENSOANG00000002253	Contig1741
ENSMODG00000018695	4	ENSOANG00000030279	Contig21834
ENSMODG00000018697	2	ENSOANG00000002196	1
ENSMODG00000018698	4	ENSOANG00000022261	Contig17941
ENSMODG00000018700	2	ENSOANG00000011144	Ultra182
ENSMODG00000018701	2	ENSOANG00000002193	1
ENSMODG00000018705	2	ENSOANG00000009825	Contig25387
ENSMODG00000018706	2	ENSOANG00000002192	1
ENSMODG00000018708	2	ENSOANG00000003232	Contig3099
ENSMODG00000018710	2	ENSOANG00000003233	Contig3099
ENSMODG00000018713	2	ENSOANG00000003234	Contig3099
ENSMODG00000018715	2	ENSOANG00000012575	Contig9834
ENSMODG00000018717	2	ENSOANG00000003068	Ultra182
ENSMODG00000018719	4	ENSOANG00000030115	Contig19794
ENSMODG00000018720	2	ENSOANG00000001398	Ultra506
ENSMODG00000018721	2	ENSOANG00000001399	Ultra506
ENSMODG00000018728	Un	ENSOANG00000010565	Contig1083
ENSMODG00000018732	Un	ENSOANG00000029973	Contig5644
ENSMODG00000018735	Un	ENSOANG00000014673	Contig1626
ENSMODG00000018736	2	ENSOANG00000015480	Contig174778
ENSMODG00000018737	Un	ENSOANG00000014677	Contig1626
ENSMODG00000018738	2	ENSOANG00000002805	Contig12310
ENSMODG00000018739	2	ENSOANG00000008998	Contig143278
ENSMODG00000018742	2	ENSOANG00000009733	Contig2610
ENSMODG00000018744	2	ENSOANG00000009734	Contig2610
ENSMODG00000018748	2	ENSOANG00000021904	Contig23343
ENSMODG00000018754	2	ENSOANG00000029283	Contig33668
ENSMODG00000018755	2	ENSOANG00000031955	Contig20444
ENSMODG00000018756	2	ENSOANG00000031959	Contig45323
ENSMODG00000018761	2	ENSOANG00000000157	Contig819
ENSMODG00000018764	6	ENSOANG00000011250	Contig48657
ENSMODG00000018766	2	ENSOANG00000028252	Contig98525
ENSMODG00000018767	2	ENSOANG00000004768	Contig18246
ENSMODG00000018771	2	ENSOANG00000003375	Contig17607
ENSMODG00000018774	2	ENSOANG00000015441	Contig13
ENSMODG00000018777	2	ENSOANG00000010078	Ultra51
ENSMODG00000018782	2	ENSOANG00000020513	Contig20316
ENSMODG00000018784	2	ENSOANG00000028364	Ultra546
ENSMODG00000018785	2	ENSOANG00000007485	Ultra546
ENSMODG00000018786	2	ENSOANG00000020874	Contig18571
ENSMODG00000018787	2	ENSOANG00000007484	Ultra546
ENSMODG00000018788	2	ENSOANG00000013832	Ultra546
ENSMODG00000018790	2	ENSOANG00000003592	Ultra546
ENSMODG00000018791	2	ENSOANG00000003591	Ultra546
ENSMODG00000018794	2	ENSOANG00000022554	Ultra546
ENSMODG00000018799	2	ENSOANG00000022521	Contig51672
ENSMODG00000018800	2	ENSOANG00000002861	Contig2358
ENSMODG00000018802	2	ENSOANG00000011799	Contig2492
ENSMODG00000018803	2	ENSOANG00000009677	Contig4044
ENSMODG00000018804	2	ENSOANG00000030463	Contig24205
ENSMODG00000018805	2	ENSOANG00000029422	Contig51703
ENSMODG00000018806	2	ENSOANG00000030600	Contig47093
ENSMODG00000018807	2	ENSOANG00000021911	Contig2231
ENSMODG00000018809	2	ENSOANG00000004582	Contig2231
ENSMODG00000018810	2	ENSOANG00000021254	Contig18840
ENSMODG00000018811	2	ENSOANG00000004581	Contig2231
ENSMODG00000018812	2	ENSOANG00000002340	1
ENSMODG00000018814	2	ENSOANG00000004580	Contig2231
ENSMODG00000018816	2	ENSOANG00000003931	Contig4970
ENSMODG00000018818	2	ENSOANG00000020088	Contig22740
ENSMODG00000018819	2	ENSOANG00000003986	X1
ENSMODG00000018821	2	ENSOANG00000028880	Contig37242
ENSMODG00000018822	2	ENSOANG00000029098	Contig113156
ENSMODG00000018823	2	ENSOANG00000003134	X1
ENSMODG00000018824	2	ENSOANG00000003133	X1
ENSMODG00000018825	2	ENSOANG00000012042	Contig37242
ENSMODG00000018828	2	ENSOANG00000003131	X1
ENSMODG00000018831	2	ENSOANG00000003130	X1
ENSMODG00000018834	2	ENSOANG00000003129	X1
ENSMODG00000018836	2	ENSOANG00000029845	Contig51439
ENSMODG00000018838	2	ENSOANG00000014322	Contig9295
ENSMODG00000018844	2	ENSOANG00000012923	X1
ENSMODG00000018845	2	ENSOANG00000009412	Contig63308
ENSMODG00000018846	2	ENSOANG00000008252	Ultra2
ENSMODG00000018847	Un	ENSOANG00000000135	Ultra148
ENSMODG00000018849	2	ENSOANG00000008253	Ultra2
ENSMODG00000018852	2	ENSOANG00000008258	Ultra2
ENSMODG00000018853	Un	ENSOANG00000000668	Contig6735
ENSMODG00000018854	2	ENSOANG00000032183	Contig53337
ENSMODG00000018855	2	ENSOANG00000008261	Ultra2
ENSMODG00000018859	2	ENSOANG00000008281	Ultra2
ENSMODG00000018861	2	ENSOANG00000008280	Ultra2
ENSMODG00000018863	2	ENSOANG00000005976	Contig55711
ENSMODG00000018870	2	ENSOANG00000008279	Ultra2
ENSMODG00000018871	2	ENSOANG00000001676	Contig24525
ENSMODG00000018875	2	ENSOANG00000030192	Contig24525
ENSMODG00000018876	2	ENSOANG00000008278	Ultra2
ENSMODG00000018877	5	ENSOANG00000014607	Ultra464
ENSMODG00000018879	2	ENSOANG00000030894	Contig22079
ENSMODG00000018880	2	ENSOANG00000008277	Ultra2
ENSMODG00000018884	2	ENSOANG00000008275	Ultra2
ENSMODG00000018886	2	ENSOANG00000028847	Ultra2
ENSMODG00000018889	2	ENSOANG00000008274	Ultra2
ENSMODG00000018894	2	ENSOANG00000008272	Ultra2
ENSMODG00000018896	2	ENSOANG00000008271	Ultra2
ENSMODG00000018906	2	ENSOANG00000001094	Contig30197
ENSMODG00000018907	2	ENSOANG00000008270	Ultra2
ENSMODG00000018909	2	ENSOANG00000008268	Ultra2
ENSMODG00000018910	2	ENSOANG00000008266	Ultra2
ENSMODG00000018911	2	ENSOANG00000004505	Contig17928
ENSMODG00000018912	2	ENSOANG00000008265	Ultra2
ENSMODG00000018917	2	ENSOANG00000020290	Contig44554
ENSMODG00000018918	5	ENSOANG00000015125	12
ENSMODG00000018920	2	ENSOANG00000009693	Contig12765
ENSMODG00000018921	2	ENSOANG00000032156	Contig28955
ENSMODG00000018925	5	ENSOANG00000015117	12
ENSMODG00000018926	2	ENSOANG00000009453	Contig22038
ENSMODG00000018927	5	ENSOANG00000015116	12
ENSMODG00000018929	2	ENSOANG00000013005	Contig26760
ENSMODG00000018934	5	ENSOANG00000015114	12
ENSMODG00000018936	5	ENSOANG00000015113	12
ENSMODG00000018939	5	ENSOANG00000015112	12
ENSMODG00000018940	5	ENSOANG00000015110	12
ENSMODG00000018944	5	ENSOANG00000006195	12
ENSMODG00000018945	2	ENSOANG00000012556	Contig21706
ENSMODG00000018947	5	ENSOANG00000003316	12
ENSMODG00000018949	5	ENSOANG00000003315	12
ENSMODG00000018950	2	ENSOANG00000003965	Ultra67
ENSMODG00000018951	5	ENSOANG00000003314	12
ENSMODG00000018952	2	ENSOANG00000001955	Contig5975
ENSMODG00000018953	5	ENSOANG00000003313	12
ENSMODG00000018954	2	ENSOANG00000001956	Contig5975
ENSMODG00000018955	5	ENSOANG00000003312	12
ENSMODG00000018956	2	ENSOANG00000001957	Contig5975
ENSMODG00000018959	2	ENSOANG00000030774	Contig47785
ENSMODG00000018960	5	ENSOANG00000003310	12
ENSMODG00000018961	2	ENSOANG00000002234	Contig4398
ENSMODG00000018962	5	ENSOANG00000003309	12
ENSMODG00000018964	2	ENSOANG00000003043	Contig3374
ENSMODG00000018967	2	ENSOANG00000003042	Contig3374
ENSMODG00000018969	2	ENSOANG00000003041	Contig3374
ENSMODG00000018970	2	ENSOANG00000003039	Contig3374
ENSMODG00000018973	2	ENSOANG00000003601	Contig19945
ENSMODG00000018975	2	ENSOANG00000007235	Contig11270
ENSMODG00000018976	5	ENSOANG00000014944	Ultra445
ENSMODG00000018977	2	ENSOANG00000007234	Contig11270
ENSMODG00000018978	2	ENSOANG00000014492	Contig22151
ENSMODG00000018984	5	ENSOANG00000007852	Contig4298
ENSMODG00000018987	2	ENSOANG00000008463	Ultra67
ENSMODG00000018988	2	ENSOANG00000008447	Ultra67
ENSMODG00000018989	2	ENSOANG00000008451	Ultra67
ENSMODG00000018991	5	ENSOANG00000005951	5
ENSMODG00000018997	5	ENSOANG00000005952	5
ENSMODG00000018998	5	ENSOANG00000009379	Contig154711
ENSMODG00000019002	2	ENSOANG00000008455	Ultra67
ENSMODG00000019003	5	ENSOANG00000020601	Ultra646
ENSMODG00000019004	5	ENSOANG00000015020	Contig3409
ENSMODG00000019005	5	ENSOANG00000015808	Contig3079
ENSMODG00000019007	2	ENSOANG00000008456	Ultra67
ENSMODG00000019010	5	ENSOANG00000004843	Contig8443
ENSMODG00000019011	5	ENSOANG00000011277	Contig11008
ENSMODG00000019017	5	ENSOANG00000008567	Ultra173
ENSMODG00000019022	2	ENSOANG00000008459	Ultra67
ENSMODG00000019026	5	ENSOANG00000008566	Ultra173
ENSMODG00000019028	2	ENSOANG00000008461	Ultra67
ENSMODG00000019030	2	ENSOANG00000008462	Ultra67
ENSMODG00000019031	5	ENSOANG00000005659	Contig15675
ENSMODG00000019032	2	ENSOANG00000008464	Ultra67
ENSMODG00000019037	2	ENSOANG00000008465	Ultra67
ENSMODG00000019042	2	ENSOANG00000008467	Ultra67
ENSMODG00000019044	5	ENSOANG00000003613	Contig13607
ENSMODG00000019045	2	ENSOANG00000008468	Ultra67
ENSMODG00000019046	5	ENSOANG00000005838	Ultra469
ENSMODG00000019049	5	ENSOANG00000005839	Ultra469
ENSMODG00000019050	5	ENSOANG00000005840	Ultra469
ENSMODG00000019053	5	ENSOANG00000014355	Contig22017
ENSMODG00000019054	4	ENSOANG00000006693	Ultra178
ENSMODG00000019055	5	ENSOANG00000010384	Ultra469
ENSMODG00000019056	5	ENSOANG00000010383	Ultra469
ENSMODG00000019057	4	ENSOANG00000014603	Ultra178
ENSMODG00000019061	5	ENSOANG00000015004	Ultra442
ENSMODG00000019062	Un	ENSOANG00000003894	Contig54651
ENSMODG00000019063	Un	ENSOANG00000014684	Contig1626
ENSMODG00000019065	5	ENSOANG00000015005	Ultra442
ENSMODG00000019067	5	ENSOANG00000015006	Ultra442
ENSMODG00000019068	Un	ENSOANG00000004150	Ultra727
ENSMODG00000019070	5	ENSOANG00000031753	Contig22747
ENSMODG00000019074	Un	ENSOANG00000022685	Contig51270
ENSMODG00000019077	5	ENSOANG00000002169	Contig16904
ENSMODG00000019080	5	ENSOANG00000013692	Ultra362
ENSMODG00000019082	2	ENSOANG00000002172	Ultra226
ENSMODG00000019083	5	ENSOANG00000013693	Ultra362
ENSMODG00000019084	5	ENSOANG00000013694	Ultra362
ENSMODG00000019085	2	ENSOANG00000013288	Contig919
ENSMODG00000019086	2	ENSOANG00000020242	Contig919
ENSMODG00000019087	5	ENSOANG00000013695	Ultra362
ENSMODG00000019088	5	ENSOANG00000013696	Ultra362
ENSMODG00000019089	2	ENSOANG00000008205	5
ENSMODG00000019090	5	ENSOANG00000013697	Ultra362
ENSMODG00000019091	2	ENSOANG00000005636	Contig5910
ENSMODG00000019092	5	ENSOANG00000013698	Ultra362
ENSMODG00000019095	2	ENSOANG00000009850	Contig8339
ENSMODG00000019098	5	ENSOANG00000013699	Ultra362
ENSMODG00000019104	Un	ENSOANG00000020894	Contig42636
ENSMODG00000019108	2	ENSOANG00000007132	Ultra9
ENSMODG00000019110	8	ENSOANG00000005397	Contig9481
ENSMODG00000019111	2	ENSOANG00000007130	Ultra9
ENSMODG00000019115	5	ENSOANG00000031697	Contig30175
ENSMODG00000019123	2	ENSOANG00000014273	Contig4041
ENSMODG00000019124	2	ENSOANG00000014274	Contig4041
ENSMODG00000019125	2	ENSOANG00000030299	Contig7630
ENSMODG00000019129	2	ENSOANG00000029914	Contig22580
ENSMODG00000019131	5	ENSOANG00000013702	Ultra362
ENSMODG00000019142	3	ENSOANG00000003325	Contig31902
ENSMODG00000019145	3	ENSOANG00000007015	Contig21578
ENSMODG00000019147	2	ENSOANG00000032003	Contig46273
ENSMODG00000019148	5	ENSOANG00000006903	Ultra362
ENSMODG00000019149	3	ENSOANG00000003212	Contig13767
ENSMODG00000019150	2	ENSOANG00000030817	Contig447
ENSMODG00000019153	3	ENSOANG00000007438	Contig5428
ENSMODG00000019155	2	ENSOANG00000021256	Contig17824
ENSMODG00000019158	3	ENSOANG00000002522	Contig23242
ENSMODG00000019164	5	ENSOANG00000009084	Contig16667
ENSMODG00000019165	3	ENSOANG00000005345	Contig10040
ENSMODG00000019167	3	ENSOANG00000009129	Ultra659
ENSMODG00000019168	3	ENSOANG00000014737	Contig11940
ENSMODG00000019170	3	ENSOANG00000015602	Ultra336
ENSMODG00000019171	2	ENSOANG00000031265	Contig29100
ENSMODG00000019174	1	ENSOANG00000021070	Contig10502
ENSMODG00000019180	2	ENSOANG00000009544	Contig4580
ENSMODG00000019181	5	ENSOANG00000006909	Ultra362
ENSMODG00000019182	5	ENSOANG00000006910	Ultra362
ENSMODG00000019185	2	ENSOANG00000011104	Ultra151
ENSMODG00000019186	1	ENSOANG00000030308	Contig25554
ENSMODG00000019187	2	ENSOANG00000009545	Contig4580
ENSMODG00000019189	2	ENSOANG00000008032	Ultra288
ENSMODG00000019190	5	ENSOANG00000006915	Ultra362
ENSMODG00000019191	5	ENSOANG00000006916	Ultra362
ENSMODG00000019193	5	ENSOANG00000006917	Ultra362
