Human	ChrHuman	Mouse	ChrMouse
ENSG00000175826	17	ENSMUSG00000018559	11
ENSG00000175832	17	ENSMUSG00000017724	11
ENSG00000175854	9	ENSMUSG00000044627	2
ENSG00000175857	5	ENSMUSG00000046006	13
ENSG00000175866	17	ENSMUSG00000025372	11
ENSG00000175868	11	ENSMUSG00000030666	7
ENSG00000175874	2	ENSMUSG00000050967	1
ENSG00000175877	7	ENSMUSG00000040576	5
ENSG00000175879	2	ENSMUSG00000027102	2
ENSG00000175893	9	ENSMUSG00000028403	4
ENSG00000175894	21	ENSMUSG00000069581	10
ENSG00000175895	8	ENSMUSG00000049969	4
ENSG00000175899	12	ENSMUSG00000030111	6
ENSG00000175906	17	ENSMUSG00000034936	11
ENSG00000175920	4	ENSMUSG00000044716	5
ENSG00000175928	3	ENSMUSG00000034648	6
ENSG00000175931	17	ENSMUSG00000020802	11
ENSG00000175938	16	ENSMUSG00000043964	7
ENSG00000175946	8	ENSMUSG00000022357	15
ENSG00000175970	12	ENSMUSG00000046562	5
ENSG00000175984	1	ENSMUSG00000007379	3
ENSG00000175985	14	ENSMUSG00000066438	12
ENSG00000176009	11	ENSMUSG00000035951	7
ENSG00000176014	18	ENSMUSG00000001473	18
ENSG00000176018	5	ENSMUSG00000035840	13
ENSG00000176020	3	ENSMUSG00000032593	9
ENSG00000176022	1	ENSMUSG00000050796	4
ENSG00000176029	11	ENSMUSG00000031022	7
ENSG00000176040	3	ENSMUSG00000033177	16
ENSG00000176046	16	ENSMUSG00000030717	7
ENSG00000176049	5	ENSMUSG00000024502	18
ENSG00000176055	5	ENSMUSG00000051098	13
ENSG00000176058	9	ENSMUSG00000048707	2
ENSG00000176076	X	ENSMUSG00000090122	X
ENSG00000176083	1	ENSMUSG00000049410	4
ENSG00000176087	5	ENSMUSG00000033272	18
ENSG00000176092	1	ENSMUSG00000012123	4
ENSG00000176095	3	ENSMUSG00000032594	9
ENSG00000176101	9	ENSMUSG00000026966	2
ENSG00000176102	11	ENSMUSG00000027176	2
ENSG00000176105	18	ENSMUSG00000014932	5
ENSG00000176108	17	ENSMUSG00000025371	11
ENSG00000176125	7	ENSMUSG00000051502	5
ENSG00000176136	18	ENSMUSG00000007480	18
ENSG00000176142	3	ENSMUSG00000002845	16
ENSG00000176148	11	ENSMUSG00000027175	2
ENSG00000176153	14	ENSMUSG00000042808	12
ENSG00000176155	17	ENSMUSG00000048445	11
ENSG00000176160	17	ENSMUSG00000070345	11
ENSG00000176165	14	ENSMUSG00000020950	12
ENSG00000176170	17	ENSMUSG00000061878	11
ENSG00000176171	10	ENSMUSG00000078566	7
ENSG00000176177	22	ENSMUSG00000050439	15
ENSG00000176182	19	ENSMUSG00000048481	7
ENSG00000176194	18	ENSMUSG00000024526	18
ENSG00000176200	11	ENSMUSG00000067529	19
ENSG00000176204	2	ENSMUSG00000052581	6
ENSG00000176208	17	ENSMUSG00000017550	11
ENSG00000176209	8	ENSMUSG00000031534	8
ENSG00000176219	14	ENSMUSG00000050028	14
ENSG00000176225	18	ENSMUSG00000023066	18
ENSG00000176244	10	ENSMUSG00000026644	2
ENSG00000176248	9	ENSMUSG00000026965	2
ENSG00000176256	1	ENSMUSG00000048686	4
ENSG00000176261	1	ENSMUSG00000057572	4
ENSG00000176273	10	ENSMUSG00000044026	19
ENSG00000176281	14	ENSMUSG00000049011	14
ENSG00000176302	11	ENSMUSG00000074397	9
ENSG00000176358	17	ENSMUSG00000020872	11
ENSG00000176371	15	ENSMUSG00000038797	7
ENSG00000176381	6	ENSMUSG00000055945	17
ENSG00000176383	12	ENSMUSG00000029431	5
ENSG00000176386	9	ENSMUSG00000066149	4
ENSG00000176387	16	ENSMUSG00000031891	8
ENSG00000176390	17	ENSMUSG00000017561	11
ENSG00000176393	1	ENSMUSG00000041926	1
ENSG00000176396	19	ENSMUSG00000046058	7
ENSG00000176399	9	ENSMUSG00000043753	4
ENSG00000176401	19	ENSMUSG00000070705	7
ENSG00000176402	7	ENSMUSG00000056966	5
ENSG00000176406	8	ENSMUSG00000037386	15
ENSG00000176407	2	ENSMUSG00000055239	6
ENSG00000176410	7	ENSMUSG00000061118	5
ENSG00000176422	12	ENSMUSG00000051346	10
ENSG00000176428	7	ENSMUSG00000043614	5
ENSG00000176435	14	ENSMUSG00000045930	12
ENSG00000176438	14	ENSMUSG00000054150	12
ENSG00000176444	1	ENSMUSG00000068917	3
ENSG00000176454	15	ENSMUSG00000027134	2
ENSG00000176463	15	ENSMUSG00000025790	7
ENSG00000176472	19	ENSMUSG00000066721	7
ENSG00000176473	14	ENSMUSG00000040877	12
ENSG00000176485	11	ENSMUSG00000060675	19
ENSG00000176490	19	ENSMUSG00000043670	10
ENSG00000176531	19	ENSMUSG00000074277	7
ENSG00000176532	7	ENSMUSG00000045725	6
ENSG00000176533	19	ENSMUSG00000048240	10
ENSG00000176540	11	ENSMUSG00000042894	2
ENSG00000176542	3	ENSMUSG00000068284	16
ENSG00000176547	11	ENSMUSG00000075069	2
ENSG00000176563	17	ENSMUSG00000078653	11
ENSG00000176571	8	ENSMUSG00000073991	4
ENSG00000176595	8	ENSMUSG00000055675	8
ENSG00000176597	3	ENSMUSG00000022686	16
ENSG00000176601	2	ENSMUSG00000051590	1
ENSG00000176619	19	ENSMUSG00000062075	10
ENSG00000176623	8	ENSMUSG00000028229	4
ENSG00000176624	18	ENSMUSG00000037253	18
ENSG00000176635	22	ENSMUSG00000020419	11
ENSG00000176641	18	ENSMUSG00000047496	1
ENSG00000176658	17	ENSMUSG00000035441	11
ENSG00000176678	16	ENSMUSG00000097084	8
ENSG00000176692	16	ENSMUSG00000046714	8
ENSG00000176697	11	ENSMUSG00000048482	2
ENSG00000176715	16	ENSMUSG00000015016	8
ENSG00000176720	2	ENSMUSG00000026278	1
ENSG00000176731	8	ENSMUSG00000078784	3
ENSG00000176732	2	ENSMUSG00000020639	12
ENSG00000176749	17	ENSMUSG00000048895	11
ENSG00000176769	10	ENSMUSG00000091002	7
ENSG00000176771	2	ENSMUSG00000049690	1
ENSG00000176774	X	ENSMUSG00000067649	X
ENSG00000176783	5	ENSMUSG00000020375	11
ENSG00000176787	11	ENSMUSG00000051362	7
ENSG00000176788	5	ENSMUSG00000045763	15
ENSG00000176834	12	ENSMUSG00000066894	5
ENSG00000176842	16	ENSMUSG00000031737	8
ENSG00000176845	17	ENSMUSG00000039208	11
ENSG00000176853	8	ENSMUSG00000037119	15
ENSG00000176871	12	ENSMUSG00000029364	5
ENSG00000176884	9	ENSMUSG00000026959	2
ENSG00000176887	2	ENSMUSG00000063632	12
ENSG00000176890	18	ENSMUSG00000025747	5
ENSG00000176893	11	ENSMUSG00000043354	7
ENSG00000176894	12	ENSMUSG00000029499	5
ENSG00000176895	11	ENSMUSG00000073962	7
ENSG00000176896	X	ENSMUSG00000051224	X
ENSG00000176900	11	ENSMUSG00000045824	7
ENSG00000176903	14	ENSMUSG00000054383	12
ENSG00000176907	8	ENSMUSG00000056313	8
ENSG00000176909	19	ENSMUSG00000042918	7
ENSG00000176915	12	ENSMUSG00000029501	5
ENSG00000176919	9	ENSMUSG00000015083	2
ENSG00000176920	19	ENSMUSG00000055978	7
ENSG00000176922	11	ENSMUSG00000043310	7
ENSG00000176925	11	ENSMUSG00000073965	7
ENSG00000176927	17	ENSMUSG00000050944	11
ENSG00000176928	5	ENSMUSG00000091387	13
ENSG00000176945	3	ENSMUSG00000035638	16
ENSG00000176946	2	ENSMUSG00000026279	1
ENSG00000176953	16	ENSMUSG00000030722	7
ENSG00000176956	8	ENSMUSG00000022577	15
ENSG00000176971	11	ENSMUSG00000074971	2
ENSG00000176973	11	ENSMUSG00000024939	19
ENSG00000176974	17	ENSMUSG00000020534	11
ENSG00000176978	9	ENSMUSG00000026958	2
ENSG00000176979	4	ENSMUSG00000053490	8
ENSG00000176986	10	ENSMUSG00000039367	14
ENSG00000176988	X	ENSMUSG00000062170	X
ENSG00000176994	17	ENSMUSG00000049323	11
ENSG00000177000	1	ENSMUSG00000029009	4
ENSG00000177025	19	ENSMUSG00000030385	7
ENSG00000177030	11	ENSMUSG00000058886	7
ENSG00000177034	5	ENSMUSG00000021704	13
ENSG00000177042	11	ENSMUSG00000025505	7
ENSG00000177045	19	ENSMUSG00000040841	7
ENSG00000177051	19	ENSMUSG00000050428	7
ENSG00000177054	11	ENSMUSG00000030471	7
ENSG00000177058	5	ENSMUSG00000047789	13
ENSG00000177076	9	ENSMUSG00000038007	4
ENSG00000177082	15	ENSMUSG00000025722	7
ENSG00000177084	12	ENSMUSG00000007080	5
ENSG00000177096	22	ENSMUSG00000049687	15
ENSG00000177098	11	ENSMUSG00000046480	9
ENSG00000177103	11	ENSMUSG00000032087	9
ENSG00000177105	11	ENSMUSG00000073982	7
ENSG00000177106	11	ENSMUSG00000025504	7
ENSG00000177108	14	ENSMUSG00000048483	12
ENSG00000177119	12	ENSMUSG00000064210	15
ENSG00000177125	9	ENSMUSG00000068966	2
ENSG00000177143	18	ENSMUSG00000050996	18
ENSG00000177150	18	ENSMUSG00000038121	18
ENSG00000177156	11	ENSMUSG00000025503	7
ENSG00000177169	12	ENSMUSG00000029512	5
ENSG00000177181	1	ENSMUSG00000048899	4
ENSG00000177182	8	ENSMUSG00000041216	4
ENSG00000177189	X	ENSMUSG00000031309	X
ENSG00000177191	19	ENSMUSG00000059479	7
ENSG00000177192	12	ENSMUSG00000029507	5
ENSG00000177200	16	ENSMUSG00000056608	8
ENSG00000177202	19	ENSMUSG00000070563	7
ENSG00000177225	11	ENSMUSG00000051007	7
ENSG00000177238	16	ENSMUSG00000042828	7
ENSG00000177239	9	ENSMUSG00000036646	2
ENSG00000177272	1	ENSMUSG00000047959	3
ENSG00000177283	10	ENSMUSG00000036904	18
ENSG00000177291	10	ENSMUSG00000036855	18
ENSG00000177294	17	ENSMUSG00000070388	11
ENSG00000177301	1	ENSMUSG00000040724	3
ENSG00000177302	17	ENSMUSG00000002814	11
ENSG00000177303	17	ENSMUSG00000034471	11
ENSG00000177311	3	ENSMUSG00000040433	9
ENSG00000177324	X	ENSMUSG00000108981	X
ENSG00000177352	3	ENSMUSG00000049305	9
ENSG00000177354	10	ENSMUSG00000071540	14
ENSG00000177359	12	ENSMUSG00000047228	6
ENSG00000177363	11	ENSMUSG00000071656	19
ENSG00000177370	17	ENSMUSG00000020843	11
ENSG00000177374	17	ENSMUSG00000043099	11
ENSG00000177380	19	ENSMUSG00000003863	7
ENSG00000177398	21	ENSMUSG00000054134	17
ENSG00000177409	7	ENSMUSG00000047735	6
ENSG00000177414	1	ENSMUSG00000069733	4
ENSG00000177425	12	ENSMUSG00000035873	10
ENSG00000177426	18	ENSMUSG00000047407	17
ENSG00000177427	17	ENSMUSG00000018599	11
ENSG00000177432	4	ENSMUSG00000055430	6
ENSG00000177453	5	ENSMUSG00000095930	13
ENSG00000177455	16	ENSMUSG00000030724	7
ENSG00000177459	8	ENSMUSG00000044726	15
ENSG00000177463	3	ENSMUSG00000005893	6
ENSG00000177464	19	ENSMUSG00000044317	7
ENSG00000177465	14	ENSMUSG00000052392	12
ENSG00000177468	6	ENSMUSG00000045591	10
ENSG00000177469	17	ENSMUSG00000004044	11
ENSG00000177479	3	ENSMUSG00000064145	9
ENSG00000177483	2	ENSMUSG00000070732	1
ENSG00000177485	X	ENSMUSG00000048047	X
ENSG00000177508	16	ENSMUSG00000031734	8
ENSG00000177511	18	ENSMUSG00000056812	18
ENSG00000177519	2	ENSMUSG00000075334	2
ENSG00000177535	1	ENSMUSG00000059610	11
ENSG00000177542	11	ENSMUSG00000019082	7
ENSG00000177548	16	ENSMUSG00000030727	7
ENSG00000177551	1	ENSMUSG00000048540	3
ENSG00000177556	5	ENSMUSG00000018585	11
ENSG00000177558	19	ENSMUSG00000046826	7
ENSG00000177565	3	ENSMUSG00000027630	3
ENSG00000177570	8	ENSMUSG00000058656	15
ENSG00000177575	12	ENSMUSG00000008845	6
ENSG00000177576	18	ENSMUSG00000036299	18
ENSG00000177595	11	ENSMUSG00000025507	7
ENSG00000177600	11	ENSMUSG00000025508	7
ENSG00000177602	17	ENSMUSG00000050107	11
ENSG00000177606	1	ENSMUSG00000052684	4
ENSG00000177613	10	ENSMUSG00000053536	19
ENSG00000177614	1	ENSMUSG00000050751	8
ENSG00000177627	12	ENSMUSG00000099353	15
ENSG00000177628	1	ENSMUSG00000028048	3
ENSG00000177646	3	ENSMUSG00000027710	3
ENSG00000177663	22	ENSMUSG00000002897	6
ENSG00000177666	11	ENSMUSG00000025509	7
ENSG00000177669	8	ENSMUSG00000071113	8
ENSG00000177673	2	ENSMUSG00000036574	1
ENSG00000177674	1	ENSMUSG00000029007	4
ENSG00000177679	7	ENSMUSG00000039860	5
ENSG00000177685	11	ENSMUSG00000048200	7
ENSG00000177692	21	ENSMUSG00000039763	16
ENSG00000177694	3	ENSMUSG00000102758	3
ENSG00000177697	11	ENSMUSG00000025510	7
ENSG00000177700	11	ENSMUSG00000038489	7
ENSG00000177706	7	ENSMUSG00000025854	5
ENSG00000177707	3	ENSMUSG00000022656	16
ENSG00000177728	17	ENSMUSG00000020747	11
ENSG00000177731	17	ENSMUSG00000002812	11
ENSG00000177732	20	ENSMUSG00000051817	2
ENSG00000177733	5	ENSMUSG00000007836	13
ENSG00000177752	4	ENSMUSG00000029158	5
ENSG00000177791	10	ENSMUSG00000068697	14
ENSG00000177807	1	ENSMUSG00000044708	1
ENSG00000177830	11	ENSMUSG00000025512	7
ENSG00000177853	10	ENSMUSG00000049164	19
ENSG00000177868	1	ENSMUSG00000028643	4
ENSG00000177875	12	ENSMUSG00000029875	15
ENSG00000177879	5	ENSMUSG00000024480	18
ENSG00000177885	17	ENSMUSG00000059923	11
ENSG00000177888	1	ENSMUSG00000033964	1
ENSG00000177917	2	ENSMUSG00000026960	2
ENSG00000177932	5	ENSMUSG00000044807	11
ENSG00000177938	12	ENSMUSG00000041791	6
ENSG00000177943	9	ENSMUSG00000026941	2
ENSG00000177947	11	ENSMUSG00000025482	7
ENSG00000177954	1	ENSMUSG00000090733	3
ENSG00000177963	11	ENSMUSG00000025485	7
ENSG00000177971	15	ENSMUSG00000032288	9
ENSG00000177981	12	ENSMUSG00000048175	15
ENSG00000177989	22	ENSMUSG00000047394	15
ENSG00000177990	12	ENSMUSG00000085576	9
ENSG00000177994	2	ENSMUSG00000040919	11
ENSG00000178015	5	ENSMUSG00000045509	13
ENSG00000178026	22	ENSMUSG00000046807	10
ENSG00000178028	1	ENSMUSG00000009640	4
ENSG00000178031	9	ENSMUSG00000066113	4
ENSG00000178033	6	ENSMUSG00000049872	10
ENSG00000178035	3	ENSMUSG00000062867	9
ENSG00000178038	3	ENSMUSG00000044037	9
ENSG00000178053	3	ENSMUSG00000048416	3
ENSG00000178055	3	ENSMUSG00000044664	9
ENSG00000178057	3	ENSMUSG00000070283	9
ENSG00000178074	2	ENSMUSG00000038323	1
ENSG00000178075	3	ENSMUSG00000036292	16
ENSG00000178078	19	ENSMUSG00000038781	17
ENSG00000178093	19	ENSMUSG00000047654	8
ENSG00000178096	1	ENSMUSG00000015943	3
ENSG00000178104	1	ENSMUSG00000038170	3
ENSG00000178105	11	ENSMUSG00000053289	9
ENSG00000178125	8	ENSMUSG00000025916	1
ENSG00000178127	18	ENSMUSG00000024099	17
ENSG00000178149	3	ENSMUSG00000019039	9
ENSG00000178163	4	ENSMUSG00000046572	5
ENSG00000178171	2	ENSMUSG00000045174	1
ENSG00000178172	5	ENSMUSG00000055095	18
ENSG00000178175	5	ENSMUSG00000050919	13
ENSG00000178177	4	ENSMUSG00000015882	5
ENSG00000178184	18	ENSMUSG00000056214	18
ENSG00000178187	5	ENSMUSG00000048728	11
ENSG00000178188	16	ENSMUSG00000030733	7
ENSG00000178199	6	ENSMUSG00000039981	10
ENSG00000178202	11	ENSMUSG00000034487	9
ENSG00000178209	8	ENSMUSG00000022565	15
ENSG00000178217	10	ENSMUSG00000037833	14
ENSG00000178222	4	ENSMUSG00000055385	5
ENSG00000178226	16	ENSMUSG00000070371	7
ENSG00000178234	7	ENSMUSG00000038072	5
ENSG00000178235	13	ENSMUSG00000075478	14
ENSG00000178252	3	ENSMUSG00000066357	9
ENSG00000178257	16	ENSMUSG00000050058	16
ENSG00000178279	16	ENSMUSG00000043050	16
ENSG00000178295	2	ENSMUSG00000051235	12
ENSG00000178297	19	ENSMUSG00000059406	10
ENSG00000178301	11	ENSMUSG00000042797	7
ENSG00000178307	17	ENSMUSG00000043284	11
ENSG00000178338	5	ENSMUSG00000020335	11
ENSG00000178342	18	ENSMUSG00000059852	18
ENSG00000178343	4	ENSMUSG00000050010	5
ENSG00000178358	11	ENSMUSG00000073896	7
ENSG00000178363	10	ENSMUSG00000063130	13
ENSG00000178381	7	ENSMUSG00000053581	5
ENSG00000178385	2	ENSMUSG00000051344	1
ENSG00000178394	5	ENSMUSG00000021721	13
ENSG00000178395	1	ENSMUSG00000043429	1
ENSG00000178397	7	ENSMUSG00000083012	5
ENSG00000178401	12	ENSMUSG00000038009	15
ENSG00000178403	4	ENSMUSG00000027967	3
ENSG00000178404	17	ENSMUSG00000076433	11
ENSG00000178409	6	ENSMUSG00000038214	10
ENSG00000178425	6	ENSMUSG00000039480	10
ENSG00000178445	9	ENSMUSG00000024827	19
ENSG00000178449	12	ENSMUSG00000023020	15
ENSG00000178460	8	ENSMUSG00000046101	1
ENSG00000178462	10	ENSMUSG00000021216	13
ENSG00000178467	3	ENSMUSG00000006675	9
ENSG00000178473	10	ENSMUSG00000044988	13
ENSG00000178498	12	ENSMUSG00000040415	10
ENSG00000178502	17	ENSMUSG00000048732	11
ENSG00000178522	4	ENSMUSG00000029288	5
ENSG00000178531	19	ENSMUSG00000048644	8
ENSG00000178537	3	ENSMUSG00000032602	9
ENSG00000178538	8	ENSMUSG00000041261	4
ENSG00000178562	2	ENSMUSG00000026012	1
ENSG00000178567	3	ENSMUSG00000046785	9
ENSG00000178568	2	ENSMUSG00000062209	1
ENSG00000178573	16	ENSMUSG00000055435	8
ENSG00000178585	1	ENSMUSG00000028988	4
ENSG00000178591	20	ENSMUSG00000074680	2
ENSG00000178597	4	ENSMUSG00000043430	5
ENSG00000178602	2	ENSMUSG00000044055	1
ENSG00000178605	X	ENSMUSG00000033434	5
ENSG00000178607	17	ENSMUSG00000020715	11
ENSG00000178623	2	ENSMUSG00000026271	1
ENSG00000178645	10	ENSMUSG00000072473	14
ENSG00000178662	2	ENSMUSG00000044647	2
ENSG00000178685	8	ENSMUSG00000063268	15
ENSG00000178691	17	ENSMUSG00000017548	11
ENSG00000178694	3	ENSMUSG00000050312	16
ENSG00000178695	13	ENSMUSG00000098557	14
ENSG00000178718	15	ENSMUSG00000062309	9
ENSG00000178719	8	ENSMUSG00000022564	15
ENSG00000178726	20	ENSMUSG00000074743	2
ENSG00000178732	3	ENSMUSG00000047953	16
ENSG00000178741	15	ENSMUSG00000000088	9
ENSG00000178750	3	ENSMUSG00000047854	16
ENSG00000178752	2	ENSMUSG00000047443	1
ENSG00000178761	15	ENSMUSG00000032305	9
ENSG00000178764	8	ENSMUSG00000071757	15
ENSG00000178772	3	ENSMUSG00000023176	16
ENSG00000178773	16	ENSMUSG00000034796	8
ENSG00000178776	5	ENSMUSG00000071858	18
ENSG00000178789	17	ENSMUSG00000063193	11
ENSG00000178795	11	ENSMUSG00000035582	7
ENSG00000178796	1	ENSMUSG00000028139	3
ENSG00000178802	15	ENSMUSG00000032306	9
ENSG00000178804	3	ENSMUSG00000042279	6
ENSG00000178814	8	ENSMUSG00000022562	15
ENSG00000178821	1	ENSMUSG00000023153	4
ENSG00000178826	7	ENSMUSG00000071506	6
ENSG00000178828	1	ENSMUSG00000070661	4
ENSG00000178860	8	ENSMUSG00000025930	1
ENSG00000178878	12	ENSMUSG00000090698	6
ENSG00000178882	12	ENSMUSG00000037962	5
ENSG00000178896	8	ENSMUSG00000034259	15
ENSG00000178904	19	ENSMUSG00000043671	7
ENSG00000178913	5	ENSMUSG00000051316	18
ENSG00000178919	9	ENSMUSG00000070990	4
ENSG00000178921	17	ENSMUSG00000020899	11
ENSG00000178927	17	ENSMUSG00000039294	11
ENSG00000178950	4	ENSMUSG00000062234	5
ENSG00000178951	19	ENSMUSG00000035011	10
ENSG00000178952	16	ENSMUSG00000073838	7
ENSG00000178965	1	ENSMUSG00000078161	3
ENSG00000178966	9	ENSMUSG00000035367	13
ENSG00000178971	17	ENSMUSG00000020898	11
ENSG00000178974	14	ENSMUSG00000037536	14
ENSG00000178980	19	ENSMUSG00000041571	7
ENSG00000178982	19	ENSMUSG00000053565	7
ENSG00000178996	5	ENSMUSG00000042364	13
ENSG00000178997	15	ENSMUSG00000048647	2
ENSG00000178999	17	ENSMUSG00000020897	11
ENSG00000179002	1	ENSMUSG00000028738	4
ENSG00000179008	14	ENSMUSG00000021098	12
ENSG00000179021	3	ENSMUSG00000059920	16
ENSG00000179023	1	ENSMUSG00000078234	4
ENSG00000179029	17	ENSMUSG00000020895	11
ENSG00000179041	8	ENSMUSG00000061024	1
ENSG00000179044	16	ENSMUSG00000043251	8
ENSG00000179046	4	ENSMUSG00000091490	8
ENSG00000179051	1	ENSMUSG00000040945	4
ENSG00000179055	9	ENSMUSG00000070983	4
ENSG00000179058	9	ENSMUSG00000044320	2
ENSG00000179059	4	ENSMUSG00000051176	8
ENSG00000179071	11	ENSMUSG00000044362	7
ENSG00000179085	1	ENSMUSG00000042737	3
ENSG00000179088	12	ENSMUSG00000047129	10
ENSG00000179091	8	ENSMUSG00000022551	15
ENSG00000179094	17	ENSMUSG00000020893	11
ENSG00000179097	3	ENSMUSG00000050783	16
ENSG00000179104	12	ENSMUSG00000036019	10
ENSG00000179111	17	ENSMUSG00000023781	11
ENSG00000179115	19	ENSMUSG00000003808	8
ENSG00000179119	11	ENSMUSG00000049516	7
ENSG00000179133	10	ENSMUSG00000026734	2
ENSG00000179134	19	ENSMUSG00000109336	7
ENSG00000179148	17	ENSMUSG00000020892	11
ENSG00000179151	15	ENSMUSG00000038957	9
ENSG00000179152	3	ENSMUSG00000046603	9
ENSG00000179163	1	ENSMUSG00000028673	4
ENSG00000179165	6	ENSMUSG00000045378	17
ENSG00000179168	19	ENSMUSG00000031493	7
ENSG00000179178	1	ENSMUSG00000050854	4
ENSG00000179195	12	ENSMUSG00000079215	5
ENSG00000179218	19	ENSMUSG00000003814	8
ENSG00000179222	X	ENSMUSG00000025151	X
ENSG00000179241	11	ENSMUSG00000048058	2
ENSG00000179242	20	ENSMUSG00000000305	2
ENSG00000179256	12	ENSMUSG00000043298	6
ENSG00000179262	19	ENSMUSG00000003813	8
ENSG00000179270	2	ENSMUSG00000044375	17
ENSG00000179271	19	ENSMUSG00000033751	8
ENSG00000179284	19	ENSMUSG00000053226	8
ENSG00000179292	11	ENSMUSG00000061451	19
ENSG00000179295	12	ENSMUSG00000043733	5
ENSG00000179299	4	ENSMUSG00000029206	5
ENSG00000179300	X	ENSMUSG00000047686	X
ENSG00000179314	17	ENSMUSG00000020811	11
ENSG00000179331	11	ENSMUSG00000055069	9
ENSG00000179335	15	ENSMUSG00000032316	9
ENSG00000179348	3	ENSMUSG00000015053	6
ENSG00000179361	15	ENSMUSG00000004661	9
ENSG00000179364	14	ENSMUSG00000021143	12
ENSG00000179387	4	ENSMUSG00000035151	8
ENSG00000179388	8	ENSMUSG00000033730	14
ENSG00000179399	13	ENSMUSG00000022112	14
ENSG00000179403	1	ENSMUSG00000042116	4
ENSG00000179407	3	ENSMUSG00000048206	6
ENSG00000179409	17	ENSMUSG00000049396	11
ENSG00000179431	11	ENSMUSG00000075012	2
ENSG00000179454	14	ENSMUSG00000020948	12
ENSG00000179455	15	ENSMUSG00000070527	7
ENSG00000179456	1	ENSMUSG00000063659	1
ENSG00000179468	7	ENSMUSG00000045479	6
ENSG00000179476	14	ENSMUSG00000047227	12
ENSG00000179477	17	ENSMUSG00000032807	11
ENSG00000179520	12	ENSMUSG00000019935	10
ENSG00000179526	8	ENSMUSG00000022552	15
ENSG00000179528	2	ENSMUSG00000034968	6
ENSG00000179532	11	ENSMUSG00000030882	7
ENSG00000179542	X	ENSMUSG00000046699	X
ENSG00000179546	1	ENSMUSG00000070687	4
ENSG00000179562	7	ENSMUSG00000029708	6
ENSG00000179580	16	ENSMUSG00000008482	17
ENSG00000179583	16	ENSMUSG00000022504	16
ENSG00000179588	16	ENSMUSG00000049577	8
ENSG00000179593	17	ENSMUSG00000020891	11
ENSG00000179598	17	ENSMUSG00000043648	11
ENSG00000179600	14	ENSMUSG00000048982	12
ENSG00000179603	7	ENSMUSG00000024211	6
ENSG00000179604	17	ENSMUSG00000041598	11
ENSG00000179627	14	ENSMUSG00000037638	12
ENSG00000179632	8	ENSMUSG00000022553	15
ENSG00000179636	14	ENSMUSG00000008813	14
ENSG00000179639	1	ENSMUSG00000005339	1
ENSG00000179673	17	ENSMUSG00000046215	11
ENSG00000179674	3	ENSMUSG00000098207	3
ENSG00000179695	12	ENSMUSG00000047626	10
ENSG00000179698	8	ENSMUSG00000109179	15
ENSG00000179715	12	ENSMUSG00000044250	15
ENSG00000179751	19	ENSMUSG00000084174	7
ENSG00000179761	17	ENSMUSG00000017453	11
ENSG00000179772	20	ENSMUSG00000074676	2
ENSG00000179774	10	ENSMUSG00000036816	10
ENSG00000179776	16	ENSMUSG00000031871	8
ENSG00000179796	3	ENSMUSG00000045201	14
ENSG00000179813	13	ENSMUSG00000045655	14
ENSG00000179820	19	ENSMUSG00000068566	7
ENSG00000179832	8	ENSMUSG00000022558	15
ENSG00000179833	2	ENSMUSG00000049800	11
ENSG00000179841	14	ENSMUSG00000021057	12
ENSG00000179846	19	ENSMUSG00000060621	7
ENSG00000179855	19	ENSMUSG00000034872	10
ENSG00000179859	17	ENSMUSG00000043419	11
ENSG00000179862	1	ENSMUSG00000070803	4
ENSG00000179869	7	ENSMUSG00000004668	11
ENSG00000179886	8	ENSMUSG00000103906	15
ENSG00000179889	16	ENSMUSG00000022680	16
ENSG00000179902	1	ENSMUSG00000027886	3
ENSG00000179912	12	ENSMUSG00000025404	10
ENSG00000179913	19	ENSMUSG00000031803	8
ENSG00000179914	1	ENSMUSG00000038209	1
ENSG00000179915	2	ENSMUSG00000024109	17
ENSG00000179918	16	ENSMUSG00000049091	7
ENSG00000179921	2	ENSMUSG00000064272	1
ENSG00000179922	19	ENSMUSG00000043290	7
ENSG00000179930	1	ENSMUSG00000066797	1
ENSG00000179933	14	ENSMUSG00000040822	14
ENSG00000179934	3	ENSMUSG00000042262	9
ENSG00000179941	12	ENSMUSG00000035759	10
ENSG00000179943	19	ENSMUSG00000061374	7
ENSG00000179950	8	ENSMUSG00000002524	15
ENSG00000179954	19	ENSMUSG00000035279	7
ENSG00000179958	16	ENSMUSG00000042462	7
ENSG00000179965	16	ENSMUSG00000054716	7
ENSG00000179981	18	ENSMUSG00000046982	18
ENSG00000179988	10	ENSMUSG00000063179	7
ENSG00000180008	14	ENSMUSG00000048379	14
ENSG00000180011	18	ENSMUSG00000049090	18
ENSG00000180043	19	ENSMUSG00000092518	7
ENSG00000180044	3	ENSMUSG00000046999	3
ENSG00000180053	8	ENSMUSG00000044186	14
ENSG00000180061	19	ENSMUSG00000046456	7
ENSG00000180083	20	ENSMUSG00000078940	2
ENSG00000180089	19	ENSMUSG00000045282	7
ENSG00000180096	16	ENSMUSG00000000486	7
ENSG00000180098	1	ENSMUSG00000028898	4
ENSG00000180104	5	ENSMUSG00000034152	13
ENSG00000180113	6	ENSMUSG00000040140	17
ENSG00000180116	12	ENSMUSG00000078932	15
ENSG00000180155	8	ENSMUSG00000075605	15
ENSG00000180176	11	ENSMUSG00000000214	7
ENSG00000180182	X	ENSMUSG00000064127	X
