Platypus	ChrPlatypus	Chicken	ChrChicken
ENSOANG00000013515	Contig12797	ENSGALG00000027838	28
ENSOANG00000013516	Contig12797	ENSGALG00000028029	28
ENSOANG00000013517	Contig12797	ENSGALG00000037888	28
ENSOANG00000013519	Ultra364	ENSGALG00000006462	13
ENSOANG00000013520	Contig13328	ENSGALG00000004926	14
ENSOANG00000013522	Contig1416	ENSGALG00000034751	2
ENSOANG00000013529	Contig21840	ENSGALG00000022586	1
ENSOANG00000013531	X5	ENSGALG00000005846	Z
ENSOANG00000013534	Contig102	ENSGALG00000008095	10
ENSOANG00000013535	Contig102	ENSGALG00000008077	10
ENSOANG00000013536	Contig102	ENSGALG00000028191	10
ENSOANG00000013538	Contig102	ENSGALG00000008043	10
ENSOANG00000013540	Contig102	ENSGALG00000009855	4
ENSOANG00000013543	Contig102	ENSGALG00000008007	10
ENSOANG00000013544	Contig102	ENSGALG00000028906	10
ENSOANG00000013546	Contig102	ENSGALG00000007979	10
ENSOANG00000013547	Contig102	ENSGALG00000007970	10
ENSOANG00000013548	Contig273	ENSGALG00000023742	7
ENSOANG00000013550	Contig273	ENSGALG00000006217	7
ENSOANG00000013552	Contig102	ENSGALG00000029521	10
ENSOANG00000013555	Contig102	ENSGALG00000007930	10
ENSOANG00000013557	Contig102	ENSGALG00000007887	10
ENSOANG00000013558	Contig102	ENSGALG00000035701	10
ENSOANG00000013562	Contig273	ENSGALG00000027664	7
ENSOANG00000013565	Contig273	ENSGALG00000006198	7
ENSOANG00000013566	Contig273	ENSGALG00000006131	7
ENSOANG00000013567	Contig273	ENSGALG00000039216	7
ENSOANG00000013577	Ultra295	ENSGALG00000033573	AADN04009525.1
ENSOANG00000013580	Ultra295	ENSGALG00000029356	KQ759595.1
ENSOANG00000013588	14	ENSGALG00000005924	13
ENSOANG00000013589	14	ENSGALG00000005929	13
ENSOANG00000013590	14	ENSGALG00000032148	13
ENSOANG00000013594	Contig27965	ENSGALG00000006434	14
ENSOANG00000013597	Ultra232	ENSGALG00000031350	9
ENSOANG00000013598	Ultra232	ENSGALG00000005206	9
ENSOANG00000013604	Contig20301	ENSGALG00000009234	14
ENSOANG00000013610	Contig4951	ENSGALG00000025904	12
ENSOANG00000013614	Contig1209	ENSGALG00000012483	1
ENSOANG00000013615	Contig1209	ENSGALG00000012472	1
ENSOANG00000013616	Contig1209	ENSGALG00000027067	1
ENSOANG00000013617	Contig1209	ENSGALG00000012457	1
ENSOANG00000013618	Contig1209	ENSGALG00000012456	1
ENSOANG00000013619	Contig1209	ENSGALG00000012454	1
ENSOANG00000013621	Contig1209	ENSGALG00000012446	1
ENSOANG00000013624	Contig263	ENSGALG00000043935	4
ENSOANG00000013625	Contig263	ENSGALG00000011017	4
ENSOANG00000013627	Contig263	ENSGALG00000010979	4
ENSOANG00000013629	Contig263	ENSGALG00000010928	4
ENSOANG00000013630	Contig263	ENSGALG00000010926	4
ENSOANG00000013631	Contig263	ENSGALG00000010921	4
ENSOANG00000013632	Ultra512	ENSGALG00000014718	Z
ENSOANG00000013634	Ultra512	ENSGALG00000014719	Z
ENSOANG00000013637	Contig263	ENSGALG00000026741	4
ENSOANG00000013639	Ultra512	ENSGALG00000014724	Z
ENSOANG00000013641	Ultra512	ENSGALG00000014725	Z
ENSOANG00000013642	Contig103241	ENSGALG00000016443	3
ENSOANG00000013643	Ultra512	ENSGALG00000011476	4
ENSOANG00000013648	Contig12407	ENSGALG00000006194	20
ENSOANG00000013649	Contig17991	ENSGALG00000021679	28
ENSOANG00000013650	Contig12407	ENSGALG00000040625	20
ENSOANG00000013652	Contig8561	ENSGALG00000036295	21
ENSOANG00000013653	Contig8561	ENSGALG00000000975	21
ENSOANG00000013655	Contig5404	ENSGALG00000029047	14
ENSOANG00000013657	Contig15575	ENSGALG00000003065	20
ENSOANG00000013659	4	ENSGALG00000005063	17
ENSOANG00000013660	4	ENSGALG00000037805	AADN04009324.1
ENSOANG00000013663	4	ENSGALG00000005099	17
ENSOANG00000013665	Contig4527	ENSGALG00000012172	1
ENSOANG00000013666	Contig25955	ENSGALG00000015414	1
ENSOANG00000013668	Ultra47	ENSGALG00000037841	12
ENSOANG00000013670	Ultra631	ENSGALG00000010284	9
ENSOANG00000013672	Contig8731	ENSGALG00000045370	Z
ENSOANG00000013678	Ultra246	ENSGALG00000005782	8
ENSOANG00000013680	Contig3244	ENSGALG00000026306	21
ENSOANG00000013683	Contig12115	ENSGALG00000008314	12
ENSOANG00000013686	Contig17568	ENSGALG00000011708	7
ENSOANG00000013688	Ultra362	ENSGALG00000011812	4
ENSOANG00000013689	Contig28790	ENSGALG00000016410	1
ENSOANG00000013690	Contig26295	ENSGALG00000004018	12
ENSOANG00000013693	Ultra362	ENSGALG00000011551	4
ENSOANG00000013694	Ultra362	ENSGALG00000011553	4
ENSOANG00000013695	Ultra362	ENSGALG00000011564	4
ENSOANG00000013697	Ultra362	ENSGALG00000011573	4
ENSOANG00000013698	Ultra362	ENSGALG00000028501	4
ENSOANG00000013699	Ultra362	ENSGALG00000031105	4
ENSOANG00000013700	Ultra362	ENSGALG00000011612	4
ENSOANG00000013702	Ultra362	ENSGALG00000011623	4
ENSOANG00000013706	Contig18405	ENSGALG00000001617	19
ENSOANG00000013712	Ultra238	ENSGALG00000006776	12
ENSOANG00000013718	Contig3560	ENSGALG00000001405	26
ENSOANG00000013719	Contig52308	ENSGALG00000024272	25
ENSOANG00000013720	Contig15437	ENSGALG00000005365	14
ENSOANG00000013721	Contig696	ENSGALG00000037177	3
ENSOANG00000013722	Contig696	ENSGALG00000041422	3
ENSOANG00000013723	Contig696	ENSGALG00000011065	3
ENSOANG00000013724	Contig696	ENSGALG00000043280	3
ENSOANG00000013726	Contig696	ENSGALG00000011091	3
ENSOANG00000013727	Contig4758	ENSGALG00000007167	14
ENSOANG00000013729	Contig696	ENSGALG00000011096	3
ENSOANG00000013730	Contig696	ENSGALG00000011098	3
ENSOANG00000013733	Contig696	ENSGALG00000011106	3
ENSOANG00000013734	Contig6649	ENSGALG00000037256	28
ENSOANG00000013735	Contig696	ENSGALG00000011111	3
ENSOANG00000013736	Contig696	ENSGALG00000011114	3
ENSOANG00000013737	Contig696	ENSGALG00000011117	3
ENSOANG00000013739	Contig696	ENSGALG00000032780	3
ENSOANG00000013740	Contig696	ENSGALG00000011155	3
ENSOANG00000013741	Contig696	ENSGALG00000011180	3
ENSOANG00000013745	Ultra517	ENSGALG00000001391	11
ENSOANG00000013748	Ultra517	ENSGALG00000001256	11
ENSOANG00000013749	Ultra517	ENSGALG00000001234	11
ENSOANG00000013750	Ultra517	ENSGALG00000001220	11
ENSOANG00000013752	Contig21771	ENSGALG00000001568	20
ENSOANG00000013754	Ultra517	ENSGALG00000003010	11
ENSOANG00000013758	7	ENSGALG00000001319	26
ENSOANG00000013760	Ultra445	ENSGALG00000009774	4
ENSOANG00000013762	Ultra445	ENSGALG00000010402	4
ENSOANG00000013763	7	ENSGALG00000001343	26
ENSOANG00000013764	Ultra445	ENSGALG00000037339	4
ENSOANG00000013766	Ultra445	ENSGALG00000010397	4
ENSOANG00000013770	Contig19237	ENSGALG00000010268	4
ENSOANG00000013771	X1	ENSGALG00000032069	3
ENSOANG00000013772	X1	ENSGALG00000035230	3
ENSOANG00000013776	5	ENSGALG00000003793	10
ENSOANG00000013779	X1	ENSGALG00000003302	11
ENSOANG00000013780	X1	ENSGALG00000003309	11
ENSOANG00000013781	Contig7092	ENSGALG00000003035	8
ENSOANG00000013784	Contig10673	ENSGALG00000034344	22
ENSOANG00000013786	Contig6229	ENSGALG00000005223	2
ENSOANG00000013787	Contig14302	ENSGALG00000010094	8
ENSOANG00000013790	Ultra293	ENSGALG00000014853	3
ENSOANG00000013791	Ultra293	ENSGALG00000014848	3
ENSOANG00000013793	7	ENSGALG00000007337	9
ENSOANG00000013795	7	ENSGALG00000007324	9
ENSOANG00000013797	7	ENSGALG00000040866	9
ENSOANG00000013798	7	ENSGALG00000026862	9
ENSOANG00000013799	Contig4049	ENSGALG00000028172	14
ENSOANG00000013800	Contig5181	ENSGALG00000037913	2
ENSOANG00000013801	Ultra388	ENSGALG00000042771	1
ENSOANG00000013804	Ultra388	ENSGALG00000042104	1
ENSOANG00000013805	Ultra529	ENSGALG00000003738	12
ENSOANG00000013806	Ultra529	ENSGALG00000003799	12
ENSOANG00000013807	Ultra529	ENSGALG00000003806	12
ENSOANG00000013813	Contig2790	ENSGALG00000015167	Z
ENSOANG00000013818	Ultra455	ENSGALG00000001788	10
ENSOANG00000013819	Ultra455	ENSGALG00000001798	10
ENSOANG00000013820	Ultra455	ENSGALG00000001901	10
ENSOANG00000013822	Contig2778	ENSGALG00000010149	3
ENSOANG00000013825	Contig244787	ENSGALG00000031292	AADN04006547.1
ENSOANG00000013830	4	ENSGALG00000030070	4
ENSOANG00000013831	Contig48462	ENSGALG00000017414	27
ENSOANG00000013832	Ultra546	ENSGALG00000016299	3
ENSOANG00000013838	Contig10299	ENSGALG00000042082	2
ENSOANG00000013839	Contig30989	ENSGALG00000038895	AADN04014785.1
ENSOANG00000013840	Ultra423	ENSGALG00000005203	8
ENSOANG00000013841	Ultra126	ENSGALG00000035368	11
ENSOANG00000013844	Ultra126	ENSGALG00000028928	11
ENSOANG00000013846	3	ENSGALG00000006137	6
ENSOANG00000013848	Contig964	ENSGALG00000005670	12
ENSOANG00000013851	2	ENSGALG00000039756	AADN04000631.1
ENSOANG00000013855	Contig421	ENSGALG00000002205	15
ENSOANG00000013856	Contig421	ENSGALG00000002180	15
ENSOANG00000013857	Contig421	ENSGALG00000002158	15
ENSOANG00000013858	Contig10842	ENSGALG00000029968	28
ENSOANG00000013860	Contig421	ENSGALG00000002461	15
ENSOANG00000013861	Contig421	ENSGALG00000002487	15
ENSOANG00000013862	Ultra8	ENSGALG00000033351	2
ENSOANG00000013863	Ultra8	ENSGALG00000039882	2
ENSOANG00000013869	Ultra620	ENSGALG00000014980	1
ENSOANG00000013872	5	ENSGALG00000029831	21
ENSOANG00000013874	5	ENSGALG00000034020	22
ENSOANG00000013875	5	ENSGALG00000000452	22
ENSOANG00000013876	5	ENSGALG00000000409	22
ENSOANG00000013877	5	ENSGALG00000036854	22
ENSOANG00000013879	5	ENSGALG00000000402	22
ENSOANG00000013880	Ultra445	ENSGALG00000039411	4
ENSOANG00000013881	5	ENSGALG00000000390	22
ENSOANG00000013884	Contig14214	ENSGALG00000000120	22
ENSOANG00000013888	Ultra94	ENSGALG00000014954	4
ENSOANG00000013891	Contig13878	ENSGALG00000034194	AADN04006518.1
ENSOANG00000013894	Contig14569	ENSGALG00000011314	2
ENSOANG00000013898	5	ENSGALG00000013642	21
ENSOANG00000013899	Contig6717	ENSGALG00000029571	2
ENSOANG00000013900	11	ENSGALG00000032410	11
ENSOANG00000013901	11	ENSGALG00000006242	11
ENSOANG00000013902	11	ENSGALG00000006250	11
ENSOANG00000013903	11	ENSGALG00000013784	11
ENSOANG00000013904	Ultra725	ENSGALG00000017318	1
ENSOANG00000013906	Ultra725	ENSGALG00000017319	1
ENSOANG00000013908	Contig66653	ENSGALG00000004261	10
ENSOANG00000013915	Ultra460	ENSGALG00000026728	9
ENSOANG00000013918	Ultra33	ENSGALG00000009961	4
ENSOANG00000013919	Ultra33	ENSGALG00000028643	4
ENSOANG00000013920	Ultra33	ENSGALG00000009948	4
ENSOANG00000013921	Ultra33	ENSGALG00000009913	4
ENSOANG00000013922	Ultra141	ENSGALG00000008934	9
ENSOANG00000013925	Ultra33	ENSGALG00000009898	4
ENSOANG00000013926	Ultra33	ENSGALG00000009886	4
ENSOANG00000013935	Contig19964	ENSGALG00000005140	11
ENSOANG00000013937	Contig4761	ENSGALG00000005597	8
ENSOANG00000013941	Contig4433	ENSGALG00000011966	1
ENSOANG00000013942	Contig4433	ENSGALG00000011970	1
ENSOANG00000013953	Contig2131	ENSGALG00000006531	9
ENSOANG00000013954	4	ENSGALG00000012401	5
ENSOANG00000013955	4	ENSGALG00000012396	5
ENSOANG00000013959	4	ENSGALG00000012394	5
ENSOANG00000013960	4	ENSGALG00000012379	5
ENSOANG00000013961	4	ENSGALG00000027629	5
ENSOANG00000013962	4	ENSGALG00000012374	5
ENSOANG00000013963	X5	ENSGALG00000008174	Z
ENSOANG00000013964	4	ENSGALG00000020340	5
ENSOANG00000013965	4	ENSGALG00000012367	5
ENSOANG00000013966	4	ENSGALG00000014496	4
ENSOANG00000013967	4	ENSGALG00000012365	5
ENSOANG00000013968	4	ENSGALG00000020342	5
ENSOANG00000013970	Contig3471	ENSGALG00000029780	KQ759405.1
ENSOANG00000013971	4	ENSGALG00000012341	5
ENSOANG00000013972	4	ENSGALG00000012339	5
ENSOANG00000013973	Contig107090	ENSGALG00000037082	1
ENSOANG00000013975	4	ENSGALG00000012361	5
ENSOANG00000013976	4	ENSGALG00000012295	5
ENSOANG00000013978	4	ENSGALG00000012282	5
ENSOANG00000013979	4	ENSGALG00000012273	5
ENSOANG00000013981	4	ENSGALG00000012269	5
ENSOANG00000013982	4	ENSGALG00000026944	5
ENSOANG00000013983	4	ENSGALG00000012263	5
ENSOANG00000013984	Ultra315	ENSGALG00000007240	4
ENSOANG00000013985	Ultra315	ENSGALG00000025810	4
ENSOANG00000013986	Ultra315	ENSGALG00000003841	4
ENSOANG00000013987	4	ENSGALG00000012244	5
ENSOANG00000013988	4	ENSGALG00000012241	5
ENSOANG00000013989	4	ENSGALG00000012237	5
ENSOANG00000013990	Ultra315	ENSGALG00000033953	4
ENSOANG00000013991	4	ENSGALG00000012232	5
ENSOANG00000013992	Ultra315	ENSGALG00000004742	4
ENSOANG00000013993	4	ENSGALG00000031212	5
ENSOANG00000013994	4	ENSGALG00000012230	5
ENSOANG00000013995	4	ENSGALG00000012228	5
ENSOANG00000013996	4	ENSGALG00000012452	5
ENSOANG00000013997	4	ENSGALG00000031182	5
ENSOANG00000013998	4	ENSGALG00000012464	5
ENSOANG00000013999	4	ENSGALG00000012466	5
ENSOANG00000014001	4	ENSGALG00000034773	5
ENSOANG00000014002	4	ENSGALG00000012489	5
ENSOANG00000014005	4	ENSGALG00000012505	5
ENSOANG00000014008	4	ENSGALG00000010157	5
ENSOANG00000014009	4	ENSGALG00000010192	5
ENSOANG00000014010	4	ENSGALG00000010189	5
ENSOANG00000014011	4	ENSGALG00000010167	5
ENSOANG00000014014	4	ENSGALG00000009847	5
ENSOANG00000014015	4	ENSGALG00000009850	5
ENSOANG00000014016	4	ENSGALG00000003545	17
ENSOANG00000014017	4	ENSGALG00000036364	5
ENSOANG00000014018	4	ENSGALG00000009900	5
ENSOANG00000014019	4	ENSGALG00000009907	5
ENSOANG00000014020	4	ENSGALG00000009916	5
ENSOANG00000014024	X1	ENSGALG00000008500	12
ENSOANG00000014025	4	ENSGALG00000009920	5
ENSOANG00000014026	X1	ENSGALG00000008490	12
ENSOANG00000014027	X1	ENSGALG00000008487	12
ENSOANG00000014029	4	ENSGALG00000040464	5
ENSOANG00000014031	4	ENSGALG00000009936	5
ENSOANG00000014032	Contig14104	ENSGALG00000033884	28
ENSOANG00000014033	4	ENSGALG00000009946	5
ENSOANG00000014034	4	ENSGALG00000009983	5
ENSOANG00000014038	4	ENSGALG00000009978	5
ENSOANG00000014039	4	ENSGALG00000009992	5
ENSOANG00000014040	4	ENSGALG00000009995	5
ENSOANG00000014041	Ultra170	ENSGALG00000042645	7
ENSOANG00000014045	4	ENSGALG00000010001	5
ENSOANG00000014046	4	ENSGALG00000010007	5
ENSOANG00000014047	4	ENSGALG00000010025	5
ENSOANG00000014048	4	ENSGALG00000010027	5
ENSOANG00000014050	4	ENSGALG00000010034	5
ENSOANG00000014051	4	ENSGALG00000023135	5
ENSOANG00000014052	Contig4509	ENSGALG00000038421	8
ENSOANG00000014053	4	ENSGALG00000010046	5
ENSOANG00000014056	4	ENSGALG00000034264	5
ENSOANG00000014057	4	ENSGALG00000010060	5
ENSOANG00000014058	4	ENSGALG00000010088	5
ENSOANG00000014063	4	ENSGALG00000010093	5
ENSOANG00000014064	4	ENSGALG00000010096	5
ENSOANG00000014065	4	ENSGALG00000010114	5
ENSOANG00000014066	Contig2445	ENSGALG00000028602	13
ENSOANG00000014067	4	ENSGALG00000010117	5
ENSOANG00000014070	4	ENSGALG00000039831	2
ENSOANG00000014072	X5	ENSGALG00000008237	Z
ENSOANG00000014073	4	ENSGALG00000003101	22
ENSOANG00000014074	4	ENSGALG00000031519	2
ENSOANG00000014075	4	ENSGALG00000035166	2
ENSOANG00000014076	4	ENSGALG00000046632	2
ENSOANG00000014077	4	ENSGALG00000016154	2
ENSOANG00000014079	4	ENSGALG00000033960	2
ENSOANG00000014081	4	ENSGALG00000034348	2
ENSOANG00000014082	4	ENSGALG00000030059	2
ENSOANG00000014083	4	ENSGALG00000038946	2
ENSOANG00000014084	4	ENSGALG00000036418	2
ENSOANG00000014085	4	ENSGALG00000035478	2
ENSOANG00000014087	4	ENSGALG00000032734	2
ENSOANG00000014088	4	ENSGALG00000041072	2
ENSOANG00000014089	4	ENSGALG00000042242	2
ENSOANG00000014090	4	ENSGALG00000041969	2
ENSOANG00000014091	4	ENSGALG00000036915	2
ENSOANG00000014092	Ultra479	ENSGALG00000031934	1
ENSOANG00000014094	Ultra479	ENSGALG00000040557	1
ENSOANG00000014095	Ultra479	ENSGALG00000026838	1
ENSOANG00000014096	Contig13388	ENSGALG00000013931	4
ENSOANG00000014097	Contig7791	ENSGALG00000027243	1
ENSOANG00000014100	Ultra519	ENSGALG00000004870	4
ENSOANG00000014101	Ultra519	ENSGALG00000004856	4
ENSOANG00000014107	3	ENSGALG00000041749	Z
ENSOANG00000014109	Contig5137	ENSGALG00000014948	Z
ENSOANG00000014110	Contig15916	ENSGALG00000027695	12
ENSOANG00000014111	Ultra126	ENSGALG00000001647	11
ENSOANG00000014112	Contig12629	ENSGALG00000001261	18
ENSOANG00000014115	Contig25710	ENSGALG00000007341	5
ENSOANG00000014116	Contig36643	ENSGALG00000043618	7
ENSOANG00000014117	Contig22820	ENSGALG00000032098	8
ENSOANG00000014118	Contig3982	ENSGALG00000029980	12
ENSOANG00000014119	Contig17010	ENSGALG00000043939	KQ759482.1
ENSOANG00000014121	Contig11966	ENSGALG00000043513	26
ENSOANG00000014122	X1	ENSGALG00000022887	3
ENSOANG00000014123	X1	ENSGALG00000016350	3
ENSOANG00000014126	X1	ENSGALG00000032937	3
ENSOANG00000014128	Contig8517	ENSGALG00000004059	10
ENSOANG00000014131	Ultra328	ENSGALG00000029095	6
ENSOANG00000014132	Ultra328	ENSGALG00000009289	6
ENSOANG00000014133	Ultra328	ENSGALG00000030276	6
ENSOANG00000014134	Ultra328	ENSGALG00000009254	6
ENSOANG00000014135	Ultra328	ENSGALG00000009248	6
ENSOANG00000014142	Contig12885	ENSGALG00000014685	1
ENSOANG00000014143	Contig11856	ENSGALG00000041826	25
ENSOANG00000014148	Contig18671	ENSGALG00000004494	11
ENSOANG00000014150	Contig16199	ENSGALG00000038164	28
ENSOANG00000014151	Contig35033	ENSGALG00000033855	1
ENSOANG00000014152	Contig2915	ENSGALG00000001977	6
ENSOANG00000014153	Contig3116	ENSGALG00000014795	2
ENSOANG00000014155	Contig1248	ENSGALG00000005232	6
ENSOANG00000014156	Contig1248	ENSGALG00000005226	6
ENSOANG00000014157	X3	ENSGALG00000009496	4
ENSOANG00000014159	Contig35201	ENSGALG00000036396	AADN04012585.1
ENSOANG00000014165	Contig55952	ENSGALG00000007473	14
ENSOANG00000014166	Contig27987	ENSGALG00000036067	2
ENSOANG00000014169	Contig7856	ENSGALG00000023781	26
ENSOANG00000014170	Contig30008	ENSGALG00000016183	3
ENSOANG00000014172	Contig17104	ENSGALG00000005858	8
ENSOANG00000014173	Contig104987	ENSGALG00000001626	18
ENSOANG00000014174	Contig23985	ENSGALG00000046164	1
ENSOANG00000014176	Ultra17	ENSGALG00000003766	19
ENSOANG00000014178	Ultra17	ENSGALG00000027703	19
ENSOANG00000014180	Ultra17	ENSGALG00000026077	19
ENSOANG00000014181	Ultra17	ENSGALG00000003665	19
ENSOANG00000014182	Contig17623	ENSGALG00000013640	2
ENSOANG00000014183	Ultra17	ENSGALG00000003657	19
ENSOANG00000014184	Contig1169	ENSGALG00000023828	11
ENSOANG00000014185	Ultra17	ENSGALG00000043868	19
ENSOANG00000014187	2	ENSGALG00000016799	1
ENSOANG00000014188	Contig14051	ENSGALG00000013685	6
ENSOANG00000014189	Contig3221	ENSGALG00000004916	14
ENSOANG00000014190	Contig22029	ENSGALG00000007720	15
ENSOANG00000014193	Contig57968	ENSGALG00000027056	1
ENSOANG00000014195	Contig10839	ENSGALG00000040267	5
ENSOANG00000014197	Contig11999	ENSGALG00000015949	3
ENSOANG00000014201	Ultra65	ENSGALG00000010976	2
ENSOANG00000014202	Ultra65	ENSGALG00000010973	2
ENSOANG00000014203	Ultra65	ENSGALG00000010961	2
ENSOANG00000014204	Ultra65	ENSGALG00000010954	2
ENSOANG00000014205	Ultra65	ENSGALG00000010949	2
ENSOANG00000014207	Ultra65	ENSGALG00000010938	2
ENSOANG00000014208	Ultra65	ENSGALG00000010925	2
ENSOANG00000014210	Ultra65	ENSGALG00000029856	2
ENSOANG00000014212	Contig53462	ENSGALG00000030247	25
ENSOANG00000014215	Contig21999	ENSGALG00000010226	8
ENSOANG00000014216	Ultra564	ENSGALG00000027435	1
ENSOANG00000014217	Contig22663	ENSGALG00000015136	1
ENSOANG00000014218	Contig22942	ENSGALG00000037262	33
ENSOANG00000014223	Contig17419	ENSGALG00000038745	2
ENSOANG00000014224	Contig14640	ENSGALG00000032815	AADN04000744.1
ENSOANG00000014225	Contig37762	ENSGALG00000004607	8
ENSOANG00000014228	Contig20303	ENSGALG00000001377	28
ENSOANG00000014232	Ultra462	ENSGALG00000016548	1
ENSOANG00000014234	Contig8275	ENSGALG00000039575	3
ENSOANG00000014235	Contig6445	ENSGALG00000016642	3
ENSOANG00000014236	Contig6445	ENSGALG00000028032	3
ENSOANG00000014237	Contig2906	ENSGALG00000034188	2
ENSOANG00000014238	Contig16439	ENSGALG00000004112	23
ENSOANG00000014242	Ultra459	ENSGALG00000031255	13
ENSOANG00000014243	Contig9052	ENSGALG00000015712	4
ENSOANG00000014247	Contig4233	ENSGALG00000006680	9
ENSOANG00000014248	Contig27966	ENSGALG00000008303	15
ENSOANG00000014251	Contig10177	ENSGALG00000031824	AADN04003625.1
ENSOANG00000014252	Contig4692	ENSGALG00000043268	7
ENSOANG00000014253	Contig4811	ENSGALG00000034948	17
ENSOANG00000014255	Contig4811	ENSGALG00000037375	17
ENSOANG00000014265	Ultra183	ENSGALG00000000154	26
ENSOANG00000014266	Ultra183	ENSGALG00000000142	26
ENSOANG00000014270	Ultra183	ENSGALG00000042148	26
ENSOANG00000014273	Contig4041	ENSGALG00000002060	19
ENSOANG00000014274	Contig4041	ENSGALG00000002081	19
ENSOANG00000014277	Ultra416	ENSGALG00000041915	8
ENSOANG00000014282	Contig2470	ENSGALG00000025896	8
ENSOANG00000014283	Contig24705	ENSGALG00000040351	AADN04000710.1
ENSOANG00000014284	Contig1195	ENSGALG00000007581	9
ENSOANG00000014285	Contig1195	ENSGALG00000007595	9
ENSOANG00000014286	2	ENSGALG00000027173	14
ENSOANG00000014287	2	ENSGALG00000002350	14
ENSOANG00000014288	Contig1195	ENSGALG00000007607	9
ENSOANG00000014289	2	ENSGALG00000002273	14
ENSOANG00000014290	2	ENSGALG00000002267	14
ENSOANG00000014291	2	ENSGALG00000002239	14
ENSOANG00000014294	Contig12090	ENSGALG00000010201	4
ENSOANG00000014296	Ultra123	ENSGALG00000006156	14
ENSOANG00000014301	Ultra123	ENSGALG00000006202	14
ENSOANG00000014307	2	ENSGALG00000027146	14
ENSOANG00000014313	Ultra588	ENSGALG00000040155	24
ENSOANG00000014315	Ultra16	ENSGALG00000016913	1
ENSOANG00000014316	Contig16387	ENSGALG00000045947	10
ENSOANG00000014319	Contig13431	ENSGALG00000035883	12
ENSOANG00000014321	Contig3034	ENSGALG00000015705	4
ENSOANG00000014325	Contig12641	ENSGALG00000000795	28
ENSOANG00000014326	Contig89276	ENSGALG00000017681	14
ENSOANG00000014328	Contig16462	ENSGALG00000007874	24
ENSOANG00000014329	Contig6150	ENSGALG00000005095	17
ENSOANG00000014332	Contig10875	ENSGALG00000000525	27
ENSOANG00000014335	Contig6681	ENSGALG00000001093	28
ENSOANG00000014337	Ultra475	ENSGALG00000031067	5
ENSOANG00000014339	Ultra475	ENSGALG00000037748	AADN04000990.1
ENSOANG00000014344	Ultra337	ENSGALG00000030710	20
ENSOANG00000014345	Ultra337	ENSGALG00000003106	20
ENSOANG00000014346	Ultra337	ENSGALG00000001420	20
ENSOANG00000014348	Ultra337	ENSGALG00000030012	20
ENSOANG00000014350	Contig6780	ENSGALG00000036993	24
ENSOANG00000014351	Ultra337	ENSGALG00000039155	20
ENSOANG00000014353	Contig6780	ENSGALG00000007298	24
ENSOANG00000014354	Ultra337	ENSGALG00000003681	20
ENSOANG00000014355	Contig22017	ENSGALG00000013646	4
ENSOANG00000014356	Contig2351	ENSGALG00000009699	9
ENSOANG00000014359	Ultra307	ENSGALG00000014737	Z
ENSOANG00000014360	1	ENSGALG00000016470	3
ENSOANG00000014361	Contig8411	ENSGALG00000040397	Z
ENSOANG00000014363	Contig7118	ENSGALG00000015081	Z
ENSOANG00000014369	X1	ENSGALG00000005363	12
ENSOANG00000014379	Ultra231	ENSGALG00000011176	2
ENSOANG00000014381	Ultra430	ENSGALG00000021539	18
ENSOANG00000014383	Ultra430	ENSGALG00000002008	18
ENSOANG00000014384	Ultra430	ENSGALG00000041025	18
ENSOANG00000014391	Ultra346	ENSGALG00000041932	28
ENSOANG00000014399	Contig4315	ENSGALG00000011805	4
ENSOANG00000014403	Contig42246	ENSGALG00000030534	14
ENSOANG00000014404	Contig12985	ENSGALG00000029674	19
ENSOANG00000014407	Contig30578	ENSGALG00000034510	AADN04000623.1
ENSOANG00000014410	Contig4569	ENSGALG00000034177	10
ENSOANG00000014411	Contig4569	ENSGALG00000003505	10
ENSOANG00000014418	Ultra135	ENSGALG00000008835	8
ENSOANG00000014427	Contig5800	ENSGALG00000009493	5
ENSOANG00000014429	X1	ENSGALG00000004937	12
ENSOANG00000014432	3	ENSGALG00000003288	Z
ENSOANG00000014433	3	ENSGALG00000017405	Z
ENSOANG00000014437	Contig4884	ENSGALG00000013112	1
ENSOANG00000014443	Contig17573	ENSGALG00000010101	8
ENSOANG00000014444	Ultra693	ENSGALG00000012876	1
ENSOANG00000014447	Contig2971	ENSGALG00000004781	21
ENSOANG00000014448	Ultra43	ENSGALG00000019527	2
ENSOANG00000014449	Ultra43	ENSGALG00000013180	2
ENSOANG00000014452	Ultra43	ENSGALG00000013183	2
ENSOANG00000014453	Ultra43	ENSGALG00000013187	2
ENSOANG00000014456	Ultra43	ENSGALG00000013189	2
ENSOANG00000014458	Ultra43	ENSGALG00000013124	2
ENSOANG00000014461	Ultra43	ENSGALG00000013149	2
ENSOANG00000014462	Ultra202	ENSGALG00000010026	3
ENSOANG00000014463	Ultra202	ENSGALG00000017392	3
ENSOANG00000014464	Ultra43	ENSGALG00000022909	2
ENSOANG00000014466	Ultra202	ENSGALG00000008979	3
ENSOANG00000014467	Ultra202	ENSGALG00000032529	3
ENSOANG00000014468	Ultra202	ENSGALG00000008998	3
ENSOANG00000014469	X1	ENSGALG00000003169	11
ENSOANG00000014470	Ultra202	ENSGALG00000009007	3
ENSOANG00000014471	Ultra202	ENSGALG00000009024	3
ENSOANG00000014473	Ultra202	ENSGALG00000009034	3
ENSOANG00000014477	Contig34046	ENSGALG00000042317	1
ENSOANG00000014478	12	ENSGALG00000009554	4
