Mouse	ChrMouse	Chicken	ChrChicken
ENSMUSG00000041974	16	ENSGALG00000015226	2
ENSMUSG00000041975	2	ENSGALG00000009564	7
ENSMUSG00000041977	3	ENSGALG00000039163	25
ENSMUSG00000041986	9	ENSGALG00000017169	1
ENSMUSG00000041992	12	ENSGALG00000034024	2
ENSMUSG00000041997	2	ENSGALG00000009569	7
ENSMUSG00000042002	5	ENSGALG00000005062	15
ENSMUSG00000042010	5	ENSGALG00000005043	15
ENSMUSG00000042015	13	ENSGALG00000004350	Z
ENSMUSG00000042029	12	ENSGALG00000006525	2
ENSMUSG00000042032	11	ENSGALG00000001750	13
ENSMUSG00000042035	3	ENSGALG00000036738	1
ENSMUSG00000042042	6	ENSGALG00000002543	6
ENSMUSG00000042043	13	ENSGALG00000004353	Z
ENSMUSG00000042045	9	ENSGALG00000017168	1
ENSMUSG00000042046	1	ENSGALG00000041123	26
ENSMUSG00000042055	7	ENSGALG00000035013	6
ENSMUSG00000042064	2	ENSGALG00000009602	7
ENSMUSG00000042066	1	ENSGALG00000034281	26
ENSMUSG00000042073	9	ENSGALG00000038589	12
ENSMUSG00000042078	5	ENSGALG00000034278	15
ENSMUSG00000042082	13	ENSGALG00000004438	Z
ENSMUSG00000042096	5	ENSGALG00000043053	15
ENSMUSG00000042099	17	ENSGALG00000000621	28
ENSMUSG00000042102	13	ENSGALG00000004491	Z
ENSMUSG00000042105	7	ENSGALG00000009445	6
ENSMUSG00000042106	9	ENSGALG00000035777	12
ENSMUSG00000042109	15	ENSGALG00000030101	1
ENSMUSG00000042115	1	ENSGALG00000000684	26
ENSMUSG00000042116	4	ENSGALG00000001527	21
ENSMUSG00000042121	5	ENSGALG00000004928	15
ENSMUSG00000042133	2	ENSGALG00000009839	7
ENSMUSG00000042138	9	ENSGALG00000043163	24
ENSMUSG00000042148	11	ENSGALG00000001375	18
ENSMUSG00000042155	2	ENSGALG00000020737	7
ENSMUSG00000042156	14	ENSGALG00000016895	1
ENSMUSG00000042167	13	ENSGALG00000014810	Z
ENSMUSG00000042182	1	ENSGALG00000016283	3
ENSMUSG00000042185	9	ENSGALG00000001306	24
ENSMUSG00000042189	11	ENSGALG00000001348	18
ENSMUSG00000042190	5	ENSGALG00000035182	15
ENSMUSG00000042195	9	ENSGALG00000017167	1
ENSMUSG00000042197	1	ENSGALG00000016282	3
ENSMUSG00000042198	4	ENSGALG00000043676	2
ENSMUSG00000042202	4	ENSGALG00000001374	21
ENSMUSG00000042203	17	ENSGALG00000039130	26
ENSMUSG00000042207	1	ENSGALG00000038948	26
ENSMUSG00000042208	11	ENSGALG00000007825	3
ENSMUSG00000042211	18	ENSGALG00000038627	13
ENSMUSG00000042213	6	ENSGALG00000005893	6
ENSMUSG00000042216	5	ENSGALG00000005379	15
ENSMUSG00000042219	7	ENSGALG00000030885	1
ENSMUSG00000042225	X	ENSGALG00000008074	4
ENSMUSG00000042228	4	ENSGALG00000042321	2
ENSMUSG00000042229	1	ENSGALG00000000436	26
ENSMUSG00000042240	5	ENSGALG00000026086	15
ENSMUSG00000042246	7	ENSGALG00000006889	14
ENSMUSG00000042249	5	ENSGALG00000037097	15
ENSMUSG00000042251	1	ENSGALG00000000724	26
ENSMUSG00000042254	9	ENSGALG00000007358	10
ENSMUSG00000042256	17	ENSGALG00000016726	3
ENSMUSG00000042258	13	ENSGALG00000014884	Z
ENSMUSG00000042268	1	ENSGALG00000000745	26
ENSMUSG00000042272	2	ENSGALG00000009031	7
ENSMUSG00000042275	13	ENSGALG00000034847	Z
ENSMUSG00000042284	13	ENSGALG00000014891	Z
ENSMUSG00000042289	7	ENSGALG00000045366	19
ENSMUSG00000042292	15	ENSGALG00000012024	1
ENSMUSG00000042298	11	ENSGALG00000004416	19
ENSMUSG00000042303	15	ENSGALG00000012033	1
ENSMUSG00000042305	1	ENSGALG00000000223	26
ENSMUSG00000042306	3	ENSGALG00000042721	25
ENSMUSG00000042312	3	ENSGALG00000046614	25
ENSMUSG00000042320	12	ENSGALG00000023113	5
ENSMUSG00000042323	14	ENSGALG00000037455	12
ENSMUSG00000042328	5	ENSGALG00000005595	15
ENSMUSG00000042331	11	ENSGALG00000004400	19
ENSMUSG00000042345	17	ENSGALG00000016173	1
ENSMUSG00000042348	13	ENSGALG00000014911	Z
ENSMUSG00000042349	1	ENSGALG00000013356	26
ENSMUSG00000042350	12	ENSGALG00000010270	5
ENSMUSG00000042351	15	ENSGALG00000012056	1
ENSMUSG00000042354	14	ENSGALG00000001613	12
ENSMUSG00000042359	2	ENSGALG00000009172	7
ENSMUSG00000042364	13	ENSGALG00000014914	Z
ENSMUSG00000042367	4	ENSGALG00000028424	23
ENSMUSG00000042369	2	ENSGALG00000009202	7
ENSMUSG00000042371	11	ENSGALG00000005083	14
ENSMUSG00000042372	19	ENSGALG00000010161	Z
ENSMUSG00000042377	11	ENSGALG00000005087	14
ENSMUSG00000042379	13	ENSGALG00000027707	Z
ENSMUSG00000042380	4	ENSGALG00000030261	23
ENSMUSG00000042388	4	ENSGALG00000032980	23
ENSMUSG00000042389	6	ENSGALG00000004981	12
ENSMUSG00000042390	3	ENSGALG00000038200	AADN04000896.1
ENSMUSG00000042396	9	ENSGALG00000007017	24
ENSMUSG00000042401	19	ENSGALG00000017378	6
ENSMUSG00000042406	15	ENSGALG00000012135	1
ENSMUSG00000042410	2	ENSGALG00000009236	7
ENSMUSG00000042414	1	ENSGALG00000033439	2
ENSMUSG00000042417	13	ENSGALG00000028595	Z
ENSMUSG00000042425	X	ENSGALG00000030610	4
ENSMUSG00000042426	13	ENSGALG00000014700	Z
ENSMUSG00000042428	15	ENSGALG00000036743	1
ENSMUSG00000042429	1	ENSGALG00000000168	26
ENSMUSG00000042444	9	ENSGALG00000004204	10
ENSMUSG00000042446	4	ENSGALG00000002499	23
ENSMUSG00000042447	6	ENSGALG00000010699	2
ENSMUSG00000042453	5	ENSGALG00000008193	1
ENSMUSG00000042460	6	ENSGALG00000009752	2
ENSMUSG00000042472	12	ENSGALG00000010193	5
ENSMUSG00000042473	X	ENSGALG00000009040	4
ENSMUSG00000042477	4	ENSGALG00000039497	23
ENSMUSG00000042485	14	ENSGALG00000001709	12
ENSMUSG00000042487	9	ENSGALG00000004696	10
ENSMUSG00000042489	4	ENSGALG00000002346	23
ENSMUSG00000042496	9	ENSGALG00000033660	24
ENSMUSG00000042498	X	ENSGALG00000008990	4
ENSMUSG00000042499	2	ENSGALG00000039629	7
ENSMUSG00000042500	4	ENSGALG00000039713	23
ENSMUSG00000042501	1	ENSGALG00000041918	2
ENSMUSG00000042505	6	ENSGALG00000027620	2
ENSMUSG00000042507	12	ENSGALG00000009282	5
ENSMUSG00000042510	1	ENSGALG00000001091	26
ENSMUSG00000042514	18	ENSGALG00000036969	2
ENSMUSG00000042520	3	ENSGALG00000024094	25
ENSMUSG00000042523	12	ENSGALG00000028568	5
ENSMUSG00000042524	15	ENSGALG00000028230	1
ENSMUSG00000042529	11	ENSGALG00000004721	14
ENSMUSG00000042532	19	ENSGALG00000031372	6
ENSMUSG00000042535	15	ENSGALG00000030783	1
ENSMUSG00000042541	6	ENSGALG00000009733	2
ENSMUSG00000042548	2	ENSGALG00000006612	20
ENSMUSG00000042557	9	ENSGALG00000001644	10
ENSMUSG00000042558	4	ENSGALG00000002304	23
ENSMUSG00000042569	11	ENSGALG00000004759	14
ENSMUSG00000042570	10	ENSGALG00000001108	28
ENSMUSG00000042572	3	ENSGALG00000029450	25
ENSMUSG00000042581	1	ENSGALG00000012362	7
ENSMUSG00000042589	5	ENSGALG00000004598	15
ENSMUSG00000042590	13	ENSGALG00000014740	Z
ENSMUSG00000042594	5	ENSGALG00000004610	15
ENSMUSG00000042595	X	ENSGALG00000008872	4
ENSMUSG00000042596	1	ENSGALG00000019842	3
ENSMUSG00000042599	6	ENSGALG00000035108	1
ENSMUSG00000042604	2	ENSGALG00000012142	5
ENSMUSG00000042605	5	ENSGALG00000004625	15
ENSMUSG00000042608	4	ENSGALG00000032925	23
ENSMUSG00000042616	4	ENSGALG00000002123	23
ENSMUSG00000042626	3	ENSGALG00000039775	25
ENSMUSG00000042628	12	ENSGALG00000009338	5
ENSMUSG00000042631	2	ENSGALG00000006467	20
ENSMUSG00000042632	15	ENSGALG00000012281	1
ENSMUSG00000042638	6	ENSGALG00000011838	1
ENSMUSG00000042641	1	ENSGALG00000045488	8
ENSMUSG00000042642	3	ENSGALG00000027700	25
ENSMUSG00000042650	11	ENSGALG00000043693	14
ENSMUSG00000042659	7	ENSGALG00000007012	10
ENSMUSG00000042660	18	ENSGALG00000029199	13
ENSMUSG00000042662	2	ENSGALG00000021017	20
ENSMUSG00000042670	2	ENSGALG00000012128	5
ENSMUSG00000042671	1	ENSGALG00000026263	8
ENSMUSG00000042677	4	ENSGALG00000002021	23
ENSMUSG00000042678	11	ENSGALG00000004978	14
ENSMUSG00000042680	18	ENSGALG00000015181	2
ENSMUSG00000042682	14	ENSGALG00000005391	12
ENSMUSG00000042684	1	ENSGALG00000004614	8
ENSMUSG00000042686	1	ENSGALG00000035845	2
ENSMUSG00000042688	9	ENSGALG00000031448	10
ENSMUSG00000042694	19	ENSGALG00000008304	6
ENSMUSG00000042705	18	ENSGALG00000002308	Z
ENSMUSG00000042707	4	ENSGALG00000001996	23
ENSMUSG00000042709	11	ENSGALG00000004926	14
ENSMUSG00000042717	6	ENSGALG00000009435	1
ENSMUSG00000042719	5	ENSGALG00000041821	15
ENSMUSG00000042724	12	ENSGALG00000037326	5
ENSMUSG00000042726	5	ENSGALG00000043208	15
ENSMUSG00000042734	12	ENSGALG00000017652	5
ENSMUSG00000042737	3	ENSGALG00000036396	AADN04012585.1
ENSMUSG00000042742	6	ENSGALG00000009440	1
ENSMUSG00000042743	13	ENSGALG00000014768	Z
ENSMUSG00000042744	5	ENSGALG00000032685	15
ENSMUSG00000042745	2	ENSGALG00000034661	20
ENSMUSG00000042747	3	ENSGALG00000041063	AADN04006406.1
ENSMUSG00000042751	1	ENSGALG00000004642	8
ENSMUSG00000042757	9	ENSGALG00000036412	2
ENSMUSG00000042763	4	ENSGALG00000001653	23
ENSMUSG00000042770	6	ENSGALG00000011798	1
ENSMUSG00000042772	1	ENSGALG00000004667	8
ENSMUSG00000042787	9	ENSGALG00000006153	2
ENSMUSG00000042790	9	ENSGALG00000036993	24
ENSMUSG00000042793	1	ENSGALG00000000568	26
ENSMUSG00000042797	7	ENSGALG00000031734	1
ENSMUSG00000042800	1	ENSGALG00000029245	8
ENSMUSG00000042804	4	ENSGALG00000032060	21
ENSMUSG00000042807	1	ENSGALG00000007944	7
ENSMUSG00000042808	12	ENSGALG00000042031	5
ENSMUSG00000042812	8	ENSGALG00000034111	11
ENSMUSG00000042817	5	ENSGALG00000035726	1
ENSMUSG00000042821	2	ENSGALG00000008018	20
ENSMUSG00000042834	18	ENSGALG00000027891	Z
ENSMUSG00000042846	10	ENSGALG00000002864	6
ENSMUSG00000042861	3	ENSGALG00000000441	26
ENSMUSG00000042870	8	ENSGALG00000012552	1
ENSMUSG00000042873	6	ENSGALG00000037636	12
ENSMUSG00000042895	15	ENSGALG00000041043	2
ENSMUSG00000042903	X	ENSGALG00000005658	4
ENSMUSG00000042942	18	ENSGALG00000014935	2
ENSMUSG00000042961	15	ENSGALG00000003726	Z
ENSMUSG00000042978	7	ENSGALG00000014179	14
ENSMUSG00000042985	5	ENSGALG00000046288	19
ENSMUSG00000042988	11	ENSGALG00000002900	18
ENSMUSG00000042992	6	ENSGALG00000040393	1
ENSMUSG00000042997	3	ENSGALG00000017037	1
ENSMUSG00000043003	4	ENSGALG00000012576	Z
ENSMUSG00000043004	14	ENSGALG00000027629	5
ENSMUSG00000043008	16	ENSGALG00000002263	9
ENSMUSG00000043013	9	ENSGALG00000038618	10
ENSMUSG00000043015	1	ENSGALG00000040817	7
ENSMUSG00000043019	1	ENSGALG00000004806	8
ENSMUSG00000043020	3	ENSGALG00000008696	8
ENSMUSG00000043029	11	ENSGALG00000004660	19
ENSMUSG00000043036	5	ENSGALG00000044894	15
ENSMUSG00000043051	8	ENSGALG00000039349	3
ENSMUSG00000043059	5	ENSGALG00000016516	3
ENSMUSG00000043065	16	ENSGALG00000045606	1
ENSMUSG00000043068	8	ENSGALG00000043572	3
ENSMUSG00000043079	18	ENSGALG00000027330	13
ENSMUSG00000043088	6	ENSGALG00000038663	12
ENSMUSG00000043099	11	ENSGALG00000042077	19
ENSMUSG00000043110	2	ENSGALG00000008815	3
ENSMUSG00000043131	6	ENSGALG00000039203	22
ENSMUSG00000043153	12	ENSGALG00000010795	2
ENSMUSG00000043154	9	ENSGALG00000034512	9
ENSMUSG00000043155	4	ENSGALG00000023348	8
ENSMUSG00000043157	14	ENSGALG00000022733	1
ENSMUSG00000043162	6	ENSGALG00000039869	4
ENSMUSG00000043183	13	ENSGALG00000003377	13
ENSMUSG00000043190	13	ENSGALG00000014673	Z
ENSMUSG00000043207	4	ENSGALG00000000855	23
ENSMUSG00000043219	6	ENSGALG00000028908	2
ENSMUSG00000043230	1	ENSGALG00000005118	9
ENSMUSG00000043241	2	ENSGALG00000033772	1
ENSMUSG00000043251	8	ENSGALG00000001702	11
ENSMUSG00000043252	4	ENSGALG00000042599	2
ENSMUSG00000043257	4	ENSGALG00000039883	23
ENSMUSG00000043259	10	ENSGALG00000031305	6
ENSMUSG00000043262	7	ENSGALG00000006342	5
ENSMUSG00000043284	11	ENSGALG00000004749	14
ENSMUSG00000043286	17	ENSGALG00000000477	26
ENSMUSG00000043289	9	ENSGALG00000041938	3
ENSMUSG00000043298	6	ENSGALG00000011743	1
ENSMUSG00000043301	16	ENSGALG00000016054	1
ENSMUSG00000043323	5	ENSGALG00000002205	15
ENSMUSG00000043336	16	ENSGALG00000015271	1
ENSMUSG00000043342	2	ENSGALG00000027513	7
ENSMUSG00000043366	7	ENSGALG00000044591	1
ENSMUSG00000043388	5	ENSGALG00000003569	14
ENSMUSG00000043391	16	ENSGALG00000041631	9
ENSMUSG00000043410	5	ENSGALG00000006091	8
ENSMUSG00000043411	4	ENSGALG00000030857	21
ENSMUSG00000043415	2	ENSGALG00000026426	2
ENSMUSG00000043418	14	ENSGALG00000002307	6
ENSMUSG00000043441	3	ENSGALG00000010337	9
ENSMUSG00000043445	17	ENSGALG00000005888	14
ENSMUSG00000043448	11	ENSGALG00000005331	2
ENSMUSG00000043456	7	ENSGALG00000035602	11
ENSMUSG00000043460	15	ENSGALG00000012446	1
ENSMUSG00000043463	X	ENSGALG00000004918	4
ENSMUSG00000043467	1	ENSGALG00000004597	8
ENSMUSG00000043496	6	ENSGALG00000011145	2
ENSMUSG00000043501	15	ENSGALG00000003213	1
ENSMUSG00000043510	5	ENSGALG00000005706	15
ENSMUSG00000043518	X	ENSGALG00000016538	1
ENSMUSG00000043531	19	ENSGALG00000008465	6
ENSMUSG00000043535	2	ENSGALG00000003661	17
ENSMUSG00000043542	3	ENSGALG00000035932	2
ENSMUSG00000043556	15	ENSGALG00000031947	2
ENSMUSG00000043557	17	ENSGALG00000010145	3
ENSMUSG00000043572	4	ENSGALG00000010789	8
ENSMUSG00000043587	9	ENSGALG00000029102	9
ENSMUSG00000043621	4	ENSGALG00000023708	21
ENSMUSG00000043629	1	ENSGALG00000033017	7
ENSMUSG00000043631	13	ENSGALG00000004695	12
ENSMUSG00000043635	5	ENSGALG00000011623	4
ENSMUSG00000043639	19	ENSGALG00000008697	6
ENSMUSG00000043659	9	ENSGALG00000041820	2
ENSMUSG00000043664	8	ENSGALG00000025766	28
ENSMUSG00000043670	10	ENSGALG00000026955	28
ENSMUSG00000043671	7	ENSGALG00000004559	11
ENSMUSG00000043673	12	ENSGALG00000016470	3
ENSMUSG00000043702	14	ENSGALG00000005620	12
ENSMUSG00000043705	17	ENSGALG00000020084	3
ENSMUSG00000043716	1	ENSGALG00000035252	2
ENSMUSG00000043733	5	ENSGALG00000004821	15
ENSMUSG00000043760	1	ENSGALG00000042136	3
ENSMUSG00000043789	19	ENSGALG00000043089	5
ENSMUSG00000043811	16	ENSGALG00000007732	15
ENSMUSG00000043822	10	ENSGALG00000024298	28
ENSMUSG00000043831	7	ENSGALG00000007092	10
ENSMUSG00000043850	3	ENSGALG00000010384	9
ENSMUSG00000043857	11	ENSGALG00000001740	18
ENSMUSG00000043885	9	ENSGALG00000017227	1
ENSMUSG00000043895	9	ENSGALG00000046048	KQ759557.1
ENSMUSG00000043909	2	ENSGALG00000042201	10
ENSMUSG00000043913	5	ENSGALG00000046262	15
ENSMUSG00000043923	9	ENSGALG00000007689	24
ENSMUSG00000043924	4	ENSGALG00000030900	23
ENSMUSG00000043929	X	ENSGALG00000016345	1
ENSMUSG00000043962	4	ENSGALG00000002144	23
ENSMUSG00000043969	19	ENSGALG00000009302	6
ENSMUSG00000043972	17	ENSGALG00000016725	3
ENSMUSG00000043987	9	ENSGALG00000007310	24
ENSMUSG00000043991	18	ENSGALG00000029387	13
ENSMUSG00000043998	12	ENSGALG00000031212	5
ENSMUSG00000043999	11	ENSGALG00000008165	3
ENSMUSG00000044006	8	ENSGALG00000037011	28
ENSMUSG00000044014	8	ENSGALG00000009499	4
ENSMUSG00000044017	5	ENSGALG00000002557	15
ENSMUSG00000044018	4	ENSGALG00000015543	Z
ENSMUSG00000044024	18	ENSGALG00000026638	13
ENSMUSG00000044026	19	ENSGALG00000041456	6
ENSMUSG00000044033	2	ENSGALG00000020788	7
ENSMUSG00000044034	11	ENSGALG00000044431	18
ENSMUSG00000044037	9	ENSGALG00000005430	2
ENSMUSG00000044042	2	ENSGALG00000009723	5
ENSMUSG00000044052	11	ENSGALG00000028519	27
ENSMUSG00000044055	1	ENSGALG00000041744	9
ENSMUSG00000044066	11	ENSGALG00000008787	3
ENSMUSG00000044071	10	ENSGALG00000019361	1
ENSMUSG00000044080	3	ENSGALG00000034458	25
ENSMUSG00000044086	6	ENSGALG00000018946	12
ENSMUSG00000044098	3	ENSGALG00000001860	26
ENSMUSG00000044117	16	ENSGALG00000006456	14
ENSMUSG00000044122	11	ENSGALG00000030512	19
ENSMUSG00000044134	5	ENSGALG00000041153	15
ENSMUSG00000044147	12	ENSGALG00000026944	5
ENSMUSG00000044149	X	ENSGALG00000008645	4
ENSMUSG00000044150	X	ENSGALG00000016418	1
ENSMUSG00000044155	6	ENSGALG00000009110	1
ENSMUSG00000044156	6	ENSGALG00000009482	2
ENSMUSG00000044162	6	ENSGALG00000011961	4
ENSMUSG00000044164	13	ENSGALG00000012700	2
ENSMUSG00000044167	3	ENSGALG00000017034	1
ENSMUSG00000044177	11	ENSGALG00000007367	18
ENSMUSG00000044197	5	ENSGALG00000004058	14
ENSMUSG00000044199	10	ENSGALG00000013371	28
ENSMUSG00000044206	X	ENSGALG00000044799	4
ENSMUSG00000044216	15	ENSGALG00000012254	1
ENSMUSG00000044217	15	ENSGALG00000041878	33
ENSMUSG00000044220	19	ENSGALG00000030932	6
ENSMUSG00000044224	15	ENSGALG00000003387	Z
ENSMUSG00000044231	13	ENSGALG00000012688	2
ENSMUSG00000044244	9	ENSGALG00000013169	14
ENSMUSG00000044252	18	ENSGALG00000015086	2
ENSMUSG00000044288	4	ENSGALG00000037511	3
ENSMUSG00000044308	2	ENSGALG00000009608	7
ENSMUSG00000044312	10	ENSGALG00000034810	6
ENSMUSG00000044313	3	ENSGALG00000015006	1
ENSMUSG00000044337	1	ENSGALG00000021031	7
ENSMUSG00000044338	2	ENSGALG00000004841	5
ENSMUSG00000044340	1	ENSGALG00000012888	2
ENSMUSG00000044345	19	ENSGALG00000032206	6
ENSMUSG00000044350	14	ENSGALG00000016969	1
ENSMUSG00000044352	11	ENSGALG00000040802	13
ENSMUSG00000044359	X	ENSGALG00000004346	4
ENSMUSG00000044362	7	ENSGALG00000037520	1
ENSMUSG00000044375	17	ENSGALG00000009007	3
ENSMUSG00000044378	6	ENSGALG00000013097	1
ENSMUSG00000044390	19	ENSGALG00000043930	2
ENSMUSG00000044393	18	ENSGALG00000015142	2
ENSMUSG00000044408	12	ENSGALG00000025755	5
ENSMUSG00000044442	16	ENSGALG00000015802	1
ENSMUSG00000044444	13	ENSGALG00000009457	3
ENSMUSG00000044456	12	ENSGALG00000010806	5
ENSMUSG00000044461	14	ENSGALG00000043035	1
ENSMUSG00000044465	7	ENSGALG00000003416	1
ENSMUSG00000044468	3	ENSGALG00000014453	1
ENSMUSG00000044469	17	ENSGALG00000004266	28
ENSMUSG00000044475	10	ENSGALG00000026019	6
ENSMUSG00000044477	17	ENSGALG00000010134	3
ENSMUSG00000044496	4	ENSGALG00000004533	21
ENSMUSG00000044499	10	ENSGALG00000026594	3
ENSMUSG00000044502	11	ENSGALG00000039995	13
ENSMUSG00000044518	4	ENSGALG00000026252	Z
ENSMUSG00000044519	14	ENSGALG00000005975	6
ENSMUSG00000044526	17	ENSGALG00000038164	28
ENSMUSG00000044534	9	ENSGALG00000005305	2
ENSMUSG00000044548	12	ENSGALG00000012023	5
ENSMUSG00000044573	12	ENSGALG00000016363	3
ENSMUSG00000044576	5	ENSGALG00000032753	3
ENSMUSG00000044583	X	ENSGALG00000016590	1
ENSMUSG00000044600	8	ENSGALG00000043456	28
ENSMUSG00000044617	10	ENSGALG00000035502	33
ENSMUSG00000044626	16	ENSGALG00000038601	9
ENSMUSG00000044628	2	ENSGALG00000008911	17
ENSMUSG00000044629	11	ENSGALG00000008757	3
ENSMUSG00000044636	15	ENSGALG00000032004	KQ759546.1
ENSMUSG00000044641	2	ENSGALG00000007994	20
ENSMUSG00000044646	18	ENSGALG00000033408	Z
ENSMUSG00000044647	2	ENSGALG00000010971	7
ENSMUSG00000044667	3	ENSGALG00000025896	8
ENSMUSG00000044674	5	ENSGALG00000009064	2
ENSMUSG00000044700	4	ENSGALG00000002527	21
ENSMUSG00000044702	7	ENSGALG00000006078	14
ENSMUSG00000044707	11	ENSGALG00000040152	13
ENSMUSG00000044712	12	ENSGALG00000011893	5
ENSMUSG00000044715	12	ENSGALG00000011088	5
ENSMUSG00000044716	5	ENSGALG00000015615	4
ENSMUSG00000044763	16	ENSGALG00000015328	1
ENSMUSG00000044768	1	ENSGALG00000027512	Z
ENSMUSG00000044770	10	ENSGALG00000015309	3
ENSMUSG00000044772	14	ENSGALG00000007288	12
ENSMUSG00000044788	11	ENSGALG00000029445	18
ENSMUSG00000044791	9	ENSGALG00000042051	2
ENSMUSG00000044813	4	ENSGALG00000026811	Z
ENSMUSG00000044847	11	ENSGALG00000038954	13
ENSMUSG00000044857	17	ENSGALG00000002870	26
ENSMUSG00000044894	11	ENSGALG00000028302	13
ENSMUSG00000044912	12	ENSGALG00000011861	5
ENSMUSG00000044921	10	ENSGALG00000027633	1
ENSMUSG00000044927	6	ENSGALG00000037991	12
ENSMUSG00000044933	15	ENSGALG00000012457	1
ENSMUSG00000044934	13	ENSGALG00000012629	Z
ENSMUSG00000044938	9	ENSGALG00000016309	3
ENSMUSG00000044948	19	ENSGALG00000038606	6
ENSMUSG00000044949	11	ENSGALG00000037395	13
ENSMUSG00000044950	11	ENSGALG00000038202	13
ENSMUSG00000044951	13	ENSGALG00000012845	2
ENSMUSG00000044952	7	ENSGALG00000017268	1
ENSMUSG00000044957	17	ENSGALG00000044362	2
ENSMUSG00000044966	11	ENSGALG00000008753	3
ENSMUSG00000044968	5	ENSGALG00000008285	1
ENSMUSG00000044976	9	ENSGALG00000004545	10
ENSMUSG00000044982	18	ENSGALG00000040113	9
ENSMUSG00000044986	15	ENSGALG00000012488	1
ENSMUSG00000044988	13	ENSGALG00000032978	1
ENSMUSG00000045005	1	ENSGALG00000034101	7
ENSMUSG00000045019	17	ENSGALG00000001592	28
ENSMUSG00000045031	3	ENSGALG00000026741	4
ENSMUSG00000045034	13	ENSGALG00000044727	Z
ENSMUSG00000045038	17	ENSGALG00000010000	3
ENSMUSG00000045053	17	ENSGALG00000009919	3
ENSMUSG00000045064	12	ENSGALG00000010309	5
ENSMUSG00000045071	4	ENSGALG00000023083	Z
ENSMUSG00000045078	5	ENSGALG00000004629	14
ENSMUSG00000045083	4	ENSGALG00000001869	Z
ENSMUSG00000045091	1	ENSGALG00000006436	9
ENSMUSG00000045092	3	ENSGALG00000005208	8
ENSMUSG00000045094	18	ENSGALG00000039652	13
ENSMUSG00000045095	6	ENSGALG00000007431	12
ENSMUSG00000045098	19	ENSGALG00000014152	5
ENSMUSG00000045100	6	ENSGALG00000007467	12
ENSMUSG00000045102	5	ENSGALG00000015692	4
ENSMUSG00000045103	X	ENSGALG00000016281	1
ENSMUSG00000045106	2	ENSGALG00000012103	5
ENSMUSG00000045107	14	ENSGALG00000028573	3
ENSMUSG00000045114	7	ENSGALG00000031961	AADN04021325.1
ENSMUSG00000045140	11	ENSGALG00000023554	19
ENSMUSG00000045174	1	ENSGALG00000041501	9
ENSMUSG00000045176	11	ENSGALG00000028145	3
ENSMUSG00000045180	X	ENSGALG00000030802	1
ENSMUSG00000045193	10	ENSGALG00000030918	28
ENSMUSG00000045201	14	ENSGALG00000011314	2
ENSMUSG00000045205	4	ENSGALG00000039222	2
ENSMUSG00000045210	1	ENSGALG00000042883	2
ENSMUSG00000045211	14	ENSGALG00000029448	AADN04006881.1
ENSMUSG00000045215	18	ENSGALG00000015196	2
ENSMUSG00000045237	X	ENSGALG00000009128	4
ENSMUSG00000045246	8	ENSGALG00000005502	11
ENSMUSG00000045248	8	ENSGALG00000027132	28
ENSMUSG00000045257	17	ENSGALG00000040307	3
ENSMUSG00000045273	13	ENSGALG00000014788	Z
ENSMUSG00000045275	16	ENSGALG00000016125	1
ENSMUSG00000045281	15	ENSGALG00000041730	2
ENSMUSG00000045287	11	ENSGALG00000021589	19
ENSMUSG00000045288	11	ENSGALG00000038769	18
ENSMUSG00000045294	5	ENSGALG00000017394	2
ENSMUSG00000045302	5	ENSGALG00000029369	3
ENSMUSG00000045312	13	ENSGALG00000004437	Z
ENSMUSG00000045316	17	ENSGALG00000024041	14
ENSMUSG00000045318	5	ENSGALG00000015608	4
ENSMUSG00000045319	2	ENSGALG00000006700	1
ENSMUSG00000045326	3	ENSGALG00000001983	8
ENSMUSG00000045333	8	ENSGALG00000003891	11
ENSMUSG00000045349	4	ENSGALG00000044997	21
ENSMUSG00000045374	11	ENSGALG00000026822	19
ENSMUSG00000045377	11	ENSGALG00000001534	21
ENSMUSG00000045382	1	ENSGALG00000012357	7
ENSMUSG00000045394	17	ENSGALG00000008969	3
ENSMUSG00000045404	12	ENSGALG00000010672	5
ENSMUSG00000045414	9	ENSGALG00000002347	9
ENSMUSG00000045435	5	ENSGALG00000008330	1
ENSMUSG00000045438	5	ENSGALG00000027698	14
ENSMUSG00000045441	6	ENSGALG00000025851	4
ENSMUSG00000045467	7	ENSGALG00000020921	10
ENSMUSG00000045471	11	ENSGALG00000011485	27
ENSMUSG00000045482	5	ENSGALG00000003596	14
ENSMUSG00000045493	2	ENSGALG00000005718	20
ENSMUSG00000045515	1	ENSGALG00000033739	1
ENSMUSG00000045518	10	ENSGALG00000028081	28
ENSMUSG00000045532	11	ENSGALG00000028031	27
ENSMUSG00000045538	8	ENSGALG00000003415	11
ENSMUSG00000045555	10	ENSGALG00000041120	3
ENSMUSG00000045569	18	ENSGALG00000035569	2
ENSMUSG00000045573	4	ENSGALG00000015419	2
ENSMUSG00000045576	3	ENSGALG00000001538	26
ENSMUSG00000045589	4	ENSGALG00000025792	2
ENSMUSG00000045591	10	ENSGALG00000013862	3
ENSMUSG00000045594	9	ENSGALG00000040028	2
ENSMUSG00000045608	15	ENSGALG00000009604	1
ENSMUSG00000045613	6	ENSGALG00000012894	1
ENSMUSG00000045624	2	ENSGALG00000034768	3
ENSMUSG00000045625	16	ENSGALG00000026294	9
