Human	ChrHuman	Platypus	ChrPlatypus
ENSG00000177303	17	ENSOANG00000022340	Contig51641
ENSG00000177311	3	ENSOANG00000000437	Contig8533
ENSG00000177324	X	ENSOANG00000003877	Ultra462
ENSG00000177352	3	ENSOANG00000008128	Contig14357
ENSG00000177354	10	ENSOANG00000002288	Contig3035
ENSG00000177359	12	ENSOANG00000010694	Contig48
ENSG00000177363	11	ENSOANG00000001564	Contig10369
ENSG00000177370	17	ENSOANG00000012675	Ultra69
ENSG00000177380	19	ENSOANG00000000395	Contig22320
ENSG00000177398	21	ENSOANG00000021711	Ultra222
ENSG00000177414	1	ENSOANG00000021175	Contig219
ENSG00000177425	12	ENSOANG00000004728	Ultra127
ENSG00000177426	18	ENSOANG00000014153	Contig3116
ENSG00000177427	17	ENSOANG00000009872	2
ENSG00000177453	5	ENSOANG00000004949	Contig43074
ENSG00000177463	3	ENSOANG00000010886	X1
ENSG00000177468	6	ENSOANG00000014796	2
ENSG00000177469	17	ENSOANG00000004810	Contig10621
ENSG00000177479	3	ENSOANG00000010912	Ultra32
ENSG00000177483	2	ENSOANG00000000913	Contig4711
ENSG00000177485	X	ENSOANG00000002588	Ultra390
ENSG00000177511	18	ENSOANG00000001713	3
ENSG00000177519	2	ENSOANG00000006115	Ultra514
ENSG00000177548	16	ENSOANG00000003014	Contig11044
ENSG00000177551	1	ENSOANG00000009820	Contig11196
ENSG00000177565	3	ENSOANG00000020738	Contig5492
ENSG00000177570	8	ENSOANG00000004272	4
ENSG00000177576	18	ENSOANG00000002911	Contig16366
ENSG00000177600	11	ENSOANG00000021024	Contig67977
ENSG00000177602	17	ENSOANG00000012691	Ultra69
ENSG00000177614	1	ENSOANG00000013735	Contig696
ENSG00000177646	3	ENSOANG00000004841	Contig5768
ENSG00000177663	22	ENSOANG00000020364	Contig29972
ENSG00000177679	7	ENSOANG00000004590	Contig7108
ENSG00000177683	7	ENSOANG00000007047	Contig6101
ENSG00000177688	6	ENSOANG00000008322	Contig1937
ENSG00000177692	21	ENSOANG00000002430	Ultra41
ENSG00000177697	11	ENSOANG00000019740	Contig24967
ENSG00000177706	7	ENSOANG00000007003	2
ENSG00000177707	3	ENSOANG00000012387	Ultra145
ENSG00000177728	17	ENSOANG00000008329	Contig1937
ENSG00000177731	17	ENSOANG00000009871	2
ENSG00000177733	5	ENSOANG00000012169	Contig78727
ENSG00000177791	10	ENSOANG00000014156	Contig1248
ENSG00000177830	11	ENSOANG00000003063	Contig23161
ENSG00000177853	10	ENSOANG00000005145	Ultra97
ENSG00000177879	5	ENSOANG00000005393	Ultra306
ENSG00000177885	17	ENSOANG00000008328	Contig1937
ENSG00000177943	9	ENSOANG00000010204	Contig2738
ENSG00000177947	11	ENSOANG00000020367	Contig16168
ENSG00000177951	11	ENSOANG00000011643	Contig32263
ENSG00000177963	11	ENSOANG00000022023	Contig12399
ENSG00000177981	12	ENSOANG00000029984	Contig25317
ENSG00000178026	22	ENSOANG00000002462	Ultra149
ENSG00000178028	1	ENSOANG00000004736	Contig40681
ENSG00000178031	9	ENSOANG00000009223	X5
ENSG00000178033	6	ENSOANG00000006298	Contig4922
ENSG00000178035	3	ENSOANG00000010907	Ultra32
ENSG00000178053	3	ENSOANG00000002728	Contig2472
ENSG00000178057	3	ENSOANG00000010908	Ultra32
ENSG00000178074	2	ENSOANG00000002096	Contig16799
ENSG00000178075	3	ENSOANG00000004847	Contig3957
ENSG00000178078	19	ENSOANG00000006439	Contig13446
ENSG00000178093	19	ENSOANG00000012214	Contig23833
ENSG00000178104	1	ENSOANG00000003232	Contig3099
ENSG00000178105	11	ENSOANG00000006243	Ultra111
ENSG00000178125	8	ENSOANG00000002318	7
ENSG00000178127	18	ENSOANG00000005310	Ultra688
ENSG00000178149	3	ENSOANG00000010909	Ultra32
ENSG00000178163	4	ENSOANG00000013888	Ultra94
ENSG00000178171	2	ENSOANG00000015826	Contig7170
ENSG00000178172	5	ENSOANG00000009362	X1
ENSG00000178175	5	ENSOANG00000015788	1
ENSG00000178177	4	ENSOANG00000006667	18
ENSG00000178188	16	ENSOANG00000028658	Contig35237
ENSG00000178199	6	ENSOANG00000020837	Contig35756
ENSG00000178217	10	ENSOANG00000010865	3
ENSG00000178222	4	ENSOANG00000022347	Ultra544
ENSG00000178252	3	ENSOANG00000010910	Ultra32
ENSG00000178297	19	ENSOANG00000009199	Ultra266
ENSG00000178301	11	ENSOANG00000009868	Contig2582
ENSG00000178307	17	ENSOANG00000007734	2
ENSG00000178363	10	ENSOANG00000015465	Contig13
ENSG00000178381	7	ENSOANG00000010663	Ultra154
ENSG00000178394	5	ENSOANG00000001075	Ultra307
ENSG00000178395	1	ENSOANG00000001447	Ultra67
ENSG00000178397	7	ENSOANG00000003276	Ultra371
ENSG00000178401	12	ENSOANG00000002644	Contig38224
ENSG00000178404	17	ENSOANG00000028815	Ultra29
ENSG00000178425	6	ENSOANG00000031809	Ultra587
ENSG00000178460	8	ENSOANG00000002316	7
ENSG00000178462	10	ENSOANG00000028378	Contig13
ENSG00000178467	3	ENSOANG00000010911	Ultra32
ENSG00000178498	12	ENSOANG00000008716	Contig50192
ENSG00000178502	17	ENSOANG00000012660	Contig26036
ENSG00000178522	4	ENSOANG00000013691	Ultra362
ENSG00000178531	19	ENSOANG00000010264	Contig3892
ENSG00000178537	3	ENSOANG00000007566	Contig9732
ENSG00000178538	8	ENSOANG00000005040	7
ENSG00000178562	2	ENSOANG00000005207	Contig19869
ENSG00000178568	2	ENSOANG00000007021	7
ENSG00000178573	16	ENSOANG00000004812	Ultra300
ENSG00000178585	1	ENSOANG00000013680	Contig3244
ENSG00000178602	2	ENSOANG00000009404	Ultra476
ENSG00000178605	X	ENSOANG00000014278	Contig37067
ENSG00000178607	17	ENSOANG00000008033	Ultra288
ENSG00000178645	10	ENSOANG00000013227	3
ENSG00000178662	2	ENSOANG00000006221	Ultra514
ENSG00000178685	8	ENSOANG00000013123	Contig18028
ENSG00000178691	17	ENSOANG00000005252	Ultra288
ENSG00000178694	3	ENSOANG00000013666	Contig25955
ENSG00000178695	13	ENSOANG00000004455	Contig18579
ENSG00000178726	20	ENSOANG00000015171	Contig19427
ENSG00000178741	15	ENSOANG00000006532	Ultra494
ENSG00000178750	3	ENSOANG00000000483	Ultra166
ENSG00000178752	2	ENSOANG00000015594	7
ENSG00000178761	15	ENSOANG00000006530	Ultra494
ENSG00000178764	8	ENSOANG00000007853	Contig7525
ENSG00000178772	3	ENSOANG00000015684	7
ENSG00000178773	16	ENSOANG00000006551	Contig19648
ENSG00000178795	11	ENSOANG00000009866	Contig2582
ENSG00000178802	15	ENSOANG00000006529	Ultra494
ENSG00000178804	3	ENSOANG00000003777	Ultra20
ENSG00000178814	8	ENSOANG00000015139	Contig4612
ENSG00000178826	7	ENSOANG00000003503	Ultra450
ENSG00000178852	17	ENSOANG00000021350	Contig5110
ENSG00000178860	8	ENSOANG00000002317	7
ENSG00000178882	12	ENSOANG00000001320	Ultra196
ENSG00000178896	8	ENSOANG00000014904	Contig12137
ENSG00000178904	19	ENSOANG00000002787	Ultra517
ENSG00000178922	1	ENSOANG00000006406	Ultra222
ENSG00000178927	17	ENSOANG00000005216	Ultra428
ENSG00000178950	4	ENSOANG00000011406	Ultra84
ENSG00000178951	19	ENSOANG00000006290	Ultra355
ENSG00000178952	16	ENSOANG00000013114	Contig10479
ENSG00000178965	1	ENSOANG00000002170	Ultra226
ENSG00000178966	9	ENSOANG00000010899	Ultra652
ENSG00000178971	17	ENSOANG00000015490	Contig5482
ENSG00000178997	15	ENSOANG00000029781	Contig1456
ENSG00000179002	1	ENSOANG00000000560	Contig12431
ENSG00000179008	14	ENSOANG00000011859	Contig214
ENSG00000179021	3	ENSOANG00000000490	Ultra166
ENSG00000179023	1	ENSOANG00000015014	Contig25750
ENSG00000179029	17	ENSOANG00000012349	Contig3446
ENSG00000179041	8	ENSOANG00000012348	Contig3446
ENSG00000179051	1	ENSOANG00000006938	5
ENSG00000179055	9	ENSOANG00000002831	Ultra477
ENSG00000179071	11	ENSOANG00000013208	Ultra186
ENSG00000179085	1	ENSOANG00000014159	Contig35201
ENSG00000179094	17	ENSOANG00000007355	Contig26978
ENSG00000179097	3	ENSOANG00000000493	Ultra166
ENSG00000179104	12	ENSOANG00000015210	Ultra443
ENSG00000179111	17	ENSOANG00000022456	Contig6551
ENSG00000179119	11	ENSOANG00000015821	Contig4420
ENSG00000179133	10	ENSOANG00000005692	15
ENSG00000179134	19	ENSOANG00000021189	Contig21721
ENSG00000179151	15	ENSOANG00000021656	Contig7901
ENSG00000179152	3	ENSOANG00000010079	Ultra51
ENSG00000179163	1	ENSOANG00000014238	Contig16439
ENSG00000179178	1	ENSOANG00000008210	Ultra388
ENSG00000179218	19	ENSOANG00000009799	Ultra710
ENSG00000179241	11	ENSOANG00000031345	3
ENSG00000179242	20	ENSOANG00000003373	Ultra337
ENSG00000179262	19	ENSOANG00000009800	Ultra710
ENSG00000179270	2	ENSOANG00000014470	Ultra202
ENSG00000179284	19	ENSOANG00000014160	Contig15217
ENSG00000179295	12	ENSOANG00000006031	Contig3328
ENSG00000179299	4	ENSOANG00000031631	Contig18814
ENSG00000179314	17	ENSOANG00000010100	Ultra42
ENSG00000179335	15	ENSOANG00000007851	Contig21843
ENSG00000179348	3	ENSOANG00000029173	Ultra32
ENSG00000179361	15	ENSOANG00000009382	Ultra494
ENSG00000179364	14	ENSOANG00000030921	Contig22305
ENSG00000179388	8	ENSOANG00000000690	5
ENSG00000179397	1	ENSOANG00000010251	Ultra67
ENSG00000179399	13	ENSOANG00000014924	Ultra284
ENSG00000179407	3	ENSOANG00000006706	Ultra32
ENSG00000179409	17	ENSOANG00000009929	Ultra669
ENSG00000179454	14	ENSOANG00000014002	4
ENSG00000179456	1	ENSOANG00000010257	Ultra67
ENSG00000179476	14	ENSOANG00000014003	4
ENSG00000179477	17	ENSOANG00000001188	Contig20076
ENSG00000179520	12	ENSOANG00000005584	Ultra443
ENSG00000179542	X	ENSOANG00000001080	Contig2780
ENSG00000179546	1	ENSOANG00000008954	Contig16882
ENSG00000179562	7	ENSOANG00000000822	10
ENSG00000179564	3	ENSOANG00000005476	X5
ENSG00000179580	16	ENSOANG00000022490	Ultra353
ENSG00000179583	16	ENSOANG00000007052	Contig8850
ENSG00000179588	16	ENSOANG00000003210	Ultra78
ENSG00000179600	14	ENSOANG00000009096	Contig283
ENSG00000179603	7	ENSOANG00000000818	10
ENSG00000179604	17	ENSOANG00000009567	Contig1435
ENSG00000179632	8	ENSOANG00000014615	Contig12481
ENSG00000179674	3	ENSOANG00000009134	Contig18748
ENSG00000179761	17	ENSOANG00000012643	Ultra69
ENSG00000179774	10	ENSOANG00000001952	Contig18281
ENSG00000179796	3	ENSOANG00000013894	Contig14569
ENSG00000179813	13	ENSOANG00000031313	20
ENSG00000179832	8	ENSOANG00000004925	Contig3146
ENSG00000179833	2	ENSOANG00000012435	Ultra56
ENSG00000179841	14	ENSOANG00000014857	Contig25384
ENSG00000179846	19	ENSOANG00000002035	Contig46518
ENSG00000179855	19	ENSOANG00000013516	Contig12797
ENSG00000179869	7	ENSOANG00000003090	4
ENSG00000179886	8	ENSOANG00000003531	Contig341
ENSG00000179889	16	ENSOANG00000005143	Ultra102
ENSG00000179902	1	ENSOANG00000029505	Contig31130
ENSG00000179913	19	ENSOANG00000002522	Contig23242
ENSG00000179915	2	ENSOANG00000030915	Contig17330
ENSG00000179918	16	ENSOANG00000000363	Ultra484
ENSG00000179933	14	ENSOANG00000009437	Contig13141
ENSG00000179950	8	ENSOANG00000006962	Contig3007
ENSG00000179954	19	ENSOANG00000013311	Contig26042
ENSG00000179958	16	ENSOANG00000012011	Contig6348
ENSG00000179965	16	ENSOANG00000012010	Contig6348
ENSG00000179981	18	ENSOANG00000001135	Contig20177
ENSG00000179988	10	ENSOANG00000001995	Ultra103
ENSG00000180061	19	ENSOANG00000001550	Contig127816
ENSG00000180089	19	ENSOANG00000007431	Contig15528
ENSG00000180096	16	ENSOANG00000005331	Contig4568
ENSG00000180098	1	ENSOANG00000022425	Contig65777
ENSG00000180104	5	ENSOANG00000010181	Ultra474
ENSG00000180113	6	ENSOANG00000008274	Ultra2
ENSG00000180182	X	ENSOANG00000011278	Ultra222
ENSG00000180190	8	ENSOANG00000004691	Ultra101
ENSG00000180198	1	ENSOANG00000001180	Contig7191
ENSG00000180209	16	ENSOANG00000005330	Contig4568
ENSG00000180210	11	ENSOANG00000002767	Ultra7
ENSG00000180228	2	ENSOANG00000008630	Ultra514
ENSG00000180245	4	ENSOANG00000003666	Ultra445
ENSG00000180251	2	ENSOANG00000012242	Ultra187
ENSG00000180263	12	ENSOANG00000006616	Ultra443
ENSG00000180264	9	ENSOANG00000012921	Ultra39
ENSG00000180269	16	ENSOANG00000014307	2
ENSG00000180287	1	ENSOANG00000010267	Ultra67
ENSG00000180304	15	ENSOANG00000013359	Ultra122
ENSG00000180316	6	ENSOANG00000005403	Contig13855
ENSG00000180329	17	ENSOANG00000009536	Contig9096
ENSG00000180332	13	ENSOANG00000015587	Ultra336
ENSG00000180336	17	ENSOANG00000009537	Contig9096
ENSG00000180340	17	ENSOANG00000004982	Contig27111
ENSG00000180347	7	ENSOANG00000013950	Contig33461
ENSG00000180353	3	ENSOANG00000001693	Contig22903
ENSG00000180354	7	ENSOANG00000010830	Ultra231
ENSG00000180357	15	ENSOANG00000013358	Ultra122
ENSG00000180376	3	ENSOANG00000011429	Contig3344
ENSG00000180423	11	ENSOANG00000004814	Contig26037
ENSG00000180440	13	ENSOANG00000015496	Ultra336
ENSG00000180448	19	ENSOANG00000007693	Contig9380
ENSG00000180488	1	ENSOANG00000005105	Ultra486
ENSG00000180530	21	ENSOANG00000008221	Ultra388
ENSG00000180535	7	ENSOANG00000001937	2
ENSG00000180537	6	ENSOANG00000001411	Ultra144
ENSG00000180549	9	ENSOANG00000010141	Contig10302
ENSG00000180592	10	ENSOANG00000005700	15
ENSG00000180611	3	ENSOANG00000004445	7
ENSG00000180616	17	ENSOANG00000004342	Contig34172
ENSG00000180628	10	ENSOANG00000012000	Ultra12
ENSG00000180638	17	ENSOANG00000012711	Ultra69
ENSG00000180660	13	ENSOANG00000015491	Ultra336
ENSG00000180667	1	ENSOANG00000005245	7
ENSG00000180694	8	ENSOANG00000015357	Contig10796
ENSG00000180720	11	ENSOANG00000032180	Contig50180
ENSG00000180730	13	ENSOANG00000009048	Contig59
ENSG00000180758	1	ENSOANG00000001421	Contig22344
ENSG00000180767	3	ENSOANG00000004469	Contig29572
ENSG00000180773	11	ENSOANG00000011707	Ultra29
ENSG00000180785	11	ENSOANG00000000111	Contig11569
ENSG00000180815	X	ENSOANG00000004027	Ultra462
ENSG00000180817	10	ENSOANG00000012149	Ultra287
ENSG00000180818	12	ENSOANG00000013041	Contig14907
ENSG00000180822	6	ENSOANG00000031691	Ultra352
ENSG00000180875	1	ENSOANG00000010275	Ultra67
ENSG00000180879	X	ENSOANG00000031499	Contig55916
ENSG00000180881	12	ENSOANG00000028479	Contig16555
ENSG00000180891	17	ENSOANG00000009719	Contig1744
ENSG00000180900	8	ENSOANG00000006964	Contig3007
ENSG00000180901	17	ENSOANG00000007029	Contig4120
ENSG00000180902	2	ENSOANG00000032070	Contig4673
ENSG00000180914	3	ENSOANG00000007720	Contig3706
ENSG00000180917	16	ENSOANG00000020470	Contig41806
ENSG00000180957	22	ENSOANG00000008826	Ultra252
ENSG00000180979	15	ENSOANG00000005119	Contig16104
ENSG00000180992	6	ENSOANG00000012556	Contig21706
ENSG00000180998	14	ENSOANG00000013954	4
ENSG00000181004	4	ENSOANG00000013636	Contig263
ENSG00000181013	17	ENSOANG00000008743	Ultra324
ENSG00000181019	16	ENSOANG00000005080	11
ENSG00000181031	17	ENSOANG00000002533	Contig665
ENSG00000181035	19	ENSOANG00000001030	Contig7018
ENSG00000181045	17	ENSOANG00000006546	Contig1945
ENSG00000181072	7	ENSOANG00000005015	10
ENSG00000181085	8	ENSOANG00000014961	Contig18979
ENSG00000181090	9	ENSOANG00000009970	Ultra458
ENSG00000181092	3	ENSOANG00000004008	Ultra476
ENSG00000181143	19	ENSOANG00000021113	Contig19884
ENSG00000181163	5	ENSOANG00000007792	X1
ENSG00000181192	10	ENSOANG00000015423	Contig13
ENSG00000181195	8	ENSOANG00000006273	7
ENSG00000181220	7	ENSOANG00000015267	Contig1664
ENSG00000181222	17	ENSOANG00000003303	Contig11955
ENSG00000181234	12	ENSOANG00000009947	2
ENSG00000181264	11	ENSOANG00000007199	Contig6802
ENSG00000181291	17	ENSOANG00000021256	Contig17824
ENSG00000181322	3	ENSOANG00000015676	Ultra112
ENSG00000181323	17	ENSOANG00000020620	Contig33353
ENSG00000181333	11	ENSOANG00000005152	Contig17609
ENSG00000181355	6	ENSOANG00000007182	Ultra474
ENSG00000181378	2	ENSOANG00000030968	Contig24419
ENSG00000181392	19	ENSOANG00000003716	Ultra613
ENSG00000181396	17	ENSOANG00000000392	Contig20454
ENSG00000181408	17	ENSOANG00000014173	Contig104987
ENSG00000181449	3	ENSOANG00000004458	Ultra347
ENSG00000181458	3	ENSOANG00000007523	Contig14
ENSG00000181472	6	ENSOANG00000003326	3
ENSG00000181481	17	ENSOANG00000008031	Ultra288
ENSG00000181541	4	ENSOANG00000005277	Ultra539
ENSG00000181544	X	ENSOANG00000002602	Ultra462
ENSG00000181588	19	ENSOANG00000011764	Contig3564
ENSG00000181609	11	ENSOANG00000011042	Contig28859
ENSG00000181610	17	ENSOANG00000009720	Contig1744
ENSG00000181631	3	ENSOANG00000013417	Contig12330
ENSG00000181634	9	ENSOANG00000010615	4
ENSG00000181649	11	ENSOANG00000010715	Contig17670
ENSG00000181690	8	ENSOANG00000005503	7
ENSG00000181704	X	ENSOANG00000030251	Contig11027
ENSG00000181733	19	ENSOANG00000007847	Contig11857
ENSG00000181744	3	ENSOANG00000011229	Contig3121
ENSG00000181751	5	ENSOANG00000005457	10
ENSG00000181754	1	ENSOANG00000030914	Contig19301
ENSG00000181773	1	ENSOANG00000002859	Contig17101
ENSG00000181778	9	ENSOANG00000028420	Contig18537
ENSG00000181781	19	ENSOANG00000006982	Contig3986
ENSG00000181790	8	ENSOANG00000014079	4
ENSG00000181804	3	ENSOANG00000011733	Ultra359
ENSG00000181817	1	ENSOANG00000002066	Ultra472
ENSG00000181826	4	ENSOANG00000010314	Ultra544
ENSG00000181827	15	ENSOANG00000008526	Ultra366
ENSG00000181830	11	ENSOANG00000005349	Ultra286
ENSG00000181852	12	ENSOANG00000006662	Contig19079
ENSG00000181856	17	ENSOANG00000029633	Contig35213
ENSG00000181904	5	ENSOANG00000001844	Ultra503
ENSG00000181915	10	ENSOANG00000015264	3
ENSG00000181924	11	ENSOANG00000013905	Ultra725
ENSG00000181929	12	ENSOANG00000029421	Contig26705
ENSG00000181938	16	ENSOANG00000012112	Ultra55
ENSG00000181939	11	ENSOANG00000007923	Ultra163
ENSG00000181965	5	ENSOANG00000003865	Contig33017
ENSG00000181982	4	ENSOANG00000006683	18
ENSG00000181991	15	ENSOANG00000015559	Contig29387
ENSG00000182004	1	ENSOANG00000003101	1
ENSG00000182010	10	ENSOANG00000015262	3
ENSG00000182050	12	ENSOANG00000006644	Ultra443
ENSG00000182054	15	ENSOANG00000015236	Ultra13
ENSG00000182087	19	ENSOANG00000008132	Contig13772
ENSG00000182093	21	ENSOANG00000006425	Ultra222
ENSG00000182095	7	ENSOANG00000006567	2
ENSG00000182132	5	ENSOANG00000007800	X1
ENSG00000182134	1	ENSOANG00000001094	Contig30197
ENSG00000182149	16	ENSOANG00000008190	11
ENSG00000182158	7	ENSOANG00000000830	Contig4615
ENSG00000182162	X	ENSOANG00000011055	Ultra86
ENSG00000182173	17	ENSOANG00000030893	Contig38703
ENSG00000182175	15	ENSOANG00000004384	Ultra466
ENSG00000182177	2	ENSOANG00000002384	Ultra197
ENSG00000182179	3	ENSOANG00000012650	Contig17632
ENSG00000182180	10	ENSOANG00000012378	Contig41508
ENSG00000182196	12	ENSOANG00000010564	Contig12526
ENSG00000182197	8	ENSOANG00000012897	4
ENSG00000182199	12	ENSOANG00000030676	Contig60387
ENSG00000182218	14	ENSOANG00000001153	Contig13556
ENSG00000182220	X	ENSOANG00000011279	Ultra222
ENSG00000182223	4	ENSOANG00000031130	Contig1391
ENSG00000182224	17	ENSOANG00000001187	Contig20076
ENSG00000182240	21	ENSOANG00000006433	Ultra222
ENSG00000182247	3	ENSOANG00000021185	Ultra239
ENSG00000182253	15	ENSOANG00000000137	5
ENSG00000182255	11	ENSOANG00000010709	3
ENSG00000182256	15	ENSOANG00000005813	Ultra292
ENSG00000182261	11	ENSOANG00000011922	Contig1754
ENSG00000182263	2	ENSOANG00000006201	Ultra514
ENSG00000182264	19	ENSOANG00000010023	Contig10400
ENSG00000182271	17	ENSOANG00000012663	Ultra69
ENSG00000182272	11	ENSOANG00000030506	Contig131677
ENSG00000182287	X	ENSOANG00000002570	Ultra462
ENSG00000182324	19	ENSOANG00000008163	Contig16343
ENSG00000182326	12	ENSOANG00000008659	Contig13534
ENSG00000182359	11	ENSOANG00000010467	Ultra192
ENSG00000182362	21	ENSOANG00000013562	Contig273
ENSG00000182378	X	ENSOANG00000032107	Ultra86
ENSG00000182400	14	ENSOANG00000014008	4
ENSG00000182446	17	ENSOANG00000010555	Contig17948
ENSG00000182447	3	ENSOANG00000004540	Ultra158
ENSG00000182463	20	ENSOANG00000003138	Ultra516
ENSG00000182473	17	ENSOANG00000003543	Contig29816
ENSG00000182481	17	ENSOANG00000008048	Ultra288
ENSG00000182492	X	ENSOANG00000000684	Ultra403
ENSG00000182504	3	ENSOANG00000007504	Contig14
ENSG00000182511	15	ENSOANG00000013195	Contig30431
ENSG00000182541	22	ENSOANG00000014650	Ultra57
ENSG00000182551	2	ENSOANG00000015205	Contig12540
ENSG00000182552	4	ENSOANG00000006299	Contig8739
ENSG00000182557	17	ENSOANG00000001961	Contig5668
ENSG00000182566	19	ENSOANG00000030515	Contig5962
ENSG00000182568	3	ENSOANG00000004992	Ultra239
ENSG00000182578	5	ENSOANG00000002293	X1
ENSG00000182580	3	ENSOANG00000003700	Contig13887
ENSG00000182585	4	ENSOANG00000006916	Ultra362
ENSG00000182591	21	ENSOANG00000001377	Contig22789
ENSG00000182606	3	ENSOANG00000015118	Ultra117
ENSG00000182621	20	ENSOANG00000008416	Ultra56
ENSG00000182628	17	ENSOANG00000008506	Ultra324
ENSG00000182631	5	ENSOANG00000001969	Contig15755
ENSG00000182645	10	ENSOANG00000000401	Ultra272
ENSG00000182667	11	ENSOANG00000021101	Contig2666
ENSG00000182670	21	ENSOANG00000006408	Ultra222
ENSG00000182687	17	ENSOANG00000014385	Ultra430
ENSG00000182704	11	ENSOANG00000001120	Contig2353
ENSG00000182718	15	ENSOANG00000012341	5
ENSG00000182732	14	ENSOANG00000004085	Ultra333
ENSG00000182742	17	ENSOANG00000005767	Ultra133
ENSG00000182752	9	ENSOANG00000002094	4
ENSG00000182771	10	ENSOANG00000014787	3
ENSG00000182774	15	ENSOANG00000013360	Ultra122
ENSG00000182795	1	ENSOANG00000005246	7
ENSG00000182810	16	ENSOANG00000003551	Contig9826
ENSG00000182827	1	ENSOANG00000001483	Ultra67
ENSG00000182831	16	ENSOANG00000031466	2
ENSG00000182836	5	ENSOANG00000002823	Contig22509
ENSG00000182853	17	ENSOANG00000006745	Ultra117
ENSG00000182858	22	ENSOANG00000003994	Ultra176
ENSG00000182866	1	ENSOANG00000001195	Ultra533
ENSG00000182870	12	ENSOANG00000022029	Contig6522
ENSG00000182871	21	ENSOANG00000000667	Contig6735
ENSG00000182872	X	ENSOANG00000004552	Contig3874
ENSG00000182885	16	ENSOANG00000004684	Ultra55
ENSG00000182899	3	ENSOANG00000011204	Contig16496
ENSG00000182901	1	ENSOANG00000010274	Ultra67
ENSG00000182902	22	ENSOANG00000003251	Contig6972
ENSG00000182919	11	ENSOANG00000011715	Ultra29
ENSG00000182938	17	ENSOANG00000004377	Contig12618
ENSG00000182944	22	ENSOANG00000001304	Contig2322
ENSG00000182950	15	ENSOANG00000011979	Contig8513
ENSG00000182963	17	ENSOANG00000001785	Contig3392
ENSG00000182979	14	ENSOANG00000004588	Ultra487
ENSG00000182983	3	ENSOANG00000000345	Contig10974
ENSG00000182985	11	ENSOANG00000004423	Contig1012
ENSG00000182993	12	ENSOANG00000028860	Contig23141
ENSG00000183018	17	ENSOANG00000009182	Contig25130
ENSG00000183020	11	ENSOANG00000028816	Contig34869
ENSG00000183032	14	ENSOANG00000014067	4
ENSG00000183034	17	ENSOANG00000020604	Contig58718
ENSG00000183049	10	ENSOANG00000015417	Contig13
ENSG00000183060	15	ENSOANG00000000144	5
ENSG00000183066	22	ENSOANG00000004243	Contig1041
ENSG00000183067	21	ENSOANG00000006429	Ultra222
ENSG00000183087	13	ENSOANG00000015645	Ultra336
ENSG00000183091	2	ENSOANG00000006081	Ultra514
ENSG00000183092	14	ENSOANG00000031384	Ultra378
ENSG00000183098	13	ENSOANG00000014923	Ultra284
ENSG00000183111	5	ENSOANG00000008162	Contig13003
ENSG00000183114	1	ENSOANG00000000596	Contig19368
ENSG00000183117	8	ENSOANG00000013772	X1
ENSG00000183128	10	ENSOANG00000001633	Ultra272
ENSG00000183134	11	ENSOANG00000003979	Contig114591
ENSG00000183137	6	ENSOANG00000003146	Contig5742
ENSG00000183145	21	ENSOANG00000006405	Ultra222
ENSG00000183155	1	ENSOANG00000006288	Ultra269
ENSG00000183160	12	ENSOANG00000008797	Ultra252
ENSG00000183166	7	ENSOANG00000008778	Contig36252
ENSG00000183172	22	ENSOANG00000002673	Contig87159
ENSG00000183186	19	ENSOANG00000006977	Contig3986
ENSG00000183207	19	ENSOANG00000028952	Contig54594
ENSG00000183208	15	ENSOANG00000009153	Contig12594
ENSG00000183248	19	ENSOANG00000003040	Contig20878
ENSG00000183255	21	ENSOANG00000000653	Ultra489
ENSG00000183258	5	ENSOANG00000009671	Contig10507
ENSG00000183291	1	ENSOANG00000011970	4
ENSG00000183323	5	ENSOANG00000001614	1
ENSG00000183324	15	ENSOANG00000001011	Ultra321
ENSG00000183337	X	ENSOANG00000011281	Ultra222
ENSG00000183346	10	ENSOANG00000021714	3
ENSG00000183354	9	ENSOANG00000030539	Contig25680
ENSG00000183378	11	ENSOANG00000020562	Contig14058
ENSG00000183386	1	ENSOANG00000002475	Ultra472
ENSG00000183395	12	ENSOANG00000005567	Ultra443
ENSG00000183397	19	ENSOANG00000015682	Contig17092
ENSG00000183401	19	ENSOANG00000001294	Contig7805
ENSG00000183421	21	ENSOANG00000006443	Ultra222
ENSG00000183423	4	ENSOANG00000003667	Ultra445
ENSG00000183431	1	ENSOANG00000002473	Ultra472
ENSG00000183454	16	ENSOANG00000007157	2
ENSG00000183463	13	ENSOANG00000009066	Contig59
ENSG00000183475	15	ENSOANG00000005989	Ultra291
ENSG00000183476	15	ENSOANG00000021657	Contig8317
ENSG00000183479	X	ENSOANG00000000686	Ultra403
ENSG00000183484	14	ENSOANG00000007017	Contig7526
ENSG00000183508	1	ENSOANG00000003065	Ultra182
ENSG00000183520	1	ENSOANG00000002476	Ultra472
ENSG00000183530	22	ENSOANG00000002890	Contig11165
ENSG00000183549	16	ENSOANG00000011283	Contig2153
ENSG00000183569	22	ENSOANG00000001881	Contig8514
ENSG00000183570	21	ENSOANG00000006265	Contig848
ENSG00000183576	14	ENSOANG00000014774	Ultra378
ENSG00000183578	15	ENSOANG00000005399	Contig10742
ENSG00000183579	22	ENSOANG00000008816	Ultra252
ENSG00000183580	5	ENSOANG00000009144	X3
ENSG00000183605	10	ENSOANG00000009547	Ultra272
