Human	ChrHuman	Chicken	ChrChicken
ENSG00000166183	14	ENSGALG00000011572	5
ENSG00000166188	16	ENSGALG00000000999	11
ENSG00000166189	10	ENSGALG00000020741	6
ENSG00000166192	15	ENSGALG00000027050	10
ENSG00000166197	10	ENSGALG00000041124	6
ENSG00000166199	11	ENSGALG00000041309	5
ENSG00000166200	15	ENSGALG00000000404	10
ENSG00000166206	15	ENSGALG00000029392	1
ENSG00000166211	12	ENSGALG00000027209	1
ENSG00000166224	10	ENSGALG00000004553	6
ENSG00000166225	12	ENSGALG00000009966	1
ENSG00000166226	12	ENSGALG00000009975	1
ENSG00000166228	10	ENSGALG00000027835	6
ENSG00000166233	15	ENSGALG00000001901	10
ENSG00000166250	11	ENSGALG00000006507	24
ENSG00000166257	11	ENSGALG00000006490	24
ENSG00000166260	17	ENSGALG00000027190	18
ENSG00000166263	17	ENSGALG00000003033	18
ENSG00000166265	21	ENSGALG00000015774	1
ENSG00000166266	11	ENSGALG00000017165	1
ENSG00000166268	12	ENSGALG00000019352	1
ENSG00000166272	10	ENSGALG00000041010	6
ENSG00000166289	19	ENSGALG00000004474	11
ENSG00000166292	17	ENSGALG00000026465	18
ENSG00000166295	10	ENSGALG00000004410	6
ENSG00000166311	11	ENSGALG00000036106	1
ENSG00000166313	11	ENSGALG00000046164	1
ENSG00000166317	10	ENSGALG00000005207	6
ENSG00000166321	10	ENSGALG00000004319	6
ENSG00000166333	11	ENSGALG00000031642	1
ENSG00000166337	11	ENSGALG00000046371	1
ENSG00000166341	11	ENSGALG00000017334	1
ENSG00000166342	18	ENSGALG00000041184	2
ENSG00000166343	10	ENSGALG00000002597	14
ENSG00000166347	18	ENSGALG00000013708	2
ENSG00000166348	10	ENSGALG00000005232	6
ENSG00000166349	11	ENSGALG00000007938	5
ENSG00000166352	11	ENSGALG00000007941	5
ENSG00000166359	19	ENSGALG00000042298	11
ENSG00000166387	11	ENSGALG00000005294	5
ENSG00000166391	11	ENSGALG00000014170	1
ENSG00000166394	11	ENSGALG00000032372	5
ENSG00000166398	19	ENSGALG00000004949	11
ENSG00000166402	11	ENSGALG00000005986	5
ENSG00000166405	11	ENSGALG00000005971	5
ENSG00000166411	15	ENSGALG00000037401	10
ENSG00000166415	15	ENSGALG00000004545	10
ENSG00000166426	15	ENSGALG00000003193	10
ENSG00000166428	14	ENSGALG00000011646	5
ENSG00000166432	X	ENSGALG00000046009	4
ENSG00000166435	11	ENSGALG00000017310	1
ENSG00000166436	11	ENSGALG00000005958	5
ENSG00000166439	11	ENSGALG00000017309	1
ENSG00000166441	11	ENSGALG00000005948	5
ENSG00000166446	16	ENSGALG00000012978	11
ENSG00000166448	7	ENSGALG00000003569	14
ENSG00000166450	15	ENSGALG00000037336	10
ENSG00000166451	16	ENSGALG00000013494	11
ENSG00000166454	16	ENSGALG00000040475	11
ENSG00000166471	11	ENSGALG00000005815	5
ENSG00000166477	15	ENSGALG00000004696	10
ENSG00000166478	11	ENSGALG00000005787	5
ENSG00000166479	18	ENSGALG00000013757	2
ENSG00000166483	11	ENSGALG00000005769	5
ENSG00000166501	16	ENSGALG00000037943	14
ENSG00000166503	15	ENSGALG00000006036	10
ENSG00000166509	16	ENSGALG00000013223	11
ENSG00000166532	12	ENSGALG00000040184	1
ENSG00000166535	12	ENSGALG00000036447	1
ENSG00000166546	16	ENSGALG00000005266	11
ENSG00000166548	16	ENSGALG00000034216	11
ENSG00000166557	15	ENSGALG00000008272	10
ENSG00000166558	16	ENSGALG00000003302	11
ENSG00000166562	18	ENSGALG00000031663	Z
ENSG00000166569	18	ENSGALG00000038426	Z
ENSG00000166573	18	ENSGALG00000026011	2
ENSG00000166578	12	ENSGALG00000037307	15
ENSG00000166579	17	ENSGALG00000001163	18
ENSG00000166592	16	ENSGALG00000005140	11
ENSG00000166595	16	ENSGALG00000005132	11
ENSG00000166596	17	ENSGALG00000001261	18
ENSG00000166598	12	ENSGALG00000033789	1
ENSG00000166603	18	ENSGALG00000012907	2
ENSG00000166619	20	ENSGALG00000027126	20
ENSG00000166676	16	ENSGALG00000007216	14
ENSG00000166685	17	ENSGALG00000029893	18
ENSG00000166689	11	ENSGALG00000029679	5
ENSG00000166710	15	ENSGALG00000002160	10
ENSG00000166716	15	ENSGALG00000031589	10
ENSG00000166734	15	ENSGALG00000008208	10
ENSG00000166736	11	ENSGALG00000007004	24
ENSG00000166747	16	ENSGALG00000000848	11
ENSG00000166780	16	ENSGALG00000006456	14
ENSG00000166783	16	ENSGALG00000039815	14
ENSG00000166788	11	ENSGALG00000026111	5
ENSG00000166793	11	ENSGALG00000007374	5
ENSG00000166794	15	ENSGALG00000002210	10
ENSG00000166813	15	ENSGALG00000006611	10
ENSG00000166816	16	ENSGALG00000023828	11
ENSG00000166819	15	ENSGALG00000023395	10
ENSG00000166821	15	ENSGALG00000006534	10
ENSG00000166825	15	ENSGALG00000027501	10
ENSG00000166828	16	ENSGALG00000006270	14
ENSG00000166831	15	ENSGALG00000030988	10
ENSG00000166839	15	ENSGALG00000007252	10
ENSG00000166847	16	ENSGALG00000006088	14
ENSG00000166848	16	ENSGALG00000000903	11
ENSG00000166851	16	ENSGALG00000006110	14
ENSG00000166855	15	ENSGALG00000007289	10
ENSG00000166856	12	ENSGALG00000042177	33
ENSG00000166860	12	ENSGALG00000035502	33
ENSG00000166862	22	ENSGALG00000031977	1
ENSG00000166866	12	ENSGALG00000032598	33
ENSG00000166881	12	ENSGALG00000031056	33
ENSG00000166886	12	ENSGALG00000035028	33
ENSG00000166887	15	ENSGALG00000008991	5
ENSG00000166888	12	ENSGALG00000029530	AADN04013549.1
ENSG00000166889	11	ENSGALG00000042641	AADN04001190.1
ENSG00000166896	12	ENSGALG00000009747	1
ENSG00000166897	22	ENSGALG00000012446	1
ENSG00000166902	11	ENSGALG00000029419	AADN04000990.1
ENSG00000166908	12	ENSGALG00000031640	AADN04002988.1
ENSG00000166913	20	ENSGALG00000004143	20
ENSG00000166920	15	ENSGALG00000046532	10
ENSG00000166922	15	ENSGALG00000009725	5
ENSG00000166923	15	ENSGALG00000009724	5
ENSG00000166938	15	ENSGALG00000007643	10
ENSG00000166946	15	ENSGALG00000004837	20
ENSG00000166947	15	ENSGALG00000021230	20
ENSG00000166948	20	ENSGALG00000021232	20
ENSG00000166949	15	ENSGALG00000035701	10
ENSG00000166960	18	ENSGALG00000019484	2
ENSG00000166961	11	ENSGALG00000037748	AADN04000990.1
ENSG00000166965	15	ENSGALG00000023237	10
ENSG00000166971	16	ENSGALG00000033378	11
ENSG00000166974	18	ENSGALG00000015215	2
ENSG00000166979	21	ENSGALG00000032882	1
ENSG00000166986	12	ENSGALG00000039315	AADN04000923.1
ENSG00000167004	15	ENSGALG00000008348	10
ENSG00000167005	16	ENSGALG00000003084	11
ENSG00000167014	15	ENSGALG00000025720	10
ENSG00000167034	8	ENSGALG00000030601	AADN04012083.1
ENSG00000167037	22	ENSGALG00000005379	15
ENSG00000167074	22	ENSGALG00000011958	1
ENSG00000167077	22	ENSGALG00000031186	1
ENSG00000167081	9	ENSGALG00000000972	17
ENSG00000167083	17	ENSGALG00000031205	27
ENSG00000167085	17	ENSGALG00000038604	27
ENSG00000167088	18	ENSGALG00000041334	2
ENSG00000167094	9	ENSGALG00000045436	17
ENSG00000167100	17	ENSGALG00000046427	AADN04004294.1
ENSG00000167104	20	ENSGALG00000006674	20
ENSG00000167106	9	ENSGALG00000005074	17
ENSG00000167107	17	ENSGALG00000019768	18
ENSG00000167112	9	ENSGALG00000004920	17
ENSG00000167113	9	ENSGALG00000004927	17
ENSG00000167114	9	ENSGALG00000004965	17
ENSG00000167118	9	ENSGALG00000004971	17
ENSG00000167123	9	ENSGALG00000004986	17
ENSG00000167130	9	ENSGALG00000039791	17
ENSG00000167136	9	ENSGALG00000026221	17
ENSG00000167157	9	ENSGALG00000028236	17
ENSG00000167173	15	ENSGALG00000027805	10
ENSG00000167182	17	ENSGALG00000000233	27
ENSG00000167183	17	ENSGALG00000046413	27
ENSG00000167186	16	ENSGALG00000006861	14
ENSG00000167191	16	ENSGALG00000002028	14
ENSG00000167196	15	ENSGALG00000039897	10
ENSG00000167202	15	ENSGALG00000003322	10
ENSG00000167208	16	ENSGALG00000038374	11
ENSG00000167210	18	ENSGALG00000037829	Z
ENSG00000167216	18	ENSGALG00000041882	Z
ENSG00000167220	18	ENSGALG00000034801	Z
ENSG00000167244	11	ENSGALG00000035282	5
ENSG00000167257	11	ENSGALG00000036993	24
ENSG00000167258	17	ENSGALG00000001731	27
ENSG00000167272	12	ENSGALG00000007124	15
ENSG00000167280	17	ENSGALG00000011816	18
ENSG00000167281	17	ENSGALG00000032889	18
ENSG00000167291	17	ENSGALG00000007054	18
ENSG00000167302	17	ENSGALG00000044464	18
ENSG00000167306	18	ENSGALG00000012984	28
ENSG00000167315	18	ENSGALG00000031142	Z
ENSG00000167323	11	ENSGALG00000041762	1
ENSG00000167325	11	ENSGALG00000017350	1
ENSG00000167332	11	ENSGALG00000044591	1
ENSG00000167363	17	ENSGALG00000001531	18
ENSG00000167393	X	ENSGALG00000016702	1
ENSG00000167394	16	ENSGALG00000036905	KQ759672.1
ENSG00000167434	17	ENSGALG00000005360	19
ENSG00000167460	19	ENSGALG00000002563	28
ENSG00000167461	19	ENSGALG00000028851	28
ENSG00000167468	19	ENSGALG00000002595	28
ENSG00000167470	19	ENSGALG00000033150	28
ENSG00000167487	19	ENSGALG00000033270	28
ENSG00000167491	19	ENSGALG00000042900	28
ENSG00000167508	16	ENSGALG00000007267	11
ENSG00000167513	16	ENSGALG00000013784	11
ENSG00000167515	16	ENSGALG00000006250	11
ENSG00000167522	16	ENSGALG00000006222	11
ENSG00000167524	17	ENSGALG00000027703	19
ENSG00000167525	17	ENSGALG00000030512	19
ENSG00000167526	16	ENSGALG00000006179	11
ENSG00000167536	17	ENSGALG00000004009	19
ENSG00000167549	17	ENSGALG00000028949	19
ENSG00000167552	12	ENSGALG00000037953	33
ENSG00000167553	12	ENSGALG00000040260	33
ENSG00000167580	12	ENSGALG00000037878	33
ENSG00000167604	19	ENSGALG00000028496	24
ENSG00000167612	12	ENSGALG00000031724	33
ENSG00000167615	19	ENSGALG00000035760	AADN04001595.1
ENSG00000167632	8	ENSGALG00000042766	2
ENSG00000167645	19	ENSGALG00000037586	AADN04021476.1
ENSG00000167653	8	ENSGALG00000045875	2
ENSG00000167654	19	ENSGALG00000001812	28
ENSG00000167657	19	ENSGALG00000037733	28
ENSG00000167658	19	ENSGALG00000033884	28
ENSG00000167670	19	ENSGALG00000001126	28
ENSG00000167671	19	ENSGALG00000001146	28
ENSG00000167674	19	ENSGALG00000027068	28
ENSG00000167680	19	ENSGALG00000001171	28
ENSG00000167693	17	ENSGALG00000004793	19
ENSG00000167695	17	ENSGALG00000004820	19
ENSG00000167699	17	ENSGALG00000027245	19
ENSG00000167705	17	ENSGALG00000002843	19
ENSG00000167711	17	ENSGALG00000002987	19
ENSG00000167716	17	ENSGALG00000026822	19
ENSG00000167720	17	ENSGALG00000003155	19
ENSG00000167723	17	ENSGALG00000004660	19
ENSG00000167733	19	ENSGALG00000012860	28
ENSG00000167740	17	ENSGALG00000001479	19
ENSG00000167767	12	ENSGALG00000039634	33
ENSG00000167769	19	ENSGALG00000001592	28
ENSG00000167770	11	ENSGALG00000038229	KQ759534.1
ENSG00000167772	19	ENSGALG00000000619	28
ENSG00000167778	12	ENSGALG00000031222	AADN04002600.1
ENSG00000167791	11	ENSGALG00000037497	5
ENSG00000167792	11	ENSGALG00000042809	5
ENSG00000167797	11	ENSGALG00000039190	5
ENSG00000167799	11	ENSGALG00000030153	5
ENSG00000167800	11	ENSGALG00000038767	5
ENSG00000167842	17	ENSGALG00000001632	19
ENSG00000167858	17	ENSGALG00000006064	19
ENSG00000167861	17	ENSGALG00000007808	18
ENSG00000167862	17	ENSGALG00000007822	18
ENSG00000167863	17	ENSGALG00000007926	18
ENSG00000167874	17	ENSGALG00000001534	21
ENSG00000167880	17	ENSGALG00000002108	18
ENSG00000167881	17	ENSGALG00000002062	18
ENSG00000167889	17	ENSGALG00000001740	18
ENSG00000167900	17	ENSGALG00000007191	18
ENSG00000167910	8	ENSGALG00000041222	2
ENSG00000167925	17	ENSGALG00000003333	27
ENSG00000167941	17	ENSGALG00000009929	27
ENSG00000167962	16	ENSGALG00000005598	14
ENSG00000167964	16	ENSGALG00000032418	14
ENSG00000167965	16	ENSGALG00000005878	14
ENSG00000167967	16	ENSGALG00000005900	14
ENSG00000167968	16	ENSGALG00000046313	14
ENSG00000167969	16	ENSGALG00000031563	14
ENSG00000167971	16	ENSGALG00000030169	14
ENSG00000167972	16	ENSGALG00000037837	14
ENSG00000167977	16	ENSGALG00000006423	14
ENSG00000167978	16	ENSGALG00000041283	KQ759647.1
ENSG00000167984	16	ENSGALG00000033278	14
ENSG00000167986	11	ENSGALG00000042333	5
ENSG00000167987	11	ENSGALG00000038541	5
ENSG00000167992	11	ENSGALG00000043089	5
ENSG00000167995	11	ENSGALG00000007217	5
ENSG00000167996	11	ENSGALG00000007220	5
ENSG00000168003	11	ENSGALG00000029183	AADN04016239.1
ENSG00000168014	11	ENSGALG00000017314	1
ENSG00000168016	3	ENSGALG00000037629	2
ENSG00000168028	3	ENSGALG00000035079	2
ENSG00000168032	3	ENSGALG00000030493	2
ENSG00000168036	3	ENSGALG00000037203	2
ENSG00000168040	11	ENSGALG00000007625	5
ENSG00000168077	8	ENSGALG00000026651	3
ENSG00000168078	8	ENSGALG00000016582	3
ENSG00000168079	8	ENSGALG00000016580	3
ENSG00000168081	8	ENSGALG00000016620	3
ENSG00000168096	16	ENSGALG00000000643	14
ENSG00000168101	16	ENSGALG00000039779	14
ENSG00000168118	1	ENSGALG00000036218	3
ENSG00000168135	22	ENSGALG00000012254	1
ENSG00000168143	6	ENSGALG00000016299	3
ENSG00000168152	4	ENSGALG00000044141	4
ENSG00000168172	8	ENSGALG00000015390	Z
ENSG00000168175	14	ENSGALG00000035490	5
ENSG00000168209	10	ENSGALG00000041459	6
ENSG00000168214	4	ENSGALG00000014365	4
ENSG00000168216	6	ENSGALG00000016174	3
ENSG00000168228	4	ENSGALG00000036621	4
ENSG00000168229	14	ENSGALG00000029768	5
ENSG00000168234	18	ENSGALG00000015064	2
ENSG00000168237	3	ENSGALG00000004018	12
ENSG00000168243	1	ENSGALG00000010986	3
ENSG00000168246	5	ENSGALG00000037395	13
ENSG00000168256	17	ENSGALG00000028971	27
ENSG00000168259	17	ENSGALG00000042796	27
ENSG00000168263	9	ENSGALG00000010173	Z
ENSG00000168264	1	ENSGALG00000010996	3
ENSG00000168267	10	ENSGALG00000027144	2
ENSG00000168268	3	ENSGALG00000035596	12
ENSG00000168269	5	ENSGALG00000002105	13
ENSG00000168273	3	ENSGALG00000042863	12
ENSG00000168275	1	ENSGALG00000030590	3
ENSG00000168280	2	ENSGALG00000012462	7
ENSG00000168282	14	ENSGALG00000031212	5
ENSG00000168286	16	ENSGALG00000030657	11
ENSG00000168288	2	ENSGALG00000012473	7
ENSG00000168291	3	ENSGALG00000029576	12
ENSG00000168297	3	ENSGALG00000007052	12
ENSG00000168300	8	ENSGALG00000031035	2
ENSG00000168301	3	ENSGALG00000007111	12
ENSG00000168303	7	ENSGALG00000031294	2
ENSG00000168306	3	ENSGALG00000007132	12
ENSG00000168309	3	ENSGALG00000007139	12
ENSG00000168310	4	ENSGALG00000010642	4
ENSG00000168329	3	ENSGALG00000038000	2
ENSG00000168333	8	ENSGALG00000039536	2
ENSG00000168334	3	ENSGALG00000006025	2
ENSG00000168350	14	ENSGALG00000011213	5
ENSG00000168356	3	ENSGALG00000027702	2
ENSG00000168374	3	ENSGALG00000005622	12
ENSG00000168385	2	ENSGALG00000005809	9
ENSG00000168386	3	ENSGALG00000015271	1
ENSG00000168389	1	ENSGALG00000003879	23
ENSG00000168393	2	ENSGALG00000006305	9
ENSG00000168394	6	ENSGALG00000035075	16
ENSG00000168395	2	ENSGALG00000006317	9
ENSG00000168397	2	ENSGALG00000006298	9
ENSG00000168398	14	ENSGALG00000011080	5
ENSG00000168404	16	ENSGALG00000002766	11
ENSG00000168412	4	ENSGALG00000013576	4
ENSG00000168418	16	ENSGALG00000005502	11
ENSG00000168427	2	ENSGALG00000006260	9
ENSG00000168434	16	ENSGALG00000006156	14
ENSG00000168438	6	ENSGALG00000015061	3
ENSG00000168439	11	ENSGALG00000042821	KQ759668.1
ENSG00000168447	16	ENSGALG00000006202	14
ENSG00000168461	18	ENSGALG00000022874	2
ENSG00000168477	6	ENSGALG00000041031	16
ENSG00000168481	8	ENSGALG00000030687	AADN04001460.1
ENSG00000168496	11	ENSGALG00000033781	5
ENSG00000168502	18	ENSGALG00000038316	2
ENSG00000168522	8	ENSGALG00000015397	Z
ENSG00000168528	1	ENSGALG00000021685	23
ENSG00000168530	2	ENSGALG00000002907	7
ENSG00000168538	4	ENSGALG00000010654	4
ENSG00000168542	2	ENSGALG00000035584	7
ENSG00000168546	8	ENSGALG00000032856	22
ENSG00000168556	4	ENSGALG00000010659	4
ENSG00000168564	4	ENSGALG00000010661	4
ENSG00000168566	6	ENSGALG00000013005	2
ENSG00000168569	11	ENSGALG00000041232	AADN04000732.1
ENSG00000168575	8	ENSGALG00000038336	4
ENSG00000168589	16	ENSGALG00000005402	11
ENSG00000168610	17	ENSGALG00000003267	27
ENSG00000168615	8	ENSGALG00000003398	22
ENSG00000168621	5	ENSGALG00000003716	Z
ENSG00000168646	17	ENSGALG00000039200	18
ENSG00000168653	1	ENSGALG00000003625	23
ENSG00000168658	2	ENSGALG00000040709	1
ENSG00000168672	8	ENSGALG00000041233	2
ENSG00000168675	18	ENSGALG00000013886	2
ENSG00000168676	16	ENSGALG00000044087	11
ENSG00000168679	1	ENSGALG00000000417	26
ENSG00000168685	5	ENSGALG00000013372	Z
ENSG00000168701	16	ENSGALG00000040878	11
ENSG00000168702	2	ENSGALG00000012407	7
ENSG00000168710	1	ENSGALG00000000329	26
ENSG00000168724	5	ENSGALG00000003387	Z
ENSG00000168734	20	ENSGALG00000031331	20
ENSG00000168743	4	ENSGALG00000043555	4
ENSG00000168748	16	ENSGALG00000033720	11
ENSG00000168769	4	ENSGALG00000010592	4
ENSG00000168778	12	ENSGALG00000023683	15
ENSG00000168781	15	ENSGALG00000008385	10
ENSG00000168785	4	ENSGALG00000012227	4
ENSG00000168795	9	ENSGALG00000005354	Z
ENSG00000168802	16	ENSGALG00000000632	11
ENSG00000168803	15	ENSGALG00000004038	10
ENSG00000168806	15	ENSGALG00000017333	1
ENSG00000168807	16	ENSGALG00000027482	11
ENSG00000168811	3	ENSGALG00000009574	9
ENSG00000168818	4	ENSGALG00000015012	4
ENSG00000168824	4	ENSGALG00000015010	4
ENSG00000168826	4	ENSGALG00000015009	4
ENSG00000168827	3	ENSGALG00000009634	9
ENSG00000168830	6	ENSGALG00000015826	3
ENSG00000168843	4	ENSGALG00000041736	4
ENSG00000168872	16	ENSGALG00000030553	AADN04018111.1
ENSG00000168874	2	ENSGALG00000033083	4
ENSG00000168875	3	ENSGALG00000037352	9
ENSG00000168876	11	ENSGALG00000017210	1
ENSG00000168884	4	ENSGALG00000015666	4
ENSG00000168890	2	ENSGALG00000005649	6
ENSG00000168904	15	ENSGALG00000007057	10
ENSG00000168906	2	ENSGALG00000044285	AADN04001130.1
ENSG00000168907	15	ENSGALG00000043591	5
ENSG00000168916	5	ENSGALG00000005016	Z
ENSG00000168917	3	ENSGALG00000040031	9
ENSG00000168918	2	ENSGALG00000035498	9
ENSG00000168924	4	ENSGALG00000015706	4
ENSG00000168936	4	ENSGALG00000015710	4
ENSG00000168938	5	ENSGALG00000005346	Z
ENSG00000168939	X	ENSGALG00000007448	4
ENSG00000168944	5	ENSGALG00000005368	Z
ENSG00000168952	14	ENSGALG00000009847	5
ENSG00000168958	2	ENSGALG00000003079	9
ENSG00000168959	11	ENSGALG00000017238	1
ENSG00000168993	4	ENSGALG00000015332	Z
ENSG00000168994	6	ENSGALG00000012814	2
ENSG00000169016	2	ENSGALG00000016454	3
ENSG00000169018	15	ENSGALG00000028906	10
ENSG00000169019	4	ENSGALG00000026279	4
ENSG00000169020	4	ENSGALG00000015372	Z
ENSG00000169021	19	ENSGALG00000025819	11
ENSG00000169026	4	ENSGALG00000020538	Z
ENSG00000169031	2	ENSGALG00000038612	9
ENSG00000169032	15	ENSGALG00000007687	10
ENSG00000169047	2	ENSGALG00000004959	9
ENSG00000169062	13	ENSGALG00000016815	1
ENSG00000169064	3	ENSGALG00000028207	9
ENSG00000169071	9	ENSGALG00000015208	Z
ENSG00000169083	X	ENSGALG00000030879	4
ENSG00000169084	X	ENSGALG00000016681	1
ENSG00000169087	3	ENSGALG00000011677	7
ENSG00000169093	X	ENSGALG00000016689	1
ENSG00000169116	4	ENSGALG00000010268	4
ENSG00000169118	15	ENSGALG00000030812	10
ENSG00000169122	8	ENSGALG00000035065	2
ENSG00000169126	10	ENSGALG00000007417	2
ENSG00000169129	10	ENSGALG00000008999	6
ENSG00000169139	8	ENSGALG00000028133	2
ENSG00000169155	9	ENSGALG00000000934	17
ENSG00000169180	16	ENSGALG00000035360	14
ENSG00000169181	16	ENSGALG00000013170	14
ENSG00000169184	22	ENSGALG00000026119	15
ENSG00000169189	16	ENSGALG00000006307	14
ENSG00000169193	7	ENSGALG00000010976	2
ENSG00000169218	1	ENSGALG00000001946	23
ENSG00000169220	5	ENSGALG00000003113	13
ENSG00000169223	5	ENSGALG00000033232	13
ENSG00000169228	5	ENSGALG00000002984	13
ENSG00000169230	5	ENSGALG00000002990	13
ENSG00000169251	3	ENSGALG00000009533	9
ENSG00000169252	5	ENSGALG00000040035	13
ENSG00000169258	5	ENSGALG00000044643	13
ENSG00000169271	5	ENSGALG00000014912	Z
ENSG00000169282	3	ENSGALG00000010269	9
ENSG00000169288	4	ENSGALG00000010324	4
ENSG00000169291	1	ENSGALG00000036125	25
ENSG00000169297	X	ENSGALG00000016287	1
ENSG00000169299	4	ENSGALG00000039394	4
ENSG00000169302	5	ENSGALG00000029195	13
ENSG00000169306	X	ENSGALG00000016288	1
ENSG00000169313	3	ENSGALG00000036470	9
ENSG00000169330	15	ENSGALG00000006519	10
ENSG00000169340	16	ENSGALG00000002006	14
ENSG00000169359	3	ENSGALG00000010302	9
ENSG00000169371	15	ENSGALG00000029537	10
ENSG00000169372	12	ENSGALG00000011297	1
ENSG00000169375	15	ENSGALG00000001644	10
ENSG00000169379	3	ENSGALG00000015412	1
ENSG00000169398	8	ENSGALG00000031741	2
ENSG00000169403	1	ENSGALG00000000783	23
ENSG00000169410	15	ENSGALG00000001664	10
ENSG00000169418	1	ENSGALG00000036429	AADN04019151.1
ENSG00000169427	8	ENSGALG00000037285	2
ENSG00000169435	4	ENSGALG00000011664	4
ENSG00000169436	8	ENSGALG00000038022	2
ENSG00000169439	8	ENSGALG00000031424	2
ENSG00000169446	X	ENSGALG00000027199	4
ENSG00000169490	8	ENSGALG00000003356	22
ENSG00000169499	8	ENSGALG00000003349	22
ENSG00000169504	1	ENSGALG00000001262	23
ENSG00000169507	2	ENSGALG00000011052	7
ENSG00000169508	13	ENSGALG00000016881	1
ENSG00000169519	11	ENSGALG00000012153	5
ENSG00000169554	2	ENSGALG00000040465	7
ENSG00000169562	X	ENSGALG00000005541	4
ENSG00000169570	5	ENSGALG00000002250	Z
ENSG00000169583	9	ENSGALG00000038789	17
ENSG00000169594	15	ENSGALG00000006041	10
ENSG00000169598	1	ENSGALG00000036295	21
ENSG00000169599	2	ENSGALG00000030200	22
ENSG00000169604	2	ENSGALG00000030603	22
ENSG00000169609	15	ENSGALG00000026607	10
ENSG00000169612	15	ENSGALG00000006010	10
ENSG00000169621	2	ENSGALG00000008745	3
ENSG00000169635	22	ENSGALG00000033416	15
ENSG00000169641	1	ENSGALG00000025858	23
ENSG00000169660	17	ENSGALG00000039839	18
ENSG00000169676	4	ENSGALG00000014975	4
ENSG00000169679	2	ENSGALG00000008233	3
ENSG00000169683	17	ENSGALG00000002877	18
ENSG00000169684	15	ENSGALG00000003021	10
ENSG00000169689	17	ENSGALG00000043607	18
ENSG00000169692	9	ENSGALG00000023517	17
ENSG00000169696	17	ENSGALG00000039172	18
ENSG00000169710	17	ENSGALG00000040896	18
ENSG00000169714	3	ENSGALG00000005001	12
ENSG00000169718	17	ENSGALG00000034115	18
ENSG00000169727	17	ENSGALG00000002827	18
ENSG00000169733	17	ENSGALG00000002841	18
ENSG00000169738	17	ENSGALG00000002849	18
ENSG00000169744	4	ENSGALG00000014485	4
ENSG00000169752	15	ENSGALG00000002952	10
ENSG00000169758	15	ENSGALG00000002945	10
ENSG00000169760	3	ENSGALG00000040938	9
ENSG00000169762	4	ENSGALG00000014486	4
ENSG00000169764	2	ENSGALG00000008855	3
ENSG00000169783	15	ENSGALG00000002708	10
ENSG00000169814	3	ENSGALG00000011216	2
ENSG00000169826	10	ENSGALG00000002543	6
ENSG00000169836	4	ENSGALG00000010596	4
ENSG00000169851	4	ENSGALG00000033883	4
ENSG00000169855	3	ENSGALG00000042104	1
ENSG00000169856	15	ENSGALG00000038618	10
ENSG00000169857	15	ENSGALG00000009642	5
ENSG00000169860	3	ENSGALG00000010357	9
ENSG00000169862	5	ENSGALG00000013001	2
ENSG00000169891	X	ENSGALG00000016545	1
ENSG00000169895	X	ENSGALG00000016548	1
ENSG00000169902	7	ENSGALG00000002598	19
ENSG00000169903	3	ENSGALG00000010427	9
ENSG00000169905	1	ENSGALG00000004017	8
ENSG00000169914	1	ENSGALG00000043920	21
ENSG00000169918	15	ENSGALG00000003802	10
ENSG00000169919	7	ENSGALG00000002542	19
ENSG00000169925	9	ENSGALG00000002682	17
ENSG00000169926	15	ENSGALG00000032748	10
ENSG00000169933	X	ENSGALG00000033541	1
ENSG00000169946	8	ENSGALG00000040079	2
ENSG00000169962	1	ENSGALG00000032317	21
ENSG00000169967	2	ENSGALG00000011502	7
ENSG00000169972	1	ENSGALG00000001714	21
ENSG00000169976	6	ENSGALG00000030824	3
ENSG00000169992	17	ENSGALG00000043793	AADN04007430.1
ENSG00000169994	2	ENSGALG00000001936	9
ENSG00000170006	4	ENSGALG00000023355	4
ENSG00000170017	3	ENSGALG00000015348	1
ENSG00000170027	7	ENSGALG00000017358	19
ENSG00000170035	2	ENSGALG00000020793	7
ENSG00000170044	3	ENSGALG00000015347	1
ENSG00000170075	1	ENSGALG00000000607	26
ENSG00000170085	5	ENSGALG00000003377	13
ENSG00000170088	4	ENSGALG00000009528	4
ENSG00000170091	5	ENSGALG00000028602	13
ENSG00000170113	15	ENSGALG00000039811	1
ENSG00000170142	3	ENSGALG00000011286	2
ENSG00000170144	2	ENSGALG00000009250	7
ENSG00000170145	11	ENSGALG00000036873	24
ENSG00000170153	4	ENSGALG00000009865	4
ENSG00000170162	6	ENSGALG00000014917	3
ENSG00000170166	2	ENSGALG00000023419	7
ENSG00000170178	2	ENSGALG00000009274	7
ENSG00000170185	4	ENSGALG00000009886	4
ENSG00000170190	17	ENSGALG00000007955	18
ENSG00000170191	20	ENSGALG00000023188	3
ENSG00000170209	11	ENSGALG00000007815	24
ENSG00000170214	5	ENSGALG00000001416	13
ENSG00000170222	17	ENSGALG00000041763	18
ENSG00000170231	5	ENSGALG00000001445	13
ENSG00000170234	5	ENSGALG00000038202	13
ENSG00000170242	11	ENSGALG00000005569	5
ENSG00000170248	3	ENSGALG00000033500	2
ENSG00000170264	2	ENSGALG00000008810	3
ENSG00000170265	7	ENSGALG00000039048	2
ENSG00000170266	3	ENSGALG00000040028	2
ENSG00000170271	5	ENSGALG00000003972	13
ENSG00000170275	3	ENSGALG00000034163	2
ENSG00000170289	8	ENSGALG00000037644	2
