Human	Opossum	ChrOpossum	ChrHuman
ENSG00000213967	ENSMODG00000023480	4	19
ENSG00000213967	ENSMODG00000013304	1	19
ENSG00000213967	ENSMODG00000023371	4	19
ENSG00000213967	ENSMODG00000014208	4	19
ENSG00000213967	ENSMODG00000016504	Un	19
ENSG00000134873	ENSMODG00000009257	7	13
ENSG00000181444	ENSMODG00000002740	8	7
ENSG00000115593	ENSMODG00000009578	1	2
ENSG00000170929	ENSMODG00000006217	3	19
ENSG00000170929	ENSMODG00000006208	3	19
ENSG00000175003	ENSMODG00000006918	2	6
ENSG00000248712	ENSMODG00000013236	4	11
ENSG00000144366	ENSMODG00000010712	4	2
ENSG00000136487	ENSMODG00000009833	2	17
ENSG00000277932	ENSMODG00000022877	4	11
ENSG00000277932	ENSMODG00000022878	4	11
ENSG00000081791	ENSMODG00000010456	1	5
ENSG00000164647	ENSMODG00000010406	8	7
ENSG00000120498	ENSMODG00000004985	X	X
ENSG00000126216	ENSMODG00000004240	7	13
ENSG00000254553	ENSMODG00000017428	4	1
ENSG00000204520	ENSMODG00000000345	4	6
ENSG00000108528	ENSMODG00000005358	2	17
ENSG00000157933	ENSMODG00000020914	Un	1
ENSG00000161082	ENSMODG00000019151	3	19
ENSG00000011566	ENSMODG00000009097	1	2
ENSG00000134760	ENSMODG00000011042	3	18
ENSG00000186579	ENSMODG00000025765	1	8
ENSG00000100842	ENSMODG00000004496	1	14
ENSG00000159199	ENSMODG00000012296	2	17
ENSG00000115596	ENSMODG00000015364	7	2
ENSG00000136807	ENSMODG00000005552	1	9
ENSG00000184009	ENSMODG00000002647	2	17
ENSG00000135932	ENSMODG00000010637	2	2
ENSG00000115648	ENSMODG00000008969	2	2
ENSG00000170144	ENSMODG00000019803	Un	2
ENSG00000134461	ENSMODG00000018509	8	10
ENSG00000116717	ENSMODG00000000788	2	1
ENSG00000167470	ENSMODG00000005300	3	19
ENSG00000224109	ENSMODG00000011213	2	X
ENSG00000067248	ENSMODG00000019487	3	5
ENSG00000074047	ENSMODG00000000245	4	2
ENSG00000169860	ENSMODG00000015831	7	3
ENSG00000120688	ENSMODG00000014761	7	13
ENSG00000161992	ENSMODG00000016686	6	16
ENSG00000100243	ENSMODG00000019104	Un	22
ENSG00000197062	ENSMODG00000027855	4	6
ENSG00000148346	ENSMODG00000017313	1	9
ENSG00000148346	ENSMODG00000025789	1	9
ENSG00000135409	ENSMODG00000027777	Un	12
ENSG00000155545	ENSMODG00000019529	3	5
ENSG00000221931	ENSMODG00000012908	4	11
ENSG00000186395	ENSMODG00000013548	2	17
ENSG00000186395	ENSMODG00000013542	2	17
ENSG00000186395	ENSMODG00000013512	2	17
ENSG00000177692	ENSMODG00000021064	4	21
ENSG00000186973	ENSMODG00000011415	2	1
ENSG00000138107	ENSMODG00000011256	1	10
ENSG00000101230	ENSMODG00000005022	1	20
ENSG00000263620	ENSMODG00000007792	2	17
ENSG00000166348	ENSMODG00000000250	1	10
ENSG00000119559	ENSMODG00000005068	3	19
ENSG00000220205	ENSMODG00000007792	2	17
ENSG00000170265	ENSMODG00000001987	8	7
ENSG00000172500	ENSMODG00000009121	8	11
ENSG00000214402	ENSMODG00000028812	1	9
ENSG00000183621	ENSMODG00000007859	8	10
ENSG00000119630	ENSMODG00000006071	1	14
ENSG00000164651	ENSMODG00000001375	8	7
ENSG00000136603	ENSMODG00000016070	7	3
ENSG00000078579	ENSMODG00000019059	5	8
ENSG00000168763	ENSMODG00000016039	1	2
ENSG00000159023	ENSMODG00000011038	4	1
ENSG00000001167	ENSMODG00000013084	2	6
ENSG00000141404	ENSMODG00000021434	3	18
ENSG00000186118	ENSMODG00000001908	2	1
ENSG00000132716	ENSMODG00000009621	2	1
ENSG00000183682	ENSMODG00000017664	4	1
ENSG00000115488	ENSMODG00000010460	2	2
ENSG00000140395	ENSMODG00000011702	1	15
ENSG00000164619	ENSMODG00000000032	6	7
ENSG00000163116	ENSMODG00000025522	5	4
ENSG00000100911	ENSMODG00000003472	1	14
ENSG00000080910	ENSMODG00000012284	2	1
ENSG00000100299	ENSMODG00000006070	8	22
ENSG00000213626	ENSMODG00000015523	1	2
ENSG00000196154	ENSMODG00000017397	2	1
ENSG00000152952	ENSMODG00000021246	7	3
ENSG00000106538	ENSMODG00000003600	8	7
ENSG00000139344	ENSMODG00000008049	8	12
ENSG00000041988	ENSMODG00000005922	4	1
ENSG00000143507	ENSMODG00000004672	2	1
ENSG00000173372	ENSMODG00000023962	4	1
ENSG00000182566	ENSMODG00000027477	3	19
ENSG00000087077	ENSMODG00000004834	2	7
ENSG00000270106	ENSMODG00000008812	2	1
ENSG00000164983	ENSMODG00000001868	3	8
ENSG00000126218	ENSMODG00000003988	7	13
ENSG00000277556	ENSMODG00000016245	6	9
ENSG00000277556	ENSMODG00000016256	6	9
ENSG00000140319	ENSMODG00000029204	1	15
ENSG00000253873	ENSMODG00000023761	1	5
ENSG00000253873	ENSMODG00000023764	1	5
ENSG00000253873	ENSMODG00000010729	1	5
ENSG00000174521	ENSMODG00000007597	4	19
ENSG00000186314	ENSMODG00000010256	1	5
ENSG00000149548	ENSMODG00000003952	4	11
ENSG00000177453	ENSMODG00000020280	3	5
ENSG00000168754	ENSMODG00000016031	1	2
ENSG00000122484	ENSMODG00000011812	2	1
ENSG00000132773	ENSMODG00000002430	2	1
ENSG00000136819	ENSMODG00000006832	1	9
ENSG00000165457	ENSMODG00000008017	4	11
ENSG00000165457	ENSMODG00000008042	4	11
ENSG00000165457	ENSMODG00000008032	4	11
ENSG00000214026	ENSMODG00000003437	Un	11
ENSG00000117602	ENSMODG00000013089	4	1
ENSG00000135842	ENSMODG00000007366	2	1
ENSG00000123411	ENSMODG00000001780	Un	12
ENSG00000088766	ENSMODG00000003883	1	20
ENSG00000122824	ENSMODG00000014974	Un	X
ENSG00000113448	ENSMODG00000019569	3	5
ENSG00000129910	ENSMODG00000003842	1	16
ENSG00000131400	ENSMODG00000014108	Un	19
ENSG00000100285	ENSMODG00000008917	3	22
ENSG00000183153	ENSMODG00000013116	2	17
ENSG00000026652	ENSMODG00000006531	2	6
ENSG00000274252	ENSMODG00000019840	Un	22
ENSG00000162728	ENSMODG00000009988	2	1
ENSG00000122592	ENSMODG00000000469	8	7
ENSG00000262655	ENSMODG00000006127	5	11
ENSG00000167088	ENSMODG00000021487	3	18
ENSG00000152315	ENSMODG00000002918	1	14
ENSG00000100625	ENSMODG00000008646	1	14
ENSG00000165527	ENSMODG00000023914	1	14
ENSG00000106304	ENSMODG00000015368	8	7
ENSG00000179094	ENSMODG00000007769	2	17
ENSG00000019582	ENSMODG00000028756	1	5
ENSG00000084110	ENSMODG00000008030	8	12
ENSG00000165028	ENSMODG00000016257	6	9
ENSG00000107175	ENSMODG00000007277	6	9
ENSG00000118894	ENSMODG00000005853	6	16
ENSG00000164900	ENSMODG00000004356	8	7
ENSG00000100968	ENSMODG00000002992	1	14
ENSG00000116120	ENSMODG00000021192	7	2
ENSG00000107815	ENSMODG00000011966	1	10
ENSG00000164190	ENSMODG00000020351	3	5
ENSG00000175707	ENSMODG00000014422	4	1
ENSG00000163736	ENSMODG00000019184	5	4
ENSG00000175806	ENSMODG00000008878	1	8
ENSG00000157823	ENSMODG00000019522	1	15
ENSG00000172554	ENSMODG00000014292	1	2
ENSG00000081177	ENSMODG00000010228	1	14
ENSG00000162576	ENSMODG00000006413	2	1
ENSG00000092853	ENSMODG00000017895	4	1
ENSG00000163281	ENSMODG00000020593	5	4
ENSG00000117625	ENSMODG00000002688	2	1
ENSG00000182197	ENSMODG00000004092	3	8
ENSG00000168438	ENSMODG00000017939	2	6
ENSG00000009724	ENSMODG00000011217	4	1
ENSG00000155792	ENSMODG00000025626	3	8
ENSG00000106993	ENSMODG00000015385	6	9
ENSG00000278619	ENSMODG00000003307	2	17
ENSG00000145029	ENSMODG00000022968	6	3
ENSG00000162522	ENSMODG00000017408	4	1
ENSG00000213759	ENSMODG00000020753	5	4
ENSG00000163344	ENSMODG00000017150	2	1
ENSG00000008952	ENSMODG00000016096	7	3
ENSG00000161381	ENSMODG00000012661	2	17
ENSG00000188223	ENSMODG00000014006	4	19
ENSG00000154760	ENSMODG00000019132	2	17
ENSG00000131503	ENSMODG00000011596	1	5
ENSG00000116857	ENSMODG00000000181	2	1
ENSG00000135338	ENSMODG00000018425	2	6
ENSG00000173545	ENSMODG00000003459	3	5
ENSG00000157429	ENSMODG00000013644	6	16
ENSG00000140948	ENSMODG00000004488	1	16
ENSG00000178175	ENSMODG00000001702	3	5
ENSG00000184227	ENSMODG00000006686	1	14
ENSG00000184227	ENSMODG00000006675	1	14
ENSG00000198363	ENSMODG00000008351	3	8
ENSG00000100209	ENSMODG00000008397	3	22
ENSG00000129968	ENSMODG00000000394	5	19
ENSG00000129968	ENSMODG00000004421	3	19
ENSG00000187796	ENSMODG00000017562	1	9
ENSG00000166948	ENSMODG00000013942	1	20
ENSG00000147257	ENSMODG00000015268	X	X
ENSG00000283093	ENSMODG00000011213	2	X
ENSG00000013441	ENSMODG00000015025	7	2
ENSG00000126934	ENSMODG00000000809	3	19
ENSG00000204967	ENSMODG00000029307	1	5
ENSG00000140835	ENSMODG00000023100	1	16
ENSG00000140835	ENSMODG00000023098	1	16
ENSG00000253598	ENSMODG00000025002	3	8
ENSG00000267631	ENSMODG00000013768	4	19
ENSG00000180347	ENSMODG00000013297	6	7
ENSG00000223591	ENSMODG00000011213	2	X
ENSG00000141519	ENSMODG00000002168	2	17
ENSG00000124588	ENSMODG00000025624	3	6
ENSG00000124588	ENSMODG00000008493	3	6
ENSG00000198917	ENSMODG00000006461	1	9
ENSG00000281938	ENSMODG00000014079	1	5
ENSG00000120457	ENSMODG00000004783	4	11
ENSG00000221977	ENSMODG00000005980	1	14
ENSG00000151640	ENSMODG00000027847	Un	10
ENSG00000234469	ENSMODG00000025349	7	X
ENSG00000183317	ENSMODG00000017759	4	1
ENSG00000146828	ENSMODG00000004813	2	7
ENSG00000273085	ENSMODG00000011012	4	11
ENSG00000126733	ENSMODG00000014370	X	X
ENSG00000126733	ENSMODG00000008211	6	X
ENSG00000181552	ENSMODG00000024492	1	14
ENSG00000033627	ENSMODG00000014883	2	17
ENSG00000143486	ENSMODG00000002070	2	1
ENSG00000186231	ENSMODG00000018129	2	6
ENSG00000100353	ENSMODG00000000821	8	22
ENSG00000124788	ENSMODG00000010827	3	6
ENSG00000070047	ENSMODG00000010942	Un	11
ENSG00000105639	ENSMODG00000019165	3	19
ENSG00000104142	ENSMODG00000000200	1	15
ENSG00000175764	ENSMODG00000019671	1	9
ENSG00000124181	ENSMODG00000000626	1	20
ENSG00000186115	ENSMODG00000014425	3	19
ENSG00000186115	ENSMODG00000014754	3	19
ENSG00000186115	ENSMODG00000014682	3	19
ENSG00000186115	ENSMODG00000014674	3	19
ENSG00000186115	ENSMODG00000014717	3	19
ENSG00000129515	ENSMODG00000014517	1	14
ENSG00000100416	ENSMODG00000007433	8	22
ENSG00000099804	ENSMODG00000006549	3	19
ENSG00000196218	ENSMODG00000013282	4	19
ENSG00000188828	ENSMODG00000011583	X	X
ENSG00000129484	ENSMODG00000007171	1	14
ENSG00000169180	ENSMODG00000015516	6	16
ENSG00000170638	ENSMODG00000005497	8	22
ENSG00000171992	ENSMODG00000009545	1	5
ENSG00000170099	ENSMODG00000002411	1	14
ENSG00000008838	ENSMODG00000013011	2	17
ENSG00000008838	ENSMODG00000019107	2	17
ENSG00000184110	ENSMODG00000015579	6	16
ENSG00000184110	ENSMODG00000013781	1	16
ENSG00000172940	ENSMODG00000012251	6	3
ENSG00000176769	ENSMODG00000013493	1	10
ENSG00000147140	ENSMODG00000004445	X	X
ENSG00000155380	ENSMODG00000000929	2	1
ENSG00000155962	ENSMODG00000006229	X	X
ENSG00000104213	ENSMODG00000019049	5	8
ENSG00000178381	ENSMODG00000025494	6	7
ENSG00000178381	ENSMODG00000023735	3	7
ENSG00000167825	ENSMODG00000020000	5	11
ENSG00000137218	ENSMODG00000012846	2	6
ENSG00000196632	ENSMODG00000020893	Un	X
ENSG00000177212	ENSMODG00000003901	2	1
ENSG00000172340	ENSMODG00000003294	6	3
ENSG00000176697	ENSMODG00000009461	5	11
ENSG00000103855	ENSMODG00000028712	1	15
ENSG00000143412	ENSMODG00000018826	2	1
ENSG00000112116	ENSMODG00000018823	2	6
ENSG00000065183	ENSMODG00000005243	2	1
ENSG00000175206	ENSMODG00000010914	4	1
ENSG00000088836	ENSMODG00000029249	5	20
ENSG00000169432	ENSMODG00000006587	4	2
ENSG00000146950	ENSMODG00000017449	7	X
ENSG00000156471	ENSMODG00000006940	3	8
ENSG00000082126	ENSMODG00000015300	7	2
ENSG00000065308	ENSMODG00000018818	2	6
ENSG00000086598	ENSMODG00000006021	X	12
ENSG00000186090	ENSMODG00000003149	2	3
ENSG00000186090	ENSMODG00000003162	2	3
ENSG00000076641	ENSMODG00000006558	3	8
ENSG00000164744	ENSMODG00000009429	6	7
ENSG00000119535	ENSMODG00000017810	4	1
ENSG00000168447	ENSMODG00000006819	6	16
ENSG00000101306	ENSMODG00000019486	1	20
ENSG00000196289	ENSMODG00000015064	2	1
ENSG00000105640	ENSMODG00000019167	3	19
ENSG00000030066	ENSMODG00000019923	5	11
ENSG00000125746	ENSMODG00000021541	4	19
ENSG00000112175	ENSMODG00000018782	2	6
ENSG00000137312	ENSMODG00000015865	2	6
ENSG00000165698	ENSMODG00000012565	1	9
ENSG00000100364	ENSMODG00000007132	8	22
ENSG00000181143	ENSMODG00000027383	Un	19
ENSG00000181143	ENSMODG00000027434	Un	19
ENSG00000181143	ENSMODG00000020848	3	19
ENSG00000181143	ENSMODG00000027539	Un	19
ENSG00000181143	ENSMODG00000028420	Un	19
ENSG00000181143	ENSMODG00000028580	Un	19
ENSG00000181143	ENSMODG00000028995	Un	19
ENSG00000181143	ENSMODG00000029402	Un	19
ENSG00000181143	ENSMODG00000005087	3	19
ENSG00000181143	ENSMODG00000022855	3	19
ENSG00000181143	ENSMODG00000027440	Un	19
ENSG00000181143	ENSMODG00000027543	Un	19
ENSG00000181143	ENSMODG00000006530	3	19
ENSG00000181143	ENSMODG00000029193	Un	19
ENSG00000181143	ENSMODG00000027787	Un	19
ENSG00000181143	ENSMODG00000029748	Un	19
ENSG00000181143	ENSMODG00000027796	Un	19
ENSG00000181143	ENSMODG00000028823	3	19
ENSG00000181143	ENSMODG00000028519	Un	19
ENSG00000181143	ENSMODG00000029030	Un	19
ENSG00000181143	ENSMODG00000029384	3	19
ENSG00000181143	ENSMODG00000027709	Un	19
ENSG00000181143	ENSMODG00000028516	Un	19
ENSG00000181143	ENSMODG00000028827	Un	19
ENSG00000181143	ENSMODG00000028908	Un	19
ENSG00000181143	ENSMODG00000029493	Un	19
ENSG00000181143	ENSMODG00000028069	3	19
ENSG00000181143	ENSMODG00000029386	Un	19
ENSG00000181143	ENSMODG00000027573	Un	19
ENSG00000181143	ENSMODG00000028764	3	19
ENSG00000113327	ENSMODG00000007695	1	5
ENSG00000135315	ENSMODG00000018362	2	6
ENSG00000242114	ENSMODG00000009311	3	22
ENSG00000267978	ENSMODG00000011382	X	X
ENSG00000267978	ENSMODG00000016736	8	X
ENSG00000133980	ENSMODG00000006340	1	14
ENSG00000006116	ENSMODG00000016315	6	16
ENSG00000131374	ENSMODG00000014750	8	3
ENSG00000187010	ENSMODG00000013982	4	1
ENSG00000040633	ENSMODG00000006563	2	17
ENSG00000198646	ENSMODG00000002651	1	20
ENSG00000105085	ENSMODG00000014944	3	19
ENSG00000164134	ENSMODG00000000107	5	4
ENSG00000108788	ENSMODG00000014918	2	17
ENSG00000235568	ENSMODG00000029674	8	22
ENSG00000154736	ENSMODG00000020998	4	21
ENSG00000157600	ENSMODG00000025395	X	X
ENSG00000142920	ENSMODG00000017357	4	1
ENSG00000108960	ENSMODG00000014847	2	17
ENSG00000255398	ENSMODG00000012297	3	12
ENSG00000154127	ENSMODG00000012999	4	11
ENSG00000182782	ENSMODG00000012297	3	12
ENSG00000101442	ENSMODG00000000442	1	20
ENSG00000102760	ENSMODG00000014805	7	13
ENSG00000197479	ENSMODG00000011223	1	5
ENSG00000197479	ENSMODG00000011237	1	5
ENSG00000197479	ENSMODG00000006343	1	5
ENSG00000197479	ENSMODG00000011229	1	5
ENSG00000197479	ENSMODG00000011065	1	5
ENSG00000197479	ENSMODG00000010988	Un	5
ENSG00000197479	ENSMODG00000011226	1	5
ENSG00000175548	ENSMODG00000025457	8	12
ENSG00000167992	ENSMODG00000020350	5	11
ENSG00000178177	ENSMODG00000000757	5	4
ENSG00000130177	ENSMODG00000003192	7	13
ENSG00000064763	ENSMODG00000014398	8	12
ENSG00000147606	ENSMODG00000007528	3	8
ENSG00000101144	ENSMODG00000016448	1	20
ENSG00000131943	ENSMODG00000012696	1	19
ENSG00000144566	ENSMODG00000014793	8	3
ENSG00000214107	ENSMODG00000011382	X	X
ENSG00000214107	ENSMODG00000016736	8	X
ENSG00000161281	ENSMODG00000025577	4	19
ENSG00000111726	ENSMODG00000017742	8	12
ENSG00000141441	ENSMODG00000010821	3	18
ENSG00000130701	ENSMODG00000023265	1	20
ENSG00000092931	ENSMODG00000001580	2	17
ENSG00000138018	ENSMODG00000015800	1	2
ENSG00000188229	ENSMODG00000017213	1	9
ENSG00000068784	ENSMODG00000000822	1	2
ENSG00000182158	ENSMODG00000013876	8	7
ENSG00000134193	ENSMODG00000018685	2	1
ENSG00000145022	ENSMODG00000012978	6	3
ENSG00000255112	ENSMODG00000025206	6	18
ENSG00000255112	ENSMODG00000004273	X	18
ENSG00000181234	ENSMODG00000015648	3	12
ENSG00000137054	ENSMODG00000002884	6	9
ENSG00000182108	ENSMODG00000024780	6	16
ENSG00000133704	ENSMODG00000012601	8	12
ENSG00000168300	ENSMODG00000009645	3	8
ENSG00000132305	ENSMODG00000009386	1	2
ENSG00000138433	ENSMODG00000009326	4	2
ENSG00000075415	ENSMODG00000007717	8	12
ENSG00000159496	ENSMODG00000012656	1	22
ENSG00000124145	ENSMODG00000016186	1	20
ENSG00000167941	ENSMODG00000015197	2	17
ENSG00000160563	ENSMODG00000012499	1	9
ENSG00000132872	ENSMODG00000000187	3	18
ENSG00000116679	ENSMODG00000007568	2	1
ENSG00000137843	ENSMODG00000000535	1	15
ENSG00000183354	ENSMODG00000015293	6	9
ENSG00000152804	ENSMODG00000006444	1	10
ENSG00000204952	ENSMODG00000012651	2	17
ENSG00000185860	ENSMODG00000001176	2	1
ENSG00000072832	ENSMODG00000001760	5	4
ENSG00000100129	ENSMODG00000019068	Un	22
ENSG00000105143	ENSMODG00000014481	3	19
ENSG00000111321	ENSMODG00000018059	8	12
ENSG00000034533	ENSMODG00000011917	8	3
ENSG00000063180	ENSMODG00000022682	Un	19
ENSG00000143549	ENSMODG00000017253	2	1
ENSG00000211460	ENSMODG00000000147	4	2
ENSG00000117859	ENSMODG00000000934	2	1
ENSG00000125821	ENSMODG00000005696	1	20
ENSG00000041982	ENSMODG00000019592	1	9
ENSG00000181789	ENSMODG00000008326	6	3
ENSG00000143222	ENSMODG00000005282	2	1
ENSG00000166501	ENSMODG00000016311	6	16
ENSG00000170448	ENSMODG00000020621	5	4
ENSG00000177673	ENSMODG00000028575	2	2
ENSG00000107984	ENSMODG00000016421	1	10
ENSG00000171824	ENSMODG00000011194	4	1
ENSG00000107669	ENSMODG00000008434	1	10
ENSG00000187944	ENSMODG00000028631	4	2
ENSG00000159713	ENSMODG00000005950	1	16
ENSG00000076043	ENSMODG00000013913	4	11
ENSG00000265107	ENSMODG00000018739	2	1
ENSG00000174684	ENSMODG00000008349	8	11
ENSG00000007541	ENSMODG00000016688	6	16
ENSG00000181924	ENSMODG00000024020	4	11
ENSG00000165181	ENSMODG00000005617	6	9
ENSG00000140465	ENSMODG00000009434	1	15
ENSG00000140465	ENSMODG00000009383	1	15
ENSG00000055070	ENSMODG00000003213	4	1
ENSG00000174243	ENSMODG00000009975	Un	12
ENSG00000147050	ENSMODG00000021087	4	X
ENSG00000113248	ENSMODG00000011223	1	5
ENSG00000113248	ENSMODG00000011237	1	5
ENSG00000113248	ENSMODG00000006343	1	5
ENSG00000113248	ENSMODG00000011229	1	5
ENSG00000113248	ENSMODG00000011065	1	5
ENSG00000113248	ENSMODG00000010988	Un	5
ENSG00000113248	ENSMODG00000011226	1	5
ENSG00000166963	ENSMODG00000017797	1	15
ENSG00000108591	ENSMODG00000014031	6	17
ENSG00000117411	ENSMODG00000002949	2	1
ENSG00000171643	ENSMODG00000019747	3	5
ENSG00000148737	ENSMODG00000010133	1	10
ENSG00000115165	ENSMODG00000004389	4	2
ENSG00000167280	ENSMODG00000002037	2	17
ENSG00000113712	ENSMODG00000019254	5	5
ENSG00000113712	ENSMODG00000009937	1	5
ENSG00000175899	ENSMODG00000017988	8	12
ENSG00000196504	ENSMODG00000004179	4	2
ENSG00000159792	ENSMODG00000005449	1	16
ENSG00000068394	ENSMODG00000023705	4	X
ENSG00000068394	ENSMODG00000011443	Un	X
ENSG00000110315	ENSMODG00000008191	5	11
ENSG00000161956	ENSMODG00000007067	2	17
ENSG00000160584	ENSMODG00000013784	4	11
ENSG00000173705	ENSMODG00000025477	8	3
ENSG00000147604	ENSMODG00000008207	3	8
ENSG00000147604	ENSMODG00000007136	3	8
ENSG00000147604	ENSMODG00000006412	7	8
ENSG00000163029	ENSMODG00000003893	1	2
ENSG00000163029	ENSMODG00000007190	X	2
ENSG00000163029	ENSMODG00000011685	Un	2
ENSG00000163029	ENSMODG00000011693	Un	2
ENSG00000163029	ENSMODG00000022800	Un	2
ENSG00000269881	ENSMODG00000016651	6	16
ENSG00000147394	ENSMODG00000028011	X	X
ENSG00000032444	ENSMODG00000015066	3	19
ENSG00000037280	ENSMODG00000003918	1	5
ENSG00000114805	ENSMODG00000015790	7	3
ENSG00000151725	ENSMODG00000004536	5	4
ENSG00000283378	ENSMODG00000000655	6	9
ENSG00000132470	ENSMODG00000007605	2	17
ENSG00000124374	ENSMODG00000011188	1	2
ENSG00000104059	ENSMODG00000011845	1	15
ENSG00000145740	ENSMODG00000023902	2	5
ENSG00000145740	ENSMODG00000019697	3	5
ENSG00000075618	ENSMODG00000001028	6	7
ENSG00000196344	ENSMODG00000020710	5	4
ENSG00000196344	ENSMODG00000025525	5	4
ENSG00000196344	ENSMODG00000020712	5	4
ENSG00000174007	ENSMODG00000018453	4	3
ENSG00000198380	ENSMODG00000011796	1	2
ENSG00000175906	ENSMODG00000024202	2	17
ENSG00000140057	ENSMODG00000012835	1	14
ENSG00000140332	ENSMODG00000009200	1	15
ENSG00000134851	ENSMODG00000020677	5	4
ENSG00000168818	ENSMODG00000001530	5	4
ENSG00000175097	ENSMODG00000024469	5	11
ENSG00000070915	ENSMODG00000013445	1	16
ENSG00000129159	ENSMODG00000006734	5	11
ENSG00000108582	ENSMODG00000009938	2	17
ENSG00000188910	ENSMODG00000023349	4	1
ENSG00000113318	ENSMODG00000020264	3	5
ENSG00000256537	ENSMODG00000025051	6	12
ENSG00000106258	ENSMODG00000000829	6	7
ENSG00000106258	ENSMODG00000000511	6	7
ENSG00000106258	ENSMODG00000000327	6	7
ENSG00000106258	ENSMODG00000025495	6	7
ENSG00000106258	ENSMODG00000000796	6	7
ENSG00000211976	ENSMODG00000023887	1	14
ENSG00000123131	ENSMODG00000007799	4	X
ENSG00000165689	ENSMODG00000004341	6	9
ENSG00000165689	ENSMODG00000017568	1	9
ENSG00000213096	ENSMODG00000019812	1	19
ENSG00000213096	ENSMODG00000022757	Un	19
ENSG00000213096	ENSMODG00000023375	4	19
ENSG00000213096	ENSMODG00000023480	4	19
ENSG00000213096	ENSMODG00000013304	1	19
ENSG00000213096	ENSMODG00000023371	4	19
ENSG00000213096	ENSMODG00000014208	4	19
ENSG00000213096	ENSMODG00000016504	Un	19
ENSG00000174004	ENSMODG00000018447	4	3
ENSG00000163618	ENSMODG00000002901	6	3
ENSG00000176907	ENSMODG00000023176	1	8
ENSG00000112053	ENSMODG00000013715	2	6
ENSG00000066056	ENSMODG00000011374	2	1
ENSG00000136051	ENSMODG00000002024	8	12
ENSG00000163600	ENSMODG00000025487	7	2
ENSG00000084733	ENSMODG00000015821	1	2
ENSG00000259371	ENSMODG00000003570	1	14
ENSG00000183495	ENSMODG00000015487	3	12
ENSG00000156398	ENSMODG00000011216	1	10
ENSG00000103404	ENSMODG00000006875	6	16
ENSG00000088726	ENSMODG00000025518	6	3
ENSG00000223496	ENSMODG00000014523	1	16
ENSG00000268163	ENSMODG00000013409	2	19
ENSG00000084754	ENSMODG00000015815	1	2
ENSG00000179431	ENSMODG00000024473	5	11
ENSG00000000460	ENSMODG00000003433	2	1
ENSG00000143641	ENSMODG00000009155	2	1
ENSG00000154124	ENSMODG00000002941	3	5
ENSG00000138435	ENSMODG00000009414	4	2
ENSG00000171792	ENSMODG00000018344	8	12
ENSG00000131495	ENSMODG00000011446	1	5
ENSG00000060718	ENSMODG00000003278	2	1
ENSG00000136881	ENSMODG00000014410	6	9
ENSG00000177000	ENSMODG00000010976	4	1
ENSG00000178951	ENSMODG00000000778	3	19
ENSG00000111358	ENSMODG00000023728	3	12
ENSG00000185115	ENSMODG00000011382	X	15
ENSG00000185115	ENSMODG00000016736	8	15
ENSG00000094841	ENSMODG00000027579	X	X
ENSG00000010282	ENSMODG00000013592	6	3
ENSG00000110713	ENSMODG00000008290	4	11
ENSG00000173227	ENSMODG00000007791	8	11
ENSG00000141699	ENSMODG00000014932	2	17
ENSG00000147655	ENSMODG00000005246	3	8
ENSG00000120049	ENSMODG00000011638	1	10
ENSG00000165533	ENSMODG00000003060	1	14
ENSG00000086189	ENSMODG00000025599	3	5
ENSG00000176845	ENSMODG00000007419	2	17
ENSG00000156531	ENSMODG00000015259	X	X
ENSG00000167491	ENSMODG00000007189	3	19
ENSG00000154479	ENSMODG00000008147	4	2
ENSG00000196141	ENSMODG00000012413	4	2
ENSG00000177105	ENSMODG00000024005	4	11
ENSG00000166925	ENSMODG00000004468	2	7
ENSG00000136231	ENSMODG00000001014	8	7
ENSG00000121741	ENSMODG00000008092	4	13
ENSG00000144810	ENSMODG00000002306	4	3
ENSG00000004848	ENSMODG00000007311	4	X
ENSG00000104388	ENSMODG00000008556	3	8
ENSG00000143228	ENSMODG00000016696	7	1
ENSG00000096996	ENSMODG00000003116	3	19
ENSG00000260170	ENSMODG00000017627	1	15
ENSG00000196266	ENSMODG00000010132	2	1
ENSG00000187806	ENSMODG00000025724	1	15
ENSG00000179133	ENSMODG00000028850	8	10
ENSG00000039068	ENSMODG00000003256	1	16
ENSG00000122012	ENSMODG00000003099	3	5
ENSG00000233927	ENSMODG00000025356	8	19
ENSG00000187959	ENSMODG00000025672	2	17
ENSG00000254834	ENSMODG00000024296	5	11
ENSG00000254834	ENSMODG00000024295	5	11
ENSG00000143748	ENSMODG00000005163	2	1
ENSG00000162385	ENSMODG00000000462	2	1
ENSG00000106333	ENSMODG00000004490	2	7
ENSG00000164164	ENSMODG00000000487	5	4
ENSG00000213614	ENSMODG00000001771	1	15
ENSG00000198908	ENSMODG00000017216	8	X
ENSG00000112309	ENSMODG00000018561	2	6
ENSG00000010030	ENSMODG00000013561	2	6
ENSG00000100325	ENSMODG00000009024	3	22
ENSG00000187555	ENSMODG00000005702	6	16
ENSG00000204305	ENSMODG00000014881	2	6
ENSG00000168792	ENSMODG00000019332	2	17
ENSG00000128573	ENSMODG00000015863	8	7
ENSG00000131981	ENSMODG00000011734	1	14
ENSG00000189184	ENSMODG00000000040	5	4
ENSG00000268738	ENSMODG00000027398	X	X
ENSG00000168298	ENSMODG00000023582	2	6
ENSG00000168298	ENSMODG00000028015	2	6
ENSG00000184388	ENSMODG00000015125	8	X
