Mouse	ChrMouse	Platypus	ChrPlatypus
ENSMUSG00000048065	7	ENSOANG00000012063	3
ENSMUSG00000048067	7	ENSOANG00000002764	Contig23696
ENSMUSG00000048096	1	ENSOANG00000009361	Ultra171
ENSMUSG00000048109	3	ENSOANG00000004026	Ultra543
ENSMUSG00000048118	12	ENSOANG00000011836	Contig214
ENSMUSG00000048126	1	ENSOANG00000011917	7
ENSMUSG00000048138	19	ENSOANG00000008296	X5
ENSMUSG00000048142	5	ENSOANG00000009936	Contig27146
ENSMUSG00000048148	8	ENSOANG00000007868	Ultra493
ENSMUSG00000048154	15	ENSOANG00000000141	Ultra148
ENSMUSG00000048155	X	ENSOANG00000009664	Contig13752
ENSMUSG00000048174	1	ENSOANG00000013473	7
ENSMUSG00000048175	15	ENSOANG00000029984	Contig25317
ENSMUSG00000048186	2	ENSOANG00000015406	Contig13
ENSMUSG00000048206	6	ENSOANG00000006706	Ultra32
ENSMUSG00000048216	6	ENSOANG00000015237	Contig15172
ENSMUSG00000048217	11	ENSOANG00000028578	Contig8541
ENSMUSG00000048218	15	ENSOANG00000003409	Contig24099
ENSMUSG00000048230	15	ENSOANG00000008449	Contig22839
ENSMUSG00000048234	1	ENSOANG00000003086	Ultra161
ENSMUSG00000048236	7	ENSOANG00000020562	Contig14058
ENSMUSG00000048240	10	ENSOANG00000002969	Ultra23
ENSMUSG00000048249	17	ENSOANG00000003984	Contig740
ENSMUSG00000048251	12	ENSOANG00000014770	Ultra378
ENSMUSG00000048264	13	ENSOANG00000006105	Ultra274
ENSMUSG00000048271	5	ENSOANG00000006147	Ultra274
ENSMUSG00000048277	11	ENSOANG00000004466	Contig4327
ENSMUSG00000048285	12	ENSOANG00000013962	4
ENSMUSG00000048304	3	ENSOANG00000012898	Contig3269
ENSMUSG00000048307	15	ENSOANG00000008353	Contig1777
ENSMUSG00000048310	8	ENSOANG00000014111	Ultra126
ENSMUSG00000048330	7	ENSOANG00000009944	2
ENSMUSG00000048332	3	ENSOANG00000015512	Ultra336
ENSMUSG00000048337	14	ENSOANG00000012608	Contig13286
ENSMUSG00000048351	4	ENSOANG00000008291	Ultra574
ENSMUSG00000048368	13	ENSOANG00000000114	Ultra497
ENSMUSG00000048371	8	ENSOANG00000015274	Contig13289
ENSMUSG00000048373	5	ENSOANG00000015680	Contig10163
ENSMUSG00000048388	2	ENSOANG00000003149	Ultra514
ENSMUSG00000048399	16	ENSOANG00000013794	7
ENSMUSG00000048400	8	ENSOANG00000012113	Ultra55
ENSMUSG00000048410	18	ENSOANG00000013445	Ultra88
ENSMUSG00000048416	3	ENSOANG00000002728	Contig2472
ENSMUSG00000048424	15	ENSOANG00000004346	3
ENSMUSG00000048439	5	ENSOANG00000014206	Ultra65
ENSMUSG00000048445	11	ENSOANG00000021474	Contig3779
ENSMUSG00000048458	3	ENSOANG00000003320	Ultra269
ENSMUSG00000048482	2	ENSOANG00000013030	Contig1728
ENSMUSG00000048483	12	ENSOANG00000010594	Contig409
ENSMUSG00000048485	4	ENSOANG00000001192	Ultra533
ENSMUSG00000048486	2	ENSOANG00000002464	Contig12259
ENSMUSG00000048490	16	ENSOANG00000008221	Ultra388
ENSMUSG00000048495	1	ENSOANG00000002098	Contig16799
ENSMUSG00000048503	9	ENSOANG00000007199	Contig6802
ENSMUSG00000048520	5	ENSOANG00000020354	Ultra5
ENSMUSG00000048521	9	ENSOANG00000006792	Ultra117
ENSMUSG00000048537	9	ENSOANG00000003754	Contig1194
ENSMUSG00000048540	3	ENSOANG00000009820	Contig11196
ENSMUSG00000048546	15	ENSOANG00000009031	Contig23549
ENSMUSG00000048550	2	ENSOANG00000006024	Ultra274
ENSMUSG00000048572	19	ENSOANG00000028420	Contig18537
ENSMUSG00000048578	5	ENSOANG00000012870	Contig15160
ENSMUSG00000048581	3	ENSOANG00000010032	Contig1394
ENSMUSG00000048582	14	ENSOANG00000009020	Contig59
ENSMUSG00000048602	17	ENSOANG00000019932	Contig13025
ENSMUSG00000048612	19	ENSOANG00000008661	Contig17026
ENSMUSG00000048644	8	ENSOANG00000010264	Contig3892
ENSMUSG00000048647	2	ENSOANG00000029781	Contig1456
ENSMUSG00000048652	3	ENSOANG00000014418	Ultra135
ENSMUSG00000048661	10	ENSOANG00000005918	Ultra124
ENSMUSG00000048668	6	ENSOANG00000001392	Contig6615
ENSMUSG00000048677	7	ENSOANG00000011298	3
ENSMUSG00000048696	10	ENSOANG00000011764	Contig3564
ENSMUSG00000048701	10	ENSOANG00000013054	3
ENSMUSG00000048706	4	ENSOANG00000013530	X5
ENSMUSG00000048707	2	ENSOANG00000032062	Contig47338
ENSMUSG00000048732	11	ENSOANG00000012660	Contig26036
ENSMUSG00000048756	10	ENSOANG00000000768	Ultra339
ENSMUSG00000048763	11	ENSOANG00000009165	Ultra231
ENSMUSG00000048764	5	ENSOANG00000015805	Contig6005
ENSMUSG00000048772	4	ENSOANG00000003693	Contig2611
ENSMUSG00000048776	6	ENSOANG00000002270	Contig6937
ENSMUSG00000048782	7	ENSOANG00000022342	Ultra270
ENSMUSG00000048787	7	ENSOANG00000014290	2
ENSMUSG00000048794	6	ENSOANG00000029239	Contig10220
ENSMUSG00000048806	4	ENSOANG00000005960	Contig17696
ENSMUSG00000048807	11	ENSOANG00000011552	2
ENSMUSG00000048814	1	ENSOANG00000020922	20
ENSMUSG00000048827	8	ENSOANG00000008193	11
ENSMUSG00000048832	19	ENSOANG00000014602	Contig24174
ENSMUSG00000048833	12	ENSOANG00000012625	1
ENSMUSG00000048834	11	ENSOANG00000029694	Contig6295
ENSMUSG00000048856	12	ENSOANG00000005726	Ultra378
ENSMUSG00000048865	1	ENSOANG00000013022	Contig13973
ENSMUSG00000048875	18	ENSOANG00000004048	Ultra462
ENSMUSG00000048899	4	ENSOANG00000009723	Ultra412
ENSMUSG00000048904	13	ENSOANG00000003865	Contig33017
ENSMUSG00000048911	2	ENSOANG00000031731	Contig24042
ENSMUSG00000048915	17	ENSOANG00000011401	Ultra84
ENSMUSG00000048922	14	ENSOANG00000031714	Contig19153
ENSMUSG00000048924	13	ENSOANG00000001614	1
ENSMUSG00000048930	6	ENSOANG00000012084	Ultra238
ENSMUSG00000048938	3	ENSOANG00000004519	7
ENSMUSG00000048939	16	ENSOANG00000004961	Contig7042
ENSMUSG00000048960	1	ENSOANG00000013504	7
ENSMUSG00000048970	X	ENSOANG00000002575	Ultra390
ENSMUSG00000048978	13	ENSOANG00000011126	Contig195
ENSMUSG00000048982	12	ENSOANG00000009096	Contig283
ENSMUSG00000048988	5	ENSOANG00000007294	2
ENSMUSG00000048997	3	ENSOANG00000011501	Ultra410
ENSMUSG00000049001	6	ENSOANG00000015110	12
ENSMUSG00000049038	10	ENSOANG00000005531	Ultra443
ENSMUSG00000049044	2	ENSOANG00000008592	Ultra514
ENSMUSG00000049076	16	ENSOANG00000012746	7
ENSMUSG00000049091	7	ENSOANG00000000363	Ultra484
ENSMUSG00000049092	14	ENSOANG00000013954	4
ENSMUSG00000049106	12	ENSOANG00000012620	1
ENSMUSG00000049107	6	ENSOANG00000001146	Contig17713
ENSMUSG00000049109	10	ENSOANG00000015220	Ultra374
ENSMUSG00000049112	6	ENSOANG00000007720	Contig3706
ENSMUSG00000049119	4	ENSOANG00000030653	7
ENSMUSG00000049134	19	ENSOANG00000001575	Ultra272
ENSMUSG00000049148	15	ENSOANG00000002823	Contig22509
ENSMUSG00000049154	11	ENSOANG00000001140	Contig7219
ENSMUSG00000049164	19	ENSOANG00000005145	Ultra97
ENSMUSG00000049176	X	ENSOANG00000002619	Ultra462
ENSMUSG00000049184	8	ENSOANG00000009379	Contig154711
ENSMUSG00000049225	4	ENSOANG00000007880	Contig59236
ENSMUSG00000049241	5	ENSOANG00000006190	Ultra196
ENSMUSG00000049265	5	ENSOANG00000000517	Ultra179
ENSMUSG00000049281	9	ENSOANG00000015192	Ultra303
ENSMUSG00000049295	14	ENSOANG00000014124	Contig21998
ENSMUSG00000049299	11	ENSOANG00000014378	Contig13178
ENSMUSG00000049303	19	ENSOANG00000011222	Contig37620
ENSMUSG00000049305	9	ENSOANG00000008128	Contig14357
ENSMUSG00000049313	9	ENSOANG00000001772	Ultra285
ENSMUSG00000049323	11	ENSOANG00000009874	2
ENSMUSG00000049327	5	ENSOANG00000015334	Ultra196
ENSMUSG00000049350	7	ENSOANG00000010006	Contig20264
ENSMUSG00000049353	1	ENSOANG00000008478	Ultra67
ENSMUSG00000049382	15	ENSOANG00000001940	Contig14711
ENSMUSG00000049396	11	ENSOANG00000009929	Ultra669
ENSMUSG00000049401	2	ENSOANG00000004976	Contig101
ENSMUSG00000049411	18	ENSOANG00000001374	Contig6485
ENSMUSG00000049420	10	ENSOANG00000004905	Contig4345
ENSMUSG00000049422	10	ENSOANG00000002383	Contig12890
ENSMUSG00000049439	1	ENSOANG00000015019	Contig7466
ENSMUSG00000049470	11	ENSOANG00000007428	Ultra459
ENSMUSG00000049482	8	ENSOANG00000009341	Contig8489
ENSMUSG00000049488	4	ENSOANG00000015734	X2
ENSMUSG00000049489	11	ENSOANG00000000678	Ultra403
ENSMUSG00000049493	9	ENSOANG00000003646	Ultra359
ENSMUSG00000049502	16	ENSOANG00000020833	Contig31836
ENSMUSG00000049504	3	ENSOANG00000015510	Ultra336
ENSMUSG00000049515	1	ENSOANG00000015589	7
ENSMUSG00000049516	7	ENSOANG00000015821	Contig4420
ENSMUSG00000049517	13	ENSOANG00000012718	Contig9715
ENSMUSG00000049521	15	ENSOANG00000009772	Ultra136
ENSMUSG00000049530	5	ENSOANG00000006660	18
ENSMUSG00000049537	5	ENSOANG00000001729	Ultra173
ENSMUSG00000049538	13	ENSOANG00000001750	X3
ENSMUSG00000049548	15	ENSOANG00000012603	Contig1058
ENSMUSG00000049550	5	ENSOANG00000006200	Ultra196
ENSMUSG00000049551	5	ENSOANG00000005358	Contig15151
ENSMUSG00000049556	9	ENSOANG00000013373	Contig15022
ENSMUSG00000049565	3	ENSOANG00000005360	4
ENSMUSG00000049571	7	ENSOANG00000031751	Contig20257
ENSMUSG00000049577	8	ENSOANG00000003210	Ultra78
ENSMUSG00000049580	7	ENSOANG00000001120	Contig2353
ENSMUSG00000049583	7	ENSOANG00000008870	Ultra29
ENSMUSG00000049588	11	ENSOANG00000031322	X1
ENSMUSG00000049598	1	ENSOANG00000022111	Contig24448
ENSMUSG00000049604	11	ENSOANG00000007689	Contig31956
ENSMUSG00000049606	5	ENSOANG00000007039	Contig12083
ENSMUSG00000049608	1	ENSOANG00000012342	Contig6725
ENSMUSG00000049612	11	ENSOANG00000005670	Ultra17
ENSMUSG00000049620	17	ENSOANG00000000553	Contig21836
ENSMUSG00000049625	13	ENSOANG00000013485	Contig13330
ENSMUSG00000049630	2	ENSOANG00000004435	15
ENSMUSG00000049649	4	ENSOANG00000002859	Contig17101
ENSMUSG00000049653	15	ENSOANG00000015136	Contig4612
ENSMUSG00000049659	11	ENSOANG00000012433	Ultra56
ENSMUSG00000049670	19	ENSOANG00000004443	Contig20230
ENSMUSG00000049672	17	ENSOANG00000005381	Contig20437
ENSMUSG00000049680	11	ENSOANG00000015809	Contig4633
ENSMUSG00000049686	5	ENSOANG00000006860	Ultra244
ENSMUSG00000049687	15	ENSOANG00000004241	Contig1041
ENSMUSG00000049709	7	ENSOANG00000011922	Contig1754
ENSMUSG00000049721	11	ENSOANG00000001884	Contig25399
ENSMUSG00000049723	9	ENSOANG00000010478	Ultra192
ENSMUSG00000049739	7	ENSOANG00000010373	Contig10389
ENSMUSG00000049764	10	ENSOANG00000003478	Contig10735
ENSMUSG00000049775	X	ENSOANG00000020814	Ultra462
ENSMUSG00000049791	7	ENSOANG00000008874	Ultra29
ENSMUSG00000049792	12	ENSOANG00000000627	Contig13615
ENSMUSG00000049796	3	ENSOANG00000002306	7
ENSMUSG00000049799	4	ENSOANG00000022516	X5
ENSMUSG00000049800	11	ENSOANG00000012435	Ultra56
ENSMUSG00000049811	11	ENSOANG00000012418	Ultra56
ENSMUSG00000049823	17	ENSOANG00000007016	Contig48273
ENSMUSG00000049866	1	ENSOANG00000011765	Contig6499
ENSMUSG00000049871	16	ENSOANG00000001053	Contig11243
ENSMUSG00000049872	10	ENSOANG00000006298	Contig4922
ENSMUSG00000049878	4	ENSOANG00000001878	Contig5848
ENSMUSG00000049882	12	ENSOANG00000013981	4
ENSMUSG00000049892	11	ENSOANG00000001260	2
ENSMUSG00000049897	2	ENSOANG00000002452	Contig2121
ENSMUSG00000049904	11	ENSOANG00000012422	Ultra56
ENSMUSG00000049908	3	ENSOANG00000003033	Contig102161
ENSMUSG00000049922	2	ENSOANG00000005349	Ultra286
ENSMUSG00000049932	9	ENSOANG00000007257	Contig14866
ENSMUSG00000049940	3	ENSOANG00000005113	Contig30140
ENSMUSG00000049957	11	ENSOANG00000029084	Contig4594
ENSMUSG00000049960	14	ENSOANG00000012378	Contig41508
ENSMUSG00000049969	4	ENSOANG00000013068	Contig7144
ENSMUSG00000049971	5	ENSOANG00000009949	2
ENSMUSG00000049985	13	ENSOANG00000010876	Contig1951
ENSMUSG00000049988	8	ENSOANG00000001924	Ultra49
ENSMUSG00000049999	2	ENSOANG00000009285	Ultra516
ENSMUSG00000050002	13	ENSOANG00000021442	Contig24883
ENSMUSG00000050017	5	ENSOANG00000008826	Ultra252
ENSMUSG00000050022	5	ENSOANG00000004325	2
ENSMUSG00000050029	X	ENSOANG00000011699	6
ENSMUSG00000050043	2	ENSOANG00000021960	Contig11725
ENSMUSG00000050052	8	ENSOANG00000004691	Ultra101
ENSMUSG00000050063	7	ENSOANG00000011236	Contig35121
ENSMUSG00000050064	3	ENSOANG00000002253	Contig1741
ENSMUSG00000050069	1	ENSOANG00000010275	Ultra67
ENSMUSG00000050075	3	ENSOANG00000012171	Ultra414
ENSMUSG00000050087	11	ENSOANG00000010221	14
ENSMUSG00000050103	12	ENSOANG00000029831	Ultra527
ENSMUSG00000050106	11	ENSOANG00000004464	Contig4327
ENSMUSG00000050107	11	ENSOANG00000012691	Ultra69
ENSMUSG00000050108	10	ENSOANG00000005523	Ultra443
ENSMUSG00000050122	1	ENSOANG00000007103	Ultra222
ENSMUSG00000050132	11	ENSOANG00000029712	Contig60326
ENSMUSG00000050147	8	ENSOANG00000013065	Ultra493
ENSMUSG00000050150	3	ENSOANG00000014446	Contig12709
ENSMUSG00000050164	15	ENSOANG00000014672	Ultra454
ENSMUSG00000050188	4	ENSOANG00000002066	Ultra472
ENSMUSG00000050192	3	ENSOANG00000030310	Contig17491
ENSMUSG00000050199	2	ENSOANG00000007384	Contig4139
ENSMUSG00000050201	11	ENSOANG00000020604	Contig58718
ENSMUSG00000050217	1	ENSOANG00000002192	1
ENSMUSG00000050222	14	ENSOANG00000009028	Contig59
ENSMUSG00000050234	4	ENSOANG00000003226	Ultra467
ENSMUSG00000050270	11	ENSOANG00000020311	Contig7494
ENSMUSG00000050288	11	ENSOANG00000004982	Contig27111
ENSMUSG00000050296	1	ENSOANG00000012250	Ultra3
ENSMUSG00000050310	15	ENSOANG00000010208	Ultra251
ENSMUSG00000050312	16	ENSOANG00000013666	Contig25955
ENSMUSG00000050315	3	ENSOANG00000003312	12
ENSMUSG00000050321	18	ENSOANG00000029724	Contig15070
ENSMUSG00000050323	4	ENSOANG00000006263	4
ENSMUSG00000050328	15	ENSOANG00000015091	Contig22807
ENSMUSG00000050335	14	ENSOANG00000001898	Contig2032
ENSMUSG00000050357	8	ENSOANG00000000267	Contig15877
ENSMUSG00000050366	7	ENSOANG00000014311	Contig7292
ENSMUSG00000050370	19	ENSOANG00000002397	Contig18120
ENSMUSG00000050379	X	ENSOANG00000002596	Ultra390
ENSMUSG00000050382	7	ENSOANG00000000880	Contig3440
ENSMUSG00000050390	4	ENSOANG00000020087	Ultra533
ENSMUSG00000050395	4	ENSOANG00000010615	4
ENSMUSG00000050397	9	ENSOANG00000000312	Contig10930
ENSMUSG00000050439	15	ENSOANG00000014666	Ultra454
ENSMUSG00000050447	2	ENSOANG00000006071	Ultra514
ENSMUSG00000050463	15	ENSOANG00000007686	Contig25918
ENSMUSG00000050468	2	ENSOANG00000012823	Contig2836
ENSMUSG00000050471	9	ENSOANG00000012121	Contig14542
ENSMUSG00000050493	4	ENSOANG00000001196	Ultra533
ENSMUSG00000050505	14	ENSOANG00000015235	2
ENSMUSG00000050530	2	ENSOANG00000004431	15
ENSMUSG00000050534	1	ENSOANG00000006151	Ultra274
ENSMUSG00000050541	11	ENSOANG00000012334	X1
ENSMUSG00000050549	3	ENSOANG00000000694	6
ENSMUSG00000050552	5	ENSOANG00000009932	Contig15599
ENSMUSG00000050556	2	ENSOANG00000006393	Ultra516
ENSMUSG00000050567	11	ENSOANG00000013589	14
ENSMUSG00000050578	9	ENSOANG00000010477	Ultra192
ENSMUSG00000050587	2	ENSOANG00000000566	3
ENSMUSG00000050592	2	ENSOANG00000014779	4
ENSMUSG00000050608	4	ENSOANG00000015342	Contig642
ENSMUSG00000050619	2	ENSOANG00000010234	Contig15980
ENSMUSG00000050627	9	ENSOANG00000002276	Ultra51
ENSMUSG00000050640	5	ENSOANG00000007491	Contig15570
ENSMUSG00000050663	10	ENSOANG00000012281	Ultra538
ENSMUSG00000050668	17	ENSOANG00000008080	X1
ENSMUSG00000050675	11	ENSOANG00000006162	Contig48554
ENSMUSG00000050685	16	ENSOANG00000007498	Contig14
ENSMUSG00000050697	15	ENSOANG00000004087	Ultra251
ENSMUSG00000050700	2	ENSOANG00000014348	Ultra337
ENSMUSG00000050705	17	ENSOANG00000020397	Contig29803
ENSMUSG00000050711	1	ENSOANG00000009136	Ultra232
ENSMUSG00000050714	2	ENSOANG00000008192	Ultra70
ENSMUSG00000050730	9	ENSOANG00000010495	Ultra192
ENSMUSG00000050737	2	ENSOANG00000002549	4
ENSMUSG00000050747	17	ENSOANG00000005881	Contig5433
ENSMUSG00000050751	8	ENSOANG00000013735	Contig696
ENSMUSG00000050762	17	ENSOANG00000004426	Contig11548
ENSMUSG00000050783	16	ENSOANG00000000493	Ultra166
ENSMUSG00000050786	6	ENSOANG00000014201	Ultra65
ENSMUSG00000050808	2	ENSOANG00000013132	3
ENSMUSG00000050812	4	ENSOANG00000003758	Ultra84
ENSMUSG00000050815	19	ENSOANG00000000123	Ultra475
ENSMUSG00000050821	16	ENSOANG00000009943	Contig8414
ENSMUSG00000050822	5	ENSOANG00000006568	2
ENSMUSG00000050824	17	ENSOANG00000009657	Contig11475
ENSMUSG00000050830	11	ENSOANG00000003091	4
ENSMUSG00000050840	1	ENSOANG00000003639	Contig15143
ENSMUSG00000050854	4	ENSOANG00000008210	Ultra388
ENSMUSG00000050856	5	ENSOANG00000006517	Ultra84
ENSMUSG00000050860	11	ENSOANG00000004675	Contig18290
ENSMUSG00000050890	4	ENSOANG00000014896	Contig2043
ENSMUSG00000050891	15	ENSOANG00000014088	4
ENSMUSG00000050896	2	ENSOANG00000029328	Contig24206
ENSMUSG00000050908	16	ENSOANG00000031015	Contig40033
ENSMUSG00000050910	11	ENSOANG00000004375	Contig12618
ENSMUSG00000050912	9	ENSOANG00000030101	Ultra192
ENSMUSG00000050917	7	ENSOANG00000007413	3
ENSMUSG00000050919	13	ENSOANG00000015788	1
ENSMUSG00000050931	3	ENSOANG00000007747	Ultra181
ENSMUSG00000050944	11	ENSOANG00000012655	Ultra69
ENSMUSG00000050945	18	ENSOANG00000006050	Ultra274
ENSMUSG00000050947	3	ENSOANG00000030914	Contig19301
ENSMUSG00000050953	10	ENSOANG00000003395	2
ENSMUSG00000050963	15	ENSOANG00000004151	Contig881
ENSMUSG00000050965	11	ENSOANG00000008060	Ultra288
ENSMUSG00000050973	7	ENSOANG00000009153	Contig12594
ENSMUSG00000050989	4	ENSOANG00000031118	Contig45173
ENSMUSG00000050996	18	ENSOANG00000008704	Ultra519
ENSMUSG00000051000	3	ENSOANG00000005280	Ultra539
ENSMUSG00000051007	7	ENSOANG00000009139	Contig3771
ENSMUSG00000051022	5	ENSOANG00000012467	Contig9093
ENSMUSG00000051043	11	ENSOANG00000003287	Ultra151
ENSMUSG00000051065	16	ENSOANG00000004445	7
ENSMUSG00000051067	10	ENSOANG00000003705	Ultra15
ENSMUSG00000051079	1	ENSOANG00000002959	Ultra341
ENSMUSG00000051098	13	ENSOANG00000011074	1
ENSMUSG00000051111	13	ENSOANG00000015768	1
ENSMUSG00000051113	7	ENSOANG00000003922	Contig16572
ENSMUSG00000051149	2	ENSOANG00000008675	Ultra516
ENSMUSG00000051154	2	ENSOANG00000014501	Contig8309
ENSMUSG00000051159	X	ENSOANG00000002950	Ultra315
ENSMUSG00000051166	12	ENSOANG00000015631	1
ENSMUSG00000051169	6	ENSOANG00000012081	Ultra238
ENSMUSG00000051177	2	ENSOANG00000008416	Ultra56
ENSMUSG00000051182	7	ENSOANG00000008901	Contig6657
ENSMUSG00000051212	14	ENSOANG00000014660	Contig5416
ENSMUSG00000051220	X	ENSOANG00000014708	Ultra369
ENSMUSG00000051223	1	ENSOANG00000022417	Ultra741
ENSMUSG00000051225	15	ENSOANG00000014883	Ultra11
ENSMUSG00000051228	X	ENSOANG00000011273	Ultra222
ENSMUSG00000051232	11	ENSOANG00000015618	Contig6837
ENSMUSG00000051236	10	ENSOANG00000005919	Ultra124
ENSMUSG00000051238	9	ENSOANG00000004347	Contig19721
ENSMUSG00000051243	9	ENSOANG00000013117	Contig7732
ENSMUSG00000051256	6	ENSOANG00000004460	Contig15566
ENSMUSG00000051285	1	ENSOANG00000007273	7
ENSMUSG00000051306	5	ENSOANG00000003278	Ultra371
ENSMUSG00000051314	7	ENSOANG00000014493	Contig21033
ENSMUSG00000051323	X	ENSOANG00000004203	Ultra519
ENSMUSG00000051331	6	ENSOANG00000015362	Contig7063
ENSMUSG00000051335	13	ENSOANG00000006979	Ultra474
ENSMUSG00000051343	6	ENSOANG00000011818	Contig17668
ENSMUSG00000051346	10	ENSOANG00000014627	Contig36780
ENSMUSG00000051351	4	ENSOANG00000003962	Contig7223
ENSMUSG00000051354	10	ENSOANG00000019999	Contig6293
ENSMUSG00000051373	2	ENSOANG00000031545	4
ENSMUSG00000051375	18	ENSOANG00000006986	Contig20982
ENSMUSG00000051378	11	ENSOANG00000010540	Contig18511
ENSMUSG00000051379	2	ENSOANG00000029552	Ultra56
ENSMUSG00000051391	5	ENSOANG00000029540	Contig5145
ENSMUSG00000051396	2	ENSOANG00000015397	Contig13
ENSMUSG00000051401	18	ENSOANG00000005749	Ultra139
ENSMUSG00000051403	7	ENSOANG00000021099	Contig16318
ENSMUSG00000051412	GL456233.1	ENSOANG00000008702	Ultra519
ENSMUSG00000051427	11	ENSOANG00000031775	Contig21864
ENSMUSG00000051431	3	ENSOANG00000005305	Contig31513
ENSMUSG00000051435	4	ENSOANG00000021430	Contig20374
ENSMUSG00000051439	18	ENSOANG00000011667	Contig4144
ENSMUSG00000051444	3	ENSOANG00000013636	Contig263
ENSMUSG00000051455	11	ENSOANG00000009537	Contig9096
ENSMUSG00000051456	13	ENSOANG00000002023	Contig4470
ENSMUSG00000051457	7	ENSOANG00000029589	Contig16776
ENSMUSG00000051490	19	ENSOANG00000012518	Contig530
ENSMUSG00000051497	11	ENSOANG00000008076	Ultra288
ENSMUSG00000051502	5	ENSOANG00000022052	Contig26858
ENSMUSG00000051506	14	ENSOANG00000005048	Ultra584
ENSMUSG00000051510	11	ENSOANG00000015302	Contig183103
ENSMUSG00000051517	4	ENSOANG00000011783	Contig11375
ENSMUSG00000051518	15	ENSOANG00000011025	Contig10473
ENSMUSG00000051590	1	ENSOANG00000002761	Contig2115
ENSMUSG00000051592	X	ENSOANG00000013985	Ultra315
ENSMUSG00000051596	5	ENSOANG00000010378	Contig25748
ENSMUSG00000051617	11	ENSOANG00000015781	1
ENSMUSG00000051650	11	ENSOANG00000012421	Ultra56
ENSMUSG00000051652	10	ENSOANG00000015573	7
ENSMUSG00000051663	18	ENSOANG00000007218	Ultra532
ENSMUSG00000051669	16	ENSOANG00000020202	Ultra618
ENSMUSG00000051674	5	ENSOANG00000005193	Contig10291
ENSMUSG00000051675	4	ENSOANG00000002097	4
ENSMUSG00000051705	9	ENSOANG00000001976	Contig34477
ENSMUSG00000051721	12	ENSOANG00000007626	2
ENSMUSG00000051726	12	ENSOANG00000006285	Contig15318
ENSMUSG00000051728	16	ENSOANG00000002442	Ultra41
ENSMUSG00000051730	2	ENSOANG00000008546	Ultra514
ENSMUSG00000051747	2	ENSOANG00000008636	Ultra514
ENSMUSG00000051768	7	ENSOANG00000010767	Contig24784
ENSMUSG00000051777	3	ENSOANG00000021066	Ultra370
ENSMUSG00000051786	15	ENSOANG00000029051	Contig33542
ENSMUSG00000051853	15	ENSOANG00000014517	Contig22228
ENSMUSG00000051855	6	ENSOANG00000011469	10
ENSMUSG00000051860	3	ENSOANG00000005421	Contig14198
ENSMUSG00000051864	15	ENSOANG00000030780	Contig103080
ENSMUSG00000051890	12	ENSOANG00000013988	4
ENSMUSG00000051910	7	ENSOANG00000022345	Ultra270
ENSMUSG00000051920	15	ENSOANG00000015069	Contig2696
ENSMUSG00000051934	15	ENSOANG00000004963	Contig10131
ENSMUSG00000051950	5	ENSOANG00000015475	Ultra336
ENSMUSG00000051951	1	ENSOANG00000030147	7
ENSMUSG00000051978	8	ENSOANG00000004692	Ultra101
ENSMUSG00000051980	16	ENSOANG00000010069	Contig3110
ENSMUSG00000051989	16	ENSOANG00000022016	Ultra41
ENSMUSG00000051998	1	ENSOANG00000001914	Contig785
ENSMUSG00000052013	16	ENSOANG00000010836	Contig6466
ENSMUSG00000052026	18	ENSOANG00000002296	X1
ENSMUSG00000052031	17	ENSOANG00000030223	Contig31598
ENSMUSG00000052033	2	ENSOANG00000009238	Ultra516
ENSMUSG00000052056	2	ENSOANG00000003139	Ultra516
ENSMUSG00000052062	1	ENSOANG00000014041	Ultra170
ENSMUSG00000052085	19	ENSOANG00000021558	Contig7785
ENSMUSG00000052105	17	ENSOANG00000015008	Contig4733
ENSMUSG00000052135	4	ENSOANG00000008167	Contig53678
ENSMUSG00000052139	5	ENSOANG00000005681	Ultra202
ENSMUSG00000052142	17	ENSOANG00000005135	Ultra45
ENSMUSG00000052144	6	ENSOANG00000022063	Contig23004
ENSMUSG00000052151	10	ENSOANG00000009746	Contig25879
ENSMUSG00000052155	2	ENSOANG00000008384	Contig89
ENSMUSG00000052160	12	ENSOANG00000008687	Contig19582
ENSMUSG00000052221	12	ENSOANG00000021006	Ultra164
ENSMUSG00000052229	18	ENSOANG00000008960	Ultra460
ENSMUSG00000052234	11	ENSOANG00000001232	Contig35300
ENSMUSG00000052253	15	ENSOANG00000021071	X3
ENSMUSG00000052271	5	ENSOANG00000001937	2
ENSMUSG00000052273	7	ENSOANG00000014287	2
ENSMUSG00000052301	7	ENSOANG00000010036	Contig10572
ENSMUSG00000052302	10	ENSOANG00000009918	Ultra31
ENSMUSG00000052331	1	ENSOANG00000022017	Contig13459
ENSMUSG00000052336	9	ENSOANG00000003978	Contig20158
ENSMUSG00000052337	6	ENSOANG00000029137	Contig12451
ENSMUSG00000052353	7	ENSOANG00000028293	Contig23842
ENSMUSG00000052363	16	ENSOANG00000028450	Contig41389
ENSMUSG00000052372	X	ENSOANG00000006764	Ultra98
ENSMUSG00000052374	13	ENSOANG00000009397	Contig2568
ENSMUSG00000052384	16	ENSOANG00000010823	Contig10391
ENSMUSG00000052387	19	ENSOANG00000005022	X5
ENSMUSG00000052395	14	ENSOANG00000022204	Contig8391
ENSMUSG00000052396	7	ENSOANG00000009381	Contig36844
ENSMUSG00000052397	17	ENSOANG00000001032	Contig2652
ENSMUSG00000052406	2	ENSOANG00000002453	Contig2121
ENSMUSG00000052428	1	ENSOANG00000005489	Ultra331
